"Име, име на родител и презиме",Автошкола,Резултат
09e37bbd719738a6058d9c5f23f222149a85abe5807523b9db740f667eb625c2,Ива Обука,Не положил
aafa27c3dabdbcf390476e7641e6a96a11db664e67e0a623beeed06f13057376,АСХ Хирда,Положил
c4dba3f4347518981a32e46a26916fe355e5cb09ab1d361ab0b851b2d076632e,Ива Обука,Положил
81555fe48680a3978afa7256002598301e85f0da1981301d69b931ddcc9c564c,АСУЦ Боро Петрушевски,Не положил
de43ff6a58d56c24b56fec7ce99686b374b156b0ef89c98a1d3648a060a1e4c9,Шкорпион,Положил
2edd329807e1b7a478a4c9187adcc63dac271cb2e9698b2556a8a304c0cad454,Драјв Скул,Положил
c71e85fe221002e374cd458d19cb05fc8d88f9d30ad97872f6071f2aac7d90dd,Мартин,Положил
17766bae4d53d4b84bec661b9f55ad3902de91ccf73713e0a2a4217af02fb065,Зелен Сигнал,Не положил
bc2e347b257ebf3c10f510420b36a4b9e5aa90a0b4da6c125300ee720a8fc0db,Беко Бс Дооел,Не положил
223a527ecd5b02acaa4848ce593a9b094b16095e67a6118ae8892cc87cbabc3a,Сигурност ЛНБ,Положил
28c89cb0fc42139b5925de6db5cf94d2eb1ee09c6a8774196979dda2632a8a12,Шкорпион Обука,Положил
cdd6acbaa98e8322245e84c93461fe16b23add2ad19c9347c07da2a80f9fc188,Софи-Скул,Не положил
99fa739a61bcc5aca1ab9cea78fae95384ab9daab4f61ee61bfc130e36e91b9a,АСУЦ Боро Петрушевски,Положил
9ca3c8ca3f1d5981eaedac5e0aba1a8f19f7c18624a95b9153a8b255d02b4ef0,АСУЦ Боро Петрушевски,Не положил
1c22090cd56ea6a7f4d57babe59d99121bf2f535509744fccb335495e472c3d4,Беко Бс Дооел,Положил
5fd864c357ea3451ef9f82169a77f76faec48fd3427e529a888f08c0ef2c4cda,Мартин,Не положил
40e235e9910034f972efef0f2e46d2637307e94187436e01929ca0d114e7ee88,СМАРТ,Положил
7c79db843e885f6b039097baf21d6dae71758b2b0c97a8f6f2eee7d1a55b698f,Алфа 2018,Положил
4da30f4f52a76540b4329cfc319ea34967333efbcdbaa7456227c85ebd7c874e,Елита дривинг,Не положил
e87fc3fe1f167fcb3bad6c7aa6cd8bb23062fd1403b6102cfb7550cf4539c6f7,Брм брм Л,Не положил
f76682984d9662fd8220da38bb34c9448458aa9668a42a66f021d94223926761,АСХ Хирда,Положил
ebb67e985c02a1f4189414beccc2e169c9399bf08cd3e6ae36af9c255b6eeec8,АСХ Хирда,Положил
f4daad9a9b7dee856828a0ee832f18164a780c3899c4332a9366a73f0d509449,Зелен Сигнал,Положил
52795f31127da0e15011b81f1f38efba91a2971fdc8ead8e36bc994febce3b57,АСХ Хирда,Положил
1291cae71cd12628d81e3467c8af3a2cf0e8f6a7a99d3301ad3c15ece74f7397,Зелен Сигнал,Положил
b728d33ffbf6345d390872c698146fea4470ec73800bf2270291b6eebf188f56,АСХ Хирда,Положил
e3ecae8abca56725d51cfa8da9f4e552d5059b49fc7b35b51a29bb1959285b5a,АР-ДИ,Не положил
d15c55837c23c267413b1fc06915a07afe14c5674fa1571abe99b9f7361f7afa,АСУЦ Боро Петрушевски,Положил
970eb0e891d8b83e94261437140dc50df13e645b6207265fca87767150550b23,СМАРТ,Положил
af15ea319ce8a57a7bc7e4afaae4b4317ca50e5a16d473cfbd1d6ff993456a25,Нова-Нова,Не положил
11991ee7a9dadacb2d098befc467303bbdf963a13fd17787f6d1fca129ea8e45,Елита дривинг,Положил
39f7d96354fc10acb9e21dbc6e140a4f6a30b4a78654801a9da7681d7fc70624,Ас-Коко,Не положил
a51b101974df9cdc3b239ab78e57ffa9a5f9493c3472715d16163cba23829a95,Шкорпион,Положил
541988aca9773c25f5ee527e13a8276d065443f939cba79657c2ce0fa90373f6,Алфа 2018,Положил
ad2134b634ca77ecf16ff1f891796c0d7ddc08e6c8f0203cc9d1f0c67cca3825,Ива Обука,Положил
544fe7d3673d934e45b8f7528af535dea79a3f45ac55ee00392f6e854022ce8a,Шкорпион С 2014,Положил
cd47f5615aa16cb6a6838b314cc004518098d32871a86fdea588a705bf5b5474,Шкорпион,Положил
ad615b980b4f44a1f0b5638305b2b82f2a2660154b4436fe2ea6847ed0c2029a,Мартин,Не положил
e89aa739afcf4f4dcad49ca3fa770337e021a4007a934417695375d76120a77e,Алфа 2018,Не положил
ffba5ddb8029723d694d8ee6382c7d10de0e1fccd8302653a3fe8b41171b25e8,Елита дривинг,Положил
9115c6a0ecbd92a5ddc6856211cd8c519a3e5a01adcc033bd9a2098b7f0e8493,АР-ДИ,Не положил
72c4c1f6f96a7b9f511e0b26a4fdb32d1a9877473519e75011c2e317e2ca611f,Шкорпион,Положил
38d3fba0f73e0e725cb3f2d0d38b606b68768a769acc64b407828f26d52cb85d,Сигурност ЛНБ,Не положил
060f4196d6ffad232181455dd0fb3b9460dfc9f33cb8144b5414858df49dacdb,Кекец-О,Положил
5a6ac48d12dd74fe092a1d937d218244ad53f6e834ba4e99a764517e9494daa3,Арт,Не положил
f3f069cbf07b10857530924fe77041c5ed0c7b502da7e3defd8894cece4f886b,АСХ Хирда,Положил
c1df7aafff7ea7155ee4ec53b45a37884f602aa823f3573e75564471b4ea9633,Арт,Положил
a0c1b00cf5e6494fa2ad73823a5019dbfe4b2c31da74b486b7871d8f0bec9144,Ел Хилал - Јуниор,Положил
a251638befbf1048ebc4d9a44bde662fda28b20c69738447930c8d5789f0d374,Елита дривинг,Не положил
eb9c550c382675af3c79aa1a8f9634ebd6ac3b5c02840d76fff6d5b42fcd3a99,АСХ Хирда,Не положил
fd44f9f86127fc365b65fd740df0721a835f7eb7cb773b025910b1c2fe69627c,Ива Обука,Не положил
e108fc90d9fa8ff023ca6c626ce8c876a7818f994dc301dc0a1be5f5c4987c97,Ива Обука,Положил
6ea8e79e16d5d4ccbcf7f5c1379621a9bc310a856a558f8132f2a2964aa4d1af,Елита дривинг,Положил
2d651dfe5ac0f494757e10d54b4e72b06c6541e311395fc4602db43779e74859,Кекец-О,Положил
93e55335480f8d40fb17a53cf8953b8a5de5ebd749138455fc09d8ddb30bc926,СМАРТ,Не положил
5abf8e6b6993fe224f937cfda71e5a124f0f1dc2ce42c9f215eec55f2ca5e0f8,Деива Обука 2001,Не положил
1f9e45ce84feddd550caabf57f75d7713bfc1591d0845ebb7d9beba888f8fd74,Зебра АБЦ Дооел,Не положил
e85d9e68f70e2b80d581905aedd2522045a839974b1aa28d86b4db498e2d77b9,СМАРТ,Положил
8d03d6511aa78b2be8b4b8e280af071185271ed54475bbbe40ecb4742f22a67a,Зелен Сигнал,Положил
cb68a8aacd8a83a3d1e2bfa4c6cd5d62e7ff35327377ea7bba454e438701d278,Алфа 2018,Положил
37a8c278b02586009414a7d539ad94916465d151a0e14324fb9169df6fa6b919,АСУЦ Боро Петрушевски,Не положил
ab565089d8a82d86be5f9d694ea45c783b3f47d05e4d2807bd855e9367fc7e23,Арт,Положил
079e089a5128d8daec18a7795b4ff1c88d2f6dbcc99743713fc0e1ca32b445d7,Ива Обука,Положил
ccaa27bcb2c13b51611a8472b6eb60ff336a4d889e1f50ecbbc89fc4bca51f3a,Софи-Скул,Положил
578ba878f647c3078ae8b53243994a5418ee6c42b2ff03be11aa64770abd503e,Шкорпион Обука,Положил
04d78a2687150fbb9128406ff2b2f372a8526197191cb9bb3cc63b43c6436804,Ива Обука,Не положил
ef0314a27a639a2398bb07f6950d131b9812221acfd8fdb9be00c3af5b1d95d9,Ива Обука,Положил
7aea86209c4dc7f320bf1cc1ba8c73b840772082ff2f7ec25e53b513436b4aa0,Мобилити,Положил
9013da44dd6132e41f285523d78edb4698e1cb93e68261f2f5fb550f80d62091,Мартин,Положил
54674aa8255eb9999cb0fbad50d1733846a63750e62fca309510d9afc2997b7d,ЊУ ФОКС,Положил
171686a60a55f743646155f24cf4c3fecb2ad021921e949d93e3a770c8b7f2d7,Шкорпион Обука,Не положил
e5c6fb8c6cde85bb7b9b3b1effb651f070152a024bf152b7ea4ae66e0b0e7e49,Деива Обука 2001,Не положил
07f0d541e6e58b8c56e11b18e1412fa0d1b783773055e8e9f16661b96cb7f363,Болана ком,Положил
c2972137ff5708961617a0b42a315fa0261b3b2dec23a2cfae74a20cc486bd26,Мобилити плус,Положил
d1d63bc12019b7152b821b90e2c974ea55d19160eee850a55de570bee65d31ad,Кекец-О,Положил
a8d083de7c52d7da62b83b1a711266e2673bbf3761d9ab022285be1ee97589b5,Шкорпион,Положил
7153e7041ea168c643e6ba7152443b799d85dafb73a538cdd101123c2e3ef502,Арт,Не положил
c763a1bf0a983c94eb2816ef9232bb4b9f0110885f9c87920a19f4038d7fbe7a,АР-ДИ,Положил
8a2f6e3dfff43557a17d5c6491332ec980a42c7ec131a07c4162b1db484da5ba,АР-ДИ,Положил
ead38bc487ca18282058e9f8a54b63147e9c807ac7d0d40fd2625fa3e32638ab,АСХ Хирда,Положил
86d6252f98029b7bc3ea6abe9723078f1db8e10087310b873114244a29d9ada9,Беко Бс Дооел,Положил
5732dca05731e8b036f5b510c23f2ce0767e70f8d154e1f4d230401ad727ddac,Зебра АБЦ Дооел,Положил
74f49a5437db874d3efd8ea969e489ef8f56456e3e68013bf50db2b97df3497d,Ива Обука,Положил
38ca8eb155efb0277c36a0be810478c26e6e55b1265e2c75e55e9f096fc2220e,Болана ком,Не положил
a9d81ae26fc82d773fcf8345d4837b522b576fdc324eba90555b58435553b5f0,Ас-Коко,Положил
af6e12b6ca22ac1d14e089b67e8e470210a4a42f339f70e6f930eca95c387312,Идол,Положил
965cb0df3bbf45bab8ecf03369ed5473a0bfe64d347a852189f4eea89eb0072d,Софи-Скул,Положил
2c698801563cc78dadd69b2df2aa29a47c4c8e233fd1a1dd87cd4a27b8d79834,Болана ком,Положил
3cce54c98381e5de152c24a6ae6c6e4d4dbb3c8bb264e78d87d2dabfd73f1f9d,Шкорпион,Положил
d3334b9e147e772f5cd99c93a36aa157480e9818744097b252a37cb2b2e0dd38,Тримоски,Не положил
338078b86ce93a6769e93e7e3dbeba1c0e22d7b0b2f1c5c93cf2a7bd04fa1a45,Сигурност ГТБ,Не положил
d588fdfa525d0fbd89f5444a1c04302ac1529ed379130042777d63604cbfc04b,Емилија,Не положил
3c119a13a5944d5aa02684e2c53d0f92f094852715a99cd370498cf49f916bfd,АСХ Хирда,Положил
53e4aeead125b38a3f2f959346ba2638f76c599609b2e0edfa5b21b0f1b34e02,Ел Хилал - Јуниор,Положил
f7dd8ae86b7220541b9e69beb7765dca728ade202c73b6a0876f1a27c52f9b16,Арт,Положил
2c20a89c8d3950ddf2d5c8506cd802ad857c40797815bf5fe5714cbe05bd0a9f,СМАРТ,Положил
059d29913136252a2659e99fd2d41e68245227ba9dc84513ea188827e844b335,Шкорпион,Положил
d4b1dad4e913b3ed5dac1c7d50055a566ee54f48019ce828316ab96bf1e58303,Кекец-О,Положил
cf28fc9e255888d6725b67d0a16aeee4099ad939d973ad4092e4e3258d7e0f24,Болана ком,Положил
72dabc4f798c2957f723f3a851d6b7649c22a87d8bcb37326ee29368d1bbb443,Идол,Положил
97975fa3abf9e5dc9829db7444fdfb2001c97237374d00e534fc3eca0b85bd14,Идол,Положил
d80f9528697f031e2e8a4b2d73020889ede75b5c8e5a4f76a6da78b3f16ff8d1,Мартин,Не положил
1b1ac6714cb1027376f2bb273c62fbd12c3731a02e89fb1f37c77b6c497dbb0b,Деива Обука 2001,Положил
740f1cc239dd52818dba381a327e1f9f3fadf79abd70ed91d500ba6aaefb430e,АСХ Хирда,Положил
4fb34f347a82ed6b48c08e6eff7ed5556f1e88e53927278a52d67d29c9ade6c9,АР-ДИ,Положил
b635524e7d00b56c221c8b3a9184ccfe7c184513824789e46ca1260b79d77e11,Зелен Сигнал,Положил
4f354d55e32c5aac232240984fadf51ba368f022658874a11abf2b9d1364d27f,Ива Обука,Не положил
1c1337811ce811b6e665f84d3cdc71e520691a1549908ea230b5a2b9e212e38b,Мартин,Не се појавил
2c8c066766b2e9bbb37c60a2a55ae9537c2234330b1a08eb393734e386c4dc39,Ива Обука,Положил
