"Име, име на родител и презиме",Автошкола,Резултат
4cf3d8e8da544f30f6b1e11437736712fb6edf0e884329e1018d0d7d76380750,Зебра АБЦ Дооел,Не положил
65e110b23854b251fd446bd713d894a42adf33a298ae64157f63dc72d9ee8726,Елита дривинг,Положил
cb73c1ce723ff1874b28544d0209c687f00f40274e03168942a44020dc84fff5,АР-ДИ,Положил
5da73c10fe87c3438853440b4604043f162626474bf919674880742628009600,Идол,Положил
7b403ff5141a9bf1179067c856ebfe293ab51065d8e5ba7afbc92dc24a339abc,Деива Обука 2001,Положил
91425d7f026b2bcc0479c04a7b53a1298b240d94ddfa72b32c42d02409fe9311,Елита дривинг,Не положил
b1d22cb77a637ea83e344f9030b9c401e03a48b76472eacb48825e09ffce3b50,АР-ДИ,Не положил
b231687c981460b169f2ee8b7189d79e3a73dd46f57a258b80764738c79c3966,Деива Обука 2001,Положил
c7d774137718c1e22e9cd436cf4811e619a1b591e3b0c0cc52f6b48a3781cc8b,Емилија,Не положил
4b7c84fbfa675973bb3335e01d4c77363eb1c348493dd9b83b2adc5454fb6dbd,Тримоски,Не положил
02eb9d16df560981922b35cc48becb4b9b52cfb9d3f2ae7a93d01c85db9de508,АСУЦ Боро Петрушевски,Не положил
d390ea1b8f7a9cea977c33bc1b113cb605a7871206cd551273821917c6283037,Идол,Не положил
b4e0f9963c3ead0d3a5d27da15f5a737cfbf7060bba25b5e608d08b8ab162ab4,Кекец-О,Не положил
57fe4a64e27fd6a7ddd59d721b3560696e817a5ae57be3cbb8c8782831065d91,Мобилити Плус,Не положил
ea45177957a2f7b0da15f5264376853e68420262ca685446deb573e52daf01bd,СМАРТ,Не положил
fccf8cdbc9a765ef44aebbe54a7369a3a54d5ba2259b050f6852daffa5732c13,Брм брм Л,Не положил
4b8b440231ad8f2f655228a222f2520ef5805607b4ba309e20fa98da1b2ed1e2,Зебра АБЦ Дооел,Не положил
e3468b1b9eb04938f3034e307208d4640d3023de6ddc4b2da16cb6f69ca009c8,АСХ Хирда,Не положил
615d8b17510e37c30bf8658c2d6c82375258a1522bf9ad460642648eea7d4d09,Елита дривинг,Положил
b0a72510852ef5da1dc99a8913a463e24b2e3eb8dc05142e3a79dedcbd25442c,Беко Бс Дооел,Не положил
3f75b4f08bf22ba8607270821610de94e43b6fb7ddf638bb575822bc50007781,Арт,Положил
5d5f495586b60204caeb01be7961b07e56b08ecd8421beca22623cf590908e83,Мобилити плус,Положил
