"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
3d43cf92d7395b4e6a7e50179cbfbf5fb7561af9d46701e5500e5e895e31f477,Европски Возач ДООЕЛ Скопје,Не положил,male,0.97
27e6fb4a409482fe91dd2d424a7e589bac36b02c8d4b67c00c57abb9db68b8c9,Ел Хилал - Јуниор,Положил,male,0.96
17b1231cbb499f578f65912077941e511c6b71d7ee9741fcf9aacb2e0c4e737b,Ива Обука,Положил,,0.0
fb2ecf3144959fdc08917ec1d4f7b61d6a56f9b77bd45b08161753c9866f6528,АР-ДИ,Не положил,,0.0
b422dd899b99402e91f933703b9e77a25ea120479e6e54c1ff74a07021e32e81,Алфа 2018,Положил,,0.0
64c759e887c669add3d75c69150bb303200f828458fc6fda6801ea723976ca91,АСУЦ Боро Петрушевски,Не положил,,0.0
d26edf92b1909bdb7a8c9c458c867098a28413f55776ea574727bc9aeef27c4e,АР-ДИ,Положил,female,0.98
be61963fe83ca9059b83f843eef1350e9be63b71cce9dcb53b5268c56c008ccf,М 22 Маријана 2015,Положил,female,0.97
48bf1a868ec5aa2095527d208f693992d1e06ab7413d0a54c728a895ae839f5d,Ел Хилал - Јуниор,Положил,female,0.88
8a30fa2c0658b5c38133819565867d66c57a0a27a323b95705c93a0f463d9f48,М22 М22 Дооел,Не положил,female,0.96
5403ef6b76638686bd25cab0998ae93b7d6ba8d0b4d9119a0cbfa8c7c9b22288,Нико- феникс,Не положил,male,0.99
c884af9ae4163f8b0eabdf5cc3c0cf62795f4908ec582b24837704e4cbc49185,Кекец-О,Не положил,,0.0
ac84f9949b1327eeb8c89db04a61d26ab99b0326a67ec6191aef209d9856534c,Панда-ЛТД,Не положил,,0.0
b6af341345cbeb53ffe7c42bd7a0c5124bf5112ba6faea3c99fc01b0efe84f14,Зебра АБЦ Дооел,Не положил,female,0.92
d3ea01f456241909bc55deb80515053a9e353314c811d48a62ba9dd0e5d1db61,Арт,Положил,,0.0
43b97312a86c8347c191e6648cf4b47bc629acaf8d5d4ccdeaa7c5d675a18390,Софи-Скул,Не положил,female,0.98
9ef00dfe5bd727655876fc21e4612cb3e2eb23b495a90b6f1dd91c655bde11ec,Ел Хилал - Јуниор,Положил,,0.0
039b83377894b20dfdab093b4d7f7a3b7646637b1b613910737de05115f46d94,Шкорпион Обука,Положил,male,0.76
7f1f21c0c05dcbf68a245f7aa7c603de8121e011d11c28ec25c1eb9b1a3f1206,Мобилити Плус,Не положил,male,0.99
ca5ce6f5d560e77add0bd7ea822487d11843d33f7ae2e9aa89c39b0c0d18ba84,Шкорпион,Положил,female,0.98
1b4a46579451c7801b3f0ecad0acfd47b9d775196acb48ce3750eca2bc542c89,Ел Хилал - Јуниор,Положил,male,0.97
859485e1d110336a593fda527b78df9065002eab88b639f912a69044322fe877,Кекец-О,Положил,female,0.98
f9b14c2123479383a00ac5fb21bb6ee452a99f113fb818f00396fc04653bae35,Шкорпион Обука,Не положил,female,0.99
baf34c9254a72c7c1d371699c7983a6b087634858ae6a281b55ad4fc00cbe9d7,Емилија,Не положил,female,0.96
deab7f6eb8065446ebc73a441165a90489c9bee9d77408ab50c550c4b6e8ad70,Ива Обука,Положил,female,0.92
b4ec37ae7dee631ba655a89a5bbd6310ecfa5e9667e273f0b54c321411708b2f,Зелен Сигнал,Положил,,0.0
7e1136abe15430dc82f2589025e3c30700526635beb1bf46a818bbd83f6ee4ee,Болана ком,Положил,,0.0
ee736ee6972cda76d8affc627b11f529aff23b44107f76253955401315de0a6a,Шкорпион,Не положил,female,0.97
9cfd94849abf29d4aa8b7549bea20caf6b5a4328152e27df6947dfcf0518e194,Брм брм Л,Не положил,male,0.97
b73cb7f86d303aae2f39b0b8f6e5bb8d97db4d1069c9449d641287a57fdf5d13,Арт,Положил,male,0.96
79ea74d1903831bbdc12502a531fb46d23450d9cb4c129f2896b7850f1e92c9d,АСХ Хирда,Не положил,male,0.97
04b6820fa472bf39d680b94471cbde5fa468c4521751b5b1adac3e09752f4e9b,АСХ Хирда,Положил,female,0.97
678d0a75a29c3ef8cc5cffdcb7d235c3e686c422ffa33167870fcdb653d19aec,Мартин,Положил,female,0.99
2afabebea3467d644a826d226e5e1d2a188415a6fd8a1b73fbbd1d328517a5f8,Ада Скул,Положил,female,0.99
47e9e50f85f33810110b3e4e21225ae9cd04259ef31d232ca7cd96f09de38573,АМСМ Услуги,Положил,female,0.98
ecb63078c8abd82edd32c006ff30423c18aae69686b5770e16dce87c1659c227,АР-ДИ,Положил,male,0.95
cedf2f7a86bd06e2b7166168d00d506a9109f2f521e36cdb9a96a13c80788da8,Болана ком,Не положил,,0.0
5735cc8f7b7790c25e277c3b139a69b6b944022d551c185e0d6fc57a16c3c07e,Виза,Положил,,0.0
95753da86f442ff34d14043ff56fb6d524041ee2459fbe3989a29ba99b3145b2,Банкина,Положил,,0.0
f0204f87829ae009262a5ba45f0fd7e579feb9fc96cfe09ac1601e8ef3e60cb9,Мартин,Положил,,0.0
49dcf62c9cdf93662a989dfa219a53b4d012d2890bf7490ca92d0a1d77686549,АСХ Хирда,Не положил,,0.0
b6423460344d9649d2ee892058a32775db0a55912edfef3733b9e5f3c9829a10,Емилија,Не положил,male,0.95
d3043a3868caf8063096d2758d439933f1098334b8d6f821ba5ea179e86d6b08,Европски Возач ДООЕЛ Скопје,Не положил,,0.0
9a0eeb3d42648997442c72367c476421c5a3970c9df5b38c4862ba46f38aa042,Зелен Сигнал,Положил,female,0.98
c15ced52c693f83f0557e8a40753f14ace8df57fd187e372c7ffffd451fd10e8,Мартин,Положил,,0.0
33b9e8f20c7395ea18839731bbf91ea945091ffda3922d6c5af2fb40e5a6492c,Шкорпион Обука,Не положил,,0.0
7713474f64ca2505c16415bdbd086db246518a7913c809c714345035278f3213,Ас-Коко,Положил,male,0.98
6f8ffa220438c0d7c6166c9fabead155fe2c198e36c0bb030e132f03f4c904a9,Арт,Положил,female,0.95
9edb5485272f924121f21449327891dacf84df4a611172481b900571a8591d41,Арт,Положил,female,0.95
2a4b7bfb70d59b4a94d13a5a10ddd9df019d08300be8b7d067703e0b48af0d9d,Шкорпион,Положил,male,1.0
2b596847975e9e2ab6eab63dbd3ec049cc2ac36cfab93b2564bc1ef2c2191b10,Шкорпион,Не положил,male,0.99
33208e5481c848746efb4dab682f5247327b257167630b25931fbd6851243304,Ива Обука,Положил,,0.0
1b654471d92f54e752d1a60c78af249653edb7d6221415aff32688048f12801d,Ива Обука,Не положил,male,0.94
875a9fe7d76fffea87cb472647093c9a69b859369b25e023640f2429faaf1cfb,Алфа 2018,Положил,male,0.99
3e48c717b2c020f1eeeb99cbee3e1e4a11e973af526be6c46253c033847d83a1,АСХ Хирда,Положил,female,0.98
6863301b00e34bd271c511d6c45aa9292cf03d12eb234b2e9033d479a5810ac4,Болана ком,Положил,,0.0
64565d2923ebdc5ac6d346148c0561c465a495ee9c0847d535c6e71256438755,Тримоски,Положил,female,0.54
cc8e1d344afd1991bd34b33501525b61377938210e848f395816f15098ebc8c4,Шкорпион Обука,Положил,,0.0
06fbf8083965f6c60dcdaf7bc47db68e068f4f0282bd61a8eca80bd662ba0ca5,Зебра АБЦ Дооел,Положил,,0.0
82271330453c404fa10e001118685dbf68177ee7c5b040cf2208a7cd39d1b97e,Арт,Положил,,0.0
1c920200281a7b028679904d4432c2c59670604f2fc4a861ddb11139d0ba12a8,Мобилити,Положил,male,0.98
7d04f459fd80e43dbe8b636c7839cf165298e200a59c86083ea2295f5030de5b,АР-ДИ,Положил,,0.0
597728f9bef7a71521ddd1ad121797cd52d8522eba1523a0481231fd096a701b,Банкина,Положил,female,0.99
b8810be888378d0c3307550b425414eb5a3d91aa8ed9aaae1588d2d28acb94cc,Идол,Не положил,female,0.99
76933e2c2ee583b2d88b7b0fb3e592bac1842ac1d69b86f7b73069f5c12a2e56,М22 М22 Дооел,Не положил,male,0.97
ca6a6c3eec3aa6e7694edf445e600e54f02c787c132cf69bf3d06b5b167a17b8,Сигурност ГТБ,Не положил,male,0.97
11288f7bb67656858c970b8893d4075cfc569b2e2bcdc29d4e577681d5e175cb,Деива Обука 2001,Положил,female,0.94
46ecbdbf7fde30387e5d2949c4ef69284e9d340dd408fd0d59e6880c3ed36eec,Банкина,Положил,,0.0
bfde5be325f1ba82500f4e598111d374a1a794a43f894a3892939d1a94c0c582,Мобилити,Положил,female,0.98
0da949b8ccaac2245b843041beb0d919cb0cb45cc12554bd03cc1c2ffc9a237b,/,Положил,male,0.99
6078e9c888d55855c2f424a3ecfff310e63b706cbebd2b55b742c772638d24a4,Брм брм Л,Не положил,male,0.94
751d4304aa03453ab94d3bfbf863de712cf4e848449c296b289abfd13ec098c9,АСУЦ Боро Петрушевски,Не положил,male,0.98
a6bedd757fb4b8fb37be600830abb0b142e96dc5d8b5ba39ccdecd8b511cc3bf,Панда-ЛТД,Не положил,male,0.97
57265b2b2d08328ccac5ae151aba6faa2012a848e8918d792d9a67de0f3f9db9,Идол,Положил,female,0.98
eedb7e02a25774aa07299fd46d35034a2c5230c6bbc614850bba99baf166b0fe,Арт,Не положил,,0.0
149f3ddf3c1a61f9f60814c824f380dae5d4ad03fbc9c7a0c3e0d45fbf2e5280,Ива Обука,Положил,,0.0
c8ce8a590b9d192683121895cc9b25148b6e1bc4c4b273ad1dbf56c059e97b63,Арт,Не положил,female,1.0
