"Име, име на родител и презиме",Автошкола,Резултат
dc964ead02c4892cfbb4995fa626eacd1974779db9f090124f5a760de873dcf5,Алфа 2018,Не положил
5bd451be10afa81c72c7a303ffefc918d8102459cb0a9e4c719cf7be2dfe35fa,Бобием,Положил
a1859c885909a3286a3fa237669895b52239b475ee991e2cfbfb6bcec197e310,АР-ДИ,Положил
1369d6267f46f10b617950edfe0df3a33f8149029c3673004d17797813361c0e,Зелен Сигнал,Не положил
db644f5635504a83f6e2d41b7c64415e054ee93fa4e5615e55efad4df62b019a,Сигурност ЛНБ,Положил
f18e48b084f266ffed31210e3c45e8dfd8856968c4403128f72dfd22bafc9742,Максигнал,Не положил
069630226379b454ed29c770b146f0da0e9c9401741cecc0899698196937b2a7,Ел Хилал - Јуниор,Не положил
30a3c3843cfcf9ba1ff5c2c6e0ba8d1857bfdfd67f32fac8fe611b2576490498,Шкорпион,Положил
e8b4a6913261a8558fcefa44bf580e702793526c77e64fafdae9a3070882b5a6,Мартин,Положил
13a4c6cdab0c62223c0f310d8cdda31bf7aee61552669c77f12e785e6a65858b,Виза,Положил
51c687ad8dc0f39861be09d88a75b02cf9a0931da610caee84e869c918ed78f5,Арди Јуниор,Положил
3ce750b8901fa70a3621eba6d6cd47ad5ab710d005b2bf9093626f4cd0069c3d,Зебра АБЦ Дооел,Положил
973e3017ef941446b58aec357e607f100124feec4aeade8c78762142b5a43d7e,Мобилити плус,Положил
cce69077e5b8823e31d398dee210107dab0cf6b2074b64911ae990f4ee8648c7,Кекец-О,Не положил
c4c2324aac5ff39e0aa5fa50a09bfd12f325e261c0fc84d8422f25cb505ab96d,Струга-ком,Положил
9200a810c7e3008c12de1228d5247a76914e0eac405d0573cd7570615a81d90f,Ел Хилал - Јуниор,Положил
c3f2fd920a0cabf6b53e108494c18921fa0b9fa5cee13c863ab4fae919395f4b,Болана ком,Не положил
3c77c15d40d488304a178b0e3e52a036841d9a7826287532a75749f856674501,Зелен Сигнал,Положил
a08814e2d5a26128b5891d8b7779dea75a0a08781e6209277a76d43c09e7dbf4,Ива Обука,Положил
a6d1342370fd25f9f9f209b0118483035f3637c2ed7826fdc4a8242ba0fc9a9c,Болана ком,Положил
857344a7040d19fcfe265f6971cfb98fd2326dc392afa70ec5412b93822f0795,Тримоски,Положил
cab2795d8e03642f6a1ad60f2df98559059bcd118f8b42f8022b04e220476106,Виза,Положил
d1dab1ca566ed25e5e104a25a35e79024f595d6d95c415d070add0736308afc8,Ива Обука,Не положил
44b2e932443e6e9b77e9e1d5d93d11d82a9e9768d8d0a11a14237ed389c9feff,СМАРТ,Положил
9716f84f6f90ba072db3786f9ae13a8ee883f32b8a0238d982c15f653c095e34,Мартин,Не положил
4dd953ea7bafdccf234b48a9e6868ad88d483d005701170babf7970eed8164fc,Ива Обука,Положил
9ec932e5407447ea4ecc38c1eb6581f6418c79cd06b9e73577009f81e18d611a,АВТОМАК Гоце,Не положил
8eb21b7a75f28247ca58247ec697c264613b045dadba685c5312f8ece8772665,Кекец-О,Положил
422e914bb7fc89ac065a273d1d0129428453ebcb213fba4ee44d471838a8eca7,Деива,Не положил
9680b3fab067e9082ce9c8133b7e1bbb6e3afbb424e6a6bcd54b120403e26619,Идол,Положил
55d7e61a56822ba6b356a5f5d7f0c53ddbe70a664a3048f2b2372fe617fffd0b,Кекец-О,Положил
55af5aa82235e197d83c875067ed643c7cabcd91dd4510afe144481c1cc59525,Зебра АБЦ Дооел,Положил
22a5537184c790dedd6bb7fb903ea9eeb181d840bd48ce50b866cfc5aee73ab1,Шкорпион Едукација,Положил
2cd685707e42d0087a1d2a5f1052c111b1735d4aad6e774211e1c1fbbc51c38b,АР-ДИ,Не положил
3fed4c7490420062440476649969846515010db7232e4d15e324e2ec8a5cc5d6,АР-ДИ,Не положил
50a5fb8f0293d4ccaaac6bd79328b5dbb4d076abe509f66821c28f939aa54a8a,Шкорпион Обука,Не положил
e1fbe71e969b338ac382aa08d848422bafb8744ee0c30aea36d73acc3ace32f5,Мартин,Положил
b38ea3d8fde5bb58ec7fb9cd325c6158bf109b3e8e8955e54c41caa3266e8826,Арт,Не положил
568568279fdc86977bcdcbc4892175101ef786ee5e1c8426199c41374fab623a,Идол,Положил
2d2e55a7d0d6c79b52045a306a9a80bb7be7fd979d1bf1fa8930fe7fb2bd01aa,Ива Обука,Положил
6157fbae7f34d31cd7bab70046a6f13d9e0e6b5df039b77de6a370f25af42ee4,АВТОМАК Гоце,Положил
accec4b1446168249149bc07f1afde9b30d9207fff1f1dc54dc5b4c9a6c79638,Зелен Сигнал,Положил
6454f51b5655289e731ba8ae9eaac2ffb1eac8d351968e9b7367cc9470875c17,Емилија,Не положил
19430fb3934a6937947cd34b8a71b5e6f6b4e34bf76a83612919c25b0592adaa,Кекец-О,Положил
21956e5652509bc362df953a83c59ef40c3e2e950036f6ebc595e1471eb4bd76,Тримоски,Положил
bbadbff560d239b5d5bb6aac2362f042f47476665f7d86215c20eab326319cd2,Деива Обука 2001,Положил
1613f8c99e419f5a4d52dfc19575eb8b24a9f769316e9de2062ff0879f60e5f2,Кекец-О,Положил
2fc592c013af8e5a405074504f9cea40a0b0a81ad59697948a658abebeb8341f,Кекец-О,Не положил
f2757ba6ebfc58a91d0ad9a69807031a91b8de45c09463ea90ccd63ed2dae3e3,Ива Обука,Положил
ec210605f72cb62b632724769c3c89be30c3f2c5bbca09be31a0c8def7abe5cc,Бобием,Положил
39a8091f295b3506465e96f7386f5e7c81584a2dae10cd7672b88ae24d653f22,Кекец-О,Положил
2238da239dda07cd686948d09dd97325407d2a1f04ad70b7402fbb2c09d75570,АСХ Хирда,Не положил
97c0b8e797ecf9df14a88f07723dd6dd1e66a153f0d827aff57066e719ee7e56,АР-ДИ,Положил
f8bbd0e2a37bcf111d99077ad2d37d815d789a91d3cc49043e3f258ff1f68a48,Зелен Сигнал,Положил
3c681cdea65d5ad695c2f5c582b12a06fbd38132aa3a05528e9f17f61a768625,АСХ Хирда,Не положил
441dda9b7ad10b327d33b86941f938f0826cd6549258bdda95a8d4e0afa7c860,АВТОМАК Гоце,Положил
c0f5d7d608325a410111b88a6cb25ddc4986f9bc58b344c85035f4301d50fe36,Зелен Сигнал,Положил
56db0adf95c8bb790243917f62daeb963be639af1c9b9a390f4149cd80d23533,Идол,Положил
18144069ef1e0870afc1923f99d4495710a10bb5c7fad39e234176c71b6f1f26,Мартин,Положил
138dcc7e5605c12da115a345c89e6f18b17bf678d636e6baea0bda03eacca4b0,АСУЦ Боро Петрушевски,Не положил
2fe56e9c9666a9b6bc6e0602f0f906f8856258c84fc453319eb55272e45cfe9a,АР-ДИ,Не положил
68da1177fd2e695c2e80f92aba79d258fa44f883b474d998fca387d8d4675f60,Контакт,Не положил
c04a089fc7d8764e3732503ed14fe30917da15f150e1165d7595a4fd48e4d8d0,СМАРТ,Положил
cf7cb7a7ed1ba4afce0140315c28b10e701d9eaa142acfe7a2d53b28b4d925d7,Зелен Сигнал,Положил
09da06002966128a2751a6473a212539bf428c2ed4a931ccc5931499eb4c33dd,Софи-Скул,Не положил
7cdfad7e45bc0d661006fe60eca6360f17daad97a1c8759d688361b7f88e748c,Мартин,Положил
a14edb0f12c4261e47a8ebaeff060e835f49659dc1ca8253ba08cd514ccaba5a,Деива,Не положил
1e337a6f7b73671b7c2ae9a82ed84abe6bf44b0ac0a6b78dfff192899e0d26d6,Мартин,Положил
77246c38ab53722a634c3b9d407c7fc2677d4bc70641e8fd475c5f3f82c62222,Болана ком,Положил
c5d1699fa5bb4392a71002f058a8d1fc63f001a8571ce938fa96cc0dd588ad93,Мобилити Плус,Положил
612738eb50befaa0f51c8334578c2f83cf4d5b34e37d64a93ce5267822c95586,Шкорпион,Положил
5eb7dedeeb01537ad0e094c5ba9d0b51fe6d04ccc59fdc058fb41b3336e81f8d,Шкорпион,Положил
