"Име, име на родител и презиме",Автошкола,Резултат
4f207641b8cf0ed81887d5c6bb45ba71d8a4d70d6db6f21664e9a095aefda681,Беко Бс Дооел,Положил
75bf26e5a409ce5a9fd6969c4d5287575efc84fd4c9693c296bfa4767c388b0f,Беко Бс Дооел,Не положил
c03bba839a9b719d2e188223f7c1d3c3d399e2c55f5a82602394adf5e5543c81,Зелен Сигнал,Не положил
c5a0d14c95ecc892b6b055d6d9cf8b546ab1b49a5fa0313af57b4bdb9b511702,АСУЦ Боро Петрушевски,Положил
ba50cfa153de71de748a3926235520d0d3b4bdea091a301ddb300c8dbae90517,ЊУ ФОКС,Положил
3efbeb50ed7a39580606fbbcd9af400137f08278c71fc48f91d99aa6a2718a0b,Алфа 2018,Положил
a028e499b0c885ff1e6de3ed37a2a50bccf9b7a937d335d9a71ce0517f5e541b,Зелен Сигнал,Не положил
b42d97d73dcd47ff5d679c65d2d69e47051702b4ed0e9d0465b4acf274231b07,Алфа 2018,Положил
30a7539b5bb09197fb0797b489a622de9f392b8253c0c08daf4754ab58b41dbf,СМАРТ,Положил
d1d762453893c4dcb70ea2d85993373ea911530f3aa57fbc2f645b02a2bb7467,Мартин,Положил
1914c13df64248f96f5fc812e373bb1cb24cad01487f4d125d5b737b3dae10c6,Сигурност ЛНБ,Не положил
645424e504fc9b31866bc31382f99b9c20159c691c2d1bcea7fba1c35ebf2078,Алфа 2018,Положил
54de61d7535e52cad593507a2e6a0364238a54722d5c6468d333d5be2464b0fb,Брм брм Л,Положил
0636a5ca0702c941988f3935378ba958669e243e2be6f8710f5109c985f633a1,Емилија,Не положил
faed97446280c6569bd45ecd03c33efc2d63127e119adbc7eecfd176831a7585,АСХ Хирда,Не положил
a3f362fc9687ba10dd725571751766cf0ef2cdbb9a0caafcbd0a04d12a47db3b,Банкина,Положил
6ff1c56a5e44b4a73353a1f2f102bb210254c89bf6ce9767fa91dcd48360165d,Мартин,Не се појавил
2b9b25a9e6c6c56fa3287863d29a507cc04346328e1e42c0da869db1aedba3c2,Беко Бс Дооел,Положил
f73c9bd4bf06dd30d7cc616b6e410c74ba5a4c98f063c0ad236a13177a34ec8b,Кекец-О,Не положил
a048b63af2daa289efb76e96bb33d62dcfd54d1b436c88ca5682097d53f269aa,Арт,Не положил
4ce9578bb14953051bd1e8310d6a183ed995ec8e4531880402eae5e129e0c35e,Шкорпион,Положил
0b57844a82d0a06b7c119f7347c3236a7bdd040968621c00902d11109dd07dff,Арт,Не положил
bb4b702f193d9854cb259b65d930828b295d0acd5339f5f8e24308c3703d5f67,Тримоски,Не положил
f8880bfcee3c7a24986ac341622a519e0a1a7fcd9555cfc94bb124fa73e90b38,АР-ДИ,Не положил
03322010b1b653608fc6db0ec431d28fc7e0a45d10b6336114861405e50d30b9,Шкорпион,Не положил
a15087cddf155c8768b2d9ecf8a0bd8ad0a1e35c87e8719a47b8b6c99d8e3a43,Мобилити плус,Положил
2d3c0f1e785383aad2ed41a73f15235f7c43588abe9e73dafc2600c47b383a8f,Болана ком,Не положил
eb85e4b07a97acf32d481c3b03c20687d4ed14ad6da6a797bd39f72220dbf7b7,Ас-Коко,Положил
a650a1c394c919d70f87f49f00b0989314b38a01003ad9b0801ded6a3640474a,АСХ Хирда,Положил
988b3e231bd39a25ba64c3464963f9a9f6beac7f3bfd96c9920a3eea0f1d418c,Шкорпион,Не положил
401fc4e8fd56c67d137887d2d2820d05970779369828f768ebf01b97e23427e6,СМАРТ,Не положил
07ec1d5216d9ace09a07d9e17cf2be5e5e5819278538da0ab8d4f7248beb56b9,АСХ Хирда,Не се појавил
b595d84221be02bdfc982307156c9780d351b620633caddc0b0b29f254456431,Нова Селика,Не положил
99bb594e3664ad5978b313a29f99f0a30470ff07a386a6b15edb114952f7428e,Кекец-О,Положил
7f87f453cbce5fe152e244fe5c2617c58e12db70cee0b4ca6797a3ba88a669d8,Ива Обука,Положил
4f50827bb31aa922ce1879b6c650de39a6db9f48d67e79febeeb74304e6e0101,Ива Обука,Не положил
f50be35a47008ec5a634e4c0c44167fd5023af1c2c8ae5ccfd8f9e61c60ccd12,Елита дривинг,Положил
690a98b717d1a1530328125ed7ad8860fffb185e864db8353cc26dfa8a0945c3,Арт,Положил
a03120ae798fbdb2f1812a9a9c3f45461e2f349ed6fd4da7d880341b4bc7484d,Ел Хилал - Јуниор,Не положил
c2e1f731d39df507e0a66221614d3fac63be79a72f6318cb2b585cf4a178962a,ЊУ ФОКС,Положил
0b1faaba055b08f915d49de1b23aa333bcd0e945d2a6c895f03b82a5421d4bf1,Мартин,Положил
8d5671d791fd5414e89e2a9fb5400960e6d35b24e3daafbcb20ec7a6a5a126e5,Арт,Положил
93eaa5f6ded9943118b6410f852dbc632db47c43adee2f4db6b140c9b31f7517,Арт,Положил
40884254e9a2b5f5af9af2ece88e1868f285c3e84b9e15555d6ebbb1c3da2d90,Елита дривинг,Не положил
3bbb115ed943812577791d95cdbfd2734af3d184bb680d8fd1e852c2aeeb4c2d,М 22 Марјана,Не положил
a775d61b7f99826d3fa1a10a243fd280475f2b55d8c8665dc8a4902ebe9e71ce,Арт,Положил
a57e05d3c48d1a247e58472cb4fe46c35affad1fac4ae3345ca3858331b09b86,Алфа 2018,Положил
ea2012010bc8762529f4880ca0dcdeb65de488895d1f86305dbb970f91108441,Брм брм Л,Не положил
852fce02e415e451d1462091feb63b79bdf54d5f41486f1ba4f92264c5bc26f3,Зебра АБЦ Дооел,Положил
99a9bcd53817e90bc242113784d9b24584ce85d68e7b08c375664bca5924d284,Брм брм Л,Не положил
54294b2aa0484ec5c3be6c6a1bbaf7a0e07c7946d8763e87b623373b2f9a891f,АР-ДИ,Положил
ca6671c5457e3d0c39b7824ea5f7691a3298503cf168855da75ac6fc5b875975,Софи-Скул,Положил
1820b61bec3f297fc36c33e722b694d0dd6bec8d3c8de167c5a1bc020bffb595,Тримоски,Положил
1dc465f858b802eeae0acf0a4d095ba385ec4e931a43067f998d721261200fca,Банкина,Положил
181887095e376189dcfebd62ad56c83697e84bfb4bdd45ddddfdd8c5c9ade788,Мобилити Плус,Положил
