"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
abc3b930d64fec27d2e4b4eb4e191e9824bcfb7950493053b85d8eb54956c634,Ива Обука,Не положил,,0.0
3f5bbfedf5d2e037988e18f9f30bb467a42e50ee4707f9b9bf73ed3b4a7365c4,Ива Обука,Положил,male,0.99
d72c8797f7c8c80637c95a8acd7f88298ebf525a92b674b701d04fcf81105480,Драјв Скул,Положил,female,0.99
3675597d4a2283e64410330b5f3f85dc053f66875e5a828adf6caa33f80a2cc7,Кекец-О,Положил,male,0.98
2de29ebc1eda7d3c396f07c25ec96b74ba2ecc483f0be6f946973efac10c8c16,Арт,Положил,male,0.93
e168be2effb308bba8ab454e5b30d38882749fd55ee63addf13fce2d109f5c43,Зелен Сигнал,Не положил,female,0.98
8359368cb6cea8ce89035a3ba284018a217d16561febb3de3d3810fcd0cacb8b,Мобилити плус,Положил,female,1.0
ac80e50696dd6f1bf81d5f218ae23d681aee7134259cc667916dea0d94976df6,Ива Обука,Положил,,0.0
3aba1b71045d5823e72ff29f5379fde70192c0a435ec5d816a676c741ebdd367,Кекец-О,Положил,male,1.0
d45dd5ce66b8a6ea18613084715cdf1b223eded0f8e8f1b6814124aed0bd3e11,АСХ Хирда,Положил,,0.0
6744a669308dbace3d573e94c1ca2dd4188e4511aa9c713b310137a272891458,Бене Трејд 53,Не положил,,0.0
f55c50524043a34121541a01f104cba51fa37faf4bdd7de25f92d0d2d2f1e27d,Арт,Положил,male,0.99
e30c3cf722eead812d3382538b18d787b830ff781b6342e4abf57ccafb69fadc,Арт,Положил,male,0.86
0b92cfe5d573d0899dca691f0277c91d78b4025354891d074931c3ed9c99170f,АСУЦ Боро Петрушевски,Положил,,0.0
f982b0b68f6bb4fd6c163c9ca44ccd2d5e9d995df025245adbd04e66d71a1250,АР-ДИ,Положил,,0.0
aff52838fb505526519b4291e23857c6e60e343629da0a3a3bb307b4865a79ec,АР-ДИ,Положил,male,0.98
71cf8ab7ae54d5776340f545dd21d8f81e687a5a509a8c0205781d827707ab88,Тримоски,Положил,,0.0
