"Име, име на родител и презиме",Автошкола,Резултат
cb73c1ce723ff1874b28544d0209c687f00f40274e03168942a44020dc84fff5,АР-ДИ,Положил
b68fd98a9d1a92619f954d50686ee4da39578cd0de0ae6cc35ef31b9a2d26509,Зебра АБЦ Дооел,Положил
b2b068caf61023605de1a8759cae8b9598832862af61e5a38dc5766498ea1b3f,Зелен Сигнал,Не положил
80491eced9bc6304603c2c4b96225f2fe038e796a6c0b5d0096f3c1c73b01767,Европски Возач ДООЕЛ Скопје,Не положил
7e7858c5967c6bde933225d7fb41d8d243f42fdce740f83a0fcebc9dbf7e3235,Шкорпион Обука,Положил
562eaba327a6f8886385ba4e596652d4bc526f981daee74c2729adc1c1c91670,Драјв Скул,Не положил
c155e87867cf65c4cbde2c75e1cf433cb066860078f3184d626fa9b0bcbc6021,АСХ Хирда,Не положил
a4a132cb786d2fa48d70a9c122d9739f36ecdf76eca9a41fd8d6fccf4b613120,Алфа 2018,Положил
462a826d594110dd8ff652ec5a2674c4db39c81288b1c1e69f4e05e9ca218b60,Зелен Сигнал,Положил
4de5d2834bd74800b9ad376fdbb52e2d9bfaf433444763fc3609c19b8712f23d,Кекец-О,Положил
f24bd41ec931ba8142f41464a12b175cbc7ad65292ab26658ef21dad279b7660,Зебра АБЦ Дооел,Положил
f9755d81d6e076d552a36646d7a3b9c59f6420502f6da03fd492400a8ce56eb1,ЊУ ФОКС,Положил
39d0c075472ee5dc2270814e22b0cfe75fb96ed469a8149d567c78b0753eac47,Кекец-О,Положил
f413eb23dbf37e923eca71eee105216f59014c11966cdcd3370071dd08140763,АСУЦ Боро Петрушевски,Положил
15524b5174d5105cc7974d922549570ec5c8a6148d2d1c545ab03383899bc02c,Шкорпион,Положил
c7d2c7d375504cdd71f5315b772150e89f934ec2e19c7f0f6793ebfd41888890,Европски Возач ДООЕЛ Скопје,Положил
b195a3890bf1d7ce11814eb634c1f266927d76025032470425cbf7e195a9e8ef,ЊУ ФОКС,Положил
356cff95491b57c14e5786ccbd2f07e224043c971fd36f04a0ba40631ced215d,Болана ком,Положил
