"Име, име на родител и презиме",Автошкола,Резултат
d0769ced84d82a4eb19a705508b5c489ef6225290e1b9578d2ee288b256e3307,Бобием,Не положил
4f600760b5954275608c2ae770bcb7549d2d5d5572d0ae466341d2e1326f4f0f,АСХ Хирда,Положил
90dd03fd50abf6a3d74a3a7c91692015187bda5ef70d5f92066f22a898bd57c3,АР-ДИ,Положил
be6b6d25ae96006a70ea75ada47bde029cbf72c5d533da14ee71af22c404071a,Зебра АБЦ Дооел,Не положил
747d8aaf4af1c37c2f392a2a8c770a4db610eadd58babcdd091350d84b484de8,Ел Хилал - Јуниор,Положил
aa11884fda95313984fb0ea691641bc139b07efbf35a4444be2bb7ee1356dae6,Кекец-О,Не положил
de2a4110f7dca53a3c39bcb572f547b2d0e0e86405616ae542f222754264aa5f,Автомак,Положил
888c0b8766882f7cf17b1a47283aaa120e3614b856243bd8c40b56ad82685672,АР-ДИ,Не положил
688ec01feafc0a9c6e8577f29a60cea8194e224fa2b7e5f8fdb31d8bca899c48,Зебра АБЦ Дооел,Положил
61597b5f5b291829d929786f9156881b0f8e53684a332192bfecfeabf88d1662,Мартин,Положил
0d1358d1b36345113fdaf5386441647cec4e78e932b435a44881146615343947,Тримоски,Положил
bfd5133cd0574b118e8094317ce4036c28ee65136f542fd5650b401e2e19dedf,Алфа 2018,Не положил
de37d918932cfdd104aef5f1fcd8116160be47a609aa57710e4ae6785dfdc370,Арт,Не положил
01f7dbcb3301a4ac82f1ced27dc02e6611f621902394ac9b316c990aaaebde75,Ел Хилал - Јуниор,Положил
a27d18d9cd046c1b89a6f273ce872df736e64476b3a4678e54a9f1ce616e51b8,АР-ДИ,Положил
98845a2bdb04360bbafe5ed98850549d18aaa77e385fcb89fd4e2288e12d4cb7,АСУЦ Боро Петрушевски,Не положил
9f5d6bfabde471d7f95dc5cabf5308d6cb4e59fced4bd057b4ad0af1542bf6cf,Ас-Коко,Не положил
6c36f8b4f123d6f5bea48ca532b6718f798161abb28f1ddd193558ab9f9aac47,Алфа 2018,Не положил
668d9d2dd774e9356f4111a882585b4203f45f5a6624fe9964161d0dbca1b4a7,Алфа 2018,Положил
7b38ee4d3b3192f811ff36880a77fa3202893629241612fb389dd70e2c893654,Мартин,Не положил
fbc5693ea9e816cbe673849801e5e1ee7c7b8fb93ae354db2b5262ff9b592f22,АСХ Хирда,Положил
bf231debd80a251d2a4ee90fd1b2baeae23711559a617804b0f14b60d574e496,АСХ Хирда,Положил
056242f7c0e318392a1e49b3ef8fef44fa2c0632d6ea9543d2fa7ec0f7d021b1,АСХ Хирда,Положил
9ed87a1299f775fc0a569a4d9650bd9c923b6252edca9ef61e1ac7e0246369f5,Арт,Положил
50e0934503a36815f477b56ec50cb8ef8b55df68ff151d263c40edeb7b7b7d5c,Емилија,Положил
812d6e2f4bfd7cbbf869780b6be82786fbf444c434e13af06482fa41b0f25116,СМАРТ,Положил
aca58728b33f4ace81cd1f2881b4f1cb4792a0479c8ade511089ae18847517b2,Ас-Коко,Не положил
0b9f05a0791ffd6eaf66f0afb23de8545bb63a5b388dcbcc3176d6f9bc6cb888,Шкорпион,Положил
a28d67dca1245c0ca219b83121d67ab0f6fbb95fe2aefe39310cdd030f9f7e8b,Арт,Не положил
487758280c521fbcd0a059ef0d20dad03dd77e617d94aac2025cc340d2b90bd5,Тримоски,Положил
bab376c6f8ff27d8dd53be91bec89c77a7b6d6c2384ddaf4844dd8ef756cafd0,Алфа 2018,Не положил
1341f1045ce9cac2137df93de7f8cf5057ad521b9643052c247981de3a66dda4,Мобилити Плус,Не положил
baef6e3e2ce7a5367c5b33ba04fbbe40b6ad1aa214f5661b56b416fbc4f01109,Мобилити Плус,Положил
828c8a870b8c07fd6d4c990f0e6d34f7acf419c6ddea03d410ae27a3b7102f04,Деива Обука 2001,Положил
5cb2b542d4176a9ede4208e0877cdc59b8e08b18fefb0200e4561b6cecd493da,Кекец-О,Положил
156e8f7d9553bdb6d2270fd2cf55ffd2758697216ac64e2ab892d85bb9640c1a,Ива Обука,Положил
9816a41ad9259cef79bdd6d64781122bdec201d4bb37ef0dacfa1cd2d5df745d,Тримоски,Не положил
24c24781ce5c4f17918d657b46447c33d10b87046236699583717045ab8bf779,Арт,Не положил
c6e33ad6ff5491eddeef5af0dd2b7b1b45f3a181446398b43bbfc16cf1e08190,Деива Обука 2001,Положил
38452cc5945c8a1eec174ff8b55c0652be9d879b6a351a57be204038d3fcfb55,Идол,Положил
b667a51624d408073976a45f68c8bbb4548a46467aff657715411e66ba8ab8d1,Ива Обука,Положил
c3f75f896061711a605caff14114235557ccaecbb7da68ee26109ab43546d1da,Драјв Скул,Положил
7491e15fdad0b12e2862b744c6fdd1e62f768226c4cbad7c799220b492e196c5,Тримоски,Положил
0b17b9bc8ca097d883409b0db715ef5f80cb014eaf6801ba2e06cc6fd31596d1,Арт,Не положил
d138437f167618047388d88d611cd0b0c91bfc5ccea9a4b4ed379bcd9e7b156c,Болана ком,Не положил
348aab565a55ec3e6708fb4c1063327c8dd45f4cea4daf01dd0e52161dc86628,Софи-Скул,Не положил
baecf7efd109ff50749a3dbcb56d5e56abd4d1438400652ed766503f3fd816a6,АР-ДИ,Не положил
43fc6033793347ac466d6d81d3480473947a835937bd83ec969bd9e228a38662,Мобилити Плус,Не положил
097d10a4814e6a2165cd0f7202bc5407ec6747ac6c6edbe3192117647c8d1721,АСХ Хирда,Положил
6a2a35b964945d6570f8133db44a712750b56ef3dfd46d713c8f37c5a2d36cee,Мартин,Не положил
bfa8d2b4dc4bceb0dec49d83c4f2aa566c92d0c9b40fc443972965f03c1652c1,Софи-Скул,Положил
f72cb93d09f898aecd7d01ad4a19647e93fec679831f3139432d5b6eea6af7a1,Арт,Положил
ba2b54d8a73ff9f55612eb251d4524c557866e30cbcd262e4443af0501c92a62,СМАРТ,Не положил
78799937da77b119d34df178469ccaefdcc13cf718d748801e6e590c5b615895,Алфа 2018,Положил
a472e21e5d8aa68e1ae68ef29ccda3ad84ed6841464851476588032ea9526e6d,Панда-ЛТД,Положил
