"Име, име на родител и презиме",Автошкола,Резултат
aa06937be1da36acdc7e1420e0f182e282b9450279d6f9df8775e3b76d01e8e3,Тримоски,Положил
c734019f42509145dc0ef5b5ebda563b63d5cf8f279fae9f9c2aded33c96aed2,Ас-Коко,Положил
a5d0a5c83522168b3aafd96f263f154645e127c764e87d8f8061a2d0d6dfe75d,Ас-Коко,Положил
3d1e5b6d38f5b1323fd696b21b49a57faa1e99292e474a5c7e67c3cff637a76d,АСХ Хирда,Положил
8a4d2cbc584efb4885c9ff9b21fe74f65e0c6bf6a4e8fd4c48ae7c2ad1096b8d,Зелен Сигнал,Не положил
6febb3d29fe13cce930ebc1b46619951a0430c45791e2f3272b1dd4712550d9a,Мобилити Плус,Не положил
fc4d668f7799c1c39273f0306ed619a44d8dc5c1b9fa4c29b276b70b891d492a,Мартин,Не положил
a3d471835200f5ac906351ff36a50ca7f861e487b071c52b56286490f4ad5fd2,АСУЦ Боро Петрушевски,Положил
97819d105168e9d0b165d6cfaef3c1f6a7545ab8cda55b8f18d7b15c61a3cc1a,Ива Обука,Положил
d30420f18b7f7a83d080f2ad3bf40bfdd29eea68b10ecfa4151d1bb9cbee0378,АСХ Хирда,Не положил
8b61cb9525009489706e401fcaba15437f92ff84bd75668a41fa90547e9d2b4d,Ива Обука,Не положил
70844b67e666dab7aabafd3106f1a17b2eba2dd5ffc86f600ef0088e663354b1,Шкорпион,Не положил
951e909f42c344a1aa7f25c8084dd2cbd2277f839052d1716507d7bc446e40a0,Мартин,Не положил
992da85291bf7740149dd10d033db5cde6f7c86c3626f454921e4111956b51b4,М 22 Маријана 2015,Не положил
b3df045a0340265e33038855850dcae8bc4a74ef822c7566314048b18a16a021,Зебра АБЦ Дооел,Не положил
daf760e3ede7ea4f4356138442da7c5abf0cf869e9a13a0c597ab65b7e073e10,АР-ДИ,Положил
32cd6f02c2b4015d64f538ccc5298646ccde7cf355ae269375ee8de6938b9dd0,Кекец-О,Не положил
652c0beb2ecdaa1e604723220b626f724a8946d433d1c5e5b1e1a5d80493bd20,Ива Обука,Не положил
b5a649abcb894d1ceff15a9032ab4df014d574019611dd4085d9b2d874821aca,Панда-ЛТД,Не положил
fcaccc77f6745e4eb19a9a5c5d2ae27c51e99f49f9151ba1fc88f87d03c49903,АСХ Хирда,Не положил
54f9312da2cb0365e2d7a0f239413ec24adff2687db2f3cceae4fbf0284b5472,АСХ Хирда,Не положил
bea57f41a96cc1dce08868ca390427ec52a749210322a89659a6dc336ef43be0,Болана ком,Не положил
4cd7cfee301940a53471180c9e74f511d009d01bf4cd35b536c22939e2bd2fc4,АСУЦ Боро Петрушевски,Положил
1d52399196b158fe6e946f5ffb4a25ca5b4490cf3f90ea64b34980a4d31ef963,Ас-Коко,Не положил
269a217c744ebd5ec2e6a912f045e3672cc72e327a7f338035071478c8c22b65,Шкорпион Обука,Не положил
f2a62667472cb04d73b8ffdc5a3306b78ec839d9ed02b6331bade04b21026153,Деива Обука 2001,Положил
8495dc7259e373b16793f54c133646b0fe0b4aa5983f74cee112ef74a90752a4,М 22 Марјана,Положил
96d621f9e38c56d4e858833ed890aeaf8cdd74bf064e0c9e40c33f8dcac5433f,Европски Возач ДООЕЛ Скопје,Не положил
26e0b1408140748374e97b3433248d08619431fdf3441b527d15123cec55a4c8,Ива Обука,Не положил
55a79fef23ccf7a7e4805f29539a1ad286e34abfd8b220e48f55139e427dc701,Шкорпион,Не положил
44635b062b73f72816f488e95c6c807104ceda6598550fabf308922e49224980,Емилија,Не положил
e55a497f8ed48951a4a67bab8a9d16b465bd3bc7d296c67a65341b5d1e356354,Шкорпион Едукација,Положил
69f351cc8201fb03583060e4c4d382ce23eda2c1318a4e2bd8709cf338cb7834,Ива Обука,Положил
e17918ef3f64e99e4c20260f44f1880d3fc482c4f84c5fc4912d1e75862df636,Кекец-О,Не положил
2194faf00529a57b5f2920377c555cbc8f28eb3dee73eee45525cf2b70c42201,Ел-Хилал-Хана,Не положил
a12abb24165986154d033b4b0ff5c19fcb0516634cd15cf15644773efbeb36a6,Шкорпион,Не положил
11db88fb5d4b3908a08dff7e381d47180f552dbbfaca169bf82695c288589127,Кекец-О,Не положил
13186c34a94bb299697a747e7d4c29377eebe2cfc5bdb023b063654272c73c68,Кекец-О,Не положил
5189dcf1689faa144dfc39a491b05b6c0d59be1e2172924322225546e1758c5b,Мартин,Не положил
dbfd41a3afa05f8994922a72f7793b31d40b22a608191076adec51c87cb3271c,АСХ Хирда,Не положил
214c7ff1e739dafdf32b74e1976517f12f515f476276760b9dd419c87b7345fc,Зебра АБЦ Дооел,Не положил
ef31b18b9d8e1fa6629fb397e5a7b64e2593daa5e946cee15877e82c6763a4f2,Брм брм Л,Положил
5899838ecdd56b9dde319106ec2bd9efcd2cca50e15c743b7fdf5a63dab0d19b,Ива Обука,Не положил
299c8a4698a51eb5cd7a5fdb49407041c1eeb38cc81b5cde2e6ac5661ac0f579,Панда-ЛТД,Не положил
ec8b44668977c102b8a09c353eabefc7ce530dc6a9e2ddc163f13c52dba80ae6,Емилија,Не положил
b4c318a3b80658d2e62c7b3173903d784f0c0e1e176096d0739c4515c9d08ff9,АСХ Хирда,Положил
36100eccec87354060d4b09bb72643b90081f3b8a8e4f76a1afe85b3f37cd7a5,Зелен Сигнал,Не положил
07ffe11d60ffd5d7a5f0fd05d30691365dcb65360fc5f1b108c532925f36a344,Кекец-О,Положил
042d952cd23a8f4e26f5fe6e4458fa58fc7cc9ed5b65504f914d4f76b33622a8,Арт,Не положил
b986efac1bc288e23431624c994c6544e2be9779e3610a1aec9f692096c9acfb,Панда-ЛТД,Не положил
ff413cac4193e72b0026ee907a14668004e989cfac62599b2385ab6fe785ae90,Арт,Не положил
12d6d00723aa71f534b8be8ee6f12476b4f5e0a5dd06ae55518f823df75f59df,Шкорпион Обука,Не положил
06912bb09a1bdd6e180fd3b3bfcad8d82d5f2b7c5d19a6b51fceff7a7f3d2c01,Мобилити,Не положил
27d208af7115d1f8841eb9bff69715dfe79459d3c453a1474cd63d258bfc1ad4,Ас-Коко,Не положил
9f6a6d7d72039aaf98c59c0c02592774ac43dfcf7180b90bfc5b11895723146a,"""L"" Сигурност ГТБ",Не положил
d58f1a4367096be510276d31000ac70d36b7e9e03679b764d6c3c2c1773f86d0,Алфа 2018,Не положил
4d1370a0e835b202b38fdc33fef80bdc5ba93482b04762c4d6a64ca0f7171604,Мартин,Не положил
15610c313ed271ed4d2b5ff42e33caa46e657e71c28e3953b135b67e05f1b3a8,Кекец-О,Положил
c8a84dba78523a78be18e95d17908432387dbdaba6f6ac0c2a35a5cb406d12c2,Зелен Сигнал,Не положил
42e41439624e95cecfb5e87fa805d5ea1400bcce1f627d2ca3fe417798bf6589,Софи-Скул,Положил
548f2c7b1014d125a326a5d2bd3307649877d5da696d740273ab1e4990fc7d94,Зелен Сигнал,Не положил
a871c4e5af6f51f0e2c28c27956e8cfbb4131037c5fb2292ccd41d81492d79db,Банкина,Не положил
efaab8972fdc0a0ea27250ad265dc4c597389f8d0dc87243cf40bc56afcf530a,АВТОМАК Гоце,Не положил
54a8986b018dce040a3504e51c415beff4767845b725ef869a22f1716f250b4d,Шкорпион Обука,Положил
2db069b749e439190c907d47d2caf3c9d64c5c1d34c903a263ff2f686037d475,Мартин,Положил
276d1ea9498dbc763dfa809b92c156eea049bff56a7a1f4434c0c7442d8693cf,Кекец-О,Не положил
0fe1b82ec969aeb2b28a5167b486dd229cfee0ea3ef86a5d7fd93e06b4cddd77,Тримоски,Не положил
ffd29173b3c4c2dacd76a718cb8c6383c3d68fc8300ee7d64a01abb60075a060,Џовани-Тим,Не положил
7c18d1c0ee978f6ff2d222182d1401260eea021abb7c365445f47a0457826e65,СМАРТ,Не положил
757f482589c20a44c40a8e18cc1dc3c334e48cc65f7dd829539adfd29c848ecf,Бобием,Не положил
c5f03289b51389aaf5956805b3fe924cdd3fdbffcd21c9fb26c8ff3c9d035342,Шкорпион,Не положил
9869b9caf89f2127ae22a275f2d9cddf7972580a61ea98c244b931a928b9c20b,Арт,Не положил
2629b7dfdf3f12a57f9553b1d544d4e348d482eb0eb94460bee069ce2720bf44,Софи-Скул,Не положил
c96d22752c63a76dc8c711eca74dc79b5929ed1387eb6181023e1215b648d03c,Идол,Положил
980f529ed3cf364e69e574e990cdba96067cce296725d411e4d5cf74424d8d90,Ел Хилал - Јуниор,Не положил
54ad9287a58d4d37775fd2f48c0b26cb655b01944df333f162947266d21bb99f,АСХ Хирда,Положил
48f0089c53d1b986f244a8fa642c1f3da9be61a296460340317bf0d9e3a5eda5,Ас-Коко,Не положил
880a7ac1fc71ab0eeb77cfbd7957c11c6c851fea11d495c85f25d0e4a4b42877,Елита дривинг,Положил
e44ecc87bd12be10549f82ee5ce89d121180d98afa84d5afb1c3c471bea844ce,СМАРТ,Не положил
9f950963c4a3625ac8d1f2e5514ea3e0035b4898c712907ef81c3ef313675d6e,Тримоски,Не положил
f2dc0e5a846aee42b621d79feda3a198d3c3e53f064b52f1caf0f958e5c7e6d3,СМАРТ,Не положил
f85905da40526d0abe6ad48f80335fc56281acd48539677163796b654de8e67c,Мартин,Положил
ebc5d0174c39b980cfd51502780d4ce03c15c026f68040e8169100f9115e3c03,М 22 Маријана 2015,Не положил
64f7f00f0ca29b9532c876f8b9bb2ceb4880b35a917647e016bad37ca598847a,Шкорпион,Не положил
9ae7fb42f682df21a13c04a3c54829a59c6153423af02979a40ced0106312b06,АР-ДИ,Не положил
05e6104e52c385d6295df4f0deda87d1e6eaa6947dff0e5cdf06aa7d0bb06792,АР-ДИ,Положил
35ce19b14d5f4d1229fd91b59eee39465260b8bb210abf4f31e4a6e488c40f1a,Деива Обука 2001,Не положил
dd20cb6e48d4903a58ede0a0ab0a8de594c5e1214bd70fb283cd6f96f5be7c99,Мобилити Плус,Положил
a204d17cfc7cb6db5d84252933566b4d745e4237b35c32751388e620ba0fe519,Шкорпион,Положил
df1e3a3f1bad8a2555829cf3b5307428e50b1629b917f449e7c8d397d32e0c41,Ас-Коко,Положил
862132a292ae69b31b5935e36541d9a4cf815ed77b73017dd4d972d0f280e4fd,Шкорпион,Не положил
6f42a88d6b9acf764980bc8c6da771cef5f73a5f1806dd1a45b15d22e698b6b9,Мобилити,Не положил
770b9b16ba24af7f9b2972d303ca2cf7e79a8683159a5734614df97926a1a00f,Ива Обука,Не положил
2730a50b8040add3ec8a08537b465ed1ec17bfaeafb3c21ba43760fe53d43211,АСУЦ Боро Петрушевски,Не положил
01dd9dcf59d5abca01abe7e269b8d7022903e15da821e0ff12cce9dcd4a4dffd,Шкорпион,Не положил
9730385ae47ee24d6f0f217f145304f3b685dbc8737fa3515389e6b0a56748f2,Зелен Сигнал,Не положил
146a3cf1307cfa9e2cf8eddc9e685cf1934348b379c2fe813cd985306112db1e,АСУЦ Боро Петрушевски,Не положил
36b1f4d9138de8fe68bf471f74d3878e95ece366776e9c7b5beed5961f4463f5,Ел Хилал - Јуниор,Не положил
89e71b645e36567bc9a34b53935d6b3595ac22e29ad5946bb3c1fe3f1094f334,Деива Обука 2001,Не положил
d24abc1d51e240b32000bab1bf5a0c48295e206011d93396bcdcc62b04a9289b,Кекец-О,Положил
f823ed32239197333e873177808d1e957e8dea259a8ebcf3bcced993600357dd,Мартин,Не положил
dff0212a1818a0898519da51f31f442a0a1b90eb70e64bcd99d43b6aaff45183,Мартин,Положил
628c7c331d8cef19c9c59d8f2a64937994078bb0dc8f7d92fc83df7600fb40c5,АСХ Хирда,Не положил
eb3288f89f2d66e8c81861dc78ea29da7cb5ba2969d75e2d83cc0140f1347155,Тримоски,Положил
fca2b47958498add8cb31d415ab66d1e1adb4b2859b769cc9add7002cc52b917,Југо-Фер,Не положил
c11fe5f1f9126cfce33a2d41c2e77700e61cf28fff5f5fba644f07db8f9bf278,Зебра АБЦ Дооел,Положил
fba7253a27c001d7554359408d0cc6fe09a94e1abce3a12abfbdcb1ff38afa07,Ива Обука,Не положил
a2ece70537661395c974ffb7dbd49ddbddfcd846aae1e173fd2d98958c9248e5,Ел Хилал - Јуниор,Не положил
ce43e19ef1692874ee8812331f74b0208c7074630d0d008929f0c040541141e7,АВТОМАК Гоце,Не положил
8661c7df952e14e6827dfb84ef81dcd9934a02e357de596e739a2f3ac6ebc8f1,Софи-Скул,Не положил
