"Име, име на родител и презиме",Автошкола,Резултат
6be5fcfef2906ba237ee37d662f4c130e914fdc96bc27e2d0a7d6e70c39c3cbc,АСХ Хирда,Не положил
ed46a3e1920d56f4f166fc70d7d06682633c79855e2b07c4485ca37f7a9fc1c8,АР-ДИ,Не се појавил
49e35a209dca74432710f5018b4b257e57d6b1b919082ccce9cbfcf9ad11e397,Шкорпион Обука,Не положил
e3d46c42b4f5052474c96092e8e113d7f4b7d162681cfa91e5e6a400a62985b1,Беко Бс Дооел,Положил
7fba27ec9fa0e2b1d2a2f84e41996c3e63ce4cec86770122058403881c176e32,Беко Бс Дооел,Не положил
94bbd6788086bca021dbe36648164f17a2cd526a0b534ec32ba0c028b3c97787,АСХ Хирда,Положил
ebb697694cdabb3778c6d7218009f82cc00110b59fd06c0aa987f54cf2a1962e,Софи-Скул,Не положил
5634e22fd3a754615d044fa49d7b76d002853d7901955dc13e9cb2d94b8afd14,Емилија,Положил
a497e044c4b16968c2b57805ed27afe62625352bed817b4d67d9724007ff42f9,Беко Бс Дооел,Не положил
64e7491ecc4855948d1f5bc2ba228dead6c55f9b2ce43d8edf7705fd679b2e55,АСУЦ Боро Петрушевски,Положил
92cdbe9cf6acd5614edd3f8076465fd0b3bc17701e2387a89efa49ddded183a0,Шкорпион С 2014,Положил
8ede2eb595824a3105ba3a2576ef905e676b3f9fdcf4f9c3f8d0d76301459193,Шкорпион С 2014,Не положил
4a13e0d2fc57562a2f773ddbef841535b358c0dfef6be6fba7d3983c34faaaee,Тримоски,Положил
f97810e1fab652e6c225fbeed0571df6cd0a2bf9f4bb7a1fe7b9e0bd98282bd2,Ива Обука,Положил
1755514543c9c8965934f7610b027ac671fff1dee349c1670ff5b099adc1ba17,Идол,Не положил
ea546ee70105cb19a323105677b1e38ad473ed715b9b001e61c2dd18fa307e01,АР-ДИ,Положил
8f668d77a91fcaf75b6aa5e841486900e1ffc65adcb48d5c6f46d45031cd61bf,Ива Обука,Не се појавил
b1e222df8f0168450d6e9436ba1e8ae770c72edce0cdc03932ec0a2dd71c2999,Ива Обука,Положил
07f03b5a4942c4c0f31209cc23a67b71ed5df8c5478be59d5919862a69b7b571,Зелен Сигнал,Положил
e7863d4ef00c2599330a47feecc21991d4ed3e807a90606e13d5d43b4fb9f085,АСУЦ Боро Петрушевски,Не положил
eed16519ae363e641d3d264623228735e478b89b036a66e2fcf3aaa897068626,Мартин,Не положил
f1be4119962fa9bcb2f6df5cd2ef2a2590fc625f09460503622053fcbcaa559e,Деива Обука 2001,Не положил
a77d15f27cda889a534b0d54241755e29ca3e9b5c43f7e570652d452565713de,Мартин,Положил
71d333b4cc0ac86376a665e54cd6caaaaac0f2aea7d6e8b5455f7fad1ccfaa8a,ДИТИ-КО 2020,Положил
4eef9bd6798dabd0c9026c1d4073d920748b7fac832c080c71d7c348adce9900,Мобилити Плус,Положил
a1f51bd5629b80265cc82ba6055aea95e56d094dd8c0bd6bba2c14bcfa494fe9,Ива Обука,Не положил
182fed2c59a30cb17cdac4414b11b33b27154a2587bbe42c9cb1b491384d2502,Шкорпион,Положил
4b8fa16203ac4dc997c0641469cb9adf88b9799401ce6ab609ae1f92922bbbfd,Ива Обука,Положил
f2299a41f572e4b2248e29976018ba01a4cb01c6f91b2d5f81e2dd8b502d8c0d,Болана ком,Положил
6477f7838b8bedd630f6699ed64791474818454d7f0cf76df30fc03ca42821db,Мобилити Плус,Положил
a0025dd1af763ed6d18fc118f84e944bebb62c049109af56a4d698cac1c547ba,Ива Обука,Положил
6a842801b39b23a31339601c364d32a2cbb1f9be55367d04fd4cfb494721197b,Мартин,Не положил
fb3c35c5e66911490976bc316fed111015c66177b3ebb81c4c9bf7bf82636ea3,Виза,Не положил
f385bafb6a872d2395ca1c44e2a25b28e18c7127a75ffef79b47b0cfa9084b92,Зелен Сигнал,Положил
f9003234e2494480751af43734f1a3b6db15acade79d75743a185d7ab497e59d,Шкорпион,Положил
ec45d4026f5edf304e6534b5b244f82f8aea78b7b2af377becfa8022a72386a1,АСХ Хирда,Не положил
013bce84edd9ecc88ebb2891a48b65fab233f61974921ca4b503aad9b7c04920,Арт,Не се појавил
0bd9721692e887d4564401dcd148b94b617091433aaae9f478277872fc336dc6,Зелен Сигнал,Положил
99185d60fe97c29077ef327c74fe38fd6b9be2507c4326bcb3a3399c57f8aa11,АР-ДИ,Положил
c8909909f9a4f32bbf602f4a41e3f07b9cfcef79940f849415faae7a8b77d366,Беко Бс Дооел,Положил
d373d47b386ae1a17d562df955be8c3506ea063393aa522610a17a36bae55136,АР-ДИ,Не положил
ede669789fa91ecb51be9c0459102da0d6296a02a2ea54bdf9a96617e07f8271,Алфа 2018,Не положил
92824f5b4487f2b0e215369c2e255e3d5629489e89cef9fbe6228c35d01a8247,Мартин,Положил
df448be296462156f6f0d8efa8180128ddba058ec309e688a6b30dbdf4e73e9f,Мобилити Плус,Положил
8670a85a90b0d576e2679ad8b19a03047da8f012e2affb69fc791c9781415a98,Беко Бс Дооел,Положил
91f2aa90056279c810c84183abf70ee194a2c2892dc9607191abe91278a17bdf,Драјв Скул,Не положил
8bdadeb98f99533e87f0864ad215e97b08fc33e6f566d1acd23325310d0ecb34,Тримоски,Положил
