"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
5534fb522d5a94750e8738a0d3258b1c4f26d0746dc750f52ecab26e4e626999,Европски Возач ДООЕЛ Скопје,Положил,female,1.0
f2e13455faa0b58f553b2e1bcbfe91567d6315f680b1dad40bea28d1a8ebcc73,Софи-Скул,Положил,female,0.82
05702364f80fa643d771f70bec6036d05e2da0d0ba2153f34e64f7cb53479207,АР-ДИ,Положил,female,0.96
5bcc899328aa11cd342c87e051f5e27c72abfb5388713b43a00b695829bd41d5,Банкина,Положил,,0.0
ed4ffe8f47a9f6de7212f86c1499ea1f7f6aaec631a2584edb95cb670e79803a,Ива Обука,Положил,male,0.99
bc931d282ef9a32a338dfbf3befcd68ebe2507c88412e711d99276e32c964f9b,Шкорпион,Положил,,0.0
1b019a0c8bf52501af84385e846e6e1b573287bb29401265d00c9f380c930971,Зебра АБЦ Дооел,Положил,,0.0
af3684dd39abd9856b0f72cab9cf8ce4a7c48f373e56163ae3021c9a8a205b84,Софи-Скул,Положил,female,1.0
3bc9d9ad9857fd6eb299b1773ac2f8b1f75db6894ca7817b703575a33a42aa4d,Деива Обука 2001,Положил,female,0.98
ea2e1760b5bdbd037b6f6f5ef287bafab223254174ad206fbdb19c2388f32586,Ива Обука,Положил,female,1.0
fd643cba8f23720b2faf0621de2af6e83ae376fd274bd5c7c2babdf34b8fb404,Ел Хилал - Јуниор,Положил,,0.0
94c2fe84c6695ff673025a211443c9b6f5bc579e02ea4105f68f1bba5057b70e,Ива Обука,Положил,male,0.57
6de423db3c34da6e6fa03acfd529c37fc52ce5effc6e8f66c23d9baccb9228cd,Нова,Положил,female,0.99
6f81a79e6f92d08dd4b1aa4f052d9462809159b5adab67d32ec2a3d50ce39b97,Ел Хилал - Јуниор,Положил,male,0.98
f12b5930b4394a6b374da3df75718e4fdf89183b5fcf693089f6b686f7fe8a97,Драјв Скул,Положил,,0.0
30efa69a5b55820809f3b34d734bc93101d105e0679bafab8a5751434a6157ac,АР-ДИ,Положил,female,0.65
5cabb2cde7602c90d426426afe935c9e556de7bd3a0eb3e976ddcf4de01ebad0,АСХ Хирда,Не положил,,0.0
f435c3fb6c8aa424ef5f07901109a18b533ee045912f8bf711fe4bb468c62899,АСХ Хирда,Положил,male,0.96
258a56a5f027ac4b1e7f7ed274cdcf9c11554da11ec1b3042fc477e588c95680,Зелен Сигнал,Не положил,,0.0
