"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
a6d6bd0e029b88f1482e2a24c3930db3748555d21b292a9f6bc49ab29a3cdbb3,АР-ДИ,Положил,,0.0
5c76f862af390bf8e98e65ae5edb55ded98f91135d60d700c65363a9f8c101c2,Панда-ЛТД,Положил,male,0.94
614ffbf77d0cbf0c33e5f3060d9641d4308d1e97d286f2e25635dff54455cb9d,АР-ДИ,Положил,male,0.96
1aa50e310c22e68bc44bd6377c472236f0497c237beb58f53d47c6775ca9b27a,АСХ Хирда,Положил,,0.0
52afdb46eb9c1e990cce3288b8952a3acca7b63523e7942deab17a263c5cef12,АСХ Хирда,Положил,female,0.92
5893676679ab7de05615bba14d743892b12a1db11e5849b162dcfca1fbd7ce19,М22 М22 Дооел,Не положил,,0.0
32e6e8075c597428d1e95fd5f65f6601c82ce57ba9e3b1a03892717d310ac3d1,М22 М22 Дооел,Положил,female,0.99
aaf39a7bd0739447821cfdae2960ad842fba97db9a85eebff01396144b055d5d,Алфа 2018,Положил,,0.0
ebcf6ec70f94704b6873ab489d8b34afbe7d6f8731d172e6abcb34e8e1404905,Ас-Коко,Не положил,male,1.0
1494278e7abe0f42aaafc55d0a73f6bbfc0240cd5ea8a95165f1a046b6ed5800,Шкорпион Обука,Положил,male,0.91
8aad3832a6405a4c8bdf4939a1ba0af54944c229e1efc0f1bb8e9fc706d44486,Деива Обука 2001,Положил,,0.0
1a3cf21d74af0c7b032ffebb5e4a18b964b697eaabf1490d542016e7b4a163f0,Деива Обука 2001,Положил,,0.0
4485e583f0c33b057c518d98c4fa291016ee0f7ef68d5a2a63ae7e137d128c4d,Бобием,Положил,,0.0
80a38f96b55e1f66adaf963e6ae77f8d55e8737f7f3f95b4227e52c454817b26,Ико 2,Положил,male,0.99
edcb0c7c1a907ef5d7baf8c5b10e8e9895710818e928ce551d4b6087dec90574,Кекец-О,Не положил,female,0.99
753251e11d2c6defb8f28d38bea1e655bdcc8ce33d81f16b8409daab2a5572de,Мартин,Положил,male,0.99
8f3ac1c58818f4fece9cfc86799a9f493ba7704cce3cf41cf001b00a991e7ad9,Шкорпион,Положил,male,0.99
8a650773e1fd9be04eceb5afb810d6bfe7d2ea898d1a16651a219d339f626b63,АР-ДИ,Положил,,0.0
352d498932e7d8fd3a3b53d6f7ccdc0fa63cfff960b0504312be650849ca9319,Тримоски,Положил,male,0.99
c324486f7ee92d00726b42050a4ea2a97998f5a881eea9c5dfb2c134f3859670,Мартин,Положил,,0.0
2a895648167b5637be739fc231e447b87a7b516cd5743ec150fbedb30eca4f4e,Деива Обука 2001,Положил,male,0.99
f98a9874395bf0fcb179f0fc6befb0c778e33e7cd4b468ef7ffb5383045f4d9a,Деива Обука 2001,Положил,,0.0
8a4427febfe2df890e99e4bd87c54acae3d1e9c26f7218a0950c2c46657f21de,Софи-Скул,Положил,female,0.98
0ade24d0eedd3e090cd55d9e230a280d63f8748ca61b40a7c5d6a394459ea944,АР-ДИ,Положил,male,0.99
2bf0389b128f78d80afe701baa38f98b263546b8fd7887abd03ea7a768a67a9f,Болана ком,Не положил,male,0.98
2186490707bcc28772a184a0fd79f0efcf6bb20a358b2edefc3af9bf78c8b513,АВТОМАК Гоце,Положил,male,0.97
06c299d8dc717ba529ba570ab371a5d046d69e028bdd7812e35b49cd6828aa72,АР-ДИ,Положил,,0.0
977820799bbecb2246be900e3cc289c85dc0efce91012687cb8f2c1a72dad54f,Диабло,Положил,male,0.97
19a2504e90da8606e1b6db4312ef721a85ef70e23d6694cce19b089371f67492,Деива Обука 2001,Положил,female,0.98
f69baddca214f5c0b6a8f3790a6e3340115733f6d0ef395f6994dbd859ade1e8,Кекец-О,Не положил,male,0.99
ffab0043d5ee94cf5cfaf3c61b5fc7643d119dafb06e4187997a2a75db4dfcdf,СМАРТ,Положил,female,0.98
644766abf540c1d8766a95294e81aefbe41d30ddf4320d6c32fe96cc4cfc2a43,/,Положил,male,0.99
9468a5f405f6a6ee2efcb81b81ea138e0729fae599f121489442da12c4231fa6,Панда-ЛТД,Положил,female,0.99
dff13cadf11122ea7787d5efa70ec0e5566b23681df6fc64215d191dbcf81bb2,АСХ Хирда,Положил,female,0.73
c58e9abf32a5571737b226d7976862df2c5e2710093d85cf591d5e797b853b1e,АР-ДИ,Положил,male,0.96
572746749f0bc28680689c8e895bd941547ba55e85f7f47bf9880dbdf7e406d7,Мобилити плус,Положил,,0.0
c0f8dcbbc3fb543d72535d39bf1c5294ab0b755eda4bccb82eba114096a13c4d,Тримоски,Положил,,0.0
aa0563099342615d55c9d7894eff2e9c864dd9264f24c23310a92682fcf518c8,Мартин,Положил,,0.0
5c06d9e32ccd3b83b5ba0dfb2a169a30a70fc5e25ad7e69af72da2f61f176a2f,АР-ДИ,Положил,,0.0
af6e576ca08dda952b1f648d4ee6e660a1c96420880d2246e0c2601d07f4694e,Идол,Положил,female,0.96
30bb205ddaf103493bad24159a404500a40f355fcc96b0ce771f8e61d6586286,Арт,Не положил,female,0.98
bd21d7d765fe6579c34f18b4e8fb3f1d9723a349c7757943db12db052e9fa79e,Шкорпион,Не положил,male,0.99
cba2d92f5b4241430c4f473c4b2a2a20cc5469f42734cb8226f4b83e3ef3ce52,АР-ДИ,Положил,female,0.91
ac7508d27258c3eb97792d942c1e0f66017783896037987d9157b1dacd0c7677,Идол,Положил,male,0.99
15d9dbcb738832387aa3bff54546eeec16e39f325da32094b039cf0833b53588,Мартин,Положил,female,0.99
ea6dccfb8b458d1477fbe0d24c913a010357a019c86539f3c60e1984c42e08bc,СМАРТ,Положил,,0.0
c3559fb0cccbda648c54ab914a584b83fe88cc686ebad93fffc3cfc27781a14a,АСХ Хирда,Положил,male,0.9
204a71092625bbebb88c9b71623d551a20c6772ec5da4c0b6992061b99b9b8dc,Алфа 2018,Положил,female,0.98
086583f2cdf6c6300418ec0e4fc9d4d6bf67b71c41b1572f0840e7b9b04b7407,Кекец-О,Не положил,,0.0
e409d33c6b40d978ac4c0e4608fa54ea3bf4f47dc1c09d614b3cecf446754170,Шкорпион,Не положил,female,0.98
dd4ae9cca8564d78e0fb9e7ad10ee0f1367788caafda053d85e60f56e697a322,АСХ Хирда,Не положил,male,0.99
4066d60969e0bb27a721389acec636f2d690e6afc54f0cab3ef51f318af42904,Шкорпион,Положил,male,0.56
c8022abf6e3399093465335daf5921a0ef493201a0230aaaca5421a14907c3c7,Мобилити,Не положил,female,0.99
0573b061c4124835ef53dfa92e16bd2db5355f71afa8ddd070dc395a5a1afbf0,Ас-Коко,Положил,male,0.99
ad72ed536d6f6b22a58300777f007806edb1686dac68f7829ca9a62b34d10aeb,АСХ Хирда,Положил,male,0.97
f6f4d3fb4f64af711eb30df96ac5c01774131441123f000c6b7f15e9e958f646,Сигурност ГТБ,Положил,female,0.91
140f1e7ae91992020822193e5a81d0522c988a3360d6aa9e41826ebc649f494a,Арт,Не положил,,0.0
81e50697088edb0638a874a39f4d0802a240e6039e3cc5731853fb6c5fc1ed9a,Панда-ЛТД,Положил,,0.0
62e7618c3df9638b43cdd397aff8fb5d4487db853d043271650f6bef43096d29,АР-ДИ,Не положил,female,0.98
005a4f982e468e4ae3614ee3ecd2e791efa29bc8ca38f7231a8e2388e42452b0,Ива Обука,Положил,female,0.98
0a010e2bb722afadff6972b54d6d71eefab2ba8cae618749ec774f1825b1fee0,Ива Обука,Положил,male,0.87
e6851b5c26de2c3b4c8de72e95a80ad750e2cbcb4ed6df1b40f35c63b74ce18d,АР-ДИ,Положил,male,0.98
991aaa3e350fee45186a462c46553ac7943b5ff82c09e6be88a34767878ff4d3,Зелен Сигнал,Не положил,female,0.97
1aa2a6e7ad0eb76c0fbabd8e53a998b3527d96e0139880397145bbb9f47813cc,АСХ Хирда,Не положил,,0.0
fb197da746b1a5f56d28712847effd39e630cc330a3cc798b0a76b027b8ead5d,М22 М22 Дооел,Не положил,male,0.98
fd93ca1c6748fc49fdfb68bcecd98d8d604242414c36977a63598a6ea18929eb,Мартин,Положил,male,0.98
a5a54ef21ed3f175e24f91dd4f0353d5b37f574aff5886901d34682bfdd0d5d6,АВТОМАК Гоце,Положил,male,0.98
