"Име, име на родител и презиме",Автошкола,Резултат
7a89466c3661576e268a0cd8ed51d7008f8bd5126f3c7a09a0ee0f0dda34cf97,Виза,Положил
0bacaec708425467ff63ed6b4ffdcb81ea75adb4b0ede1dcf44bfedf9f12d52f,Шкорпион Обука,Не положил
5b3b6324bcdab59ee421ea98173de14823cec45aeff02f2dc7c1bcd6d3823d22,Елита дривинг,Не положил
555253058d100d724ea961c947f58e6cd847c005cb317eaf5ca4b7802fa57662,АСХ Хирда,Не положил
61fbd39e116bf957caf08f407c7f4f877e0433fcbb082c38bbe67377a20153f8,Ел Хилал - Јуниор,Не положил
ab2b079d41937db380063cd998d124befe692e2c0669001f70f5be59843691d7,АСУЦ Боро Петрушевски,Не положил
c0f915d6eaf290ce8abdcb3d110eabd3477ea448c124b3b57a3eec82c424407d,АСХ Хирда,Положил
9ce4ed1dd5d53205a44c360be465cbc81024a628852626fe6cbb0917cf6934b0,Драјв Скул,Не положил
52f5b87886c364344e28de84a80079dafe6e56f65b43620927723937ad72cbb8,Бобием,Положил
19781f229edb87786e42b8f1953f03177d70d47e659943dc933dedcf19bc3577,М 22 Маријана 2015,Положил
21ff38b01b4a8fcd641421e6aae6ace49822566a42db51f4690c68c40a6f6ab9,Панда-ЛТД,Не положил
4b1fc9443e75d2d4a63ee3d98636b00f74edaa522235700fd6fc6555b3e50e43,АСУЦ Боро Петрушевски,Не положил
a580cf2e2b294bb2b27d8b466dab106c8752122bf78bd0b029e494df3f00e765,Идол,Положил
930fc5098b8c6af796a1ef5304720c613026f707430ab4f60b0eb172f5232d21,Елита дривинг,Не положил
b26664342376bd1d3e5c721c7c31f7236bea747c1cfc0004eab0f9c886aa1598,Шкорпион Обука,Не положил
6aa0fc216686588105fef331f41a3e3a4650e8f0b7818904b6569a5712006c58,Елита дривинг,Не положил
47704f2026fd32e997f8fe79aa1605016e1bdaa2d6a3c8b990933f6c958be7f7,АСХ Хирда,Положил
3b209a2abddac7da8110d7712f4d55a1c8d6cc5f8ffeb2e2fc2de740ef902234,Софи-Скул,Положил
8a81606a317e6d62943049652698e03f8a6a09fbb77af373088c6780b67f0d00,Кекец-О,Не положил
4d2d5e61e84e3f7ee3dd36f0c1b3d82670b2b2186fb522c10d67bcfb91977dfd,Идол,Не положил
86ab1d3c49891fa96c8216c38c60922af60a790939a7f8952a4b1c67f9543dc6,Шкорпион,Не положил
743a980725ebc175669b36c0857afa5891f5e10417bd161983322c8a616e4cc3,АСХ Хирда,Не положил
1a7b29ee638eb030fd936553c424f287bb0a9c7897caa73da97bbe99a14e3199,Зебра АБЦ Дооел,Положил
decbb38fe4eec52ca2dd766201812978297ff810ad53da008fbd5762d15bf78a,Мартин,Не положил
158d75ecaa6c2ca8bb78b50aa325bb0600ab646c44c6fed631408f726759a2c6,Шкорпион Едукација,Не положил
a37c2c53c9a957e05f0d9cad41e1ec2e447b5e47def2032994164e3fb9c025f4,Елита дривинг,Не положил
2e93239522319e6158d2d113cbbff2e75ec0781d7d024a8ff899dedfb04765b9,Кекец-О,Не положил
427a29e8b7156d4ccf8ebb1dbb4110845d947098d7cdc1aa74b28a76faafa0c2,Шкорпион,Не положил
2575e780932e643f790f1179992b08eed44c583ce8c6e8a85511f75693a40a2c,Ива Обука,Положил
10ff7d5f75d521277a92e60fc487311a3bd51dda187aea633d86bd69d2b0ac42,Идол,Не положил
c073374ffcb379cc192a7abe6bd0f00573a05a9c645a50879054bb1a9a68b799,Тримоски,Не положил
e51f514be81f9b2f2c2b2f426f54d55357fc1e5bda3994dec089d5763a28c579,АСУЦ Боро Петрушевски,Положил
f74252f8ea37900f7c97ba16c183ebe73be6023909a4808c9655ddce7152d2ca,АСХ Хирда,Не положил
b8c2e022ba3354894d7f0cabed56ad9e810d63fc2aa74fc319b174f8a5ef99ec,Мартин,Не положил
25c02f3ccf30b532613f9408e1943f3c04b054610ff2fa088008d7c34eecf127,АСХ Хирда,Не положил
c1ec56a7c1a7f40153917f60e1ea3069dcc4aeb0a092e5feaadb6b6eda9011be,АСУЦ Боро Петрушевски,Не положил
c1e82f2fa1c9b7858f6b9f349a12540306a06fc10803f79135d6bbe8124a70c8,Арт,Не положил
6adb1db7a1a02a76a4bb2d3703e9e9f50e5b6e7024e1ac1ef4a4596f3769e72b,Идол,Не положил
11edc5d5d419786eb4fb4c43223b8776b60ed7114ef130b95df84ee86b9f243f,Алфа 2018,Не положил
5edfc73aaee76b49327d0637132b6c946f93214d138812baddc0c76f238a670c,АР-ДИ,Положил
59711733bb960824f8ef121cfa76e69a2242b58a09e4dba742e994fc01a2388f,АР-ДИ,Не положил
237d35faa0d92fb67f3dd853da6123de532e27d59ae86480601e9a7d1d61aa86,Зелен Сигнал,Положил
1792e7a59f0d45376d63559ccb2af047064c3cac0dd9bd3a073eea01c2059b62,АСХ Хирда,Не положил
4f3427515fafcd1e7dbe23a1dec63bc6066bdf57423b342e717d2dcf88327862,Џовани-Дарко,Не положил
d5403da6f4594f14f59dcd3b7d5d985bce17c420c475996bad4cc131b115a867,Ива Обука,Не положил
da6051a7afaf6f70d5b1e4c0766cc5247a4a2a716579ef7f8a6bbc3941c78320,Драјв Скул,Положил
ea2e326315c2ed4feb38553de20213e0e4eef71d46ea03d7b81507c402cfcfaf,Идол,Не положил
cd62f4c1f0cc3bf1c121940f960607bc36f5fa13486ed7509970be4e8d4afd7b,Драјв Скул,Не положил
c043a1d50c37e5609d97c2bed40014f9eeed954e635add8ed7ae4ce5f6db83f9,Мобилити Плус,Не положил
fa02442d5749b023b708d4b124c756bcf44161f8fb6a53ab2283dde6a5b3f265,Шкорпион Обука,Не положил
7d5a14f27ead620ba96e2aa0f7c8d1129248a740b32f6a058bdf390d955f2cd7,Болана ком,Не положил
951dbd343a3a1eb5bac9f1ce814b93c1124955c1025308d224de0cf375a3c8d1,Кекец-О,Не положил
11d8d1cb629f307317d722e7931a589c3af87e62f73fe9c42214f631edfa7cfd,АСХ Хирда,Не положил
679716987a9172581672ff0b4f7321bb3631d5b8193137f182e4b7fae54026a2,СМАРТ,Не положил
e7fb7fd68c36d8dab21ec9332f51e4686424cb5649e7e9507c1fa861972149a2,СМАРТ,Не положил
eb0c0696a7a4d03c9e8327560f1855c37f9a98bfd15f2044b6c7d9387472969c,Европски Возач ДООЕЛ Скопје,Не положил
c5b140e7567b335a8d8f8d3dce096cfa9e3d9ede5ca141fca2fa5ef0e72b09c5,Деива Обука 2001,Положил
49911617d95613ea4e012429fdae4b078250f134d0b3ffd9ce1a43ddaaf2218b,Алфа 2018,Положил
45091de48125edb63763eb51a8b778ba1e88e073045ded1e7756bb4f8012b2df,Шкорпион Обука,Положил
df18f770549d87950b88ae1fc723fdaff90b40154aab50dbbf128f0f7203806e,СМАРТ,Не положил
2154a3d5e8441d0a38dbdc75dfaa390e18c7308bd013355e4ba7c2a37d723db9,АР-ДИ,Не положил
9582e385ec33c9512edf683605ae4c568c89fa5f9be2d4153dac4eaf44e5393f,АР-ДИ,Не положил
14653b18d50a39fbe790c8cd9ca738ce23398d9b9e1f33ba0c242c10cc0af0ed,Ива Обука,Не положил
e39405bc02621bd7b48ab7d8412710ed390fbe1fd688dec7059957ea87d9c3f4,Брм брм Л,Не положил
c54aa727f18a7f5229168329c921714d11e6fe6cc7fa920584460617155e0064,СМАРТ,Положил
144764e3a108cbc0e6fa17a5b90263a8a9c2efc24952ef3fde836ff363fadabd,Шкорпион Едукација,Положил
307b0aa6dd9cbf87f984edde86bec1874c2b97795203bb639efceeb49b982ba7,Шкорпион,Положил
