"Име, име на родител и презиме",Автошкола,Резултат
39a48a194a5760027f5072a2b9d0ab2914c4b311e3871a4ce1fc55ee18b8411f,Бене Трејд 53,Не положил
e9bd113eebe5262f058b9aedc7286e8b6cdde08ea92186d6834fde980849ebfc,Ива Обука,Положил
9cd3edc92afb559dc082154fe28b409eedaf53d525cd6e2a4f1e2298c6047544,АСХ Хирда,Положил
ff185f5c700bcd99f140d7f1c52a6aebcaf24fb195442aff36d71626a19748a2,Кекец-О,Не положил
d38eb59440861650cb7fba49955176948e2cd83aa98a8b66b7c2381998e830a2,Тримоски,Не положил
b3b3ac1505c0bf468d544a328309fdc903c2aac85bbe56a004418f541365ca6b,Мартин,Не положил
26f0ec35a5a04312bf5c1c4b7686a1c6ad55ab46aa84848b7dd28d9927e46019,/,Не положил
254d9fefa8528ec4a832f5546b1253c3ab0768e7d125c2cef6c445ddd6184821,Ива Обука,Положил
5c3ff66843ad6791a71e2bef8c3e69db8194d30223e1faffa7a112bd76fe51a7,Кекец-О,Не положил
4817ad2e2706350c8caa4dc4159967eaf180098ee384e7beb70ca5f1f8a2c8ca,Ас-Коко,Не положил
f65cfd758443eca1f98e1baeb9fa658ea6a7a5047bb7807a2005c8676d59275a,Банкина,Не положил
527c453952643c9c6124f23522ae6b5d0b9e34c8ab96919958ebfe25aa2d9965,Виза,Не положил
1c1f3089c524869992590a6274867e053dec6e90533af603912f0049e1414f74,Шкорпион,Положил
e2c03dac252e7c6dfde7c1d8fce6c540b00949b96695d54c0ffe116a7ab72421,Кекец-О,Не положил
1cc5805a005e5e8f040a378c9bfbaa7c481fb521c3fee33104f83204d8f6404e,Шкорпион,Положил
d9e9cbc624cd64d3e25b971b4c8139cae02edc77dbe6a85828e6777c21017fc3,Струга-ком,Не положил
fa6ebba4da9f47200eec1b871531007ef389f60eac8cbe366ac5a711c2310d10,Ива Обука,Не положил
dc76d069629c8ac38b7a2e7d788f3e5729100f17f5f78f42debd59a4dfba4c40,Алфа 2018,Не положил
28016b3404e5d61bcb52d53542a4a1f977e33add5507dcbaca9825bd9a8139d9,Кекец-О,Не положил
811f6d3a952c7e42c4dcc91fb337dca2d083b4f3f3151b4bb4e424eef3a44bf5,АР-ДИ,Не положил
950011adf51bcd241b072c0efed9a84ccbdc12b6e384319ae8f294f46ab74f91,Зелен Сигнал,Положил
3d131593ff130e963f52a085d81d95724798c951761e17ccdffcdc7b0d008242,Европски Возач ДООЕЛ Скопје,Положил
d0f8e6801a2ea58a93335539afb076d6b24235cbce5fafdc905094d21695343a,Зелен Сигнал,Не положил
cd72602d5e568935e599801dfdfba5c65ff8bb0dfece391ac6d7115c13af4609,Ива Обука,Не положил
aa41553f9e1c4169acf9f6466c252047ab7bebe5da2fdff5e327fcd5127421e1,Алфа 2018,Не положил
7f8e4277cbc4e90f17427263c89ae25b18aa701c2ebed22801ebf06fe6aa8f2e,Алфа 2018,Не положил
cf516940160cc50d55dfa93e4d6231addf77c5fbfec0e1b78180a2e7a0956516,Ива Обука,Не положил
e3e686bc3d8704743aa52d76bfb12b9169fb0c6aa3bd351d260717b05e44013a,Зелен Сигнал,Не положил
4f8c8ea568a45e4659473f53ff64fda7f866e937320dbb37d7705779d146210d,Болана ком,Не положил
ebbef3ec0778c66f5f4cc23b7f84644e6dad09f6aeee687898a881247061c96b,Бене Трејд 53,Не положил
37a336408d46cd043c642fbcc40d7dc708c7e034379fc43d4a3df9810553639c,АСХ Хирда,Не положил
8e6a24fe3dfca60d6784d6c6e60d388f64b98b6ffee5c67268a8682702804607,Виза,Не положил
25b353808a355cab4b2503c6e4098b073f981867d72946c593bc225b659b2632,Виза,Не положил
decbb38fe4eec52ca2dd766201812978297ff810ad53da008fbd5762d15bf78a,Мартин,Не положил
fb909fcbad82106a698879ca7189b7afa41580822197b0a15edce960865c06b7,Идол,Не положил
a5c5b06fbeb0b23f28feaffb4ba9b9329a6273e37c4e673bbce4b2f782a6e2d2,Ива Обука,Не положил
0d1ad2aab74a9638417fe164286527a1eab3751b3c781ad4a865578c9f96ae32,Ива Обука,Не положил
d1baa4c5d644e06d13e18b68db9f548e8635084ef8c440b01a16fc7626549a7c,Ива Обука,Не положил
9c6b5fdc1532078bb9ed617433df687aa5de7e7f44479871711d53b83ed44c45,Панда-ЛТД,Не положил
f860b6bb0e4e72210d8dd5eaa3f2474c9924bebee5a5b7bd62830d87cb80cd90,Кекец-О,Не положил
a6a200151486c9439c075254ca66dae7bf01f79552332899640dd53d8acbbeec,АСУЦ Боро Петрушевски,Не положил
9a6da448df0b25283a15ca7aeff6e2ffee6097867891114219f71569d82b27d5,Шкорпион,Не положил
60f7c5f08463d6226aa86240211d978469895b53ec1bf68f1db13168142e718f,Кекец-О,Положил
c38a746efc22f7566cc75840c6fd58bd559fa1b49b2f4428da790c0fdf7677bb,АСУЦ Боро Петрушевски,Не положил
990d5454e355b6ca4a8174ab757cf6186d26289b345394e3882cfac92e7d4627,Ива Обука,Положил
9725104d44f0eff6d61fcbcb2612c949d2856133a4ffe97a8b05344dd86f5a84,Алфа 2018,Не положил
53aa45477ef68afc8771e4f1fff286dd6fe9cf1b73d066df48a6bd091ff21f34,Софи-Скул,Не положил
2ee9d42a290bad9c4d172755d8c56a7741ba381a7cbcaf2ae073624f212c92ca,АСХ Хирда,Не положил
ab458347530301061aa1793b77ecc5b86e94fbc5c70fac07c248e747bf3b0bdb,АСХ Хирда,Не положил
bd163b74eedfb21fb998e4235e89bbf4ee790bcd99f1af3f201871039bcf28ae,Ива Обука,Не положил
195a06474d20017c20e25939e45642207a6be124b8b4ab52cb2f3776daac57dc,Арт,Не положил
7b6f452e4596445a66aea34820adf792472d4039cf29ef6ee4fe7119ff65e6c2,Мартин,Не положил
28a41299e9169401bd57660c478ffdba57ebdc2754119de07933afc9939a0dce,Кекец-О,Не положил
6b15af826548634483af76e61ba0fa2dc731609c2fff9f4103a21e2ee49f5fd1,Ива Обука,Не положил
63784b23f9705782884ef2827e9a4aab95ae0af0387247084f82bf929b850369,АР-ДИ,Положил
482996dded26288d65f7d3877a98d2eea0dab4dc45babe7855297beaf661d775,АСХ Хирда,Не се појавил
