"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
bab6d6db02db67e069be1497e6f48480963a26f8186f68a26a9421d85693acf2,Арт,Не положил,female,0.98
7790c8408a9a825514747de688f5ef03a104d08c23ae51013281a2e7282fee11,Шкорпион Обука,Положил,female,0.99
3196f78851ae9258d6717f73f24a43b3b7ddd41a16e1b9d1ec0ea44dc9207018,Арт,Не положил,male,0.96
e3878dc5c1c913c2184e7b3b03e0f6cd9a40104b19778babbb49b502f6ca80b7,Арт,Не положил,male,0.98
fb62f7e50727f8fd766d72d95cac45e83ed8b32f5a31122d79be6a4fd478dc8b,Идол,Положил,female,0.99
9e59c1f6276770876d5f00f81533f83154a7ad18bf94f6780503f7eb1e0e608f,Ива Обука,Не положил,,0.0
9970bb6a3aac33b07b400f193ac3cf067b25d28455061e78c829b02a620a4075,Емилија,Положил,male,1.0
ed168c577b7d0b7be63003ddee25269d9bfa650b521979ec2849e359200fc5b7,Бобием,Положил,male,1.0
7e397f8427ff186a47a20a0e6f5dd2f04f2f62f44d43dcb4c9b4b80b2d949db9,АСХ Хирда,Не положил,female,0.98
270cd576128ce7a3dd17de5bd7f34aafb813e0fbe7802ebcd8dfc01d56a3869a,Ел Хилал - Јуниор,Положил,female,0.98
12c6a717128b8df00a0acc86692bab2e37641a5faee5de752e84e2285be8386a,Мартин,Положил,female,1.0
aa47bc479ba68ba7831e138dbcadfce0ad09a726c1488d649d3ee8eea141bc59,Софи-Скул,Не положил,female,1.0
b36222c20aa7fae4955ae2cc9b0728cbec3d964a0cf72b324e41d50ebfdf0e85,Шкорпион,Положил,female,1.0
a3d471835200f5ac906351ff36a50ca7f861e487b071c52b56286490f4ad5fd2,АСУЦ Боро Петрушевски,Положил,,0.0
21ff38b01b4a8fcd641421e6aae6ace49822566a42db51f4690c68c40a6f6ab9,Панда-ЛТД,Положил,female,1.0
bd5fb278a847edfc7f439dfad4dbdc369ce2b80ded595b0b7b421f2081e79ca9,Ива Обука,Положил,,0.0
550ba7b545281f1b95738bc0fbfa688f3d600d38d746f78b6c230e4759f350f7,Ива Обука,Положил,,0.0
