"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
447d428fdee2a48e9cfc28774a9848dbb0080d075f48fe1931ddf8f1287a336e,АР-ДИ,Положил,male,0.98
17dd989e8f649b902424c4ed4f1269dda0cf3716fac51545462b40e503eed236,Зебра АБЦ Дооел,Положил,,0.0
48a2ddc96ef906b604096788d186226a62bc7545cbdbb276dc44212a7128b075,АСХ Хирда,Положил,male,0.98
6b6b7958dbd2d31da2c7e09bf0c10e43c5d7b5510ceed2315ed59e50fcaf06ff,АСХ Хирда,Положил,female,0.77
07391da321b1068c37c5a5db856301b37206cca0d69dfca3a95f8343f3654824,Болана ком,Положил,male,1.0
8d60d7acaff7d26aade903a9804a950d3c0f2fb7698a82b9dfe7e0041f665c76,Кекец-О,Не положил,female,0.99
a24c5c3c85ec7ae81dffd42abf99894415a633cad82427d35588984cd5790cd5,Мобилити Плус,Не положил,,0.0
77f3b7b11d33b394f887d53f15386d2a668a81287a5665562d7ccbf5a9bcf7f8,АР-ДИ,Положил,female,0.98
c1a8e111687006dfa4486a834e6b28964a66fa83e0d104817ef7902beaf79140,Шкорпион Едукација,Положил,male,0.69
392d6d041e95b475acb291a3f96e44be34160a360cda173e5e5df34de166acf7,Кекец-О,Не положил,female,1.0
e4cf16ba6bdee5916dbbcf5c07af613f3027393e50cb4564a1cd169fe4282eb1,АР-ДИ,Положил,male,0.97
9a6d85f48c0f609bbddc4d68ed9d3f33b7fae26484b1e786090c9d749d05ebd6,Шкорпион,Положил,male,0.99
961ab4653a38ccf15bd87a8dc0e652db75f2222625a8b075c79e8c7bb70d20e3,Идол,Положил,female,0.58
576b1ccd492885de03c07038f27c9f226fe4ecedc011023fe2b2162e6ef2a139,Ива Обука,Положил,male,0.99
74ea7190bb487437467959b159dc8ef2a2e8ff0cfb54809e6f1f815afe9262e5,Виза,Положил,female,1.0
09256e2b1e0db10270c97242c91e80e6215fe0d25d7377529f20fa883ae488b1,Кен-Ам Дооел,Положил,male,1.0
b331e74894a6a65e0a7b5a6dbb0d81138137c9851577ea6f6b495a543c80596b,СМАРТ,Положил,,0.0
f6d674270fbce6eb7c863f6335fecc31b95d740140c753b27a989dd33a43b26c,М 22 Маријана 2015,Положил,male,1.0
b8b5af1c204399b2f87ca1e345f56515a33cf8c04bbcb65db97fe6001ca823e8,Шкорпион С 2014,Положил,male,0.82
03b87d40c904cf65654412fec0c6595ea87570597458c505420bf03521ee334b,Ива Обука,Положил,male,0.97
597e9b6469606e4e7b62401c5a2384ef7e6f9e1a3372e43f4c0f082b38153f40,Деива Обука 2001,Положил,male,1.0
cbee3641ec38717d504b59b5532eba3cfaaaf45fbe350c400584406b20ca1d2d,Зелен Сигнал,Не положил,male,0.99
de482d24aad4ade7b0cb680c8bb10619ee887e52224f3c7d5265c70207e548e0,Мобилити Плус,Не положил,female,1.0
490437d05ba863d5f7dc5c58e4b7bc1efb8542626ad4db83cbf80f353e1cc2dc,Алфа 2018,Положил,female,1.0
c5b9f40e83d8fbb1951beb1e785b431bcdcc0cbcaf2c953d9aaa2a8f9299d502,Панда-ЛТД,Не положил,male,0.99
f5fe4d86769c5f7c65461797086a25eeb4b1d5634940157af824493259bdfbdb,Зелен Сигнал,Положил,,0.0
28568fd6155bac36ca30d518731b054aa9907d12af1b6df28242fd7923613925,Арт,Положил,male,0.96
d9c07fdd1bcb65e02c135608d91d7c90a72ba315055e6c8193777826f2417feb,АСХ Хирда,Положил,,0.0
89263855f311440c1a34abed7ad11837331757a3965b90d4d8c152e4abcb95ba,Кекец-О,Положил,female,0.96
e448575104ac41057204201e841b63d6f24734bb976ae8c409c4fe58767a0a99,АСУЦ Боро Петрушевски,Не положил,female,0.99
387b1d92d6bf688d9cb44719f1e6d169c0eb1e3eb1830e9932d21db2894b5447,Брм брм Л,Не положил,,0.0
bdd9c8d41edbd89fb5b4cfafa1982d493a54e4b21f540fa133d33a5a4a7fd700,Арт,Положил,,0.0
a70ee1fcdf17101d457ab4499cb3893ecdc9b7add938539a03b36d7a0b43d945,Деива Обука 2001,Не положил,female,1.0
99da6bde6cd2ef203e414a86505d4896e36105d5930151c1ab808b97466374b2,Болана ком,Положил,female,0.99
2a47dab5f7b2f3b9226154edb126075e2aad0fb8648e33f3eea65dcadea4a283,АСХ Хирда,Положил,,0.0
466b16943303fa95622ea872c2b88ddf02672149f535e2ea92b87f7c06ee5bf8,Елита дривинг,Не положил,,0.0
cec10bf6ec137ef1dfeb5f3045252a02b3e8a3dfb76b3054c71febc24add1aaf,Кекец-О,Положил,,0.0
a5b126a28b4f8637caaba17e6b011bef12f45a94897708d03859a03325bbaae6,Алфа 2018,Положил,male,1.0
0d22c0f3248e7c00e7953080d221d3a2ca42116e20c2de6e5e87f03938ddceb9,Бобием,Положил,male,1.0
ba75aa563996ea9f0c906ba8cffb189abd73da6343a43935eb701198367e4475,Идол,Положил,,0.0
1dbb42879c8e285636bea514ed6d1ea524900e7abe478261ae1cf3468e5ab214,АР-ДИ,Положил,,0.0
530812a95a8d5d390f55ad1e23d79bc545c8291ccdb1b0c141a84334c88b232e,Ел Хилал - Јуниор,Не положил,female,0.96
2a0c174f6bbd31d1df0619e0c4a3d1ba63c8cc83fcb20d9a392a4f6cda899a36,Мартин,Положил,female,0.98
351c9f6268014eee096631c027d4c2ffad34022ac7d526401c60bcd96f085bcd,Мобилити Плус,Не положил,female,0.98
6c22342ff31799c78d0556bc03858d7384de0ec8ad12aaa7523f29b37b1c7364,Тримоски,Положил,male,0.99
a512b829cdcfddff1820fa68ecc37a38057d07fe3e7c22088fb0455c79ffc4bb,Ива Обука,Положил,male,0.92
85bb38847522c84dfb899672c3b24adc5d17c6a0e93f4fca12d2dba1aadbe1d2,Шкорпион Обука,Положил,,0.0
13e1d0614cee3182022a709a38e498515ee156ccc41304d12d0e6ab854c7b2c9,Идол,Положил,male,1.0
bdf204ebd546e9a30ceb819123d758fceba0e14e8298102d01bd747069a7b66c,АСХ Хирда,Не положил,female,0.56
a87d6d9b140dd356d1b16eb70cb8aedc7dbcc130d26a19659200312eed315255,Зелен Сигнал,Положил,,0.0
606c16c3fdb299da93b3f2a70337d18c6b4e7f421880da97221a419bca86c397,Софи-Скул,Положил,female,1.0
db3d831fed06b815501950af8ba577f4db8c8cae885b1ca79ce9bf73e539ff24,Бобием,Не положил,female,0.99
c654dce76dba8d5d24c913c1f9a254a3ca88987300f567c57dd3074d36e06ceb,АР-ДИ,Положил,female,0.99
520a3db002a24011139c4f1af8427c9c80092c96bb0b864b24afa69f09eb2048,Деива Обука 2001,Не положил,female,0.99
4a9340479088c44fab678d701f3850cde6dbfbe7cc7630667b52a5381ca44dab,Ива Обука,Положил,male,0.99
ec9f0a52aadabc675bd28e4b2f39c665c11cc22f06c7ca8a659f99338cc778b7,Скопје,Положил,female,0.67
9909c99d5e9045fbcd55a9c524c12cc99628c38a13b50633fb5deec119f2199f,Шкорпион Едукација,Положил,male,1.0
fdf095ff7e18bd0dd2ef865b9b41661891d19c382e73f71384798ce906fb8fbf,Шкорпион,Положил,,0.0
a840b7678610d38c048fb35847f4fe3e361067e70773e1da43c06d7263df9b47,Болана ком,Не положил,female,0.99
210fd13d642c7034924bc83aa1a55e1a9d92f8abcc68220edbb8ba713877b8ab,Зебра АБЦ Дооел,Не положил,,0.0
d2a7d96ebccf6ba1d5185117f339ba6d0a7367b7673f9c6bf9ab7c9b70dd577e,Идол,Положил,female,1.0
80cfd5bf65c06e07eeb06aa021a6d2453de31fe763af099f6383379931d3219e,АСХ Хирда,Положил,,0.0
b3516febc744bf33dec2f54ae9d1a3437b888196e1d18057a4465bdeef9bda2f,Мартин,Положил,female,1.0
0dc4ce1b29817ae9c1bead902486993096b96144330567843a447b48b9deeea6,АСХ Хирда,Положил,,0.0
41c6ad75e0c11905f551cbe0d85dd8fce882950592c6e637fb911e041d7c2324,Алфа 2018,Положил,male,0.99
2dd44975ce3eca360f7acdc3a55c0bd2f2072f0d240cc94d0b190cded40a0b34,Ас-Коко,Положил,male,0.99
66a8d5bbf4041bdec9883c4a02c3737ac79bbebdbd8321bc6b879984850bc854,Идол,Положил,male,0.99
6c6226dece2663dd729dff53b1dc516b3d8e8f2337e0c5ef4b2b985c81593e0f,Емилија,Положил,female,1.0
489d8a8c3c485d1b79d005aa2a6a30b7dffdd21cbc2d49441efd1f484bdea3a2,АСХ Хирда,Положил,female,1.0
c38e337a27672ffc6b45a04c7b577d6b256ad47ff19fefb6f35009a916852c64,Арт,Не положил,,0.0
06c0551d6da4608d28a568ef9f4768fcda506a26c958a886cf4f5497f7906e1a,Сигурност ГТБ,Не положил,,0.0
