"Име, име на родител и презиме",Автошкола,Резултат
72ae6d051e2a15d4a4f62c3b9ae601dd9915e6fee5c5a64150177643c589d1b3,Зелен Сигнал,Положил
1153c0d0fded1ebe4ee497f5f89e67fe019195246ec71209714a9c1a8465891f,Зелен Сигнал,Не положил
964a1684b07ff665563cc8d760355b7ae32d4d6c8a6aa8eac72df44d358d1d33,АСХ Хирда,Не положил
0b444803117aeb8ceffa9026255858f79afb60cac56211111ffb7dc91fc96fd9,Ива Обука,Положил
d6c2ebfa3133244711ca67f2600e6c69d7fd372ac869e3d8053ebd95af28359b,Мобилити Плус,Положил
ea58c9a48bd0e36a88424c839730029c431b8dfd95261d0160ba50667a0caa80,Софи-Скул,Положил
3a969f2550549b2c57f5e4950a879c7c696e4d872c01d86d225c66a0f81c758c,Бобием,Не положил
92d5aedee477f051d9c9c4095d1f9558c55fbb549202a3bad0855ebff792d2d5,Кекец-О,Положил
f8dd2683ed1fe04cde4f52f4343463a57b345fbe6660f10015beb92fb3707911,Брм брм Л,Положил
c852ea222adf35c43b1b0aa293e21a9f7d880265cfd3afb1b4cdc9eac7a94d9a,Шкорпион,Положил
2342f57cf96918ef491abdc39f91c536bafbe2060668c866d301b3bc101ccaa8,Емилија,Положил
f156e79b79d3f64544e1f59703feefa42a907cb8f3c8f51c48f46c106b963c9b,Арт,Положил
9a6fc7ccbf95a868e8ea42440676aece45acae2de63172cdd01f0f00e1e3095d,Болана ком,Положил
c57340ed3aff2824f8b0e8368834287319639ebf1d0e2e44e391b93379415840,Шкорпион Обука,Положил
933a28f7711a73cd650d483c0fcc57f3e0546a00cd20f4622606ac6ee3d6fade,Болана ком,Положил
7812f93d05c966c52888692db6c903e318f1679a8331cac27522fcc02f7f9dce,Нико- феникс,Положил
bca7160bc3c290ef10afaa3fd0f439be0963dcd721b4061d90747c0c78ce0967,Ива Обука,Не положил
4456ef701ea0a86ca6f75c19aeacc1549225c50ac6e05d9ceee45dde1ef946b2,Банкина,Положил
949609810954ba30f7025d3cae1724995ef53470910e738d75ad9ebe7418157a,АР-ДИ,Положил
0bfb3c3324a601ca766a9bfe1c530f6df9685f749bf619183c0b15c1a4c1dd67,Ел Хилал - Јуниор,Положил
10b43274147483b3305681cb29768804438ff9043925c70a477a998e09d4e30e,Ас-Коко,Положил
7b18f6e369b4ccde00f51c8f1bddc20164b8e94b487f46e3bdf7ce602137ea2a,Алфа 2018,Положил
2b3e92a673c885a4952f5fceced2d2ce20f26cf1ef62665a8331d9d945049032,Деива Обука 2001,Положил
61134068335213f924fe0c72d4ddc4f4a8aba8a2dea4e91968620cf49f89a0b0,Шкорпион С 2014,Положил
7bdc7c844a3a6e055453dd85ef2f26638cd45bf85504ceb45ac1a90eeebe4753,Алфа 2018,Не положил
7289b269b233b5d3ce3c12ef9d570e4136ff8b271f4a71a9d98342992a9c52ee,Драјв Скул,Не положил
d58ac2a6555c77d0fdb15e200fc3d2a08cc44b880d7242757c4ec71c5989f5ef,Зелен Сигнал,Положил
2dfdecd6b79ccdd8682533cba92a81cdd2e89bf602453a0a121be881638c58ef,Арт,Положил
7c04669a204a71879511679109f4c7d9a6f53e95ebe5c0f99ebd6ebe0dbc50ed,АР-ДИ,Положил
48c2b76a5d18c0fc83972f2c36788caf0eb88eefd751be14df0212dbbf2c8f64,АР-ДИ,Не положил
12e75faa6550a7a2c822c56a86f0d6119de780ece0e6f6d1ff3d71ec91981c28,Шкорпион Обука,Положил
a71523fc626213ae2784c54961f643306e796a212ddb8b1747663d4ca2e5daff,Арт,Положил
b452a52c45c8e4044f91f8841879118aea241addf58431fffe7f7c212b96fb53,АСХ Хирда,Положил
07f2df6806f4c71320ed9ce548f3bd129b1356d42a1587de2242419e76142d6b,Беко Бс Дооел,Положил
c0deca5771589752ad7ea0c45d525475f58943b9313ac2d3843b621a374434fb,Тримоски,Положил
cf98f3b00753535e4fbf9eba6f60a70c87724cbad222ce7d00831c2885b2978c,Шкорпион С 2014,Не положил
689fef9475091ecb773c1768c27aa75b83c8f1f68e6134f62eaba1d3a337bfa9,Софи-Скул,Не положил
270a897cd06b004eaf4ff598b5ab6e445ff533491d6ae89487d25e1d9c8b4fca,АСХ Хирда,Положил
c5ba0148d11b4d68922abd90788a7cdfe0653cd23e67679286befcdf553624d7,Арт,Положил
3c5394f7009e78e911ead6b50a08a36359aae5f136e8a8867cebb9c7bc59816c,Болана ком,Положил
69e5d7defae20c32a02aeb44fe7a8207e076c2bdf498f4a551f923bb7e406b17,Европски Возач ДООЕЛ Скопје,Положил
8a98ec23509c90f99f724fa3fdda7d097defbada89c0b9ea56421dda34f6790f,Тримоски,Положил
1316f1f2ebc50d3081ffe371d42f26c19e510f2df2863c67572d0684c95b2da2,Болана ком,Положил
3e4c85952a92aa1136f29dd0bfeb49834b6b5edd9fdc1aa8ca23aa8c22e9519c,Шкорпион С 2014,Положил
f58f28ab876ab4053407a61c827e848efd6da4e4274e3f1da41a9975cea8144c,Бобием,Положил
6589c34ef8e361b2d7c14754a2d514a19b0d4446cb1141c2a8b7f70056fb9306,Шкорпион,Положил
a60965690a156b0aaf08755692c0e1c8177ae34f8d824b11cd26b1faff4efa6b,Шкорпион С 2014,Положил
09f5cecbe7d0529b825673d941e323a498673b1af2c28761c80b36bae0e6d350,М22 М22 Дооел,Положил
e235c3d68a86125af82f43af3718674354d73764cc1184e980ed3ce6cfc9be82,Болана ком,Положил
f5356953290c263285f9ed74563492a90f18345f70d8fcad30e8e61c5f299b29,Шкорпион,Положил
ddfc5843a69fa6a6e6d5d181b2adbb8d931892b35a8023f384b8ae5deb47f700,Болана ком,Положил
b28b39de6fd11ecaec0b4f1d360b73b0cadd423332b5ae94ffb663bf057e6e7d,Арт,Положил
5b79b0ce487428d1c7dbf7d92a526142ec9bb9d2b09130d1c09d03dd4c514b68,Ива Обука,Не положил
1713d18a61aa4d098ae7dbe03f0db6d44236dfb50db074d485bbed4b6abd03df,М 22 Марјана,Положил
0052e24c8a4024843a0083b4a85305673ef2627a8aec79ee7c91590506305da5,Сигурност ЛНБ,Положил
8257b77cb76eec897549b2ae428763925612fee6df4065304d7322e0cc992479,Алфа 2018,Положил
c5c50251979fb1c704132926534026bad7198914b324ba902a2f810bc9e957ee,Арт,Положил
ea20287e8ec7b715aea0a9838496e98b6e263aba801db72e0c6e2ce3a8784600,Ива Обука,Положил
95380352f62f38e37d402fbf6a3c60ec6a1361a311f6ddd57132b424d32caa4c,Ас-Коко,Положил
afbb541978e1315f3d4cefe72772a89e9bc466c36ffa9074958ef12ba15b4e1b,Шкорпион Обука,Не положил
