"Име, име на родител и презиме",Автошкола,Резултат
a237387ab7346ab059ac69fbf3e446694641ca946e0d5040318c5c4385120161,Емилија,Положил
8b4060771fba314392271a86cf8821c355f56dd4cd59b838761345dc6ecafb6c,Ел Хилал - Јуниор,Не положил
cd3d800e721495062e13190269679bc3a4b5a5a35e212e9242451158587fb8a3,Мобилити Плус,Не положил
eafe5b68619683a9eb19825d8deb26422e91298f682efb168b75528e3ab70aef,Кекец-О,Не положил
b39d52f334c03a07fe869a7c0e01566d252341b53220e3969193e4ec1fb1de90,Зебра АБЦ Дооел,Не положил
7e2e9eca61cf72e825f1e731e34577ec28f2d6fba930765ecb50788fa01a632a,Ел Хилал - Јуниор,Не положил
97539138f4cf7c285eb5b4036ea3ff8cceaad74b4e6466ba14b591154135e2c4,АСУЦ Боро Петрушевски,Не положил
d7e101431002ea859c66183cd8cd057865588a62fb9086c131992f5c86527590,Деива Обука 2001,Не положил
e8548b5b72deaa23668fc4de371ee803a1d0057d0525133cf00ba44983e4f1cc,Софи-Скул,Не положил
ba583502ce6653dca30c97865108da6fc99c24e2ed80c6062d6efb1652b424f5,Мартин,Не положил
962af4fe7bf4a362591497865eb5ebb9d04e03f162c3df0afb2dff2c92cc588f,Софи-Скул,Положил
edd56433c43fbda95dcdcc586bc86621ee3ec7a5ab0f45511cd963da290e107a,Сигурност ЛНБ,Не положил
12ea8c9d0eceb3913679680ef8b47822a17ba238f80680fab897a0fc003cf878,Беко Бс Дооел,Положил
802729c5f91f50ee2b04595cd4f6ba061dab05ad16f4a1f1cee187a81ca38872,Арт,Положил
3b22de8be1cd3756eb954a5e316b0779ccccef5e87bc11f3774d576064ce1789,АСХ Хирда,Не положил
7f65a9bc6e6f67ce9a1b8ea606506bbea477aff356b6abfef651f4e4a2d81663,Зелен Сигнал,Положил
c369aaf44bf1a056fbab030aa1e63774df7b38a2a8b99aaeaebf496d5c7f8fd2,Деива Обука 2001,Не положил
