"Име, име на родител и презиме",Автошкола,Резултат
8c03f7c90d5d7d041a2049f817365e4380de57bf2fce2f20ad7da4906fa2cdaa,Зелен Сигнал,Положил
8381629fa9f19ebdb1af05c79fe84a0784f2f8cb4b7db40a85e3de047a28481f,Болана ком,Не положил
4e065e5d0b60b9817cd39decae168394dd17106e097c0a37579e837667d3db97,Драјв Скул,Не положил
5ab08a37f73b1e234717e16b018b6edecc498014975cc3ffdc36bad518c08eae,Европски Возач ДООЕЛ Скопје,Не положил
03a1257cc77321bffc39cb8948bc6f5073900072f51f3df37f52a6bf7e13ca85,Емилија,Положил
b68a3223dd577338d45be8b86da89c70343191028446d4553fc14bbe271924ec,Ел Хилал - Јуниор,Не положил
949fa69d927bb955f720ac414442fa67f9528e4cd0a688aa2a7c8ff47f73738a,Ива Обука,Не положил
8c3d2ea8da54a447c16b4b072d02d0194f097fbed8c1a1496d76e951e12a7b4e,Софи-Скул,Положил
b2b068caf61023605de1a8759cae8b9598832862af61e5a38dc5766498ea1b3f,Зелен Сигнал,Не положил
570424889b0aa1fbd2358481796a83c62f6d354c38e5731c310acf028c01705b,Шкорпион,Положил
c75331ea4d448cb48742f45677e63683651053fe386644c0f5d309c8c6a79b36,Софи-Скул,Положил
f2b202a288dc0d360cd34c22cfcb9710621fb429299d54f2aaebe1aaabaae85d,Ива Обука,Положил
a6f2678a9c3d3e4c9872cf66bd7192376dcf9813d4446e69b21aa919f368f285,Деива Обука 2001,Положил
56284952c334c4b01df850d86c0fee56968b0527103b4ad4a07855a7f3cb8588,Драјв Скул,Положил
b0f16b34e00edae114058a21a7eedc063ec407a1c8c41964815353c4ea4f5e8e,Мобилити Плус,Положил
e730b54a01f3061da81b2d3dfdc323973786af4b9c902f9483ed231925fd1a3f,Ас-Коко,Не положил
84d15533738c3a9cf38ad680818a5030aac2936700f1adde999644e338f4ea5f,Беко Бс Дооел,Положил
92f64155affa7255c182ef30bf626547fc18556cce7a020826ffa77281b955ed,Тримоски,Не положил
7ab72216662ac3eef3538c1f6e3b33ff1b6bc544948f72654c2ecd316da7e0a0,Ива Обука,Положил
