"Име, име на родител и презиме",Автошкола,Резултат
75a0faf11543ef2d7ed61be165f618c88ac9c87c14f9a9b477f3e54deb1fd19a,Елита дривинг,Не положил
b6ffba472dd5f95537cf666b23913f807398b36a6952e16edfd71e1cab48faee,ЊУ ФОКС,/
83ee403ee83d0edbafdd852af1fda9c739aaf423c6d9031019dba74467fb9b8f,Сигурност ГТБ,Положил
72da5684fbdc3341d2ca462d9ef98ec00b660a71b75446ee9a8ab1dc97f4d1dc,ЊУ ФОКС,Положил
31a01cf9c797e2a40ce228009b9959711ca3643492ad711f9708880f640fd8ff,АСХ Хирда,/
cc8f68484f3d3d8f4c7b5e5691391aba488dab0a8ef51110e3d3003690705b75,Арт,Положил
ec406c48a2da176fc56da386f154493b7a3f163ed254c7a8ed7fe3b5826cef48,Емилија,Не положил
d3e86826a266ebcee6db69801c84f4d07eeec22e7fa2a1f9ac983df56f7f4e71,Панда-ЛТД,/
1dfc8be9b138f3977bcdfe8e71401aac4aeb65f2c5f52b33cf547c4bdb93d2d3,Брм брм Л,Не положил
9216d8fc08e2fb1d11400732bb07acf8e4c9d992095edaeb799268500edf03ec,Мобилити Плус,Не положил
8134eeaddc436f714fafe036c205b2c711d7170c2a35d1770afd8137d839e3d4,Драјв Скул,Положил
0e3aa39596d7a666d1fc44e7d1bc40c94251f885edb4a5492f9b2c392cc58cf9,М 22 Маријана 2015,/
64fa72d74e9b7cee8e8e14845af5d4baea74599ab6585dc2b0d4342daff4d3aa,АР-ДИ,Положил
8e19e18318f31ec48a68a7ef38f1031369af0d20668dda517ebfb898473a1ed3,АР-ДИ,/
c18e3ee06acd77b9429d912cb416a6c828c3ab2c46369e597eadc150d9071304,Ел Хилал - Јуниор,Не положил
0a72d1bf46aeb9f7e8f06a52571004a8020c9e713585ba91ed53714faed863db,Беко Бс Дооел,Положил
568574d33bb57f443aacf0da0b8b274d29fb3d4427ffc9d01ccb6b321b66421c,Зелен Сигнал,Не положил
8a30fa2c0658b5c38133819565867d66c57a0a27a323b95705c93a0f463d9f48,М22 М22 Дооел,Не положил
01faa1a3394dd7e8c302f8149b1537ded220a9f04824cd75144c96ec1dedf102,Арт,/
9d75aa028b1c75b7cd6bf0a6e12d0551877d1ab2ced74fa337f0e6abb805ffcf,Ас-Коко,Не положил
fd214aa0a35e6453389c7186673d77f7e2043ad32ebaa9cad006e765e30d8960,Ел Хилал,Не положил
423c56c344293239908b5ab108be6f29dc46ed2fc800b4d6b54fefb34a5c80c2,Зелен Сигнал,Не положил
f2aa87d80ff2d57da0d7a87b92ab8395f02f2b31185f21c836b45d31d8a33a77,Тримоски,Положил
0efb51c0fccb3758299230f9b48bcab22f08941766cf6dcfa3548be012ab87af,Беко Бс Дооел,Не положил
8bea8574b9420521be65122963bcf08587a5e97017e54b4f2937183718cffef7,Мартин,/
fe37ec862095e59d9e27dd3b6785742336fe5bfe1e4b5d24b2c3cbee5e00472b,СМАРТ,/
915ba870944fae8088f4af4f66fefa496470d17476c56900a0dcb8bf8637ee9d,Софи-Скул,Положил
d3024cc39195b7fb98279bd3e8b779a3fdf2528cb79b9d8fb7e48c804a88d0d6,Шкорпион Обука,Положил
4fea42a086b2e63ece4b90d77537ef1759dcf1f71c052a6851cf01cc9b5df07e,СМАРТ,Положил
e50aa1ea08b9b0cd2e20d1ece16256c3625151ea5bbadc2af8302cd6260b81a6,АСХ Хирда,Положил
eff60241bb2e829bb5d0040b1d4a4793297fbe45eefeb7215e78a8ea27fb833e,Алфа 2018,Положил
4a828afb2fedddbae886f90a7979055443005792c7a8cb762d84dbbbf5776da8,Ива Обука,Положил
970475db7755d214f434e3700c5c664e6b7d0c65df7b69f74e37c405b0410ee2,Ел Хилал,Не положил
dfea5f359702d04e5dfda49576eab7145dc0909343d6c10924e26afe257d2b6b,АР-ДИ,/
1c8415cb700f40d53d3ce544166a1b934c969a88b93031402cc3702c87432eb2,Арт,/
b39b4551695791688f7f1c0d734149e92a4340ed0fe6807c519f4affe6362370,Елита дривинг,Положил
0446d58b4da28270b8999eb73ccc75a3a6337074b2cdbabd9e50290384a2dc70,Тримоски,/
51d9dd2db92d5d1dc890b4f7e0b77fd50ca233c4b11d1a9500012481613d1def,Беко Бс Дооел,Не положил
b500ddd94a93dff3f5f972b6ed4ce96f4315c75424ba08bdc7117758b518450e,Болана ком,Не положил
bb66d9e3263c974e7f87aec5e066dfc2851ca2879c9a34028087f466686211c6,Идол,Положил
1a750db0f0e8b59b03947ea6f65f9481c4f2fa7cb32f33aaba7b8c982af7e2e2,Кекец-О,Положил
0adc2b7f2315d03c3fa51bd2bd98781b6aa078900ee5c7d8ddd98612ba4e9ac2,Софи-Скул,Не положил
5408fe4a749264b30ec42ab1b0c9a6bf30575703a1ae42a4d5bc346f0e401f17,Арт,Положил
8ce80bb56fe05297cf2639894259f885d1a7c18ee28ff8d736eb532a13bd7e6e,Арт,/
ff91615ba202198f79298f083e754e052190ed8786e796b55b9fc5ee75d1b25b,Елита дривинг,/
8dcff9473a3fd4a19bce0b0e5a34d557191c26ee7fbd5470a20b844c44cc9b9f,Алфа 2018,Положил
0d1200a3514500eefbb377f36c26293e9a4f918970884b1f413cac5bc2e2ba19,Беко Бс Дооел,Положил
30d4528dbf99f9d1ba837e058e45e05549c3cc74516fbc0da50643baa8d06017,Алфа 2018,Положил
696e91ac8e1f52549947ac6389da94490c6d74a73d26e32452d92c7564039ea8,Софи-Скул,Положил
c21dcf38858bf3dbb69ce1a8c743295c451657212b8cab0c8947f4f3277d9977,Зебра АБЦ Дооел,Не положил
42983747af61fdf78e7c6d2fd69f491f3861e8b307f95ae5892f2d240786e612,Шкорпион Обука,Не положил
63c8dfb9c67ac4f02a9f8423d2c27ae32edcd6d1dfe99a7fcac7ce38bf4b5196,Бобием,/
9c82c15f18a29b476d51d9aec17c1cc76af5f7352d20cfce44465f54ced1b520,Беко Бс Дооел,/
90ac6ffc599338b2bbdcf5f3a1abf08b82d8784f750d0237a30b093688bfb401,Зебра АБЦ Дооел,Не се појавил
6dfca58499e8290ebd27c7ad31b928a39742b181872a1f6719b560a84e781fbc,Тримоски,Положил
c9bb9b8d5c3c184050187b23db90a7e641ba5fb82a1a6d767adcfb3003e4f7c5,Идол,Положил
995fecbd4074f3eb33cee21f2f1522dfe253a22fa3b97f787ed5106423a4ec33,Мобилити,/
8bb7ed3309b0e47cd237d1867f997abc721d11fe0a516b692d12c72af68205b3,Мартин,Не положил
4e9234a9077b567f42f18a899f30ba0bd1bcbe2ed03df7925ca60d0d8c524e62,Софи-Скул,/
89a409e4fe4efb746b380490530376f0236dc29ef3852b5561dcd9ebd720153a,Шкорпион,Положил
613ad234efcc8028f1ee2a96809bb49bb583093936f963aaa52d1dc6472fe622,Денибо,Положил
ca135ff1378bb0ce9bda5dd52f4935e6e1996692104376d32e3bd7f53cf5ca3d,Алфа 2018,/
487ae3fff7d72f7e3cdbb5411bed091cfbd31b9896f03231cca99cd3d185ff90,Мартин,Положил
1efc0b8c0fc43afcbfb4192bda3ed195567845f0e6de846cffc4af3e97f32631,Кекец-О,Положил
c7b449eba323ff2d507ca2e8b26d0b4b61a0bb4686a5db027b481aff58331745,Ива Обука,Положил
523aac10608e41125b12fc666cbd9840daf20786ec5199658bd64404e4bc1115,Струга-ком,Не положил
7b708e5be71cb91cdaf81b83101ed3480b9b086c37e613f065487db037aa6df2,Шкорпион С 2014,Не положил
e3ebe4136ac4670a9285875b460c6b5e9ec9c370bee2ae8fd4a54157a0d5abf8,Деива Обука 2001,Не положил
1fa6187de38aa53a2f11bca07953762cf11f7a2ecd463d39c7b0ef04088de219,Ива Обука,Положил
a7af0e128d24f9c389d9a1091ea79299d9ef9f8fd9abedee44935215c8a7b97d,Брм брм Л,Положил
6f899e2870186f0f528ed3e39035b1d9a545c6571e719ee445f0f9f23415ea09,Ас-Коко,Не положил
b5551765e12aa2616720c27693cfe8cd4b70dcf3b470ef0053f35e9ef9c27e45,Шкорпион,Не положил
edd6344a5fb0ee373d0d3ee5719c70d2811a085aec7a6fc0208da6bbb1ccf092,Арт,Положил
7086ba0ab34371c7073f9aa2d530ae1c31adff6f5ec1383be483d28b681a0c3e,Шкорпион Обука,/
805847a6c9785e5284954de91f4f65fda3793f638aaf6dc56d4526f6b1e2bde9,Болана ком,Не се појавил
7f18de79d55a1dad2b1e8ac999e8db1337588cfe766722dd290f3e036923fe25,Беко Бс Дооел,/
78bc2e767d09672d6ea25c0981296d1d6ba7621e21be0c7af379d46ab9e090fd,Бобием,Не положил
f37bde61efd970a9ba12e2d082ea21542a14e885f46d7e42a79a77fdc95b7809,Беко Бс Дооел,Положил
9676b1049fa9d84358e787238e48ce08642dc11ecbc979d6c4187de0704eb3f4,Беко Бс Дооел,Не положил
e022e88a562e2f6c86ee7632d425ec9b80e3612930ef4e96855cd7bd5e1ebdcc,Арт,Положил
be1ae450e1ce8febaa251ed940f22a192fb59d126bb127bd3a3c8dcc0b882a7c,ЊУ ФОКС,/
3f9fee35c9280a3f2474f173aa2fa825ced8b03d189ea109877690959bb3cab3,Арт,Не положил
62b524b0d56c7e39c3c2bdfbfb77bc1b045f3ffe9e14bcfc96f641f1510dd802,Зебра АБЦ Дооел,Не положил
bd95d37161f798a37d3fd363409ad1e3673a41a10d9479f85f7c289720d106fb,Деива Обука 2001,Не положил
5f491e48cb0948b1e1bbcc8ba106500255b5b058e7313dba9e0d4e6469f358c0,Брм брм Л,/
