"Име, име на родител и презиме",Автошкола,Резултат
467735a87a3716141fd78f4d9c0bf8762e58c6a72dc42ffe524f308ffe8c09e8,Елита дривинг,Не положил
09917f960e23bfe983673b6a10253dbaf838dc7a7d0859af902af8db1d4f3275,Ива Обука,Положил
49fafc064a36022656afb2efe6d429203328ef7ca6fe0b5f46de92196b5c056d,Формула уно,Положил
baea8b47b5caa25a837b550447d2a1d2d630b596ec98d7d2c11d43010ed234f5,Шкорпион,Не положил
9476ce7fb5b7ca31d11c496266c1c3908fd7683ca7638197c791855c13287400,Ива Обука,Не положил
e7c5cad3fa25bbdc6834e67369d52f37251a25a23b29ef106b5f6d27265f5c06,Болана ком,Не положил
f7642c96b172b0e3465f3a8380258b442640f3e9da34392a277c287e7ced3816,Шкорпион Обука,Не положил
fde62fc038ba752b0f97defda7b199fbf80b6056a403092d06d398e3ffb58f60,Бобием,Не положил
757ae3f266e98d1f392653caab555d79e8b3cdaca20e0a4d32a734dd4e6c1f46,Зелен Сигнал,Положил
3b3524512541c30c023a7db0de7e5b243c94ce020be608754bc04c28b5f09ffe,Деива Обука 2001,Не положил
8db94fb471ab36146bd4a0e34e68c6fc7edd535ef77021229b1b77e4c9c47232,Шкорпион,Не положил
a8ff870a767baea2f083a29b735194a8b16a1575d31b54002bddff58d0c4b571,Кекец-О,Не положил
1dcfbca38f13b7e29874ab15226c5b295ee956ca045b87e2bfbb85ff29d096dd,Ива Обука,Положил
58e0003969b8988d1ccaf8eff2644c82a45f44dbb1d2d53a9258bfb2ca95c0b8,Ива Обука,Положил
132b430dab9efb6a3e136eef9173c14eefe0d63ae4a9593c3a30aba5bbf55463,ЊУ ФОКС,Не положил
38d2f8f750d124c3628089affa5aa29b81e3e255c86db64805458a06f18711f8,Беко Бс Дооел,Не положил
68b886db0b98488241a0ba9a53b3226c3851cec1cd1dffc402b586fd6d892f17,Зелен Сигнал,Положил
50d51b1a3d0b0afdfa7e91a285a4820d066024516229fdcfc99effb783b35ec0,Сигурност ЛНБ,Положил
455babb473fdacc51ab0a16c64d33123b624e41c03c4e58ea4e03444590c0700,АР-ДИ,Не положил
aa1a004941c35b963037959c57a2ad0c6cf990aadd8af8773d07c0e3f946111b,Шкорпион,Положил
447cc965a96587fcef61a46a1f26385ed252973adb217bae85358a0a27b63cd3,Емилија,Положил
7c90bda67447bf3584db61982a08fceed1481759099b31734df693dba91986b4,Болана ком,Положил
fffa14aa1576b96edda8964a77406f881c4950412fccb6c7e160447b9af94f73,Шкорпион Обука,Положил
ed8aa4f8ca2d589168fc4279aa20e7e0731a5fdd80ec9e0d5b455b0dda9c38b5,АСУЦ Боро Петрушевски,Не положил
d86fb3bf0500c109d706dac0447a8edb900e81671cf06e76a8d2619cf3406972,Алфа 2018,Не положил
8753fc057468ab38a48d4b87265fe5c7ab624cd98909fdbe39c72e51989e9199,Мартин,Положил
0abf0977d0456ba226a88e5a98d27a09f512fc002a47c5dd93e5dd8739f06d96,Тримоски,Положил
db4562878aa123141b3cc5cd1ddebc479b58c4090ad114b1f393d2b6b3ea724f,Банкина,Положил
5d558acfdd9a57957d2af6e15eafca5a2f2549b7791ee54aa02f952da9372704,Ива Обука,Положил
fa182f5b4c5596d5b2b489ec58292ec55f9a28765b70489c05073671efc00150,Беко Бс Дооел,Не положил
cdf2adb8ddc9b05599c3fed8ef6e466e3b3f21ba7d4e34e6a779c6c4db642749,АР-ДИ,Положил
60efd8123d4187b4f2fb3e31cfa75228fc6b5bf9caa7c715d4d8ccf49199d7db,Шкорпион,Положил
f1d2738d97da89f818ec28c9267adc821dd9a52d9dc3b96ef8ebb2b73a139ba6,АСХ Хирда,Положил
fbac327b8672d282607ffb5f001ec3a6dfcaf0a1e7c84011b1db9c700ffeb5dc,Ива Обука,Не положил
b177c2ad81d5d26e65409a23c779eeeceaa44a9902b40e776563a5b89f596382,Арт,Не положил
a6dd2825f822bfff9959cf1cff41dbda33bfb4b37301f2d818e33ca29b98084f,Арт,Не положил
2bf7c8b4fde3a9bdaa06b9a788ff4c2fb450b471d6634f3d148625bffb282490,Мартин,Положил
4293605142509c4974f68aa3439dec7433fa285aa37f66595f7002134ff60d1e,АР-ДИ,Положил
f3101c5145d43c6f585abf806825c292029d8421d23565a8642f6b0e4998ea6c,Арт,Не положил
a6b64c1bce94df64574f8ab4f13b9f83079e9708785562183ff647cecc15d189,ЊУ ФОКС,Положил
99982407e1333e9676eafeff96393032dac1fbb6fe14db7b976c44e609bfb0fe,АВТОМАК Гоце,Положил
a02d65bc7be442daa9e6c7230c3588bdc9e5eeecf00b2e6254b68358f9fdb625,Арт,Не положил
58275d267f4daf7a9004df26ce51b28c4f666ea1e280dfa0b07a6dc6d97d472d,Зелен Сигнал,Положил
931eb9af14b20785c31f32058d045f4c05a55b16da800f12f855dc103c85ca84,Алфа 2018,Положил
0dd6e7db437c9d0abd0bda7a3c4f084c53c719955dfa3f551b48c3e4fe9118ad,Арт,Положил
bd7629c1d54f8b03a72fee13d75498756ac504ad718476f0e6fe216c55804dad,Кекец-О,Положил
bf675c388b4795c4b6a15306f00b58ab1d131526ec5a5a534b46b5f6c5979e6c,Арди Јуниор,Положил
f3b6b1ce38165498be9af0f7caf1e540890cee990639ca88b419da1859b8cdd8,Шкорпион,Не положил
2049277d13de9dd9c38b65f173c3c6908e356ef08899b0798dc13fa7e89d55c0,Ива Обука,Положил
299ad5697eb72378df61b43a6ce72e9964e2c8c49eaf316853b4f6a965c55e10,Европски Возач ДООЕЛ Скопје,Положил
78bdf06ad9048d309e9dee6b2c9582a0937be019377274f96413462d57833d9b,Ива Обука,Положил
220825faa16230d2f49d236dee30176a4958d338a3a82d95b5d0d38ecba96d9d,Брм брм Л,Не положил
943984eabd4646abc2404cf25620a0dffe356010b3c4aadf8ef86cb0adbec4c9,Деива Обука 2001,Положил
252eba2448099f2d0fea11f5b18ed84a4f28028993538c3ebde065d54d0065ae,Шкорпион,Положил
ed41930a2d5f383dbae2e8863f831cf26df439ae1df6c5e821b00e2472e88937,АМСМ Услуги,Положил
0eced78973f5fe54d90a79c4a39da99b2cb4a55de54ac408ebbcf36da358a65d,Ива Обука,Положил
a9e8f7283b0b854397ba0a7ea4f824940e5c0302dddb56f013ba1c4418fff620,Шкорпион,Положил
aec0cf35a3e50f23cda0cfa12fbadb3d7f49b6a51ac39e0e54016ff5686e0be1,Мартин,Не положил
654851a0b77cbf805ff9d6599e37f3186557cb1a90513cdb1c46e5114269af65,Бобием,Положил
cc0c0c903628e03f1cdf348a86d12339c646a0cda3fbfe65019fb23f514d15a8,Софи-Скул,Положил
b21218aeb8ce84c7cc0d577a528fae9138c352c67db9c67f3f20d0bbbd4de907,Шкорпион,Положил
613ad234efcc8028f1ee2a96809bb49bb583093936f963aaa52d1dc6472fe622,Денибо,Не положил
86df3d594566249aa9ff7f0a12f081518cbd0ef26fcf345a46600bf8a5eb400a,Мобилити Плус,Положил
9a94c183728a1efe5f74c7632a7b599138faa7ad10052f7be501b77f31037b0f,Емилија,Положил
e173066f6690727f6ab5edb57f27ab189477655d4d95e71cba9e8d5f8ac9d7a5,Ива Обука,Не положил
a49a2f1d444fef3d04bcefbccb16a0972f9804a69632efa6e405bc9fd024eecd,АР-ДИ,Положил
ace2856d202df0d04c96a041c67434a6d800dc15fa546cd7f6352c2f491da650,Арт,Не положил
c16632288b57c7cd13d94c4e9ae5dfd6165b624582210d9199ac97053906ac0e,Алфа 2018,Положил
8912d34e877850a077e4f0b2fe9cf1c24d9c731ae6b328617b4d401ae1aaa409,АСХ Хирда,Не положил
45fd022eba626c4e3d1f900488c6133f71e38043339446ff5bb2ff6d629bceb4,Ас-Коко,Положил
d2e6020014c4f38052541ed25df1934d28d9eb676470e67cd8c2e1c403ed9000,Сигурност ЛНБ,Не положил
6d7dd524f5707c50b4a908adbcece003b32e9c2d7c437b8ba9c35c6667b96da8,Тримоски,Не положил
2307a8ef55b2eeaad6d3383988d72abd1f42d9b718a55dfaf13a51ebc621b09d,Алфа 2018,Не положил
7d6978c389187b84d76715ccb0b4bbf1df6186ca98fb610facff4cb90998eca1,Драјв Скул,Не положил
3011fe368562341ba89b424ef710df58777302ac8085b04e713b6c68816b6caf,ЊУ ФОКС,Положил
8ada4bc7651f225e2dbd6861debe33f3b0872e8f5e3ca285a67ac8819c8f0d89,Елита дривинг,Не положил
9676b1049fa9d84358e787238e48ce08642dc11ecbc979d6c4187de0704eb3f4,Беко Бс Дооел,Не положил
25a5aa58107c4fe3ae8b3dcd381b0cd088f998d4cc8d1fef6f7b141a95b47067,Зебра,Положил
4d8eb948c4169a5f1bb586b277ebee6c9fdf8d41f89ae603fa87bceee47c1cb5,Ива Обука,Положил
be1ae450e1ce8febaa251ed940f22a192fb59d126bb127bd3a3c8dcc0b882a7c,ЊУ ФОКС,Не положил
21b9f383110dbac3a13aaca21b71528e04bbaced2d159854904a490051715382,Зелен Сигнал,Не положил
0089c5e507f59db381d358ff8983e48a35b2ab766a1cd480236e835da27062c9,Софи-Скул,Не положил
cc9f8a2c056973b864b3b0d3cdb5b9a96557770ff90c34d228b3b52d66e4f534,Беко Бс Дооел,Не положил
123aaeae052db0c76f38c11e66dbe7ee60eb58efb3a922b99a1cada8f7430dc7,Зелен Сигнал,Не положил
c9e0f5c6953da6afb5557a6772ec7691b57a831255cf6c281d9de769cffd3496,Шкорпион,Положил
a67fb37f242ae2c8183e1e4173cc6ec9fad4d592b26e2f0002d8a777e8020aca,Ива Обука,Положил
1bb358d5899a39c1c3549cf143001e7c02c3a5e8e264343d80544184c8f63bbc,АСХ Хирда,Не положил
ce2b0be3b320f25c4241f4b062a325280dcbea5fe0a5639186211763a14c6b1e,Шкорпион Обука,Не положил
789aa67f1960199f645d83b1963f71db4d97d4ff7bc6510dfc9388f122533d1e,Ива Обука,Положил
5ef525bd6b9232364d7b4ed4ee8a8b959a38948f7cb3eeafb29dd60fb4349559,Бене Трејд 53,Положил
655e8fb3c9c5e48a6d1df302395cca15f7c91bda9588006e60d2f2f92f9c424f,Кекец-О,Положил
1f9dbcb6e8133fd526d7b3dfb73d185bbd81f9c61f0d08f17ec0c0b59660d74e,АР-ДИ,Положил
39a767a87cbbe369971e1876c4aa6deb13b8eeb7b4afa86124f37d90b6e11bdb,Зелен Сигнал,Положил
49426a0ed14def82975b264ecd3d503eaf68ec001eb2e33404f8a1645d46145c,Зелен Сигнал,Не се појавил
ee58fdddc833f998873ecf04c3a9529d13e142062a7f79f84c7e90a3945abdfc,Ива Обука,Положил
cfa4a96f2355dddbdb6381530121fe64a90a8e88a969100a58fe0689af2ad706,Зелен Сигнал,Не се појавил
8942032ee7f2b6224029dca0b3c04025d77693166ab7242cc115bb8c0700911e,Зебра АБЦ Дооел,Положил
97b73a1325377d48bcbce96233491ed62ed41b8e9d9907ff7204c30ec54829fe,Бобием,Не положил
16111ceb0b195281a2532c4dc8cdce842ce62e51dc7dee79183834245efdc361,Брм брм Л,Положил
29d4f3df6a6fc2a0378caf8d2c0d9107515f70bc8e54d80cfb5c52bbd188baff,Зелен Сигнал,Не положил
ea2ca24451c72f0ac6e26b78801186ca6a1047c40d2e99efd4e0aa6fe6927291,Зелен Сигнал,Не положил
bdc18b1958518c97dee7f98c01f6755ea7b2f303e4006588073c9a3a0f40f386,Беко Бс Дооел,Положил
631433255c906542daaf583b174bbd4685831ca23e3add9872d079d69786268c,Шкорпион С 2014,Положил
2b6f6b3c8a5f77448e90ef875ec3ef7009f6c1bce2ca1bc7edf495fafb4bef58,Беко Бс Дооел,Положил
3f8b00f7c4e7fb47c3d2c16fbcc06c01c51324307ad437a8b54ab714886a22c7,АСХ Хирда,Положил
35866dd5b4cabc02a8dc4c4382b34c6839982c8fd6e9c48811e238fc0c06c9c5,АСХ Хирда,Положил
a8b65b533981a4b382b5438bfd41687cd74941ad4a383b1c00831af9933bc2e3,Ас-Коко,Не положил
