"Име, име на родител и презиме",Автошкола,Резултат
6fce1e3788b916d5498f20274264251ab30c2547b266fd88f86b669b035a86c5,Елита дривинг,Не положил
800b6c7ffb4618b77910dc1a48ee4ab78a40acbb167ba9d35bd4626319281ed7,Панда-ЛТД,Положил
1c03f509bef4b90fe3f2f530c2c085f382ce241c022510442537f0f4919fc853,Зелен Сигнал,Не положил
b6b016dbdad2009314fe910ace548e8de39de63c741e16ced1192a8a1e11901f,Ива Обука,Положил
5ce7e7296862ad2391aa546c89982ad98b475b1ff1e46ccd2efc9241bab4b045,Зелен Сигнал,Не положил
176fd343ad0d755b33ef39edbf46111b1d5705e2ff78e877efb8ec3e32483406,Арт,Не положил
5ac5d8d13829572d757f2f66975ef191ae24d66a83cdf93f1693eac1845295e9,Сигурност ГТБ,Не положил
f1743bda9ab8de8daa56d00e0e19213cc8f6597abc87a3fecc5055d9e1623916,Алфа 2018,Не положил
89576297199c138141c2f9f597374dd05a37dad0116030cbfba9771275960e7b,Мобилити плус,Положил
a17f34f409f9646bb9be151295e8b9d49cd47fab9ef5e92bbdbdba77f220f878,Ива Обука,Не положил
5e30bde7371013e7ab67f8b4f3c1b58023576aa52421b6610e743a5aaf270851,АСХ Хирда,Не положил
86abd2952de6bad2a8c69f46db10bff92fd2aec5535217791b1598e6a78619a3,Беко Бс Дооел,Положил
b2862bb6e17013c3ca8294a7efee37d45b415f7d5306f21d07c1e7eac555fd2c,Деива Обука 2001,Не положил
7eb94fe778662f8a7b4b4000d7f6f8da91eab18a15d3e0f171844ee5b080488f,Тримоски,Не положил
2143592a05f259f8a48653503f63bf8d933cf4f3b1aec9804f664ed100da3dfc,Мартин,Положил
46fec20d5ace92e2c609a4d977651ceadd395cc9cda4165cbdb1349e31d2f1ba,Драјв Скул,Не положил
56583edcb86eecf4207d4bc26f799ebcfdb0c19dac792ab157b4e57819be9ed7,Европски Возач ДООЕЛ Скопје,Положил
7d7ad6af4889acb200413903a792a2d669541739e59eb1409a865cce6c0e5c25,Бобием,Не положил
21ff38b01b4a8fcd641421e6aae6ace49822566a42db51f4690c68c40a6f6ab9,Панда-ЛТД,Положил
f1995a4a17dd3b6b02a6a1272d972bcf3ee3ad07a95d673c3754a62cbd67d754,Тримоски,Не положил
4a9fc16caaee4436c05aeb5fd1152025d101302c3aad0a74e1171286cdf57649,Шкорпион,Не положил
8ce9e92f6076660fc0167164ab88894102279987c142cd89553fbce9444acd71,Идол,Не положил
3c5316d33a454aecc230ee119bef89f49166281b018a842e33defe9813b4f873,Деива,Положил
93904194424b328853d7e096734c468ab43be361e2d0e91910e91f030c88dbde,Алфа 2018,Не положил
291e79441164c7b6a3cc316201c671b1f58d4fb035ff2f39e87a979426e45d34,Кекец-О,Положил
3ce750b8901fa70a3621eba6d6cd47ad5ab710d005b2bf9093626f4cd0069c3d,Зебра АБЦ Дооел,Не положил
58970518a9c2536475a289c8d28ca496d7b38d16088fe937f7093634ed6fa499,Беко Бс Дооел,Не положил
a5f71951ac80a6e29b02e6a63da984ac59fe3298db06069ebf43cad4feecdb45,Зелен Сигнал,Положил
