"Име, име на родител и презиме",Автошкола,Резултат
dc9a96c8e6fd7b90176473c215276602cd5eac18e40896f8323824bdd3c462b5,Беко Бс Дооел,Положил
c03bba839a9b719d2e188223f7c1d3c3d399e2c55f5a82602394adf5e5543c81,Зелен Сигнал,Положил
9171a43c7e72670117fc831ea76943284917ff06962ab21f5374b771d2c08e04,АР-ДИ,Положил
3f6a46d0f17289947a5a89d02ba9fc6f9b748ca5c0f7b2c4b63e3c0607ccbfca,АСХ Хирда,Положил
d3618730624b29650d05c07a4aa41616c4df2e9705bc9a50ed788e6e85d53900,Елита дривинг,Не положил
5a69851f765ac81ebe44b54167f12a7b834b047cc291e61e56c5cc1968cfaa67,АР-ДИ,Положил
0d318a0be820a9c4d7d2fcf9ea01360752c59e8ae3680325f6d24f6b5ac6876f,Алфа 2018,Положил
1761d65bcd9db2789664d1587c018d05a673a3b642ba192b85ff1ffb00d3ed28,Зелен Сигнал,Не положил
d396fc532e42c62a17e799cc454eca3797844b047cd81ef0ebe2e91250833ee7,Беко Бс Дооел,Не положил
63b4e248fc41a125f64258ebaee02e1beb9384c9d6fbc868fca18bca9cf359f7,АСХ Хирда,Положил
4baed4a41bc49c6ef8298cc296d0c7b2c68a99731e5fd04a8947b33ca1eddd51,Европски Возач ДООЕЛ Скопје,Положил
b162ead2b5433e4ea01608422bdf042d0db0089f3cc9279491646644f3c4647b,Мартин,Положил
e7b8f4834cdbfb2c3d6c33dfdb295f270f13b24a99594d61dbeb2899dc2554a8,Зелен Сигнал,Положил
01d822cfa50040b0294ff8d4876415fe74e1d536cadbedb19d1b91d4f0c8cf52,Елита дривинг,Не положил
e794818b0d4eb5653439105faa6fe173c2ee7f75de33069c5c7b201e41da2f1e,Брм брм Л,Положил
768da54a4ffb5bcc866afed58f51e7afb4812a4c5a5d41792e82d2dd2ce2898d,Ива Обука,Положил
b5c69838c5f33f512f0d85b2c0fbef7001e495623e50d5bea37489affedf2f97,Алфа 2018,Положил
cd205e43bce66fd252edcfdebbef503e693bc38f6c606b3fad8263126fdb781b,АСХ Хирда,Положил
