"Име, име на родител и презиме",Автошкола,Резултат
5035223abb9ba2fc5277de228cc103316bd1b790e95c2a6cd5cfb210cd8e7a4f,Зелен Сигнал,Не положил
ae6051cc46017f4db888f517158a761a5a7e4bea75dd34828b9ea64dd2316978,Арт,Не положил
56b383611761655990fb7f782cd328d9cb05552e2a1dde8af46289a5ea09faf8,Болана ком,Не положил
dbbd0fd0e916dd50f0486ac737ae466aa2b1bee32b6ad0ae60875f8b646081a7,Емилија,Не положил
05fde1cd9249142e53b45fe57c792eb6efda1c6bedf54eb3a88df8537e9b9091,Шкорпион,Положил
9ab4896046d0ef67c3f2b67c578ced7fd5cb4c62c7a9140ec8ae1bc048bdf745,Тримоски,Положил
1b0e8f545ed50f4229b35729f9eef9ff02e51e8d6f6f81066084dcd6fd225677,Софи-Скул,Не положил
e923fdd73ca8069c62bcc093a62a70c07025549e2a2c2dfe9b2253fda47e4ce6,Зелен Сигнал,Не положил
a60383209f15580eb46374ef5c2e3fd5381e3e37cad4e926b7adcc75c78caaed,Зелен Сигнал,Положил
1e917b95ce51437735c970295f13c32d726e3b550c480a626e6e6eff7ef831bf,Ива Обука,Положил
30463ad0e34bc319f69778bb63f3cbcb52a01b057d35cc4468cbe484c92e35f0,"АМД ""Лопен""",Положил
3fd82351f7f7029fc04875dbae632667ea5e69ac415abd72e955c1301abc0961,Сигурност ЛНБ,Не положил
d251cc6ed5a62e5b6202d65728d72b11f770415bca6c082e837b13a5aef21694,Деива Обука 2001,Положил
901a734381f878070234bfbf0f803d8197327a42e2149a7aeff6e9acca28e78d,Мартин,Положил
fbf0cfa6c3f5929a31fba74eb2eb745e6f6e2f911b33fc0de4e4653ac90cafed,Беко Бс Дооел,Положил
9680e27044c3439c80f193f8f3cea6502aef550be0185799da25753630a0405e,АСХ Хирда,Не положил
706c6db1d4c881677359d88f565058eb0e250bddd1b2b092809da5224a6442cc,Елита дривинг,Положил
041a0eb5ef18dbdba759ff9552a7a3f9f1ec49a5902b52b7fb091ab5027913fb,Зелен Сигнал,Не положил
894fad76aef054bdce170377b53338ca7e7ac647788a9e0422602f2c67eefeb0,Арт,Не положил
1f834cd278325ebb432da75acfd79a5cc3f319638f42d798cdc2fc1dd33f9350,Беко Бс Дооел,Не положил
2c77e6e047fc904b72f3a1613bac07b67b7466b68382bc1ee9b43e3868dd52f1,АСХ Хирда,Положил
45e423c1c16649a1e15a989d46817db5e6fd81a709939b9bd104fd40b78f6e4c,Тримоски,Положил
2cc9e90cfafa3fae43bf0ef68f73341438da374f94e84aacdf645db640bcf874,Шкорпион Обука,Положил
e67b73dd07855d2e3723c68d0840c8fb53b70c2685732280d06cea4bfa101ff0,Тримоски,Не положил
ba4cb713cfe9ca39cc2439684a80118fb2455e35a37e8a3d0f3c113184813a81,Алфа 2018,Не положил
ba46de27770b509e966bd827f8cb4f2db76ed085fdd58c33a799107bee598362,Мобилити плус,Положил
8655e332ba7fcdda7e736eea23ef5a7f497605d8f4b676cc0fcfa7bdc6cf19a3,Арт,Положил
