"Име, име на родител и презиме",Автошкола,Резултат
b15add100d40f3289be462e1202094e055534527eac7b1032f342e6270e0e482,Арт,Не положил
b9933a0adb17f354fd68718f8a1f951aa75c5e59b6615f64f29cc29111039949,Арт,Положил
56b383611761655990fb7f782cd328d9cb05552e2a1dde8af46289a5ea09faf8,Болана ком,Не положил
7219fe08200a469ed78bcf81bbbcfbcebed89c9ae321c254f8858ba062cef57a,Елита дривинг,Положил
61556926533edef1f0f011d89f61d3c9d110933a9ac125783bdfca5d96f6d37b,Зебра АБЦ Дооел,Не положил
29900db49dce3349d238bb1ccfc93e4559dba1d82427aa946b3ca4f2f7360c9a,Ас-Коко,Не положил
91e415931407b9c5e2558fee9da01f5f4e3ae093147a3ecb683776a77373ff7d,АСХ Хирда,Не положил
fecafb88ad5179d990d9239faeff66ede9a206a601520c166d2a225b5ba5d93f,Алфа 2018,Положил
b59d4e42672e00c101eb6517bdbfe8c5d42e1086ebc8ec33fd58eb576c3c830b,Нова,Положил
1f8662027d493cfeb1795f05b086b93d94c9e28f68d94dc87cdd59d08a34701b,Зебра АБЦ Дооел,Не положил
7fa23734b3b953cab3c9e10edf3d9020e50c04ce9df31d7e3248f994e79327e9,АСУЦ Боро Петрушевски,Не положил
be15c63b99e992f364aeb9bffe42933bb6734c255199c9adf43b7668b3dbc799,Болана ком,Не положил
1248e4e25649f30eea3ca796df02ce545ed432f4d822041f9005d7e8cadfb754,Идол,Положил
85eebdfa42a6d2f6cc3900e1e9097844a5dc5af23f34690fbd70170bb9816d17,Идол,Не положил
d3e06ea6c208ffce64ed15abef5036aba7b3c3aae1fcbf45dbf5225c28dfc0e8,Европски Возач ДООЕЛ Скопје,Не положил
82ee5536c9c682a3b412fd0d11b51dcd5b2e5508e7efa4c3614b74f3e64a7f35,Европски Возач ДООЕЛ Скопје,Положил
082eb50e6c1d28fddef2d9ac294642f90a41ce3685aa07ab130d9c7b7848e690,Кекец-О,Положил
35d7fa734abf5fa662d05e0aaf32e02d68ef06e8bbe5a5dd27a8a31f14806869,Зебра АБЦ Дооел,Не положил
d1fccd1227043da5b91af67b52cef7b418520ca070240aaa49fb47985de311b3,Зелен Сигнал,Не положил
002c0c8d53f46598102ede1af1057a57118ec86e0b1a53efd572d5b552443f11,Беко Бс Дооел,Не положил
e7883a4dbe1adcfa46669a8c69656551590f3e00b870cff91a43e7f63db23117,АР-ДИ,Не положил
52b4371d6c66f31e4b74ecd199761dd6eac6d138fa5780577f874bef46bfdcff,Деива Обука 2001,Не положил
58cf5e56d7bca513011a6c8d1c13bd20ea33e64f44e9636959f9981299e90048,Ел Хилал - Јуниор,Не положил
a808e3bc9052bb3a9bb568eb19daec3f00be44c8863860ac334fc3a64d9bbdd4,Шкорпион Обука,Положил
10b6e6b17c4f7aba033979765d17d1692b7c2c06e26045f87e865315d0553e23,Зелен Сигнал,Не положил
