"Име, име на родител и презиме",Автошкола,Резултат
1a2e2f2c296eceb0a1075cf7c8c7fc358fba551d2a0d94e80644e1cd3a999d10,ЊУ ФОКС,Не положил
15fa952252ae1c314f4b27debebe822e2982cbadce2b32c9cc11052ddd39bdba,Панда-ЛТД,Не се појавил
28806beac57f136acdbb1fec9533e27076123ff96197cb517bffecf624ba715e,Деива Обука 2001,Не положил
049f3848dce39c810be1f991331ea9f06041f171218f9c080cb5b33681729cfe,Зебра АБЦ Дооел,Не положил
c4ca48259845b8060193341c784093e10357b5689a8af6cdf3891862b885a38e,Мартин,Не положил
2bc35cb7b026be6071da0acd15fc22708bb4ed6e38ed70b371904f99a3d80b93,Беко Бс Дооел,Положил
7b83eb2067e139ac71a12fed5426add81ff29b23fbb30adc5e3e93db04f03ff6,АСХ Хирда,Не положил
09fbc1b7b1f6e3fafafb336225f134e11c8887535ec867a343001c1c6c0b7587,Зелен Сигнал,Не положил
e780e491352a23e8b8bed4db3b4b9b483e5e820e2e40844adf3534a1fe20e928,СМАРТ,Не се појавил
7b06d32ded95ca9ac9e476fefdb808474cb58b5e3fab549ab6372ee63574b5c1,Кекец-О,Не положил
4fc62867de05b2f38e5eb5f85f45c6fbfb1736c41c49f7bc3c8bd9484fe5a208,Бене Трејд 53,Положил
22cf78c4542cc505287d9bff275ce8ad16a2c42457be486f18993d93809aab20,Емилија,Положил
0468f40f91d79b429c4c78d11fc50099a4184c7039335369f99798207729be89,Софи-Скул,Положил
69a3cc780071e0fd9add3cfe50a742a857902c57588772cbb9609608c0699263,Зелен Сигнал,Положил
faed97446280c6569bd45ecd03c33efc2d63127e119adbc7eecfd176831a7585,АСХ Хирда,Положил
0349aca529f9ff7e3c57e7d8450642f0b11fff407d5934a9329ab3eda97d5223,АР-ДИ,Положил
38d2f8f750d124c3628089affa5aa29b81e3e255c86db64805458a06f18711f8,Беко Бс Дооел,Положил
5eda4622ca7f6d76b2cda992a67000234d61a182e46650e7886244b8c173eb7f,Елита дривинг,Не положил
d61bde2eb1113210f984b0f3ba263b7668b95172c49e656fc57fea8a45a6ab70,Идол,Положил
