"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
e0aad8eb1076354ebd8d825bd433d50297d2af31cda3f7d1ebd9fb49f0c00a5f,АСХ Хирда,Положил,,0.0
dadc9e738537dbbfe34fe237414e58453e86e7fe2040b0a7e9f0caee3ca34cdf,АР-ДИ,Положил,female,1.0
7fb0c028f90ca347e15fa9ffcbba809b3f4dcb90adc59d10723768de4e9129da,Зелен Сигнал,Не положил,,0.0
349bdfd44336aed798556620e2646cf569807b6320cb857f59a4968290851f0f,СМАРТ,Не положил,female,0.99
e0ee33830390a06a24054263982cd675d4094f93af3b52de2f00f9c624605de7,Софи-Скул,Не положил,male,1.0
9e27fa9e3b85c213d144e304c695c83ce038f73a67c57e160f598f883537b749,Деива Обука 2001,Положил,male,1.0
fa6ba826a2cbdecc83796f603e22ba7d2a524c026a43188a31ba3f527a3537ef,Автомак,Не положил,,0.0
4cdc4948f3dce6e080b955a3ac33640914b42a73744775e7506460801e0be11e,СМАРТ,Не положил,female,0.98
f304f1515e301135d4c562b4195c17e69d31201fadf45787194839a97819bec4,Струга-ком,Положил,female,0.99
4909e7f6f59a3c09095baa695a5a5cfe94896ed5dea95715baa935571a6fd45e,Мобилити,Не положил,female,1.0
09dd33d217d15de51fd171bca233449d21fab93f6ba20c43f27db071a6e09f0c,Тримоски,Не положил,female,1.0
59321711df98167fa4bf9d1ab64f767ddd15fc64e907af487628c52c435dca11,АР-ДИ,Положил,female,1.0
5f90cd7f440d785960c6d41d5a18275f044b1ee67d62ca6f05a8f2a9e2bc750c,Шкорпион,Положил,,0.0
ea9d1216fc952be2f0d55905c2de35ab75542d0acacbd2388323f04fb51009ef,Алфа 2018,Не положил,,0.0
a984397ff76983fa9f5ff342ab4dd300d54776d9f671efea072973ca13d87c81,Бобием,Не положил,female,1.0
51d94f8aaeb130ac5079b35aa17ea6f8acfae6eeba365792e1ae26984d58e0b1,АВТОМАК Гоце,Не положил,female,1.0
4fe3420c9222be78746c239c124f291b46eb66490f59f1eef831a4a899abc775,Банкина,Положил,female,0.82
d37e679407a9a83c8ef8535ee3dc7e1f30c954a5aee2561df8e6a9946b5b8931,Џовани-Тим,Не положил,,0.0
67bdd994a78f529d3330b9b0e9ebf6aa962e53a348efa2c061accabcc4ec8f1f,Ас-Коко,Положил,,0.0
ff146ac8b2d7611f4909d37f3a3a2cfa31ae2524292eacce320a4aed9810458d,Мобилити Плус,Не положил,,0.0
b12aae0fabb5a24be81ec979b0ac31654206408807b53a44342a097101d1288a,Софи-Скул,Не положил,male,1.0
e46088cd97312d09d1ed6f95446aff03d87e3882b9d31eb49700cd9be2b5a060,Арт,Не положил,male,0.99
75aae6e726438b450108a45965318d03f224c6d95cd30a0806a9dbfc7a8435c6,Зелен Сигнал,Не положил,,0.0
eff938bb02788a3f3d1889f9b387860d7631435ac3d8f2d9eec1dcb98864c791,Бобием,Положил,,0.0
54850a84e28d28a07abf3ee6864c2b1abe22eb8fe314ee13ed88e62c007f8abe,АР-ДИ,Положил,male,0.72
56ff46d56d2a3c47fa0e4ef66f628ce70bf836b9c69d1d7f7224e4de7287de43,Елита дривинг,Не положил,,0.0
0b92cfe5d573d0899dca691f0277c91d78b4025354891d074931c3ed9c99170f,АСУЦ Боро Петрушевски,Не положил,,0.0
34841908e97945c1713b89fcc5170fb6283849dcd82121eceab41be6ea076198,Болана ком,Не положил,male,0.97
df9f5ba39a560bac41572be0304fd76bc6fd29d220050eb4367e5f4ab27b4c60,АР-ДИ,Не положил,male,0.97
70f92d3212be4d8129ac8eb58f138c6beff94186d730d98af90660dde371098e,АР-ДИ,Не положил,female,0.94
