"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
766626cca903ea90939650fe351607d555ded745e9cbac40c3e23fbad4614175,АВТОМАК Гоце,Положил,male,0.98
0bb4550abd3a355d1bca725dbeeff03925a51503c613c666e38e2e947389b1bd,АР-ДИ,Не положил,male,1.0
8e95bb26196b179536bfd87ae68789cd122ccb504f2613a92a646a9b6c11777b,Зебра АБЦ Дооел,Не положил,male,0.96
e342dffa12ffb71b7403258ccc17ed94f0fe639b9793a17f7322014d4e897eb9,АР-ДИ,Положил,,0.0
cf15730fe85c8e19e5cc074a4e1f68334853d5583312afd8e5648f76a28c3091,Болана ком,Положил,male,1.0
6252d3ccc201174c9f5f10b4ffb60d232d21682597cee9e1ff889b786da3e2af,Мартин,Положил,male,1.0
6bff1ef80429c73b431a9abbcf17b5ff5c732201567276235be3c552e54638c9,Ива Обука,Положил,male,1.0
92c2426d65901295eaa6d5c2a545401c36743b62ed245524fa7f68af92696159,Тримоски,Положил,female,1.0
0fa29d2688f7a8a383a1f0562c98fcfe3a21cc3d92179d4700ffec260c45abc5,Ива Обука,Положил,male,0.96
2634f7dcdd0ed6ac97c368e1615cf6ea5914d6937a4b079784ec1a056b43484e,Арт,Не положил,,0.0
90e4882b40f1a88d6aa71bf72ca92fd7f1effe2f964556108302a73c36bb6000,Сигурност ГТБ,Не положил,male,0.98
4c9803e96c4d8d6de8853b6613935f9e56b912b1352ee661bc278f5bd4301b19,Ел Хилал - Јуниор,Положил,male,0.97
4d4fc8daff3c14c0aba2028fb856f772209c82dbdcddf75adc04356c9c894e06,Деива Обука 2001,Не положил,,0.0
17fa318c913e73f7710194275825d0c32aa60635722c757eadfdbffc1e8d82dc,Мобилити плус,Положил,,0.0
d7e44a0c11dfb1d80727dac7a4946d27ad909cdf870d3fd7c35bbaa0a4ee71ec,Шкорпион Обука,Не положил,,0.0
ad7df2ead94d2638b74d0d1e54ae96760ec5d3284bb58e2369fd776057d63193,Мобилити Плус,Положил,female,0.98
bb6459807273f7ac2c7dc32d2fa0ae35bc7f8296bdfe2d1aa2b9446630bbbf34,Кекец-О,Положил,male,1.0
8a27f10d81ca3960b8f18fc7afb721009caef3dfe6ebe4a613e7d426d2eb4ed8,Ас-Коко,Не положил,male,1.0
ed306276627074aa302a1afb1f30667af22948fbd34231504aa7de6c90c416b0,СМАРТ,Положил,male,1.0
29696f374f5b9a2eb1483836f244bc77201c4013b473cd15d0b9104b4f6bb85a,Мартин,Не положил,,0.0
28fe912b180e6f4fc3ae685551616dafc36cf90bc1629e3e2d021b552b0bf3b6,Деива Обука 2001,Положил,male,1.0
2b96f6747196e62c18c57289e5e1df92e4a414754d1529854e1449411df979ee,Мартин,Положил,male,1.0
e34ab5b6b65269bf7ab88cabc66524c01e3c55654fe64ff31f065e5d258825ea,Шкорпион,Положил,female,0.99
23efaee34c733081b59a915ca2dddc9e57049affcb8b32720ce537c10b8f503c,АСУЦ Боро Петрушевски,Положил,female,0.99
5c5193c2397a617cf388d85fa0e259e3d31ada2b91b11475f23b1135d1d54bb0,Зелен Сигнал,Положил,female,1.0
bc3dd1ff2f7b11bc6cbed067b6370be5890f886ec5c3b3e35f7dca4054ffaffd,Зелен Сигнал,Положил,female,0.99
7d4135192874f41df840f35c563b6875a019fa09d1d35ddc1a5ccb4cb588fdff,Арт,Положил,,0.0
77813e6a708d0734f032dd65fe97dc7b4d247bf1b1e73efecb1d03f87b8216d4,АР-ДИ,Не положил,female,1.0
ea37448c8ea04a001e99dffec9ee3a931fb6ee67a6524a72cf72eec969a51eab,Деива Обука 2001,Не положил,male,0.97
ce18b23928bcb318a30f38f3037072a5dab8765c7319e9f23a6e5d11db774fa1,Ас-Коко,Положил,male,0.75
1235592531119cde2ab61f363dbb4b0f4f42041017947bf88ad912e0c5b077a7,Ел Хилал - Јуниор,Не положил,female,0.63
12e6e93f59bb0c18e766a9f0353cfd8dc110fc5d905cb5988fb69095fc23a622,Нова-Нова,Положил,,0.0
e0618a9528dcf341eada2c4b54fed495cbd30571a33e7d29b78b63e5eeb04387,Зелен Сигнал,Не положил,,0.0
8d03d6511aa78b2be8b4b8e280af071185271ed54475bbbe40ecb4742f22a67a,Зелен Сигнал,Не положил,,0.0
91447e468dcf3800622782dc033c5a0fe393f89108145ba3648778cc8e335745,Деива Обука 2001,Не положил,female,0.99
46d966e19d4084b0e0e9fbb5a3ec4531479a80e4ee1ccf97c78371ef4b938faf,Елита Јуниор,Положил,female,0.99
9f3673211ff3a835001a1cd717e269097e9dc5b2e72a9a9e7a29513a086ba6b2,Ива Обука,Не положил,male,0.98
ecc0640ed9dfa665416293b63e9a364bcba5eeb110b64dea9d3c5c0475346af8,АСХ Хирда,Положил,female,1.0
8477aa93499022fe8c0b8d98db86116c7a0676d2ae9ff657a4f4aabf889455dd,Мобилити,Положил,male,1.0
db268bf96d76c9cb89f4d100ea94688ea14b3e3603bbfd362859bced5797619b,Идол,Не положил,male,1.0
2b695f808a6dd072fafca5591246807ae5f7eb4c6e36ad35eb40d7e2610a4cb8,Елита дривинг,Не положил,male,0.97
33cb1a8c235d1699904fefba61e30e72e3756b132275cf7a23fbf4efaee30367,Зелен Сигнал,Положил,female,0.99
e4fe64b8896f393d324650d4013d7f494c528d7a144f1266afc9e96cd6b56011,Ива Обука,Положил,female,0.99
b32d2abe9169ab84f4b7c4b5ee0b72c2a6fa844c942145d8f3a5c2bfdcde696d,Зебра АБЦ Дооел,Не положил,female,0.99
b06e0ad4db7760e81bef9578c6e9cc36dcd688d1b89f5745bdd350889bf9ba79,АР-ДИ,Положил,female,0.74
5ec6e5e67145e542bca38ed4d828ed4f89bbf09bfc61fb75aec7f68e271764f9,Мобилити Плус,Положил,male,1.0
529a643eac3f819ba3d205da6b7c51213143ed467c88dc31c28df44902dd77ed,Арт,Положил,male,0.97
42ba9ffa48e9285c2ffc947ffe3fcacd2f4ca6bddd56604d54429096807ec2a0,Ел Хилал - Јуниор,Не положил,male,0.95
1e8712da0a658486a7d1846cd37ede9452be83d5db56e2facc7c7aef95bce74e,АСХ Хирда,Не положил,male,0.99
3674884f996c77ae6e974f5834a7794e63471c3c8dd9194d53a2d347fab74883,Арт,Не положил,male,0.95
fcf3bd37e84608b2c496ab9fbcb6570b3255e2d91eb2b59035bce947635255a2,Банкина,Положил,male,0.57
fa35fd1bd21c62dde0dcc7c33970353464a6fc813e7444ebb5401076dab841cc,Банкина,Не положил,male,0.57
27c4173a566c737c70a4d176e77e6882a5768953fe0f9b1f816037ff66b9d18e,Тримоски,Положил,male,0.57
dcd52fe2e1a5b81df35072c0cc9713c9c7b179ae3c213389e3eaeb7fc7f35ffc,АР-ДИ,Не положил,male,0.99
072f258411929a659a666e655893eb201e1087d15555f600e4bf669a7fa78368,Ива Обука,Не положил,,0.0
ab5062becb122fc6696b2749b29a3da586caba5e71ad4810c098cd99a7df3367,АСХ Хирда,Не положил,male,0.99
72406eadc43d1dbb5942955a46883ce91ab3cb03c088227ccb6e95c3398d6206,Зелен Сигнал,Положил,female,0.98
a95d19d8bb5838b4618d9e7045d5b731066a6c099a07fdab63f03e9d2382999b,Шкорпион,Положил,,0.0
b35f9155a5028fa0288132250731c747359f7fad2d4214e8ff5eb6823d70501b,Тримоски,Положил,male,1.0
a87e986bdeeea5ddc3a480c5dcba9e4989ce0226e43c531a7fc8978cdc3d320f,АР-ДИ,Положил,male,1.0
1426bee9d248c20711b05109bce8f35177deebe6aae7ae29a1c168fa1873b358,Кекец-О,Положил,male,1.0
0f59666cad0cf07b0b880166c552d2dd2851b9e746acd64f8bfe7790324687f3,АСХ Хирда,Не положил,male,0.74
00a1173879df39481ebd1766d3879bb7b2c61335caef223419dd1e9aded44bae,Зелен Сигнал,Положил,,0.0
e982fbed974e339e6f7ec82a6adb614e824590b7f757b21abb11852c8e1de90f,АСХ Хирда,Положил,,0.0
01a4f5bdcd24d4152a811a7c115f77d0bacb1ce4fc9b7d6d0ee8719c50ba61e8,АСХ Хирда,Положил,,0.0
0b1a84aad3043961c71f47db234d9c7ec075224855e7f8d0754cc58035314d5d,Идол,Положил,female,1.0
400ece163a4cfea591a4d5e27d3afbd4e62eb3f6fad2550ab4377db8136274b6,Ива Обука,Не положил,female,0.99
e441959385d3d27c159ed171197cd3ed4f87fb82fe2f91679fe5468238705401,СМАРТ,Не положил,male,0.99
66a8d5bbf4041bdec9883c4a02c3737ac79bbebdbd8321bc6b879984850bc854,Идол,Не положил,male,0.99
f9bb7b81c3fa638b811b6d5bfeba1e9a7720ca9c8cf9ea0586fe85f4b95e10d1,АР-ДИ,Не положил,female,0.97
460834df972eed91786a200fe22263136a68bb65435001cf75b9e0e7b1d1cbc2,Арт,Положил,,0.0
1cf9789978fae28cc6264fd7bf71835e5c7b5e75bac5bb1f8ffab57992f06dea,Арт,Не положил,male,1.0
635a5da433ee3732d3799b2c9df10217093a6a110bc93bf2a25adf1cb7715ea9,АР-ДИ,Не положил,female,1.0
