"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
b256d066b3585912b97881f05b78722ef1efa6bc6e23777c5797c3856c1e31d2,Ива Обука,Положил,male,0.95
6b568533369c9fcefdc36d3a6f983a58f2453f395abefb4c0619b8316a981539,АР-ДИ,Положил,female,0.98
4d4fc1ecc52d5eedc93333c8b389ba519753aa0c1bf189e6431869c598f89042,Тримоски,Положил,female,0.98
add9b893ffe801b3e97bc1b789d4edbb5923096bc325d4a94b08cc6a906c4def,Мобилити,Положил,female,0.98
0a108995963f8a27c8b322d2af5e46e06c5d2232b0b1f8d8fb1f0231cba89270,Мартин,Положил,,0.0
664cea46823c2b8657746e1a66eaa679f41711e13f5ce22cad5a4bb9f0b73b15,АСХ Хирда,Положил,male,0.96
28001972db422a20e54db991a971fc78025f241700f5b4e08b595f7ef85f6c33,Ива Обука,Положил,male,0.97
9090d0853b904299b63295af09064caab51cb88ca9dbc78926d377132d910566,Ел Хилал - Јуниор,Положил,female,0.98
346db8ebff259c82db8960b01cdbf5d3296cf1268d7d3d2e0f53f45fa53dc1f6,Шкорпион Обука,Положил,male,0.99
7f98be535eb474dffa18086956a7f656e4d71f47f030ae443e9c86f1a066769a,Идол,Положил,,0.0
bc1837ebca227ae2f55dd9c105fe2a4cfb8f3a290a75d33fbf26ce36f6bd8f52,М22 М22 Дооел,Не положил,male,1.0
bd8409f9be77cd881c5fbc80df615b2ee042943ba9a80cea12217dc143bfe2c2,Шкорпион,Положил,male,0.99
e89bd61f76f6a70541f8d800392c599ce1df2c89cf521c1577a8a2f514d79d09,Алфа 2018,Положил,male,0.99
73fce82e0bc278be9a084862105a71d10ae3dce8a138bfe0371902813f712f90,Болана ком,Положил,male,0.97
12f76d6ca82385db139414f6f6ec24b87256b293526d9836e953ec82c89327b0,Мартин,Положил,male,0.99
1939c48339a62ba987393988e5f5abeb965d76fb84dcd7536486c34b2b985b55,Софи-Скул,Не положил,male,0.99
c4768b0f5c564a680c73e9c61bbf80a0133cf3682c6fedfadf619d4dd3c6b739,Идол,Положил,male,0.99
bb2d0176450bfa5a5ecdf1349aec40b95dac68196e1a69a24eb08bd2dc31423f,Мобилити Плус,Положил,male,0.99
fd97613a1dd3d9fda9ff4f19b63722dd91e2237d35ca4d055ea21b6c089bd137,Сигурност ГТБ,Положил,female,0.97
9e7fe5876553b5f480cfe4032ac43dc57d09eb5c0f431aae6584c327016d8d59,Мобилити Плус,Положил,male,0.97
8f6de1dbee44de0070025323f6a2fc84de6f573412d4348e5089d6baf68a870f,М22 М22 Дооел,Положил,female,0.99
935b366d0b8a58ff89855eac9eed630b0ec3db86cf16e796bf1c308b393ea8e2,Ел Хилал - Јуниор,Не положил,female,0.96
76a78629a26fb161ad47c03ae742cf76d3d1924ceb555037e16ddec87372d094,Ива Обука,Положил,,0.0
a5a3d6c001c8127c3ddcd34624b99e08422a08c90cb53544ae3ae361e752edb4,Ива Обука,Положил,male,0.97
650a3a520f40fa9c860e6870e0759228c8215b8afb317105d4b4a72664e5d76b,АСХ Хирда,Положил,male,0.97
5229a899b0f6b7540d0d6fbe4ab5f9578e6c88debfc1a52fa979eeb3eb475672,Идол,Положил,male,0.99
d17482dd3470877cf9348ecf6e5ca820d42918465498e4b053258f32f17fdd8f,Мартин,Положил,male,0.99
f1afe3ddb27d48e2616c56c7876814976c26f1d6df363d7a53379e80fb3003ce,Брм брм Л,Положил,male,0.91
9bd23021f03f49f7b292a451c289c6feaebb71c686c7ae92e081b1e0083d3acf,Мартин,Положил,female,0.98
cb55d25632ed5c56623bcddca55dec0d53ac7b6cd85d84cfa6b7dfdbbf60cf22,Панда-ЛТД,Не положил,male,0.97
a84f682e616264c3450f354bbfb7607a2bb3794bea64bd36a3c3240920519470,Ива Обука,Не положил,male,0.85
dc3f17df34c542a6294f37502affcdc7be32a5bab6ba5f48403817636c7870a3,Кекец-О,Положил,,0.0
64494df4158d64df76cf7caa4934e67ad4d99970414674e298aa7d47e821cd80,Банкина,Не положил,,0.0
062b0497ae18045cecb0381c4957ec1ca2899b054088dfa0f828213b15e5678c,Ас-Коко,Положил,female,0.86
541283a8d24a04c2f491acbd92203e85e56dc5b10f78021bf23066279b716c94,Бобием,Положил,male,0.95
d403ca37e24ae225b1f1de081a56eefb4e547b2d3f14dc29a1087158528a858a,Шкорпион Обука,Не положил,,0.0
41bd285c15160412146c6c1abdbe14da418fd1aa221d3dcacab30340906005df,Ел Хилал - Јуниор,Положил,,0.0
7182c0c91d36076b9344d3a75993afecaf4883878aaa983337d5f3c7dc6237f5,Мартин,Положил,female,0.98
06aafd465c8254c2c5dd646eb99c9bd76929ffe4126ac73e180a02bf9b5d46d9,Виза,Положил,,0.0
4dffbd3d94ec43e3acb6658006e2911182dd1595eba02553d43fd3324485de2f,Болана ком,Не положил,female,0.98
76c3eed944df73ef4e68d5422f6053420294d508592c0066147d434854a672cb,Панда-ЛТД,Не положил,,0.0
89800db71794b5fab05a93e0a63bed3e2a8ff7109a4bf67d823d0860fc32a539,Шкорпион С 2014,Положил,male,0.76
cf5d62797b21bb19ce6336c16bf0fe399ddf057690ec85a7994891a108fd6533,М22 М22 Дооел,Не положил,male,0.99
a95a5b2aeb78cc524a209eb790d7efa5e57f2fedf62b32308ae9849cf5b6c510,Брм брм Л,Положил,,0.0
b6fee293bb4ee14309159b77a24fcbcd04a468125807a55aebaffdf47ec23a53,АСХ Хирда,Не положил,female,1.0
3ac12dc5f03cb96adb12af749b7c9609369efff3cebba907a4ff78f2efb3fba8,Деива Обука 2001,Не положил,,0.0
af2da3023e3b9e63289273d5f4880a36727e3de794f627db1fb35344cf9fabc1,АСУЦ Боро Петрушевски,Положил,male,0.98
be5c34f33ef5279fec37344c3a867bf51446e37d78274cd61829d6b520a33b87,Алфа 2018,Не положил,male,0.56
e9e1aac9362aa7e18bb225cc32458dcfbdb270d57d93ab1847ab6ddb76a7f14e,Мартин,Положил,male,0.56
168dd1ca878635ffbe85616be76be0a3f37d05205c3f7caa0056efc2481d9eca,Мартин,Не положил,male,0.56
2b596847975e9e2ab6eab63dbd3ec049cc2ac36cfab93b2564bc1ef2c2191b10,Шкорпион,Не положил,male,0.99
d4f0a50701144568579c378909c4302da8d3feff6b1b656af985fdb22e355b36,Алфа 2018,Положил,,0.0
cc1fd265dbbc0a61505c357c2b75d171f7b42aee0a23185cb94e544b47feea54,Ас-Коко,Положил,male,0.99
c862549a5a76f531194d77c7575de9ac06a123dd0e96c6e93d84537911c04184,Ива Обука,Не положил,male,0.97
02379b65f11bbac52295d7148d8ada4899f383b77cf47783172055245878534a,АР-ДИ,Положил,male,0.96
3089df96e576cd9aa6992b3a8423876d3ec26fb472bb98cf3527769aaf339460,Идол,Положил,male,0.99
d6d9a534cd0977e80f4983f71b25787f6337a04c8f70545f495dcf0cd9ad8c5c,Зелен Сигнал,Положил,female,0.97
6cebaa533961146aae3bf7da6353ef7ec3750d359cbcee2b54a8678de1a37d8f,Шкорпион,Положил,,0.0
84f5e73d75bd4362567cc6505f073f89292bdf9319f95bb2f81c9c9470969962,Алфа 2018,Положил,female,0.98
36866ad0cd242f63a5a4c0e6e38f096d89a4e67379932dfa817bf06c508451f5,Панда-ЛТД,Положил,,0.0
38cd48d1d26fcd9d7b899444069107a3dc8d61a9097a70a1db86ced5566c53b9,Ас-Коко,Не положил,,0.0
d99ce498d69718b040be4704f214bca2320c9bbcf559b2f6a032827f9c4e778b,АСХ Хирда,Положил,,0.0
1af0c755009dea5e89d36b07fd3f811df160e00a5b293daddac45f2f09ac2f24,АСХ Хирда,Положил,,0.0
a1a6318e5bec21120c01364578ec34aa9cf696648af92af78bfacd0b318b5d47,ДСУ Сигурност,Положил,male,0.98
ae21606e1ea532c925c7ce15c09026b883b083635d1dfa437480444b92e14d1c,Шкорпион,Положил,male,0.98
6469c48bf2373e0458349a8feca7675e3df95059b788c20fc18071eede878a55,Сигурност ГТБ,Не положил,,0.0
eff04f262be1178b9abbbc5489836b4ea65d1e5692e8c57c9b613108e742a2f3,Шкорпион,Положил,female,0.98
d6ac85573098ff729998f9311737e3d2a8fc6dff377d570828b6fbc8de9b55de,Деива Обука 2001,Положил,female,0.99
893d2b181532c7c87a9c8db488ae9f648b861712c3350e70dbefa6e8fc7c632f,АСХ Хирда,Положил,female,0.97
fc78b916f2db9f0b62d601b248e3138a0e8063dfadd98f50a1786ebae93f760a,Ел Хилал - Јуниор,Положил,male,0.93
f41202e0186eb566ee0bd61c7855e01608d98a5067080c7d70904292ce6fdac6,Ел Хилал - Јуниор,Положил,female,0.8
7c160eb2c08ccdb9b8fe9f4f735e5f76a03f91567c1696ba902306785053b205,Шкорпион Обука,Не положил,male,0.99
d529e68362d1ad72920718fd213a16108805c5331cb9009ae397a24b372b6782,Струга-ком,Положил,,0.0
bf07d110f51c8ab725d09c8e5b57977ac5b06c53ee574133904c69ff493a927f,Ел Хилал - Јуниор,Не положил,male,0.95
f3c8b9bac9583b4c1c1d785eab9f17f911b73ec746d51649aebd12da50837605,Ива Обука,Положил,,0.0
425de4f9721d72fcfeb993506d5aa26a22e473683dab1061f83bb52daab26fff,Софи-Скул,Положил,,0.0
