"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
43e54d996884e95a49c03e1e72a406433d8d99fdd5d853a77242d1c035e98d16,Зебра АБЦ Дооел,Положил,,0.0
9ea15be20e14d06ef20498890a4062d3f328b34039f220dd2e2fff11898926f8,АР-ДИ,Положил,,0.0
357cc29c28ca34e2688cbdedad29e53d618336f05c9fca8b7f910bf59d5493ff,Шкорпион С 2014,Не положил,,0.0
e2d32c91ff42015fdb7b1b0a0104993287fad0926ee7417ab5a73dcaae12455a,АСХ Хирда,Положил,,0.0
f8000c6fdcc2d9a0596f539616d3f41cc5ec631d475630af767cad138908abab,Арт,Положил,male,0.93
96ae8a131b4e3c4e88b8580d9ad5cd38b5faceb93a4181597ca1bb13ff2a63b1,АСХ Хирда,Не положил,female,0.98
0c3aa9a15ee23e5235bfc63d0d89b8c11f1a914a5483d3c5b1932817e6d854d9,Бобием,Положил,female,0.98
2c887ae3570dd8385d265bb72d0249f1977c840b2f85da4194c3a20280600b6a,Мартин,Положил,female,0.99
4a475414778158459b73212b6055a37451a802bf35a3c5cd4609c5e3803deaf7,Идол,Положил,female,0.99
9732a79e7830632ed921830bd00d6b0c04fac225bf06fdffb859b8030221fb69,Софи-Скул,Положил,,0.0
62ae0fd586f99b0fefc6055d670ae488cb14b9eb7726278f1e1981479ef290fa,Алфа 2018,Положил,male,0.99
1e0ef0508c4def5a55a1e1382bc3fc85eb3bad69e470ee6b1781b28f61326f0e,АСХ Хирда,Положил,male,0.97
09d747bc0effd491e33f08733ec606a61cca927984fbd5d0062b67d2f1bc49eb,Ел Хилал - Јуниор,Не положил,female,0.94
8034da0ab3f0e76adda17cab30d62189caaf46e88119b7275bc17b6700963b0d,Болана ком,Положил,male,0.97
b03442a25180a99e502c49a83ef080ed48179d0ee468a3ea3e1f8bf39f57051c,АСХ Хирда,Не положил,male,0.96
cc8e43252c4c87e754d2b82df2b759355eff7253c52cc209af7db7cced986e3b,Банкина,Положил,,0.0
71182746afba26671af27ff6277fec027be8a7a2b274c72112e45ffd4c9348e3,СМАРТ,Положил,male,0.99
d5ecfa715fd22632548837db71a8ab897e11aa15ad8cacfde9d903859dc6df22,Мартин,Положил,male,0.99
62dfe42414c572446306bbefca049b92d2db8780be5bd3e3f5fe072458552ce9,Мартин,Положил,,0.0
d2fe3b151fca1ae75af0ea3cab0d232ce875e5de841715e216da65a228e1c7c2,Идол,Положил,,0.0
0184975abc217b3c2cf9f1c476abc5b0c2697a0fa10eb9d8dd6fc4d907bf50c6,Сигурност ГТБ,Положил,,0.0
f5e10c6fdfa866aee1d94307e61c59a38b27779c6136425d51b8fac623b1eeec,Панда-ЛТД,Не положил,female,0.98
45d69f0436253d126df9bfbc324af5dfe9698e3912cf52d3a68a2a79fb3c0923,Арт,Положил,,0.0
8470bb1409a4d265d2c4f8fdbc3220e5b7a27eae991529bc2e902973f8030c1e,Мобилити плус,Не положил,,0.0
58ac29e2b70ebaa80f8a71996bc57c6a59ffeae9a28a5c1755fd63263682d673,Шкорпион,Не положил,,0.0
11ef8340f513cf4c4c0cabeccb4fe48339b1ea3c497204b40aa96296610e7c44,Деива Обука 2001,Положил,male,0.99
7c52f43e8514064229cde30a2e63d9764299df55d8f761e701a6693970af99d2,Бобием,Не положил,male,0.96
226bb4d45a30db98635cebd469bf721b2aef5dfa2f5a89d6ac05d755aa306563,АВТОМАК Гоце,Положил,,0.0
