"Име, име на родител и презиме",Автошкола,Резултат
761d22ef0c0c279dcd49675cf26060beea44bf76b53f0ea094163b6758409a4c,АСХ Хирда,Не положил
8d6e93f64d6296e5e8d6ad32b26785e87d3aa78b69199774ed625bd91aaa1b65,АВТОМАК Гоце,Положил
5f720615d5df9f2b76f1b21e37955ce9144f56e046ee07989abc3bd721169a2b,Софи-Скул,Положил
83be916ac983bfc509961ff70dd775a35cfd5a00b395f9c18fb426a7c86331e0,Зелен Сигнал,Положил
e846552cc39d8f39928b3888c96db137c73b628d38d4f1a7cfb12cd345d1f888,Шкорпион Обука,Не положил
194a35bd347f5f1d69cc2a891f41603f5490026d27eeda05483830535fee6960,Ива Обука,Положил
fc60f4670c070937b23881fbbb3cf967b7a8b18128f0379c04b2be83ef4ff3e3,Елита дривинг,Положил
0d3b129b6903e2dd007704c04cccba3d689fc9054b8d348bca418cec76c668fd,Алфа 2018,Положил
a2af369ccc115237fab33d6f31ed09b59a1bc10e107d43550b3468595f06b78e,Идол,Не положил
9f0189e6f6fdb8dda9276816c41396a0e0a1e1f99d3a51323efc0619b45aa63d,Ас-Коко,Положил
a0e4451a9cb5f63ba6f4b2909f478b01bdf8125a80ee67c6a33e224f8d19d4bd,Шкорпион,Положил
df75f4e03fc8ca60bb378cdabadd675534253d125244c647570e133843072522,Софи-Скул,Положил
314ac7416db951ade82f5782c3e4fc142ce9d9e8e94fb10d7f22e770307a7312,АСХ Хирда,Не положил
5fd864c357ea3451ef9f82169a77f76faec48fd3427e529a888f08c0ef2c4cda,Мартин,Не положил
2e338e62bc26eef2ed52eeaae3c593755456cfc9fdedba79e8b5c2b381ce1cca,Арт,Положил
0f9f2db90f82d7f899e87d42b21aec123f546a9b8d948463fe2e87d3790e68eb,Тримоски,Положил
f97b6ce3cf3e77bf06e331bf55f2438124eb61bae16f850fe52e89b36bab7f50,Зелен Сигнал,Не положил
191176c738f16e3afd19d37ee17081d12e7688bb07efa583cc5b9d82fb69bdda,Арт,Не положил
df5ffffae48c01441e993835d14cbd4d9dfaf0d873ed1e902bc1dab8be7a0cb7,Максигнал,Положил
22cd995a5e2fc49c76a46ffbffcee627131a5b4378bceca445425cd46da2dd7c,Тримоски,Положил
bb435b5d51480e7fbc741dc4421b5e975a8183d94e80501c10beebfd1e875e25,Алфа 2018,Положил
e8bf1ccc417225481364cb1730c6ce91e2c2ec9015d41cadd0cce0aaa58dab88,Софи-Скул,Положил
76d9313b11aefcdca2a6bb7c44312f7e08883ad3a5f06d3a96265a226108cfd8,Џовани-Тим,Не положил
6d3e11aefcb36c211589d0aacf19b9f66b28648f98818d5b5911db1a63fa6a7a,Софи-Скул,Положил
e33a82daf7d3fcc8aa1ee7380ad12faf347829f0188924530caa707234c0dfa9,Ас-Коко,Положил
c58832588d73a0090d48ff362a86cec3c68b8f53996f93bd545ef56dee717f67,Алфа 2018,Положил
a9215f28ff96f38fd8bba65192da122cc13269c471056d79ae701f80b5e8260d,Алфа 2018,Положил
