"Име, име на родител и презиме",Автошкола,Резултат
6fce1e3788b916d5498f20274264251ab30c2547b266fd88f86b669b035a86c5,Елита дривинг,Положил
b4b25d8f59a511ddb263145a3b49819d7e4d475917beb1069e661c25aab485fb,Зелен Сигнал,Положил
8c8b5ccdf500dc5e4d24e785a9a9f6c574ed6935045a677cbbb8768f4b32cb79,Ел Хилал - Јуниор,Положил
e59bbc24a3f5a8822b4b24190f9ce787ee6fa2b766030c782589d07149f7b176,Мобилити Плус,Положил
4f4d4a17bcd08de3d3047afd5f8404edf5bbb663e4f008d3cb9bfa342e11e3b7,Банкина,Не положил
e64985a7ff6d855e074dca23fcccc85b9c839f8e8344b22c0d97de281413eba3,Ива Обука,Не положил
302ff20fae069a0b891acb2750323db5ed65f8c284e3a729b2da76aea6349db1,/,Положил
d214658ae0e81f21af1e974e56710dc28ca940c0df17ba6ab3dcd7b222b57dc0,Мартин,Положил
adf78d191d75e2d99dcce0ee2220631dfaafbf1220e99417d2fe4bea2bffb47b,Брм брм Л,Положил
15fe39ecbbfa725c852400d6af1b651c8fa7a66edd7f98eb01e946e8d0f2e0d7,Зебра,Положил
6d0eff6aa564c21bdd481ffb6719e1f4b202c4b84de39747f9e3880c3b17fc0e,/,Не положил
b4fb697a5b152b007ac782b4a5e9665aca872f97803a090c77f2383797a510af,Ива Обука,Положил
1f5cc12aa020d7cae306108a9801d2baee2b60ee5833be3f9cd5c39eee1fe834,Елита дривинг,Положил
ab0ec180140b258b4e253357291f50cee83e7a5bc6ee4bc935800dfe0c1ffb16,СМАРТ,Не положил
8236cc7ba028345c74b75d1194cd4e66f1105a0a5af1022afd2433c3069a4c04,Идол,Не положил
fbc4257edc65506413e53c901d24ca258147f7d9e706c29bd2c42a6feb609be2,АСУЦ Боро Петрушевски,Не положил
a384bd8f08b88b8aff9b942248e6385286ea4bfc91ff9dc5d1a9e27fb1f5fdd4,Кекец-О,Положил
e534672cfb34b6352648cc9cce213a3c155da26f13943b78df22313e282d56a4,Идол,Не се појавил
ee0c09d10f92bf4805c529d9e257be6f407d42abd343f1d3f04f3c9a4ef19f01,Шкорпион Обука,Положил
cd792c7753a4674ccfaa4f2bcdf136105fccd5e15e809d16e27970178a1fe935,Кекец-О,Не положил
9fea2975b79783c24418ecf72e657e044dafbf1013317b3fcde9a49291ee1e38,Ива Обука,Положил
91b243be3f9cd3583cbba54b52a9d6e8faf881b916671ecfbfb257624948c885,Европски Возач ДООЕЛ Скопје,Положил
6d705632c021e3c0727ca9b0e22f30047c2d7369842df0633f67d3935591a17a,Болана ком,Положил
1a83ce57791169a24270ae870e609eee22ba7bbacb52df9b44d7c91e66caf7f1,Ива Обука,Не положил
e5f34f42d1d718387bcc17d6a4e070d095f4ede786581d39e78a1cff69c90fa4,АР-ДИ,Положил
