"Име, име на родител и презиме",Автошкола,Резултат
bea8aad8a702fd752b61d796850c4ab92e791d989df87b074be32e46dd492bb1,АСХ Хирда,Положил
ed68e86acd6d51f123f936df89af7c245f97acd8faf1798285607243b54e7394,Шкорпион,Положил
1db8ebb8b662f34a975e4c45c5520189e8a67481fed535088085a9b341d90d32,Ива Обука,Не положил
365c7a5153c880875974dda4e91f85b105bfbab8b2697ee35994479df4b84f9a,Брм брм Л,Положил
9463f4a6f1279e51eea64ce70f1d4ea2aa91d0f67a7b770f2ca94736677b3891,Деива Обука 2001,Не положил
36965aee32ce54e154bd920ff011c06bc9b81b79c484c33cb41b7b42c6785869,Европски Возач ДООЕЛ Скопје,Положил
5f1bd581b54c017ec6945d37a49c12883b4a09a195cf4ca374e5c122970f3d18,АР-ДИ,Положил
ba4f2f71ffe054a1517563f49e2ace8aa4361585cd26cc4bbb6047a0147e5be5,Зелен Сигнал,Не положил
02ca439625d7c52069bf238ac50050b62636a690f118795f6147af8c9ca7eebc,СМАРТ,Положил
759cb879455861ed1fccb33f4398fb6093269c13daac684bee28b921f39bc64e,АР-ДИ,Положил
45f191dc602354717f2485a7e659d98417f0d50583f6c58cadd5e936865837ac,Виза,Положил
e887280287e80374ed609b837cb09bf792582eda904805cb10e5c482929aebbe,СМАРТ,Положил
e785c07e4e2e325160dbf26795b40fe1e594fe1a75c495380ffe2e656a8fa7bc,Европски Возач ДООЕЛ Скопје,Не положил
243652393c0f8414133cbfdb9114382b0e884a52f1b13401f90f4996ab9325c7,Шкорпион,Положил
3be05cc4be06793488ff0876789ea107afb39c644109d303d2404176f8b74282,Елита дривинг,Положил
723073163de516dc7f1d49de7af858fafa3c7688968e70ad7c8bc8b360727373,АР-ДИ,Не положил
355ea5d8fd78d67bafbe96f08b6d1baafcd4b255a13ca57be9892800df37646e,Деива Обука 2001,Положил
732e1d200345df9a524897b09d0500c1e9a1c2d179a997ce296a5f4888fb742e,Ел Хилал - Јуниор,Положил
fbd6c86c93c10614e3057d0c8803f4fed30d11f6dbc0980ab334c176a188edaa,Алфа 2018,Положил
8439f8eac4ae311eff72368cb03bdcb1dad0c2beae1e474a514372835ed9db66,Кекец-О,Положил
2be215392b03cb26f5d827db6bbe1cf3fb4068e3364c5730c482d6722c73468c,Македонија сообраќај,Положил
3e78a10372257e29ac6102ddd7e9c37a390f09ff07b183700e0de3c6b8c730d9,АСХ Хирда,Положил
13d472cf8d7106b09032acdf8aeeaaee7f07947500fbb22a463386ae415a5d22,Емилија,Не положил
8421bed1adc44ea849f077c36773ad2eced3bec70ea88cf47b52e260ecb18bdb,АР-ДИ,Положил
7a663a4ee35e543399fa551ead42f44312483bd2075cdf3de9a1be0f4a394423,Арт,Положил
e87f54d0a06416a1c7396137321454520de4b1b3003a48e56bd6c84d3729e114,Бобием,Не положил
98e01ea9e29031efa7d1aee3eaf7d8afccdb55bd71ce9d164363d9100ae8c16d,АСХ Хирда,Положил
899c6dd396ec03d1dbed3f87ed04400685c21f36011ef948198ceb74aa0f8179,М22 М22 Дооел,Положил
