"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
46790569cf62149e324ec08611b13369535721e63788bc05e22a9aaddfbc53b0,АР-ДИ,Положил,male,0.98
c348a6b2eae492e79b246b66d3a12dcfa1f8dc810d2c61a014804ad6598c136d,Зелен Сигнал,Положил,,0.0
b96e6d7725606d67bb27c5584f6fb09d01a64a93cc0da893bd9e8230d105ca7a,АСХ Хирда,Положил,male,0.99
76811b439635513199ade8b10ac607d311ae95522ed952d14aeff363a912ba5f,Ива Обука,Положил,female,0.99
a26c80b5fd94a104e2a49e5d27493d9e6d02d545ecb935d77bb194661192fc88,Кекец-О,Не положил,female,1.0
a32e95882837f983cb2166f7dd0af516557c61c489d8c5dd71b4df15362f69b8,М 22 Маријана 2015,Положил,female,1.0
dba696fc49ae538dc890041289065318ccc7d6f45f226c405b895cf081c8398a,Мобилити Плус,Положил,female,1.0
f8e955c1712fe5a1f0056dc092f039b0ed049f2d77e820d72f0409e56368f128,Банкина,Положил,,0.0
e82caf3ff31af96ef6d8820d5e27a721dbc66b26cbc0ce129acd9b1600ac4010,Елита дривинг,Положил,male,1.0
897ce8ba082006d344d16e98a4707366707e65f3afceaf355f416ef03006ff68,АСХ Хирда,Положил,,0.0
3357aea91a5d6feef7aa7880ec6d6b7935fa22260a0b1d01f94151363f99ccd9,Емилија,Положил,female,1.0
e5043b8940c90d217ebbbf80fe5cab24e31321f23d816ec9f370ef1eadf6c9af,Болана ком,Положил,male,0.96
c8d161ba0a620d57472ba7597e63906b8d2c9c3ec00b1bcd085f2b3d1c399499,Ива Обука,Не положил,male,1.0
29df4b19c53f5307fc76168353fd71dbf68250167e85894bf31a6018dad81842,АСХ Хирда,Положил,male,0.97
0410fc7a9fdb3e149cbbd4d74f2417705ca9fd1195de0d57a94043e9530131c0,АР-ДИ,Положил,male,0.95
1659d8852f16242a97dc2e373a36d48d74634124bbf10b2967fdca564c563d4e,Струга-ком,Не положил,female,0.99
09dd9cd5fc6e934525779e3868c4257de9d921cff5d720bdad5ea9ec10ac7e0f,Драјв Скул,Положил,,0.0
d447213bf532b04c26aeb3d63afa95f0d43ecf5f04ba6932afc6feae0bc880fa,Ива Обука,Положил,female,1.0
b8d4e39cef64c324a201e2e41dbd4101392d6553b5dc773fb3d81d18b4a82d88,АСХ Хирда,Положил,male,0.98
43a61fd6e47a6054776c7e07c94ca0ea056f703bd5f27df6a00ef817a4fd719b,Банкина,Положил,male,1.0
d8be96087ed29e29553b034d274efcc13fa3fe8e1d272cc91511493eefed4e33,Драјв Скул,Положил,female,1.0
2bfbdc6dd1b9f3fb4a9de49f12faf847ed3d92f663015169e7619a57878b4876,Деива Обука 2001,Положил,female,0.78
3f6f2e03dd8054c38fdc9636abff2c564478f730a58edf37372c94f36c5128a6,АВТОМАК Гоце,Положил,female,0.99
6e2a157487840c9ed9e68644493f4f5c060c24cb7dc5f47a7caa0da18df66561,Елита дривинг,Положил,male,0.99
b40ea20c1a144bca03c8ef72166399e061fb9f47094c03cdca151a77a18f7455,Болана ком,Не положил,female,0.9
7192ade9610cedcacad8ebc26f76e6e15fcee598a02d5b8f23d6a2fc6cc6fb5e,Мартин,Положил,,0.0
fa8458821b907e4b0065d2d100bd6c7ea3ff15c7c4c68589a7c67677aa72daee,Шкорпион,Положил,,0.0
4a26c954b7c176588fe03d3e7ba7c14276f142686efb1b95a7636070d4ada2f4,СМАРТ,Не положил,female,0.98
65e67958f6b24b812fc9ebef65eb0f693f1df0860b01ef52ccca478dbbfd6e17,Драјв Скул,Положил,male,1.0
c0b3b7d65d77ca4d7373ca8ef949728c9ff5f52e2109857be6871593c951c80e,Ива Обука,Положил,female,0.98
dfa34ad4889188865a91604211dbc23225e124b33e17e09286474818567bca1e,АСХ Хирда,Положил,,0.0
930c125b933215b7ec983cc03af4be13742c492568c7c8ed82fe5e73c2e92731,Шкорпион С 2014,Положил,female,1.0
2e204c2166e9728cb4cab5df6a2aee45a4a339708fb209d9092ef192289cee1d,Идол,Положил,female,0.99
99805ac0a0f90dc37eef00a8a2a8dfb5e0e469cc949f48eb8098d7dc1b8cedaa,Кекец-О,Не положил,,0.0
f55b05ac5c0e8fc4feec9c90ca4d19fe5e93ceaebbbd75e0c11b57607f083d31,Тримоски,Положил,,0.0
bb1d256b3202b85fa74a709fbe8a4e6820ca38a0eeaebf08fbd7ead9f1467205,Зебра АБЦ Дооел,Положил,,0.0
5df377d367def6d1f8191c53613bd87d2e6867271d4b15442908a2938794fcd3,Драјв Скул,Положил,,0.0
69f41eb2906f6a2437a77931b5402c8f2ea99bc18a805d438feeb53a1306b4e8,Кекец-О,Положил,female,0.99
96ec7be746f5eac4498d732c914aa361c792a74ae923cdefde60aaea803ead6e,АСХ Хирда,Положил,,0.0
5f4ba3db85604c81776462da7967c223860e3d5458c8e598ff42a38497190c7d,Идол,Положил,,0.0
c7d8ffcb96a2d8e311bf3d3c7a5400e8725a2dd419cb4c63af255014025f22d6,Шкорпион,Положил,,0.0
b2e4a8d70839cfa2b29c9dfb4faa546e7ed31c97448ddf845be330245339a732,Кекец-О,Положил,,0.0
d9c3fbaaf19a1e22fffa3ba6780656ca46304abf6fddc77718a5d137dbcbd453,Идол,Не положил,male,1.0
67e139eb765e5ff96d326012a6f6a1b465d4c4e6e22d06b5b937cba870fda1e7,Брм брм Л,Положил,male,1.0
64bd9b18c7fd44fd445ecda58bde87532a43836f80678f6680fe99ee5f6e1c57,Брм брм Л,Положил,,0.0
7ab9ae6703b626bcd864a6325f341ad2e5c97a3baf496538058e5ad3dcf30801,Виза,Положил,female,0.99
b7f483e38d165fa31c02ac37b9b0ffa38b73354a73121ca1496b5fa29864e012,АР-ДИ,Положил,female,0.8
af6efd2e20f7f1612d62b5eb485f2f351a727ff46478aa239083d73e87b8b158,Тримоски,Не положил,female,1.0
9e20bf1cfd3eb9a0906002fb377b3e2b0abe688fa3098d0bf433deb707ca704d,Зелен Сигнал,Положил,male,0.99
8e7259f86bd6bc7348f7adf17b077c624a4a0d25ac5d47042a70ab86a9560fc4,Арт,Положил,male,0.99
e760868cced9ea9bf5010e62112976ac939ee146e437ce45c2482d89370b8f9d,Панда-ЛТД,Не положил,male,0.99
29b615eb70df19aaedb59b316c21a2efda09abb80b96cb45f97f120a22802d2c,Зебра АБЦ Дооел,Положил,female,0.71
b79a487fc5c7dd886c40e9c96ae46fd4fcd36f0fff6c57b182b55868e9b8ea61,Ел Хилал - Јуниор,Положил,male,0.99
fca2b47958498add8cb31d415ab66d1e1adb4b2859b769cc9add7002cc52b917,Југо-Фер,Положил,,0.0
7a71e8b15385bc7667cf1828176e130aca69deef07e83da1ebe556d1ad09c8a7,Брм брм Л,Положил,female,0.99
7537ba9b28a88eba2ad9f7900849d77f5894f52966dfb13ead3018e5a8a7d6cb,Болана ком,Положил,female,0.98
a6a5c601f53a110527be3217f010248a7bef42393735523dcf5707fac766c6e7,Бене Трејд 53,Положил,female,0.98
8544ae00de0b27c47cad3bdd184d87f7a6e4653d4cd7b3b2d7d504482ed4c4a6,АВТОМАК Гоце,Не положил,male,1.0
65d7d88de8caa2a06160d847f087a103018ef203f4e3546da031b0df540c0a6a,Бене Трејд 53,Положил,female,0.99
c642c60e18c4e9025656563f6b43c8683a7dd9e8f54441d8333d8edb03448a96,Бене Трејд 53,Положил,,0.0
38eca22aa1a6c9ba8fbaea55b66b382e2b3e670c1ef7fcee578b708acc5ee3ff,Мобилити Плус,Положил,,0.0
f340ac3aafcc21e4403248dc3c1b17983d4c373111e875995700d7782943d985,СМАРТ,Не положил,,0.0
06ce6c96886f857a48b3f9e097d3c3c81b0d013513443e60d7b66eb025c7b159,Шкорпион,Не положил,female,1.0
88702e38961df18aa05b4fa4e128718b61f4efa73629aae91c1175c78d5d371c,Зелен Сигнал,Положил,,0.0
eff68b0c7a5cea1d787220b1cc02f14e2adf775eeb3beddefa43a1e351d32902,АР-ДИ,Положил,female,0.99
9583e1b624d088868667053c9a96de7ca52b9f540f71e2f74a6e1a055bf7f5e5,Идол,Положил,male,0.99
5149babd05666bc90c4a2d6680aa1f695ae904ad3a5b424f9d4e3a109e94f210,Зебра АБЦ Дооел,Положил,male,1.0
48a102e034f16e9a34a0e440b366eb34e25f601900cee4b0b8926b3c71e24ef5,Зелен Сигнал,Положил,male,0.99
c4437d2e437a8c03b13c0ea932e374d1139c6044cbf49dba30c6708ab1d1da5f,Арт,Положил,,0.0
