"Име, име на родител и презиме",Автошкола,Резултат
638e202161f4a4cecd91b80e23fec170cb06b9727b77343cd9d56c271adc07df,Зебра АБЦ Дооел,Не положил
006950572dd3986ac26d7e889042a32747e4f7343d6590991a88bd3d756eea3d,Беко Бс Дооел,Не положил
f176b18da9bb2b42562853a074591bef09a8b1a7efe9e3b310b3d11e95bc7a36,Бобием,Положил
37c87ac795b89c226a4f2dc724550aab3c52955728c16c6387d18ab134ed7d4c,АСХ Хирда,Положил
9e063aa5bd40585c221d398c3f6f117ebc52de877b5e2eb056862134948c20ad,Европски Возач ДООЕЛ Скопје,Не положил
6a48c93ca360bf5518415761765d405a4c172aebbb0392e603d95c9c4ca437b6,Зебра АБЦ Дооел,Положил
4aef26833d4fa4c815840bd5b823057bcbdf4e3bbf2ca7b6c73a4d4f073044ba,Болана ком,Положил
9e7041cc081ca2626b5c9878a542f4e5bc6de0010b90e49b294b0d7ac321dcfe,Софи-Скул,Положил
c1ccdbc8c224d6f25c278f1dfa6f1b0ad57768987950c122c95d1a5a27a70a29,Алфа 2018,Положил
1d242f845feb39b00f614779524ef5d7416e3e886365d663fa6db132488d015c,Беко Бс Дооел,Не положил
b19c2f8c50bbac12f487e6260e4046a0f8187d26e158cf9b6bbcf0c9c4b290b7,Зебра АБЦ Дооел,Положил
6af895112d217e91240c5e1fec87a538b560be4fb0e8589d333e6dd05311f17a,АР-ДИ,Не положил
4b39304419b59daa65f6bc562801f2909c32090530a5426c7797af78aa67cec3,Деива Обука 2001,Не положил
8229b0cdef59a0cca7e13ecebf3fdea2df5f1f80c1179d0c58e69d677148e104,Банкина,Не положил
b90c647fd9b847a055df2b9bcec8256558c614079ba4f569c30c153e8e9a3a5e,Шкорпион Обука,Положил
d606c5c3af9eec8d45d906ed3b5683bf6a3cb752c29bb210d561955a3f564e4b,Зелен Сигнал,Не положил
f225136d5bf5d68118b200a91440bb1ddda37dc7463bee0a2ed96a13a7b13b9d,Ива Обука,Положил
5d4d9abf38a31f84da594f4cd341c2f99c59d41d87f911fa75820383cad543cb,Зелен Сигнал,Положил
fe0c0167c377526102ec04e5614d92cd5f4c534a0879d8bae9780d69e0dc0d12,АСХ Хирда,Положил
590d9d6d6a78f531481ac402e1984713f69f42c830b93c72495cd2374c971bcb,Елита дривинг,Не положил
