"Име, име на родител и презиме",Автошкола,Резултат
89d72f6f7b184330bc231acd6de8046a91f4914b66122b870e76fde527fe9c8d,АР-ДИ,Не положил
2f280dec031ec05e23131d39157d7ce0722649a39f974fa2c44a6b63c035bac3,Зелен Сигнал,Положил
502a376beffdf6b88ab04adeb98c70106e2fb1c3259878f6a2b34e09082c1e41,АСХ Хирда,Не се појавил
6421e26ca73c57ddbab7c64a910d5f8af66ab61c2001e29b35a8ff2c92997de8,Ива Обука,Положил
60a1e99d6159b7a57b1a8ac412974c6d3c9e255c1f2dc159a9f756158a75725d,Беко Бс Дооел,Не положил
a5cc4dab815f0bb919a99891ece1b68f0593365a3902a783776928aec68a7b20,АСХ Хирда,Положил
33d411ee0aa4947891d5195adf3acca0768c35e9549e4e862a67d845fda8833a,АСХ Хирда,Не положил
97077895a0f24e255b548809081931179c354a656726e4e48ef1379611951e42,АР-ДИ,Положил
08e741a6d85f470fcb7b28744cb3c58023d2b76fbbb35debd64fad9ddf5cdaad,Старс Инженеринг,Положил
668e916b36a948891f0346abcb09e41c48a6d6094e234bfc3a7c61984c6fb445,Ива Обука,Положил
7b1631b35428c1f26c7ee79d9b648a578d336e5085e3da9153e08696974f8c41,Кекец-О,Положил
86d20530c261c3ddd680365bc17c7b3d9254cc36ffe7fab46e8deb632ae505ce,Деива Обука 2001,Положил
30ea6a06a653f884661c2908e68971f1084529ce55546aff449b0ad41c1cf99f,Ас-Коко,Не положил
7ab29f928aac7f04650173e1fbbd94f34e370633387c87caf3f933fc5b9d8fe3,АСХ Хирда,Положил
426f92fd911e935b38f338627074c6ae144859d3356bd66ff5d0c230bc0d96c3,Зелен Сигнал,Положил
9ccc92aea7b142ea8fdcbdf4ec329789e9d965cd94e8d525e6854d080a06a94f,Зелен Сигнал,Положил
38b1d9039fd59efe2f7d7eaa6bd6662c08cb00a7c0c4d2a35e2403c71fb97c61,АСХ Хирда,Не положил
78417bd0f65fbaf80aa62ee5823e6b0c9a7a8e5abfe0acb6236922c9c734a7d6,Идол,Не положил
3f7e490fba78e49a7cdb2b0c3fd753fa377fd087d1f493bbe37950535a4cc944,Арт,Положил
49b8c4e0c55ef20dc68b53f6bf1736bb0718028ad97c07146d05f76a0a9fba58,АР-ДИ,Не положил
417706ea4aac7a89d9987e6547cc2a2eae0bea66b4cf4ebd4325acfe084eebbd,Шкорпион,Не се појавил
