"Име, име на родител и презиме",Автошкола,Резултат
8505f401e4dd84a28121b14a55f9cc3f997bd23cb3990f98d08a6b2b420fde24,АР-ДИ,Положил
536abc88f0b7446bd7958592061553eff051d4154c311b3d3fd99573aa667752,Зелен Сигнал,Не положил
b98f6aec611d04e76ccab6adcf75acbfe9d92124cc8bffe74c67a6233f848d3a,Зелен Сигнал,Не положил
5289246994460bcd77146f43150781ae54726fc830d57076c493730a25f31d94,Беко Бс Дооел,Не положил
e59231eecf17ee924af9135aca0e56bc239a17dd73babf6908cf4aa2f3c0e8e9,Арт,Не положил
95b7e72537e37efc8628d6ab6e43324ca4898903f083ad4aeda9e28a3b90161d,Зелен Сигнал,Положил
575917e08a70d1e1f5880f23a1a8e84d74a932137db9753f8bb387797aee3ee0,Беко Бс Дооел,Положил
07907c7c71b82ca11ec568b3b87ad218a3ceaafc94342fdb06c80f3ad2f49058,Кекец-О,Положил
5a5ec9570620def65adb4d3317a2d661a07c80060f8c17dc403562835b30a4b4,Кекец-О,Положил
fbed03c80be160a246ea69da7b1c408ade428561e3438c67e898194c0e45dee7,СМАРТ,Положил
6eca1aa6078ea3a0037dc6af46837f7d0875df8e8bb893358081b73114aaacbc,Зелен Сигнал,Положил
fd2f4fac811a656fdef8a6f6855594cdcce5f88ca44c4ef7eba429e54fe490cb,АСХ Хирда,Положил
b624e5f388712b08187615ec22d21bf8341022cb9090462e74f71305634a79b9,Сигурност ГТБ,Не положил
338c03414e9eabd346d429fe4c72b02a4a87216d640edb61dda2c2b20ce105f0,Алфа 2018,Положил
34ca93ae7172ce23cc926c5f55e19c1bb898af02076d963eba3790e737a2f6a2,АСУЦ Боро Петрушевски,Положил
5f5acf3d999712283663dd336ac4d69ffd8748a0c47d956a6e3f02504602f997,Мартин,Положил
2ebb211ce7e1eed33f4f8a0f5d30387ca7a62aadd33d645ed7ae14fef0a87eae,М 22 Марјана,Положил
cc2278270edddd40c89770dd20a23072216b49517c3fbd5887cf58a648860200,Алфа 2018,Не положил
d49aeb1ddaca05cdc6ae29df632c357134305d85f338bbfbfa358e145b00e40e,Шкорпион,Не положил
70bf9164c2dea068b13869427fabfbc196a18eddd230f51b8c152db65b288310,Софи-Скул,Положил
23f47249925edc39b24b435071e0ecaf61df3f84ffcd582720ed762f2566fd86,Сигурност ЛНБ,Не положил
a723561ca93dcc8712eec0d457e9b8cd9b1a067cb80af5f273106fc9bd8362e6,Тримоски,Не положил
ba4cb713cfe9ca39cc2439684a80118fb2455e35a37e8a3d0f3c113184813a81,Алфа 2018,Положил
c531c3323628335109c6f85a798aaa3b66f52cdd254d09b901ddde7fbe1d6763,Кекец-О,Положил
db0a42630e6887fd5d2d802e7a4f13e0aed49a777de3a29ac45e5d661258f991,Алфа 2018,Положил
c35ba1df907b8925504ecb264d59353e59445f4269d6d0dee5d292285c2e7826,Емилија,Не положил
71b4920792a32da097503612f612401d8a4d6e820d65c90c457648306b1b0906,АСУЦ Боро Петрушевски,Положил
4d9d857e06c4ecb2330ad8cb9b3bc9326db9ee5e5bc750cee6813c1897d03674,Идол,Не положил
2696a7ae15dd3575df724111dc28f682319127025e12474b7e22d81241c75102,Шкорпион Обука,Положил
c8e9fed8f411c92f90c636dd8793566518a296a86e147258e5a2273ca3793024,АСХ Хирда,Положил
34bbb8b0a81188c3b1bb34f7f3c78ee13b66327fc9623827f97110ecd4451653,Зелен Сигнал,Положил
4bd54d4e1f6916df2df3adbb57081b4ce692b5bb8d574e8a71f0ee82d60ed9ab,Ива Обука,Положил
05eb9434e6de806635272329759733ba63e72fbe6e061f816871318b84cc4b82,Болана ком,Положил
b21048ecdfaefcd3698eb4eabc450c711e5a78cdc8a792c5e8193a12f0979247,Болана ком,Положил
e8788f8dd12ca545cad030a545e42daadcb1caa5fa1d64e1b7bd116b29e76d8e,Шкорпион Обука,Не положил
45719262fcafbab0703f328107cf0e544904ea238dd9d133311820ddc595923a,Шкорпион,Положил
b0fce81c91953bfc982397c627805e1101056ff2febf2bf271f28a02241eb40f,Деива Обука 2001,Не положил
aaca4e36ccae67e64b030fe13cb91039cb62e61c8778e0f6b41a31b7a74991f2,Емилија,Положил
2e530d6ebbf30073d737157a2940cafad7bef41bac5070758cf8f62b6c194f8f,Шкорпион С 2014,Положил
38612e0a826b28ae56657795786f3da44f041b896b20a10430cffb08c20a945a,СМАРТ,Положил
4e7aeba60b73f6fb3169efe53d736126331ba89a6afd0a2ae92ea77dae59fe24,Шкорпион,Положил
35e8a160206fafe16fc4768109312ac7cd7641687436478b1000566f52dcb58d,Шкорпион,Положил
e501945b39bd0a4f5273092d2adbd62f914be8a6fb8aa1dd563ed283642a282c,АСХ Хирда,Положил
a41dd0abea891b0221f8d5023ea0089be70dcc61e448a0744c98a06f5af8249d,АР-ДИ,Положил
e0fe0cbafcb21d7fae66129acc48293398b102c909c61c88a6f3c5b25cef3937,Арт,Положил
32f2792e4858e60c37f2cac5869e60ee1f3a7bbea5f2e713fd261931c69c799e,Ива Обука,Положил
e2862f84926990f5bdc80319cb205587b34a0695c5c2c037d01ec4b9b55f6aad,АР-ДИ,Положил
19e6fdb489b624c7e87c8f0c3c43486baae373383851fc0b25598abe9f2c51cc,Идол,Не положил
