"Име, име на родител и презиме",Автошкола,Резултат
b144e020248dda64ac1a4ceb992ff3a1625e9cef525d622628112fda8bf848ea,Максигнал,Не положил
0b9d3402ddb707defe305a479f03e3358475627ce078e5ee802f561896f81485,Шкорпион,Положил
c9545e772cf764ff03f7534c72c1811438ed275f876c4cb1c74ff3c7a86f3ab1,СМАРТ,Не положил
5904a7f5b7a45dce8f512b789a801e1f0c90745886d22293ae4b9ff45ffdd909,Деива Обука 2001,Положил
4d23281ce7fb818f0b7a1c8505f1842c0f6129662c9dd21f775d23d1840c2c67,Болана ком,Положил
e33d3e0ff0a006619343336b32475b981a94de8970ec992d2c44511214530252,Тримоски,Не положил
744d0fd28539a6908289a7d0c78ade417e12a100dfa0fe59f07ec570fa0aedaf,Болана ком,Положил
35f8821d721fa6276ba18732de6905da10ec2420004c5add1e67a6cb78502433,АР-ДИ,Положил
ffb3a36f885c5d44601f95a8b1d8958ae99b855b79cb86d735020b10fb168a3a,Емилија,Положил
02e562f3e7a3a969da7736c26386fc5566291a88bacbab5cce806345fc31d0e3,Ива Обука,Не положил
8d19e6db68959201c132b82b731638523622003361204f6643841233ac085118,Мико,Положил
52a746ec26ea7a1e2d81dd57c3360ff11d7f47be5b82034af1009f3e9cb36a0f,Елита дривинг,Положил
9d14d430c86a1cd46de66fb2c0eddaead7f083ef7f901cdea68dcc213ddf24d9,АСХ Хирда,Положил
d22d582ae099a42943e0f6d861d5852345da1e47a426b58b689a2f7c88cf4007,АСХ Хирда,Не положил
7b8b0ae8c8c19c84181d7554cebf46833564c4633194f48798944b1bcb7ea4ab,Болана ком,Положил
9594cf597bf22204cf6067b64197917a9adc3f8e58450a5c94bd627c1df7fa2b,Мобилити Плус,Положил
b3f19cea88dbf313c723dfddbde0f0683d648fd58d7e9b8fc9bdbd56037072a4,Арт,Положил
5cbbe06f4c027c0581a74e66e6f08a7b22a9c65cbbc4a91a9e025df0b8168d05,Ива Обука,Положил
f06365d0f4da71b5e34465c53a9018e4acf0807241849eaf531845a0a01785db,Елита дривинг,Положил
bee1659522257610347b9ea49dca6660255e3514ed80a8ee6b714627f4545f3c,АР-ДИ,Положил
388418323171c21cd98478aa43b5083d981e21750bfa877d676f4f41e09be10c,Тримоски,Положил
ddd64fe1f25049aad59970e0dbaf8636ae377e6405a9a51fc5c58e4fbdae530a,Шкорпион,Положил
eaa982fffc77844e0d9b51729518bec4176bae8f691a7a88e6d4d17eaaf2cb06,Шкорпион Обука,Не положил
f64b925be2362faefd6d045f455ad95de53ca6358659f7f131f97ef3bb44aee9,Болана ком,Положил
a15671f0df65963a3e146ec60bb09213f8451921c5ce4063773e6cd20e5ac2ef,Мартин,Положил
d3ab6ad125f91d904c272a5e7fd8a1eb88edaf5f63caac4696ed51db2b1d5b47,Емилија,Положил
14b631ddf170588bb94581ca2481bdddf1211b36ebd8e4e4aa23427d95ee9797,СМАРТ,Не положил
78a9f32fdd4069980cb8659ff9e40f6e44960aa9725e6cd51903e6e82b1e97dd,Ива Обука,Положил
afbb9f4b3305e3b4d31199fcb42c30c085bcd87c0697726123073a662b03a7ee,Ива Обука,Положил
f29ae16ca1c83abe5e80210b841a812a206e72e1ac5ba4bad6bdfe1c77e6a5ea,Ива Обука,Положил
c84695e2a683bd18430a609f5a3bf4b3fc99120f64f643e67ff7c7890a73f86f,Кекец-О,Положил
4a13219378a105868511d4f516ea8611f969da46bcac440b3da2c070c3fa1990,АСХ Хирда,Положил
13a383f879ab8e8c6d7e84bd3186e95ebcf2713fc2320b251f43811a7fefc8f4,Арт,Положил
55c51f6f65aefc9a18a2d0ca2891633556cc9abc66b144e086fe612d5b9c990d,Кекец-О,Положил
dd8d69e5f2387509d207ba86ec074a991e9586d6ccfc98d266c5d7cc148cd97a,Шкорпион Едукација,Положил
4474c3db0ba578d3bf0cf23116eb51df60c31d6a78af29b9e83f89b9fc7c0c5e,Ива Обука,Положил
94a459e554c3645e80a2e08b8a363523840c4956cdcd0113100b4f66e37494db,Арт,Положил
c1c5c7b19ef1a3f6b0722bd53c7087aad428165433424bbf1d44f25788ae652d,Деива Обука 2001,Положил
588168d323a378dcedef4bf2b4c13c0b481e843d8f1535a73618278b6afd51df,Зелен Сигнал,Положил
5aa1c1b0c4a7d6e4969b3e0c02491a9913f812a7b7f38946e36467e529b35576,Арт,Положил
092a8a3121ac7c9a8e45be19394c599dc7367007bdb031ada91834bf002260e9,Ива Обука,Положил
4d8bbc26d27101e36db09be4a63b21e9418612e5df5241c8f341989adc47e032,Ива Обука,Положил
9275fc2bd037251a443c3c45e96dbcb2c4e1144608587c70fd9dfe28dbe6d565,Ел Хилал - Јуниор,Положил
c8df5112993d181b64e9c50b40cf07814e1f2bb71fafd11009c8cf5fd7b89039,Емилија,Положил
1b901c4e58c5c3fda4796a740bb36da02bd12560441ffd7dba41f50a1c491e78,АСУЦ Боро Петрушевски,Положил
ef2bce249abdb78c8096a249fc3835a7b9ee2812f9c22a1b8b8adf7a668bb898,Елита дривинг,Положил
5093cf8cbb5c99ee7da3106b780db5bf495db813726d01eb4c9e71e5c97899ca,Европски Возач ДООЕЛ Скопје,Положил
f369ff75f8ff8e7b8396e91a17e4a437fb88c938674abe50ec4b036612d48737,Алфа 2018,Положил
32620fed68e5ce7bfe434453da1d37ea1126122d231fe52761dc400fc7240250,Зелен Сигнал,Не положил
906880e74d2a8c89bc9e2a883206f5cdfd51fa8a97199f8d78568c4afb12d96e,Тримоски,Положил
9ffdd242afaaa2dd9c0ea94f01c0d426e6abb3e3bf1c22ab3d0f9bab17662be1,АСХ Хирда,Положил
02eda3401b7961b51b52b9c9ab3b040b605619e18dd3ed25581afe0ba20f35bd,Зелен Сигнал,Не положил
350887acee728e4a379351dd57201a683941826fce0678702f5ca2771c9d631f,Шкорпион,Положил
b62d11a9072c20c014ab883dacc44226296fc43641cd2f0fdf871b106da7d818,Емилија,Положил
01cecef553a8a28f5be88d907d9f92a26db55f134ec85db7ba37f10bb87d2f3b,Арт,Положил
