"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
7b4b2ef8a369cc9352111342b38380f4292b9cd3685d75fb1a48b353230d328c,Арт,Положил,,0.0
efdad3075c55c4c07b2153d485e3170cb171a1d93b1a3b80435589694427945e,Ива Обука,Положил,male,1.0
e0de53e1c75a0f7263676d789a08a83cb331adbc0e44a5ab0bf8a908d53669a4,Сигурност ГТБ,Положил,,0.0
49c235439caa4d0581521413e93ce6f943282f03f1bcd81f8e4c5b532bd89143,М 22 Маријана 2015,Положил,,0.0
3192c92593505e0579cf931165ff38cb4fa2ff117b8c7865811816e889fe5022,Зебра АБЦ Дооел,Не положил,male,0.86
f1304636fcae0f52da72426ed1216bc27465a190cb7ffc5896817dcfdf5e62fe,Ел Хилал - Јуниор,Не положил,male,0.98
64d991799bc5714602535ab8e3ac7374f3ab0ee9e660d47800275eca0262801d,Зелен Сигнал,Положил,female,0.98
26404431d50f3e94c9ca6855fa843345af056ed3f3629814287660115c46bd36,Ел Хилал,Не положил,male,0.98
77806c56ad796951abacc26dcc496f14ccafdbfcbf0eb2030b21c0d8fe95d899,М 22 Маријана 2015,Положил,female,0.96
70f92d3212be4d8129ac8eb58f138c6beff94186d730d98af90660dde371098e,АР-ДИ,/,female,0.94
b07a85f0a45f726cb6870257270d196f8b25b89709ad55e9a482eea1fea4deae,Ива Обука,Положил,male,0.98
657932a1c955692b7c3a753d130691ca0e3ff1205e09af43c4a0de5cf413c133,Панда-ЛТД,/,,0.0
31709d614ab137325e25cefda051bd9a3b423c9222f1f8f91c8c9a01e0267970,Арт,Не положил,,0.0
1e338476bf969d576c370e21c44fec4d0fd5ce5891055b37a5380c27e8e95508,Ел Хилал - Јуниор,Не положил,,0.0
6896359112bec8e3c4195158bb63a06187e13664ba597c9d3850e12a34fce642,АСХ Хирда,Не положил,,0.0
adb9f4d9333c6998b94974c2d2808bfd3d05e3d090cbc1d062f03c1d67b601a5,Тримоски,Положил,female,0.99
e7aea4b4770e35bc11d214d1b9e81d0a91ed738da50c9a1fba958de7d75c1db4,Бобием,Положил,male,1.0
3a1fc71cc59f2a3a808838e6a708bd4d4766f5d7506ac00bde26ac5895be6034,Ива Обука,Не положил,,0.0
1075c343ee8813e49bd86d72645dc0b8fabe69febdbc18b190cc7cb59b1df28d,АСУЦ Боро Петрушевски,Положил,male,1.0
