"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
24d1910aa25ce3276bea82aee6d3d6fb0ba9a55df85ee68a905946326c94ecfb,Елита дривинг,Не положил,female,0.98
04541a2d929caa45f2d462ae64aad13e591c88bcf40cbbf41e588a4d4092f769,Кекец-О,Положил,male,0.91
2d9585836ffe7af374d41200a3722fb439a925a31b8c05f36977b7c813e34913,Зелен Сигнал,Не положил,,0.0
3a59406caf904139c9b4b32a961c68a9c0ffba413b9e1d7e585ed46fdb23e6ed,Алфа 2018,Не положил,male,0.93
bb92d9ec255765b46aeabe55c1c184099cc9887d52980fbe8cfd8bbccea27711,Деива Обука 2001,Положил,male,1.0
2eff7d29442e6ff33d12da894c7ee5d66740bf58ca5e8c3c180f67ed0002b70a,Идол,Не положил,male,1.0
627dd136035931dc6d73dbe9bbdc459a7107cc2ac499c5753c82c7f1ae173c60,СМАРТ,Положил,male,1.0
87a63e1d33f62ee5c9d609edd03c1ab55d42472b71a5a6e1760ec269e965cea2,Болана ком,Не положил,male,1.0
8bd051f432f1c5133542b57cf10418d4256bef8ee4b427c7f92ca6673c759e3b,Шкорпион,Не положил,male,1.0
fc704a892d591220b6b4da79afd80e3491c31f1147b6745a073387de62dd3c48,Брм брм Л,Не положил,female,0.99
da8284ae3d185a87e3a5d6f124e785f91dabaf52fc92b74296730c92a60d58a8,Панда-ЛТД,Положил,male,0.98
c0ec5c2a2b4b479dd1a97833a78bd403a00062b324ded038538ef69d1758b5b0,Ива Обука,Положил,male,0.86
add9b893ffe801b3e97bc1b789d4edbb5923096bc325d4a94b08cc6a906c4def,Мобилити,Положил,female,0.99
6ff2591d0ee2260d891240bc40ef585870798adb70910b0c35ff1c9030588ba4,Идол,Не положил,male,1.0
2b575416d4dbc73d108785f39b62f1f0c6dc85327d0de6f33da2bdf3d985755e,АСХ Хирда,Положил,male,0.93
b4b1bedf8ced7b0d08aa4c124a295b0f2089a30c514a3926957a8ba06bfd7b26,Ел Хилал - Јуниор,Не положил,female,0.92
9653b7fe78664b58c83cde1d2b8a187950e4aea024442c43a5e34e983b012810,Ива Обука,Положил,female,0.98
1dc05834bf63d3589dd35ec78762ba9c8ab51be7ef7a6a9304d6eff2e399cf05,Арт,Не положил,female,0.98
14a97e0bdef31eaf162c992e8be88d7986c5c7c37b2cd57d379f6aae825baef3,Кекец-О,Не положил,,0.0
8fe5fc3a5b21bc899ea7074293031e82831be055d78b07c54d1c72b478168342,Идол,Не положил,,0.0
1be48b2caf409db900b19848abef0407643b3ed9acad424e05bf9e2d9d7e1e42,Идол,Не положил,female,1.0
2a7bc3379d8c80ffc972f55c226b0a5a743afffab2fab9378301dd5caac70540,Шкорпион,Не положил,female,1.0
64c759e887c669add3d75c69150bb303200f828458fc6fda6801ea723976ca91,АСУЦ Боро Петрушевски,Не положил,,0.0
d5ae95cc051f627c93d6b9464bb54a7ceccdb2cd000b4ab602de6eb6a78a27b2,Ива Обука,Положил,female,1.0
2dca004190734d586112524368febeccbd8a953c39836ec313ac786d02c42ace,Формула уно,Не положил,female,0.99
015c81fbcc3ff4090913f16cb4ba0b040d1c8684f8bddac991f3ec66370e7434,АР-ДИ,Не положил,female,0.97
54f5baa53887ac625cae555a9015b7895ce8829226113183f7c7818ac0ef8132,Шкорпион,Не положил,male,1.0
96969d6392af55982b43772dfb6bb89aa707360086ca2c04096d1cfdbb3dc222,Софи-Скул,Не положил,male,1.0
2b7ea08fc78650c7d5dd73b69dbf0d1f2276f5f9209356a33b14f36dfb59146e,Ива Обука,Не положил,female,1.0
3b2444f50cf4acbb73c80cd155de6c2b041d5d904657b6e042f73045c49aebeb,Тримоски,Положил,male,1.0
bb04ab704f766b267386e73dbf99cd5b163ce57fe9419f0cefe6b3cb7aea4390,АСХ Хирда,Положил,female,1.0
a3a8d9960842b07f18da4df2b9ffb25652bcff9e6c0c5934c39ada832fbdec64,Зелен Сигнал,Не положил,male,0.97
620412bdb5d2aa753d3d5b83505e1ad800498f292bac19188deeb17eca223f6d,АСХ Хирда,Не положил,female,0.95
040d65f8413bfc7390d35abbab8f99d665806da20f28fa257320c11225ce90db,АСУЦ Боро Петрушевски,Не положил,,0.0
535000ea1985d3ae1783a1ba52ac46e786d91078e8f57cc03f1c4cc34c649056,Ива Обука,Не положил,male,0.95
3abaed7d83c2b932c182ee3ae637c4255ed9393b842f7fa9ed68fa9f688d9539,СМАРТ,Не положил,,0.0
02fa3c98ac66906d00af0ea08573d3ad6f080a7af328a21f021ed37c0a992996,Европски Возач ДООЕЛ Скопје,Не положил,,0.0
843389e4185ce4168651ba75b563785f66eaa91eb60ca960bbe0f2534279a211,Мобилити плус,Положил,,0.0
7eef65b30f42f6a162f008048fbd3a5c36a3204df50bf042a2fa9950194863a6,Деива Обука 2001,Не положил,,0.0
137dbb17873f988e8187bc9cc65bdd1fad5beb20bbd08242f001376c484f7b9e,Деива Обука 2001,Положил,,0.0
1c679fff4e3afd780aa02762bc015009f1547ba336cace467db8260bc2dd8e22,Бене Трејд 53,Положил,,0.0
b8d89bd8b981e253d2d2b4310299a3bc33a5ae49166e5a238b7fec8fab027d14,Мартин,Не положил,,0.0
1511b525d4ffb8175589c4c544418cf6331b2ca7d13cba7e27d1f720f685d47f,Алфа 2018,Положил,,0.0
70c095073e6e356153ee785f3432235063ab55c69c66fc63ab56632ccfd4ebc0,Зелен Сигнал,Не се појавил,female,0.94
7b7b212bb2120179d7f0a9f9963bae732b025fdbd5e881c834ebf40358fec7d0,Зебра АБЦ Дооел,Не положил,female,1.0
81746ca9b0c72de9e0b2cf8081394d4dcb5a18c6d1fed2aae6d3ec697fb45739,Шкорпион,Положил,male,1.0
c6aaea1dfe5982981112ab7d1071688370c2cc55260f262776edb021ccdcf4c0,Мартин,Не положил,male,1.0
193424cbd6064a57e5c1bccd8d1422f940645929bd986d04736ea575cc995e02,Болана ком,Не положил,male,1.0
653bc96d00a3fe04c8832149445f8a8dd9b07ae49f0d8f00e678d13a087e04fb,Шкорпион,Не положил,female,1.0
f9a2df941d2c92cc7b2724718f1a9015b0a1f43f3ba72576be14f77afdd1e00e,Банкина,Не положил,male,1.0
b4de4164fc37eb4b107e9dae2dc3ae4d6e8a9dd844c3e173564550a395bc9f89,Ива Обука,Не положил,male,1.0
f440cd8365946edb413ab787a7f0f4a10419ab69c85a2c84698d7f4722ae0c67,Мартин,Положил,male,1.0
967115f6f65a32e29ad69f6128f68c3a489751eb1214d180dda890a1468eb5f9,Деива Обука 2001,Не положил,male,1.0
1563db2c974cf8b6c1600fac4f447811f029549421dc0f3c361a08b683e68362,Ас-Коко,Не положил,,0.0
48349657cfb264b8e71339d17525f8fe5775bd8433d84d5edd20aa37f3e54d94,Шкорпион,Не положил,male,0.97
9cd82cbd87ad0617dfbf373a478c554ee39b21f39a203e6ae6a4028c7c69208a,Панда-ЛТД,Не положил,male,1.0
9a7c64964b3045594c2f2a1b7aaca0d143699d9ffad03ebf729e62b062622d94,Дацко Сениор,Не положил,female,0.98
7a7c3321e6d0e918fa80456fe36c61a8c185ac5532fc2e829e4e81e140b4317e,Мартин,Не положил,female,0.98
4a91286f5b450daa2b856335ad8d9cb46f60430187018b65edf452f22a278705,Мартин,Не положил,,0.0
09973ce96045b7b4171444afe24b372777e3778cd5bcafa60e3de6e77ed9a776,Зебра АБЦ Дооел,Не положил,male,0.99
4f6ffc196d684da9dbd1655d96b2beadd638f3ce57bc8b08d52fc39053058b5a,Зелен Сигнал,Не положил,male,1.0
f87dd3ce46471fa298eb23e31296975ea0b2e3d044e43f23f78ddff4fd7be720,Болана ком,Не положил,female,0.99
91dd806277e17217d56a2ac3d63a88df6d843431103884582e6d53d8f28bb64c,Автомак,Не положил,female,1.0
0aecd9e39e592916893630b9c1ef571d0431f07dc8108de6aabc5ac593af468f,Шкорпион Обука,Не положил,female,0.99
4fd2bb36dbdb5a4d09426f85b7d8df0e5a93a1ad1b81ddb2b3adea608a28d902,АР-ДИ,Не положил,,0.0
096643d51a52962b745fee2f7d2311bb2accb6486db9a96acd718c87a49abbd3,Елита дривинг,Не положил,female,0.99
cbb1af9ac5c4d0b26992658cc845dfcc7526026ed75a07dff55b173c4b2ef01d,Ива Обука,Положил,male,0.96
760bf324b60874e8f865cbb2b6ad34687e0d22c5c5145943acec4ea4ab02b8b8,АСХ Хирда,Не положил,female,1.0
00b86166a27eb8b9876335962148184e6d33da6371a326523d7233e4254cf1cb,АСХ Хирда,Не положил,female,1.0
fb25002fd61bb6b38305fe6c2a86a5bb5ce99a1b9f74472148e728f52e8cdaa9,Шкорпион Обука,Не положил,,0.0
f6bffa6b452630125a6632e2a1898550bc1f439355ac2a099b20155fd8f3e82c,Емилија,Не положил,male,0.98
be0224f9988b1809604e79c1510469f69638d1e5f036afeba1d3c746584be28b,Сигурност ГТБ,Не положил,male,0.91
3c148f4c18f4a1fc95114e06d3d639c8aae350d350bd4a849dc868b78e0150b3,Ас-Коко,Не положил,female,0.99
893b79a029a5b828282b305b2bec959cc4e9acf06576e9fc9a5f387968f0e173,Кекец-О,Не положил,female,0.99
43f9be93925866fda346920558d1340ff591ff5028db404cf0ba1c47295b377f,Идол,Не положил,female,1.0
