"Име, име на родител и презиме",Автошкола,Резултат
3a41e2c9690337c026e76526f7fb2ef6b27d2de67ab9c20bd6fed50d40a0b390,Панда-ЛТД,Не положил
07a771f39338b95630c1a21cf853211982757ae6719e8b531dc689d76b44ff65,АСХ Хирда,Положил
b7f83a0155b21417b907e6b684766551c23516b8b5c025df850b523ac31b1ed1,Арт,Положил
43e766caa90e59e04b95d4d04650e94c0de6195f3a90ba0d02b223e4117fd1e5,Ел Хилал - Јуниор,Не положил
a5d529172cbd360258ccd7592bcdf91e0f1d7582eb736effc2bd1c5024081ef4,Зебра АБЦ Дооел,Положил
5daf37e102514ba9d09acf638c8a8411e2bf8b5c9b4484208a3c07edf6a57e29,АР-ДИ,Положил
db17decf2a3460003041c2bd12a30b59d27c4a5ac479d99d4b6bc527f69d9d70,Брм брм Л,Положил
c7dadacbdf6cd62a567149ed6b8908bf9e026b8635dfae134d5181fc5e284e82,АСХ Хирда,Положил
a01f9b5dea5ee8f1868fed154534ee3d6825a8e3f0d238f3eeda28b4f0b4a8c3,Ива Обука,Положил
16eea6ec95c3eeb4c0050e61ebc9f6e2186d68781af4cb7636ac3a66bd3acc61,М22 М22 Дооел,Не положил
f6d172105ab41a0f119fe6678e24587555a49b4af8cea3925c45c1a915db3022,Елита дривинг,Положил
cad21d17968272b386ce59f2c6fc9c7fe27b63e904f7822b456807d78feb1ad6,Арт,Положил
30ecfb8c53ff4784c8e43c4080da1312bc4455aed249533e01be10b2a88b5165,Зелен Сигнал,Не положил
c66dbaaa650cc81e4519728923ed836b2156dd0ad848a06874f7a4c7f3944c3c,Ас-Коко,Положил
f7acc43b849a0e86eac1f459762a55e5514f7cd45496594a07524f805b3491d3,Ива Обука,Положил
30be49f1a14833a2fb59d52b0792a4859ef25eb8fc6d6fb026e74eb783e46030,Мартин,Не положил
3df62db0d523be93abf6e591bdfbd5a933c9ae07bcbe4e7c7eed34fff564e8d5,/,Положил
192899ada2679b3c79327c27135466cac84a010a42ce01064cd75ec737a9144b,Европски Возач ДООЕЛ Скопје,Положил
