"Име, име на родител и презиме",Автошкола,Резултат
949fa69d927bb955f720ac414442fa67f9528e4cd0a688aa2a7c8ff47f73738a,Ива Обука,Положил
895d4782d9ae4252463118f31a411eddf71b27d0216fc2bbd53bf6e1e2c7b28c,Шкорпион,Не положил
30463ad0e34bc319f69778bb63f3cbcb52a01b057d35cc4468cbe484c92e35f0,"АМД ""Лопен""",Положил
66dcac8588bdb2f78c4868949528e65ab11e968ffa0a1a835a267460766a0ed1,Шкорпион,Положил
096847c33c6b2ea230f47a818352a94a5c4b3295de9a9627c6d6a64ed155e368,АСУЦ Боро Петрушевски,Не положил
00cf222a8ed880d0477b213134e330bef7a976062a35b0225b017b0a6383d3e9,СМАРТ,Положил
9143318236453d188d7bbf18b772551bc37779de320785b545efe5b2c689e316,Мартин,Не положил
c28849ad44f17aa2e3665959b351d0f527debfa5eba0203d53bf352d5e0a2cdf,М22 М22 Дооел,Положил
73f69c3cbd1b7c0b581b59222a7c2ac4521e16fda9117004dd5f98abb7f5484b,Деива Обука 2001,Не положил
56a5c9a376b2d676e4970498aa04635134859e39755bfee4fb28ba80bf1142de,Кекец-О,Не положил
efebc08f17ece758cbade0c03241d41d67c4b2175fa0dbdf26569bd80008054a,СМАРТ,Положил
c02bf5657ce8fbcb2148057f1f06bfba0aa35eaa3a83415e5704f4918a3af2cf,Ас-Коко,Положил
f9b24fa243cef59a02afa71e4d40f3dca74b631b4ba0081892392ecf47042fe8,Шкорпион Обука,Положил
15e05b1677e5ec506e323db67f719a7c6bdf56ec58dc7255204f65b11f25f748,Арт,Не положил
4bfc8abc35392127840c7b632226251b61d769f5a8474820127a468510c41063,АСУЦ Боро Петрушевски,Не положил
d0e613b29399e78d31b4e2577652ee05790936f6c5184811012cc133fb404adc,Шкорпион,Положил
fe12ef4ade157b0cf273caf0d2b7e6732fc29491ac9ed0319b81314eda87e3f6,Ас-Коко,Положил
937eaf428b7ffbc9c3569976231b5c0531f5b0f85764fe1109c8f38b9059d45c,Мартин,Положил
cb26a4b17c847e51b228a31de2ab5b4bc3365acef3b1915321415fc8e93c6e5a,Кекец-О,Положил
f11917b3f608036f1ab85dbfe106783d544031ae576f429cb0846a55ff27ecc0,Мартин,Положил
a0e242d1f63ea53077680c4708c83ecbc15fa0fc3dc26f9a2b3d82c1239244c2,Кекец-О,Положил
dfe1c78abbffd159ce2ae3fe65a7ff02bc7e007d064776d24bbee8a435c67c46,СМАРТ,Положил
2fa137f14133a9277f2e89bc5850a40ca2006602800764727a161b17aa286f40,Зелен Сигнал,Не положил
041fa8614e394b8689b994a74902770be49deb357597651ce3f6a3056da264ea,АВТОМАК Гоце,Положил
14a8a9e16038b998b3d6c78d1c50d4a50711e0b13ec152d26131a24cc8730f42,АВТОМАК Гоце,Положил
2b8aa2c5e091627318e82a1c3349697c96d4dc427acb3b2d922d24214324a43a,Тримоски,Положил
322786afa28e93563a9162e7c550de3ddd4503f4ab5f073cb7fe512d1091f05c,Идол,Положил
367b4fb542e7ae6d56fc8d32eb9d0b3ea5024f23442b555b49a9848c930cadf0,Алфа 2018,Положил
167cd02d0726dcc23637d46df69c897e44aadad5f062fd7a1209691af514887b,Арт,Положил
ab85ce53fe9c964ea9be75206176dd7c5e514d917e9d8011f2658772ee8d3d89,Алфа 2018,Не положил
365fc85597eb2a591f307688a4d75f6e07c6d2b3cfc40adafa7faa306bc2aa0b,Мартин,Положил
af57e73c797484a8b24c2f6d5414faf95679ea59be2631f85fc95a80a39535e1,Тримоски,Положил
6d51853ae85312d14bba2e0c7b6b3892dbe4bb24adb3bd85eedd0d19907fa027,Брм брм Л,Положил
146bab4a4a315775279a4b21c5aa1079dd9c6823c99ef424e44eb2596c911937,Елита дривинг,Не положил
25db5683e82ce529434089db3f2bb31e2ffae7ccb0e9ac6e4d81a5b6a73d426a,Софи-Скул,Не положил
07c93277305bbfe9d6f8bb2930e450321c1ca66b0ae2ace7e2c0238d9e1c8dff,Беко Бс Дооел,Положил
1b96dda6b4ad4c3e88e11784347da7729562c525493fe3f2123b8be372b7028a,Кекец-О,Не положил
10ed68f0f46b8b1e92a78e1267f9b202726c1ad4171310277ed2d082247edd08,Елита дривинг,Положил
1c1eea56a136644a2f1015847c0ae2b5a2c63903c7580237591809f7bda1295c,Зелен Сигнал,Положил
22b06e113c26fe8835bf3f4676b2c994c9f527bf8e9d26e19ed61b924e7135da,Зелен Сигнал,Положил
7ac708206356ead0ae1eca76854d6229d16a95efdf96f46221521dab14a67ef7,Брм брм Л,Положил
34eadb46a7f10cf87ab523bec8214bb45ae4ccb09733bccad537ea7e3fd4a75e,Панда-ЛТД,Положил
9daf485e7b3a79019a31cd122fb64e87d21b741d5db560129e4505553b949229,Шкорпион,Положил
ce40dfc43e568a7d78a5f5afa087dc49e82abdc3502a42084c6db848af8cfa9c,Болана ком,Положил
0970ea40022728ab33010696189b6888c9922dd18b0d1a8717799fbfacf33ea6,АВТОМАК Гоце,Положил
d7605d38f7a86bdde72bebb0f22cd64186886f6f7a6e8e9586d64b4ddd1b862c,АСХ Хирда,Положил
d25588b9c50ed01da5b149dc109df78e025c59c48e95ff9ad1dddf66ae93436d,Драјв Скул,Положил
5a7aa498bee53be6e93b6c78e1d8c30663721b145a9819cec7168d431b10c44a,Ива Обука,Положил
46609b7fdb5902c4fb6c5f723f2309c6555015597a2d6c172b0886f98c243ad9,Драјв Скул,Положил
71d2f18cb7892eb73f8e5f23d3750fb2dffd3378c67a60c7a1651049493fe770,Арт,Положил
ea211caf87b93c0243b7b3b68e5e118e7ce0c2bc725391524adcdcc83c6d6dd3,Зебра АБЦ Дооел,Положил
6ff434f3c39894e3f279ecd0c0e2cd37f70b3474108118c93413d3d76e534b48,Ива Обука,Положил
d913c639830f4809295f6718606514c6834826deb9fc699b0dab800e4551940b,Зебра АБЦ Дооел,Положил
5498c2897b75ba8da446064011f2a307cfb512888c12d3fa4a3c2b3a1f6b3c70,Тримоски,Положил
2f1c7c2d2e5b47d3a588c292884bbb120107d22b1644a279b6fd5c099d2ac5df,АСХ Хирда,Положил
