"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
ec58be547f01bf34fdab7072eb33c7b765c96d65091a8707cc6de80b3a797694,Ива Обука,Положил,male,0.99
d1de610ecfa64810fc062cbea8b332b101586bbe7726a71ef4d36654b696dcca,Кекец-О,Положил,,0.0
c58e9abf32a5571737b226d7976862df2c5e2710093d85cf591d5e797b853b1e,АР-ДИ,Положил,male,0.96
c99b07926ab65e9a97c13449b0b34d4cf0634bc4179be25d9ef271d322bb876c,Ива Обука,Положил,male,0.97
78743d458d2bd8cebb64a56b5f4376d4152f98661ab58cccb8ef5b789da1acb1,Ива Обука,Положил,male,0.98
