"Име, име на родител и презиме",Автошкола,Резултат
eb9ac0e1614ba72adca90f26bdadacfcfaf9981e2c8ca52f52ea8dc9754da57d,Зелен Сигнал,Не положил
f2dbd4e88ef2248ed5da6c11fc2b7e3072228447bb4aa39954d620fe5f065244,Арт,Положил
fba41fa41a082b6c2e6240474c7a1086b6407dfc6295f21c7d9ba34943f554c6,Шкорпион,Не положил
9effe5bf338c89e99f73ef5b9ba6a626bcdc3cbf9f677252dd570e5bf8eaa749,Ива Обука,Не положил
9b03312acf0faf9a9650e676cc409e5cbf99158a8a09449e719e738dacdb75a3,Емилија,Не положил
cb6fb5a5a98c8296d4ebb15dfcad19b036557b61aef278ad1881caab287cb52e,Мартин,Положил
10b32b56ad82e961b411c847c9acb467ab22ba019337105a83c19c82ac69ef30,Ива Обука,Положил
cc8f68484f3d3d8f4c7b5e5691391aba488dab0a8ef51110e3d3003690705b75,Арт,Не положил
9675d62882099f0546e8df18f9f83e6eefc3677a083b63d8de4ea9d0c5f56b0b,Идол,Не положил
6038cc07b5279800813f80089a6f9a5eda017cd8cf3b8a7a0f144e4f32b054b1,Бобием,Не положил
4695ae630b3ea495ef74618e26bb0310e6f8acbe5179c8bbba748be7503fc2ef,СМАРТ,Не положил
d71d4c0964d2125c67012328ef481f1704541a6287253b9803543791dd535452,Тримоски,Положил
9999719b3292a479547d7138fa8aeb3f15c0192feafbd67f3138ceb19710d35e,Кекец-О,Не положил
d9602bdab7600328b880919ac19f701a9f42a483b54ab482a147defd7336d455,ЊУ ФОКС,Не положил
029230084674e8c07c2892d8325dd2802490ed7a8a97cd7be77643f0353b0fc5,Кекец-О,Не положил
77d4849b623840db34a674445a4e8291f6f781d009c2e01a10727cfe0efbc241,Мартин,Не положил
2d2a36c432d6096c284c4585dd9fe47853c29ac6638a3085b9df86589a4c6e50,Елита дривинг,Положил
f16c25873b4256ee3d44638466ec5895dba52e45bf5dd0ce39b7085767c4f4ca,Мобилити Плус,Положил
c8b55569dba8a455f103aae1b67b49cf9a0ee62abf07511381ad7ac40b15c0d8,Болана ком,Не положил
2676b96a9f7e0a6fb2f1ddfa4237329082fb01446e1437ce1c6e3067fb8e6e8c,АР-ДИ,Не положил
84f1acdb11cdf1ef31f1483c21adba5b7d46975a192bb7479d96465047ec346a,Зебра АБЦ Дооел,Не положил
64fa72d74e9b7cee8e8e14845af5d4baea74599ab6585dc2b0d4342daff4d3aa,АР-ДИ,Не положил
802c1c7a7044cba51080e5359748827d8ae020105e956922fe81124fbb448928,АСХ Хирда,Не положил
01faa1a3394dd7e8c302f8149b1537ded220a9f04824cd75144c96ec1dedf102,Арт,Положил
2228a5930a044dafdbb66348cc5f0410c7d26f971cf2f9305e89287b59bc9451,Зелен Сигнал,Положил
cfc87d4cec16e7c57b62e0681af57185f6765cd8a0504ba8c02f1699e527ea78,АР-ДИ,Положил
b37093d25598dc93d083328a97a3c47d9853ef8deafa0f10ddfa4572daab936c,Сигурност ЛНБ,Не положил
a444e02e674e64b427a56585a52df69a5b7e029e97cb313c3a5d2c71e07f9007,АСУЦ Боро Петрушевски,Положил
1e4335f0368ff187410ccaedf6a82044967f6de299eb436be0b027f78db34c0c,Тримоски,Не положил
4e944703dd03658e8b5bdee56a52c0d8b1dd4942a09b83badc1277e318f344fe,Шкорпион,Не положил
b17e0fde04e5d6b0f2fb2bedafe16d1174fe1b0faeafbe82947c0a0146549ff4,Деива Обука 2001,Не положил
b8acf931b2f785c469d1606fbf4b1377e6b6d3856b69bf558b13ca7394ecc748,Деива Обука 2001,Положил
fd58b12c59ae1a6a95644ca7ba656659f2e6bbbbec9de62df51332d75e8d0388,Боки,Не положил
bf0e874e627dab01cf85b5b023795ab135538a11d83a8de174222de1dffef59c,Тримоски,Положил
bcd908fc221c3c130fe3b12ffbcdc055810cb6f6c5bd432c2a743d7894e733df,Зебра АБЦ Дооел,Не положил
17581ccc11e7bc7cfde9695536ee4e8f6539ac44e7ad95c96b89d84c7509af73,Тримоски,Не положил
fba6bcf38d14ab3473f55ea8d47a9b84f1dd6e100d653e4fdd7a9e1394735aae,Шкорпион,Не положил
4b6cbe371211f0cc0889b487b5972f30de1b38016a684a6a487cd086f2bcdffe,Тримоски,Не положил
65ae517075e93c7c13e37342b21f31fb01b2699ac1b8dbfb43a969a2f829a1cc,Алфа 2018,Не положил
022cf9ee2f3d390aba1134f859846011d51ccfff8398dea5a40d67aae7d2b023,Софи-Скул,Не положил
063ad1fc3586ae18351f0cc99dd48982b01155458d7f8c2f85b1b39f6c7c4c55,Ива Обука,Не положил
7ca1bc3c0654ece50e2c1a093ab639ca0950f89eb235cc0209c9e67b467f56b7,Мартин,Не положил
2dff6943568bc1b5f4b1ec1678cabed1d3d71107a9835b50def2089b436d9fda,Орион - 2001,Не положил
a02b926cba9d8b2d88c6705a3c570fb2cc57b213134ab85cf36f4a58786986b5,Идол,Не положил
807b5b6545e988de00a35432e9c577415282afb36163a8f5b27b17b4d64d899c,АР-ДИ,Не положил
4cca5491a87c74ba9632a8e37a711e426b1462b51e30ac65ae49ff14974ac9ad,Зебра АБЦ Дооел,Положил
5cee74b26bbafdcb4db459b47141b1662a71d9abe09792e282a7f33c521830c1,Драјв Скул,Положил
898fbf50ef5267ebd1746fd1efd0da965dfd440f5d8780b925ae51a51d8a4ecc,Емилија,Положил
4a4a61b495a971c795fb443feae53586b5b6e04ea99dd9a0c3bf560a01232614,Софи-Скул,Не положил
14d83447b7f98440a357e3f475cff66178f4e9b9caeecc1aaf655aee28853cfe,Софи-Скул,Не положил
9454fc72f67d1453b2a5422ded7858d2f8e22fe61b31f681aa95fd953f2af115,Брм брм Л,Не положил
