"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
9ed2e777a87143909409271890390d3ab7e746782bc95cb03c1a890ad5273620,Арт,Не положил,male,0.98
d90689cdcd05b4088567baa08a166526c345c7410f99f3d2c47db79b127efe0d,М22 М22 Дооел,Положил,female,1.0
7f88f034958c56a02a591522c6146e709f6a30d1f01b6dbd14fa67eba9fdadfd,Ива Обука,Положил,,0.0
1d2c9bef98651846bb8cb09a3e6c9d65f5f788671c5f01207b21dfbab3e6827e,Деива Обука 2001,Положил,,0.0
d694c380fa2ce435caabb7f3ee657c81f9bf5eb007361290bdc7b59f2645430e,Идол,Положил,,0.0
1dea533c4054a1eadecc9820bc8f3830f9dbf281f0ea3091ce5539bc67cb7fac,Кекец-О,Положил,,0.0
3e9e366bb869ba0c7404d54bcd50d7855c212a276639ea1c56b3d053e1eb71d0,Унион,Положил,female,0.99
c59e454e5adc338b5f3ed55d185bed4bb9b567ab2ff35157f6802cc120c9bbea,АР-ДИ,Положил,,0.0
594e71657a0aff9f93d0b1643db55db6b80157ee7c9de7bbe09f29b5e073b826,АСХ Хирда,Положил,male,0.99
61c203c1af4fff3ae4de105fc340f005d80ddd999e2f9d5b0e31c69b5f052d36,Шкорпион Обука,Не се појавил,male,1.0
620ba12b34dd7e8942a8cb6693f3b9de1f0aec16dbfa323ec6fff080a802318e,Ива Обука,Положил,male,0.98
8a30fa2c0658b5c38133819565867d66c57a0a27a323b95705c93a0f463d9f48,М22 М22 Дооел,Не положил,female,0.98
a15b8232089c1516a3b5d26c64310f3e90914673974a3a1737e640a827e75c48,Елита дривинг,Не положил,male,0.97
502a635b1f3a31d3c497408703080bea25a9a8faa798b6bb7d7272b5b0e00b2f,АСХ Хирда,Не положил,male,0.97
33797df8ae77f91a26e4824d4c9efc90234cb0de98b763fba3dff47792a3f095,Ива Обука,Не положил,male,0.98
d4f669a66a6f5ecafe5216e48ced47928cb22f0b5d0a6a04700693c8f64a7aca,АСУЦ Боро Петрушевски,Положил,,0.0
a3baf39c4ad06902ce9f6005e2a916a05e397f6b430da5c535d6306e1821ccbd,Идол,Положил,,0.0
3df90812c9086de25f0ef41cfc575528cf2b5c98d69736623aa982f626287504,Алфа 2018,Положил,,0.0
9588ff27c5bb10762e0ff0b4fad37f0ff5ffe0066c9ab945e3a4f11488c53873,Емилија,Положил,,0.0
039f2fd86f63ea68962b635082551c6d3e6ec177192e8d84cb6deb4a7c5bc73d,СМАРТ,Положил,,0.0
e37684b41fd1533e46c931ac9d53cc2ae271806500d58dd2189b4d6c84edcc03,Ива Обука,Положил,male,0.98
69c2c0054d927346ab6c17df0f5796948d692fb034cf7c9e4d45690a4c533f3c,Зебра АБЦ Дооел,Положил,female,0.81
4eddc8530d411744dacf0bcf67a4777ebaa4654675d29f4be71d20e5602a220e,Драјв Скул,Положил,male,1.0
fbc18d17a7972cc853c037c1eaf45409573b69239a5de963bcf758deb160cb4d,Шкорпион С 2014,Положил,male,1.0
6b0b0eb9336f1ec22b72dd14779f2ef5cd326cb7eed9dc50b56b6d5470a980e5,Ас-Коко,Положил,male,1.0
c72a7052e3517fa43098122c687785e9ecc53c5d7c5320ec4ca4d8d8dca64557,Идол,Положил,male,1.0
b2f9d556cebc05aa4aa23e71dab2f8a2277d55a04c393c082b02037c48dd5174,Деива Обука 2001,Не положил,male,1.0
26ca76126bc2a8f695d34b5629ac3b28b485ecaf129ec1fbe7559d95150b1b40,Ива Обука,Положил,,0.0
43301770dcb1f1d11769c91e59cc0895c137a701671ecc0e40b38199f89492fa,Мартин,Положил,male,1.0
058972c5e43d0f0b1e555748a289ebf3e7be88f905bfabfc6aaf9484ca1909ed,Шкорпион,Положил,male,0.99
4fd4f43d9735ac057001329a3a60a2d7233c7e9c60d11f3aa1432c16e84fec2a,АСХ Хирда,Положил,female,1.0
99274c4722d058e195ea5ed3b16f93c1d333b9dc26f03e2714212f51183c7d5d,Мобилити,Положил,female,0.98
2694ae2bc63e26742cbac9334721acc80e586425a5b5df2cdacf5a25f43db549,Шкорпион Обука,Положил,male,0.96
db3078ab6b7a9656311ce510d65413c09afc420abe1724880124d897839b0d1f,Болана ком,Положил,male,0.98
b38ea3d8fde5bb58ec7fb9cd325c6158bf109b3e8e8955e54c41caa3266e8826,Арт,Не положил,male,1.0
26f0740188a096f8e81e05df1388bf1d2522fa7c1f54c7de699dc2e4a3538145,Струга-ком,Положил,,0.0
dcc1904d7e1ad9faee2178ac465b33c879d7177f17c7eb6daf02d1e470bf6414,АСХ Хирда,Не положил,,0.0
304e4bd744c1a98680236413c0859f7f4022722a88a5090617ed5111ddce6487,СМАРТ,Не положил,female,1.0
80a2548c8dc42359896b941b4074ddb91c975834ad9f298a828c44bc19481419,Мобилити Плус,Положил,,0.0
7c225dc53815f2bd100ed984cca7d8e161272e0ed9dca9b8291278e07f21bc15,АР-ДИ,Не положил,,0.0
5df377d367def6d1f8191c53613bd87d2e6867271d4b15442908a2938794fcd3,Драјв Скул,Положил,,0.0
719d070fc29adaebb2683cf674098e56e99bd54b8038a8acdde7160c81f5e59d,Тримоски,Положил,,0.0
7ddab77104ce08c1855eaeb1448a013fbd3711952e9e6a370fdf2c4f6c1448af,Ива Обука,Не положил,,0.0
ef4b9d651595855873a8c77cc9800025a52a63089476e89594377142d1c93bca,АВТОМАК Гоце,Положил,,0.0
7b6942a9d5ccec021084e432e493537431fc3b42bf41cd5ab9c85f9b57097771,АР-ДИ,Положил,female,0.99
db9d6b6663eefe5a539d9272a91a0caa1e3ad7cad491e54efa89f39e6b82f048,Болана ком,Не положил,male,1.0
d64cf1630e08e121fb66945a84ba377f8a2ca4018f3b8fb3556685e2a89c0ca4,Арт,Положил,male,0.98
5d5f05321bfbdd43a50f881367dc6ff2534aaaa4407a312fdae2b787e94a7580,СМАРТ,Положил,,0.0
5fc869f3d20e10684cf312dca045c094201c4c60df8caf5f5d804c04a94a39a6,Деива Обука 2001,Положил,female,1.0
9aafb0bdd1e5d5433e5a4f79fb254be8926b538678dd3f4b6855a24f96863d88,Шкорпион,Положил,,0.0
f7c38d547432a50f7d745343130a6e3869d2253e8f0af96b4c13ec4e209e3b19,Нова-Нова,Положил,,0.0
c5e901a14ee8140f4ec528438b278587385479da8245e17d16b578acbb9963a9,Шкорпион,Положил,,0.0
fb9521d2043b77ed96b1fd15caf3cf80f879d6ffd58ace1f17bba606b0121ce1,АСХ Хирда,Не положил,male,0.99
1c02d672e0fdff12f67100531b3c5be2535ab02e5a276a2ee88bf5b8bfcdc796,АР-ДИ,Положил,,0.0
0bbe5b9c2d50f591e73ce0bbfce5bbda0a9740df168c8d2195072f009e2fbab1,Панда-ЛТД,Положил,female,0.91
ab5aec8713519d050e589c62bb96cdb3e4b28dee4497b120d8f5ab805c107766,Мартин,Положил,female,0.99
e488a6a3e6ffaa877dbb3317bf2a655632eeac9080589dd1e8ba53e77f0c0a03,Ива Обука,Положил,female,0.99
f9c6efdc53b56ee41368711cfb801e1f4b6c9ce524efb3ed33c4ba6e06eed180,АВТОМАК Гоце,Положил,female,0.99
96e216263b9f4b017f0bb3fb9d0fd35151292d1a6001f3a903d98973f6afb138,Тримоски,Не положил,male,0.99
d1a8de5f16ff571407df57012af03769884e5f70524406ea6ddc2cdc6d630e3f,Зелен Сигнал,Не положил,male,0.99
dcd52fe2e1a5b81df35072c0cc9713c9c7b179ae3c213389e3eaeb7fc7f35ffc,АР-ДИ,Не положил,male,0.99
43ade497bdf2f98261fb7e1bdefc09084ad13a3995030a312fc44987a1f7853e,Идол,Положил,male,0.98
e7fefe2f2944757b9d12be79588d716a2eefa473fae85750e24f20e9cd9e57f0,АР-ДИ,Положил,male,0.96
fa438bbc183583cc625d86f8e7fbb3301dfa471b828365d72620947a809db764,АСХ Хирда,Положил,,0.0
10f167d6802258a022931cf581cec98e567bdddbbdb1e761a430d03141eb5e64,Шкорпион Обука,Положил,,0.0
5adbd61e9a2a43232b894ec0e2617c9a8435ff2ae5d3edaae57e7ffc5cd5b056,Мобилити плус,Положил,female,0.99
eeb2574b5bc5939930c830eb619d3087c8a709e375d08beb036e766142ada320,АСХ Хирда,Положил,,0.0
88f78845f27c58b13c32668465dd8f31bd78651020cc7410076139a267c07f97,АСХ Хирда,Положил,,0.0
7770ebe671c3dcb27ade3525d50ff61f22c6503e573a125d45c07713df958692,Драјв Скул,Положил,male,1.0
bfda0d0639f3f745581dead80b78dc0b347f6af4d232038ff67e51a25b38b392,Шкорпион С 2014,Положил,,0.0
378878ea3d21221fa16055fc92afd6f5371283b026f092f06034e2eaf290ac76,АСХ Хирда,Положил,,0.0
4264a06c8a13c56ae1cf65d3f381581dbad72c46e14a4f33a7087aebb143e0aa,АР-ДИ,Не положил,,0.0
2230d22d1efc6e916f346e895de0904614a754772f5e16bbd364a0e060878d5f,СМАРТ,Не положил,,0.0
f824d2dc4ddc5dd2fd4040593b4811ad8fd72772be6d9e81058afde931c78198,Шкорпион С 2014,Положил,female,1.0
04067519e04a709c61918edeb196705e64b6cb75bb01aac0923ca088f160dee9,Шкорпион,Не положил,female,1.0
04865f335d4dac4c7da409f8624838252e39ccd7b4bea400efa80cf9cd513177,Шкорпион,Положил,male,0.94
1be3ec4de880ee61fbc228e6642e2c229b6a48ee59f75cf899e004d621be90fa,Ива Обука,Положил,female,0.96
a3def4a68725bb10a74f8f56b908c0bc4d123ff3376c4e2ace8c91fdc959c71a,Мартин,Не положил,,0.0
