"Име, име на родител и презиме",Автошкола,Резултат
d8718d18cd6b1737daae21e7aa52246b2a9dd1105fd419cdd44deee454b01076,Арт,Не положил
af69d8a8482e15cac39fb53f5f1e0ca00db6457e2734af969187dcbc2b25b894,АСУЦ Боро Петрушевски,Не положил
a46731f64fd40ef4ab1ab602927c0a463b17811c821ae69ef67801bfd71d5716,Европски Возач ДООЕЛ Скопје,Не положил
401d8e1205882ef091c666af601f7922465b9803e02f561b99aa0c596eade1ed,Кекец-О,Не положил
0263c46df2997aea0207c273a79df38eb82867b708ef10ffadecdf0cb3f286a0,Кекец-О,Положил
a69aa6d0659579594e4b788c932a4c93ae6271619908ac2b67419d1ce65cb0ee,Мобилити,Положил
ad917f47f8bb10b54eef7f9b9f341e990353ff81d94af91fcc4115ff5d223100,Кекец-О,Положил
d369cf2d33466ef6db50d6f5b4cc0bd97d7f26a95cba7e0f9754e3a129fc6844,Европски Возач ДООЕЛ Скопје,Не положил
15e2f1cf350c7908b475880f7cc166ace1a891d3bd4af8205e16b7ff2f514c65,АР-ДИ,Не положил
90f9c4ac00b9eacbe18574b7f19945b2216de15005fa31b863c18ba21ff001be,Бобием,Положил
2d099da74af779d6048950af4c047e2c3f1646dab293b566e57e6f82a47cf60e,Зелен Сигнал,Не положил
f281dbdc67ab77ef03b49981d33a0e079ae58b5fe92dca00cdf132438f93d986,Софи-Скул,Не положил
bd8b2c9d8717c7735e80801d65aa8b38c49b7c64fb056968ede032b580aa26e2,Болана ком,Не положил
94d4d52f87a7ad4f8a060ec594764e4662b419c05a563a3007f26dcfae7bfa28,Максигнал,Не положил
60ebbf4f8f0f57ab74ebbfb66ee3faca767fa066039ac313384880c80da9852c,Панда-ЛТД,Не положил
80234a8b34c2760350beef5c54b55291fc11043c6defc8c5b9b12b7b5525d271,АСХ Хирда,Не положил
e2ed9fbb18206c38d04ede3d3da4613693e95b7c8ddfbaa5cec642efec5da8fd,Нова-Нова,Не положил
b0230607aaca4fb8d4e3e66e44c77265b16eb73a3780f0b6a444b4731b196d48,Елита дривинг,Не положил
2dd4d9b59770bdbcfc9b1b39c9a3877a5c19f7661b83063402635160dfbe717e,Шкорпион Обука,Не положил
f685afd9abfd871e9ea36e1a6e6bbb5392f028a9c47cec37cd7edad80679dd4b,Шкорпион Обука,Не положил
40dc3397b6216539084282f37c5490c72a0068f5cda45b1f7b35ecaa09ac1a96,АСХ Хирда,Положил
d70009403684833f39728c05d9baf92d10485e9a5c3ce1b6a8708ade8acf000f,Зебра АБЦ Дооел,Не положил
78cfc457cc1ba9f82723721fc76dc8b002cd8da5e81bd2dc3e099ee8827ec70f,Арт,Не положил
e36c399070e7cc2725677793e1d9edfeb00625aff4d2b748fb0e457545fc11a8,АСХ Хирда,Не положил
cec0696cef847e5f9e8c566ac93ea5772b8e68a63668d6bff2f90b31e098140a,Зелен Сигнал,Не положил
c9037e7d1e364220ce5e947e9b467e686167fc99dec3b572d55438c00a5699b0,АСХ Хирда,Не положил
1a0d925395967bda02a66a484072cb52aa7e813f4ff1ace9a5ab4c5e2093947b,Емилија,Не положил
d23971101ec63ad36e8bf7f1e02ecd4d6ffd9f755d81ee3a654aeb0c196cbe5f,Шкорпион,Положил
8c2554421fb3e3cac3a000b3aa9d053a116b50eee6eb8752e5253fa9115afc48,Тримоски,Не положил
72c3c73834bd7e54f25981722d686202a594f7d4721dc58550d5f67d80258d21,АР-ДИ,Не положил
f19ad41bc3fc9b13bc99273a90bf2edd754e69908cfd8a3adc23bb91606a2143,Елита дривинг,Положил
e077fedcb291cccf5461eb741acbfb3a0d03a3aa0136466888c5c775824c3a9c,АСХ Хирда,Не положил
14021bc5d7959a34eeca872d42f66936a44c24f8e2fc9c615a9aab175dbd5d5f,М22 М22 Дооел,Не положил
4fca75eb6db0525a77cafe60a81a47a898be33a9618dfae8918988ebbeae2287,Бобием,Не положил
246800a1da1e4231332114587f8cbeb94d07a35d7f78d106903add091ccfe0c7,Деива Обука 2001,Не положил
7554423033f976710edb70e3e414a37f3e4317ef32d9d702ed9f9b1b104b1c72,Ас-Коко,Не положил
19b77b0f7ac31085645620d9fb5591600f1c84946c495a39fd4304a711495b1c,Алфа 2018,Не положил
