"Име, име на родител и презиме",Автошкола,Резултат
deb876b70b67f39f7b7fd7605df5af7a5b58a8c32da4d46d210600cb564bf261,Брм брм Л,Не положил
56583edcb86eecf4207d4bc26f799ebcfdb0c19dac792ab157b4e57819be9ed7,Европски Возач ДООЕЛ Скопје,Не положил
07624e8a41e04bae6eb1b5ffdc2df994135f5abd3cdfc6701ac631df6be11401,Европски Возач ДООЕЛ Скопје,Не положил
8fa0bd3f652a8c06de126be3c20b3c34e2f33db77fdfc1b1a94691a336041f58,Тримоски,Положил
e235551b4d3b62d72a23318179a0772c6dc91f4dfae30a70efcb7e8082860bf2,Алфа 2018,Не положил
9ed5b77b82b42e35c22616529507b9fac0f253a879153247701f525da85f7905,Шкорпион,Не положил
b5af43c95f6589dc3827ec0fcbbf8f2d8b4cd41fef9d501128ff69bf94202b0b,Болана ком,Не положил
117bfe74a15bb3f6d35ea12cb1fd92f34a238ba2aa5751aea206e0afa058e3f2,Алфа 2018,Не положил
9af76875947a34ec34618fe968781e6bd04122125be8983cb846ea92a53594d5,Арт,Не положил
850da9a59ab1ba42068d678dd8ce30cba992d24fbe1c15b390241526f80de849,Елита дривинг,Не положил
b6e31ff1711ab70ce23baf95060fdb4d367554b59bb64b4bda2c662c44cfb180,АСХ Хирда,Положил
1ea54eaa2a2ffce1a2caf9edae55b589398cf13c1df7c8406ff7163cfdb6e5d2,Ива Обука,Не положил
f335280b598bd10aefc1c590550c7b7a125f16e4e3e70acdc029c70ae463bf7d,Идол,Не положил
e124e158f72ca023b0540f712c3e081b1faf45236c9f03f5cb9e631f5c6e0804,Шкорпион,Положил
49f3619d71bc6ab21e33a24af70f485e62133e34799469f189642bef31280a3b,Ива Обука,Не положил
abbf3c5f7dda09d432e6600289901728b17cac2cf5253af0e98bdbee2fd90513,Ива Обука,Положил
833b1a51880f434fcd3a628aba72f9bb577e97e3716067c8cb2df8c1b2af47dd,Арт,Не положил
981099052bd2a4cd8d8b3839fc8afb45eddb2e7c34c8e547422c683e30ca15ea,Мобилити Плус,Не положил
0a7b79dc6e44c0bf9379beb766f8048ab97b675e67c759c808e18ae6b8e0ec39,Мартин,Положил
6e6432c590bde02dda41527731e7739f9dfe5fa5fcac18e6764c97e9cd9088ca,Зебра АБЦ Дооел,Не положил
d74bf21fc5044ff00e84fa3b5cc35f581a5c88feb8a7719113120bafbb08be89,Ива Обука,Не положил
7d851350429557c2d0245ffbeab57555650579ea67808c02f6fed70ce6a6e6f9,Мобилити Плус,Положил
9bd2365f1c29bedaaa8f7047711b04303009acc2ec7e124b5201ae670b1f42cb,Шкорпион,Не положил
96289c91e069283dd7600bc68dd4c7a670627577d625dab0bcccceeef2fcfc6a,АСУЦ Боро Петрушевски,Не положил
