"Име, име на родител и презиме",Автошкола,Резултат
f402cf2a206b8b2e5b15e74c896f439d6b0acb262f6c8182e08ca8b8b28d1135,Арт,Не положил
0b210b113ea4f80c883814634cb886b3e1b3150455d79837f9835fc85fa3098f,Елита дривинг,Не положил
78842e2c8825983785584e67b6ba7462186e8cfcb8a81a10f02031fe55b7cf62,Ива Обука,Не положил
065c1a5624807c201058c525f3ee3cc8520a66a07c0e94f4486e6ed58a548376,Зелен Сигнал,Не положил
de04f942d82453960b150539ce53bbf2638ed8e2a33f3437166c4b8b5c47970e,Арт,Не положил
adac571e23d5a3971da951bed98275c8c14e4705c283c3a72fa29c5b2f5672ae,Емилија,Положил
821b543d8b7459350163a6c23429ea4874b648b787cde6853cee5c0e944ff810,Ел Хилал - Јуниор,Не положил
b60f99619ee07a3b979447e6e6baa72130c4466a32890e286b15e932877c8499,АСХ Хирда,Не положил
fed56712f91113275ea1c3d48256e1d9299f1f526e00065683240665649f11bd,Зелен Сигнал,Не положил
3c4c89e752d2761308718360777e4f1a9f7f360ea7b43cf47a05018dd18da25e,Зелен Сигнал,Не положил
a62d6a98875a2a7fb69e383a111c63a1a27a463affc71f6542c0aee18b340bd2,Ас-Коко,Не положил
c7064aa86f6a72712cc08b34e9d8854a5ba5626decffeeb2beca95b2d5866bb8,Идол,Не положил
e3d707dacfb6753692b34f06c52197d2052353e6d228d4750dc99bc51a92d9af,Ива Обука,Положил
1910cf8a095b15f8136fec82a8300aab3a24431f055c3121f488e6db4235392a,Алфа 2018,Не положил
3c0d9d1123d17dc61350305eb83fd1a49fd0b20229de68cd0dadada6e22a43f8,Идол,Не положил
b179cbd3d15b35a3b31ed6723cc4b843ebb83368ecc68f1f586908fa872545ca,Шкорпион Едукација,Не положил
818ae69b1d76986f35cd677bde60e1b686f1a7bbac720c2b0f3ec3cd4b742cef,Шкорпион,Не положил
31d3294d16fbb443a03fcdd896c92a347130a8a6074dd6963923dff89081a3c1,АР-ДИ,Не положил
6376cadc77869f8f7158608078d0a13d42d9827b242580dbe7a28a4c5ef4f719,АСХ Хирда,Не положил
50e4ab3bcfe9087d138f6727aa1299881fbb64790570f22fbc1f98c9db3ac6f2,Мартин,Не положил
5ab380d54649f2e1bc336283040c84c6a2d00a639f77214ce3f97bcb0ade2390,Мартин,Не положил
55ac503fec8f9814384926c4f8f9873b95672223c14032a9bc927b31d6f8f0da,Зелен Сигнал,Не положил
5bb1a68d2304a8f6d15f07eb5fa20f0bdcedddacd404bff181b5b42625127f1d,Арт,Не положил
651fdd9ef235ae2a07e83a47f51ff7478fe0eefd083ea577f72703dbf05900a8,Шкорпион С 2014,Положил
7f731f2e461527a030e7d4912c740beaca310a1300b5dd639fc20ab3959c0214,Кекец-О,Не положил
cee032b57cc5604e8c9f68095bc9148e04d354d65457a035dbdc6c07cc3234ba,Шкорпион,Положил
3e46199d9939914ed1a6c41284f7026b8338fdca2636b9b26e388c404edb183f,Мартин,Не положил
da516ad5544c04df933305ec3cae4b0c523e6cac3b14c5e8281eaaa48e00852f,Кекец-О,Положил
d9a810d6dcce9ace67fc430f6c987e3cca6156df64b3cbdc4fb0f5f37030929c,Алфа 2018,Не положил
df63255a8257256abbf6060890c9dbc64a5e55d8d92f7e745d17a5f79a820be6,Мартин,Не положил
e36d273c19078333dcf5de78d2a75ef0d11932ed07a09779c3f3e04650baed36,Тримоски,Положил
4dd953ea7bafdccf234b48a9e6868ad88d483d005701170babf7970eed8164fc,Ива Обука,Положил
1030f89280df0866b8896d0e3b3921d3321ae15f4e46c82a9b23a4513d9b2637,Бобием,Не положил
368fd006e1ac5a00f4e2f47efa9f32a3c9da79dc8dae79a5d82e1acbdcd715cd,Идол,Не положил
ae0be844d834b46b084dd6cfb083592fcbaf97050180a2c5b359c50328d203e5,Арди Јуниор,Не положил
bb1a558398083e72c9efa8dac78a6eff8d05181d26152ddfd4c90ce333499639,Софи-Скул,Не положил
5fcbe9783abf6128b9f852970c5eb3a51b8ad38ebad13d35736aa93934d94bec,ДСУ Сигурност,Не положил
d33e909a0e220e49754248256568ff194204beb993e4174346023d363fd5cc33,АСХ Хирда,Не положил
ae13bb0d50d1a98398d1e158484f01092a6095159947d16b966ad372beb5390d,Тримоски,Не положил
63ed2d9272705ecd7ffac86fc412be90aa822f44cb2dbf5c9d547d8b99e5630b,Беко Бс Дооел,Не положил
a2319f4d458b2701c4d78a2b0595b95202389e8fadd2f95ec0f30f88c294a9ee,Ива Обука,Не положил
d0674e389c811c29ca096e69ba7194eabe03065ebaa94449aa42c09b43b9fd55,Шкорпион Обука,Не положил
bf8a8049377f23b7ca07ecfd2b4f2093b6b879ced5cb67810417869a4c6912eb,Арт,Не положил
195c0ad9ad6b4d16dc3bd6db391cd1cd1bfdf704d07f0543c838f5f3be291869,Беко Бс Дооел,Положил
c1f50eeb27eb3d0da261d81216a220006decf6e3098242c85289dfb9d51f3ba6,Ива Обука,Положил
bb5fa37daacd927e8cb5eb9ab1a0fadda72202033f5512170eb57fa0fe86f110,Беко Бс Дооел,Не положил
9d2706b4b0f9c181cfab4cc747a258721a8d009983a52183738b9b7ce8b3257b,Арт,Положил
88e73603cd3e8c77546e0f32b0f2aa34ba2c8ccf3d80ab29f65e315e29b08c48,СМАРТ,Не положил
d141b3b1cefd6659f3729df7dc2bd90c807887d532367f3beb95336498b26417,Шкорпион,Не положил
da17f6d3df3e27b9f8d06ed964a0a6796bc5539ecd768a197da9208a63e7b350,Деива Обука 2001,Не положил
5966abd3ef8b03b2968cc2abea418f714abcbb7efa29a4c74f9dbf4df64e393a,АР-ДИ,Не положил
