"Име, име на родител и презиме",Автошкола,Резултат
e0ff28187f5c53a3c6c92d49cf0510ecc23e6938b7e5b6a89020cfe43f696898,Ас-Коко,Не положил
5e205b7f2c1b2f3ca8bbc4851fa5ec4efe9389bc77509d1087aa4b5755fac5a6,Идол,Не положил
8ed004a0e0d5f47b523966570dec5e51962f608ebb865d65e80145a72e7c41ac,АСХ Хирда,Положил
af169bb154ad7515d9213b9b41ab0b0e6beb353110ddb192edc0b4c76c945c5f,Болана ком,Положил
8274894acbbd8e0aa25fad6f1d9f97343ba4a520cdf33fcafbc130523bc80dc7,СМАРТ,Положил
a5d529172cbd360258ccd7592bcdf91e0f1d7582eb736effc2bd1c5024081ef4,Зебра АБЦ Дооел,Не положил
ccc1f682c2d6f3c40c525f7f442aec271989e2ef7c474c6b55afe4af118ea26c,АСХ Хирда,Не положил
c311eeab12cede9329e0119b92c5e5b07a4d0c2cab8afb97d60cb55e1044e562,Арт,Положил
fd648fe58e8c5e7c16bd3b84ba1ff7d53073b3854b8932d64d9da708409e298f,АР-ДИ,Положил
b30fb4e1c9851ddad1f6e1275937a9a5a0906cbf4c70a555d17f20e17e0d2557,Ива Обука,Положил
cc675e0eaac5edf2c094d131d2680279a2c94d7479a2c0fd0a1f3f86933855ca,Кекец-О,Не положил
cc1773fd1d671dfe11fa75ddf4b126abc18040adcdc3a3207e87f0d70577817d,Ива Обука,Не положил
c5312014efe543ff9ae457a565c369789990910c3dd25037d39f92f7945c5b0d,Болана ком,Не положил
a1e4e06b1064785f51b56ae8f75d0bca6d619538c84942e188414c921b56f994,Бобием,Не положил
c9114e5a342cae1fdc4e431ac3b562c7bc05fb972b4efc1c69c825f7f8838a18,Бобием,Положил
7697f2e380701757694f05b0a34f0d95d4b67ced9ddaa8e681f558b5587ff91c,Софи-Скул,Не положил
6ddd1974d3eeb6b10ef3057a6d19eba2ca70ac2ce0c61e9f5e9f8f76537fdbf0,Ива Обука,Не положил
f86801c22f5213556a6e338da460a094ff15105615a982d7d477fc6ca2822f11,Кекец-О,Положил
c61dfd3856e700303eba76c71c0541c0b4bc2150d7d631d22b8d00b7382e9357,Елита дривинг,Не положил
b0d8f78677083d5d48864a5c0b53dff0a0284c72ab450a2b615b7a0475a40877,Шкорпион,Не положил
30a872e7fef7c0a35fd89142d4ef776800001f1470b51adb89d4159aa1467f8a,Зелен Сигнал,Не положил
8e9c056013471e1a35dc9160d1dbdd28d45c4a8d55614b3c3b4486b8832a0ac4,Ива Обука,Не положил
d0e2af80acdb8c3d6295987b83e84932bc8560de82771f094d95c4c0c5e2d9fb,АР-ДИ,Не положил
cdbdf5949d4fb1fe5ae29c2f3cb15fc7274dc89fd15b70e3eec4a25c08c8bdb9,Зелен Сигнал,Не положил
c02c96bdf49ba8cb50312cfd78ea25fdce2f17b27983977fdeded3f3a9fccfcb,АСХ Хирда,Положил
c265b765c5fbc82e8096d3ba7149ace576dc0c93d485dde5a1f7773a66ca6424,Сигурност ГТБ,Не положил
457c416173233dcc2c528985007a86086d9ec5bde0d0523dcbbb02ae354c4326,Ива Обука,Положил
d9a9b1b6a5c7c1fe71aa960b2a6f3ba64821f35ff220801080779b7f501b1d9f,СМАРТ,Не положил
6f49556103772bc377f94056276dc37093aa51f303335b1355296346ad344ad7,Ас-Коко,Не положил
fc5c0885326625007583dbf9a73e862c616e7df4551e3199bd499950feba92c0,Елита дривинг,Положил
a9ac453fd52e02d61c1cc9b9179fb9fd46c676603c6cae8d25dd8033901b9046,Зелен Сигнал,Не положил
42c534ea7113e9fff936eba6599ae678f49bfbe3aaefe9918bb9d2ef33da95d2,АР-ДИ,Не положил
5958b30d28f80485658f5df9ac89f5d90004b91cc9805bb4324327384fd9a00b,Кекец-О,Положил
e29e15c026740769d7fe45fd27f836efd1bd8c1669aeeac2c5a2b69075150566,АСХ Хирда,Не положил
7976db97ea9917f927ce2b01a983aa594b897899c25a24461de4d3f3aadc7180,Панда-ЛТД,Не положил
edb785b6a207189b921b899fea2f3de5bb35ae233686429600965645f6d00f9c,Бобием,Не положил
a151d85943a5d2b984ade912e4ad7a658f7a913647a4f8148608deaa54a80cc3,Драјв Скул,Не положил
3027472e833a96af1a5e11de28d305befcf866c66046e4c59562d63834f520df,Идол,Не положил
59402078c3d0c038cdbd735fd8fee8eed0e286aaf3ab04c30e74aa0f7e0bebbd,Шкорпион С 2014,Положил
ed06c31cb284a2cfe14a6b3481419c802818796d4773b0c780eca2e510e91b1e,Кекец-О,Не положил
f816a206b4dcf88f7b9c204a804237abc59ad7173f8e6f2b9ada006714d50f56,Драјв Скул,Положил
6fc4a2ec80862581f548855d118f28e55b8110abf3bdcbff13780b0ed7dd1683,АР-ДИ,Не положил
ced7ab2c73e9a4e8e3ecbee22610b365a46be73b4fcc0bafa8884d5391950879,Ива Обука,Не положил
26a35875a59d6950f3352dc3f2e6a176558cc352e55dfd93f684c5b972219b6c,Шкорпион Едукација,Не положил
13186c34a94bb299697a747e7d4c29377eebe2cfc5bdb023b063654272c73c68,Кекец-О,Положил
bae29089d6233adebe2ef30b8f4bd8690db7a294318eedd668e7cbb84aaba0f0,АСХ Хирда,Не положил
b081b26049d61abb713ddb997b69710a221d8f3283d221b09c0ca18f9479c97c,Ива Обука,Не положил
f34e9916a5e7c24451705f1f2cef1447e7b7d3b97f795febc5160f1cab6c30ec,Шкорпион,Не положил
b771ee3869a28aa0e64ce69394526e76af48a4916c48b32cafdc5da72a00751c,Зелен Сигнал,Не положил
38d432fec3f876289fd874f501d425b91767d402ebc2fcf6f93bb46142500242,Зелен Сигнал,Не положил
105d0598bb379f586d456d81b57ab5bad098f11c19694bfc768ee3a7b35bd15f,Арт,Не положил
a5beaa5d8ad3ffd69b83bfff3b121a02741345650d20c639e6fbe658b0294953,Арт,Не положил
a4fe14a84b0893317b7d4fe1b2ba93e3da0e41a8c4658a2a82382d236ca9d530,Идол,Не положил
986d18a317c244b338c9550650db9e53a31dd9af4158934f82a702d6b01e1bcb,Ива Обука,Не положил
3f7d2268e49df677afcb023ef7b04f6d8584c30bda0003d9620bf07c9fdea720,Мобилити Плус,Положил
2e204c2166e9728cb4cab5df6a2aee45a4a339708fb209d9092ef192289cee1d,Идол,Не положил
fb9460b86d1230629b7006b25dfdeb188b3f6ef77bb46804050c915126797628,Шкорпион,Положил
9492501d08fc661d257f2efa0dd2a6649de2f41821a542424cd1376672f83b43,Мартин,Не положил
d7f467c0a9b64f304587fd19f9bd51f28c8212defa1665540022837adf4c63b9,АР-ДИ,Не положил
7a480d0db96c534d132d5a4ee04ad6212f10bc69f90f06c931307206a30b0a89,Деива Обука 2001,Не положил
e792c9310bfeac03c9d046ce4337c3812f7e721c4b21cfefd79aa29372127a42,Бобием,Не положил
293aa097348550d1f2e0278b4c6add3970386cd3041de543b94239b92fedde5b,Тримоски,Не положил
3ca7d330e9d6e1b241b583707544cc83ee3386693a8730731aaf0e0091c4c295,Кекец-О,Положил
8ae766e4acccba59da015183d17ddb521ad7fa21142873fa1ba769ee370d17b5,Тримоски,Положил
2f9b978f052a376db671b3d50077fe97cf5ba3764f794240c3f4c02ae6290b72,Мартин,Не положил
a54054d5c0045e0303d92fd1145ef0bd8657ddd83bdc2738401aafbb1618867d,Брм брм Л,Не положил
f6f5e055a73c52fff83ebbd8e24f11b0d21176c65d1cdd745ca07aa04952510b,АСХ Хирда,Не положил
b342a04b86131b027c8d4a67aca3034f33618f0955e50b284567e1f3526f1561,Шкорпион Обука,Положил
caccf9ca1690bcd37bd20352937cf0ea8c90655e5c8008000dd0c3827f91b2cb,Виза,Не положил
eadfb180fdba96c9b65f4639f5ce5c542f5af4c9be45e07a590010955187cf92,АСХ Хирда,Не положил
04614f12821487fe35083153be52ac87b157c1412d7dea0cdbeae456eb3926c2,Мартин,Не положил
a9d0844ee81c2bad97f30f00b2576a8803ec27f486321b6e1fe1e864e8cf32c4,Мартин,Положил
ca2c20c7bb2f339ecd79e48137125428f523c9fd8510c604e2882af356f20294,Ива Обука,Положил
304983b7e521cfd86c91b161a82450371525eb22f1610a738fa70d438ce5014b,Деива Обука 2001,Не положил
01cb58915174641b47efc7dfaf2cb6fcd6aee4db1e0b068a6a8928f1a979ebb2,Банкина,Положил
38f6adfc7c1441add50229d8e0138073a8712f15dff27909618e0d62147b7b71,СМАРТ,Не положил
