"Име, име на родител и презиме",Автошкола,Резултат
5999139f4988a6b26301ca5c71498580c747f650dfc6aaf0915eaa49529f4263,АСХ Хирда,Положил
b1c7c4a650acde4a9ebea28c5223eafc66da33c7165d8aa256a5c07e231a4fa7,Арт,Положил
c0cc3e0e29df2791ab249c5a88acb78dda6d467fec902c84c0dd4de47d9c6484,Емилија,Положил
cd72eb32fb80f1c2568499bc22aa4fb9cdac337f7a6d1bcea5d8078ac9a3d0d2,Зелен Сигнал,Не положил
16e2ca9d60f5ec37a5be62a7d291c5eee9a39a7c9a620717841f3975e640629f,Ел Хилал - Јуниор,Положил
888c0b8766882f7cf17b1a47283aaa120e3614b856243bd8c40b56ad82685672,АР-ДИ,Положил
8ca05cb2ac39744df2eac5983c05bf79a06508c5aa695818c1ac6bd9e842cd6a,Автостарт,Не положил
80491eced9bc6304603c2c4b96225f2fe038e796a6c0b5d0096f3c1c73b01767,Европски Возач ДООЕЛ Скопје,Не положил
d3e06ea6c208ffce64ed15abef5036aba7b3c3aae1fcbf45dbf5225c28dfc0e8,Европски Возач ДООЕЛ Скопје,Положил
84131cbd5ba34eae6e554d90fb59cf5389d8d2cd5467ad17b38524b43c9bcd51,Софи-Скул,Положил
56284952c334c4b01df850d86c0fee56968b0527103b4ad4a07855a7f3cb8588,Драјв Скул,Положил
90a335f97c1b6e76bab50e8f1db0a23eb27f0ff93c42c9d05cd4706fa23e248d,АСХ Хирда,Не положил
7a144672448dc7fe40e18ec61991f18cac2d35f22c6a70b72d918ef3d30c57b2,Ел Хилал - Јуниор,Не положил
bb7f316e328ed78aa211515810ea1fe73a28aba707b565f1db460617e6b2357b,Арт,Положил
afa21147233a8bd23ceb5ec7a957894653aae26b4b004f040bee004d7d17b0cc,АР-ДИ,Положил
7e523febc90b6a5cac8b9f3916e13b34ef8ed47aadf44eb3d2bd21be1d669ec6,Шкорпион,Положил
cc737c295d94a3fa88368f829e5ff6641a72bf829bb5d18c3f375d3828c0eb22,Бобием,Не положил
c6867f13796d36a3128296172e60887929b215a6b611ad715c9a83471ffdad95,Зебра АБЦ Дооел,Не положил
e210c39a31ac4a7b8210dbb4d2613b4f3bbd621a9cdb511b0bb326c573004611,БУЛЕВАРД 2024,Положил
8034e3165e4036af9c730aecf7edbfd2f100219921b9f1cddabd603e71456416,Деива Обука 2001,Положил
a08c265f65ab5719932669e0d45d4e5b727ee1fb9db056342b3a8e974dac4a79,Идол,Положил
0d68953edd341e130f7f98c4d5f7ed46e0803c7399999d0f9bcf2e354efa4cfa,Ас-Коко,Положил
f3a02b325d32a303a029a42599d07995b8ac9f7874d29e2d27e5ef90c6c58363,Кекец-О,Положил
0d8920e33275dead618c76b33085341eb0bd60bc228c2b2b1e0de31f8ccc52c1,Шкорпион,Положил
587abb2d7cce598535d193b8791e6bb8c99a84d65675f7d02b4b9f4542310956,Брм брм Л,Не положил
61a00a1a063ae5ec2cfa14203020f3d0c9ed8c872feb662ea26b837051c913a1,Зелен Сигнал,Положил
2c611c7af802a42b58fa53f397048dacfaa402823732331f5ea194769a646eca,АСХ Хирда,Положил
07e7e432153a12870fa84a1d0de427866a5d075116f64c17bc4be8deedc92a63,Ел Хилал - Јуниор,Не положил
3b0a4b18828e82160fa95342a76a29f3120ac69bf12b2ed739f6b50a06ea8289,Струга-ком,Положил
be8c86b04f287b411e6c4297f0de64e46eb7d49611d4a727f183a52e66464468,Банкина,Не положил
4e740f74eba37785111658d83c9f667ff7776eacec86e2d72cb2f590f7a904ca,Мобилити Плус,Не положил
79b03a691063be9c0aadc8398105adb670b1947a3a006274bd7550a21e06f850,Болана ком,Не положил
9d8d49f95a207db6206f9a72d7648c4a0d9ddd0749c6c120df054831748cee8e,ДСУ Сигурност,Положил
bf7963507260539e86e9ee9610bf3d2056daca9be9ef51cae4118a7741b22a6f,М22 М22 Дооел,Положил
d9d5f99d08d3d0a5a18fdfc58093d2eed12e58f1540e748cd6cef5401b9aa329,Деива Обука 2001,Не положил
c977d7a55ffc0271c969ed1515fb5676213ed89a150b53f41271155f94d1fd4b,Ел Хилал - Јуниор,Положил
b71cc5594dddce4a73197f8e1eac551902c6cdca98ee33319b8ba42f8d2fc32c,Ас-Коко,Положил
41f17cc35c3ead42de039050a2d29b64c8efbc3846aacc88054e2b382aa86ac2,М 22 Марјана,Положил
14b631ddf170588bb94581ca2481bdddf1211b36ebd8e4e4aa23427d95ee9797,СМАРТ,Не положил
11f96606a1fb1d0f54ecd0594075d608a0a4ed5732f9606846dfc8a3eb79275a,Шкорпион Обука,Положил
11905685e75ec3d4d3fee1100e81a21f4fd165826e07185724537a23e8499345,Шкорпион С 2014,Положил
1e4eb95b6b0e801b53ec57af1c8e650c74c9e453d24c7efa3e167d4bba41c206,Шкорпион,Положил
fc8473e433b7183002c1b819af0ca6a9a0b6cd589373f705df704a0ea34d971a,АСУЦ Боро Петрушевски,Не положил
84d53e13e2ee732abd5fd20c4aaee1467614d53f15dfa75fa69232cad4ed1ccd,АСХ Хирда,Положил
dd41686f35125728670ba8fe41e5ce68d6220dadf643f7c80d92b8c47be7a979,Ел Хилал - Јуниор,Положил
ce4e83205fbad23b15604691788da0e3db4e13964429732b2d96c07cb2a2edeb,СМАРТ,Не положил
b46e8a26693caca442c37627b30d4a0b4e7ce903cc7771256de200f2d06b02ca,Елита дривинг,Не положил
e9e1a526cd0f7c5fcb70461fc1e38a2d4f54c753acf5578758ea2e2a336f88cc,Мартин,Положил
4ca7294f9722f3fd2b4920a6615623bde169087c2955595675ea96c2809ab715,Кекец-О,Положил
9d41561653ff0cf83ae963ce872710343981e9abd48be07efb5601945e201ba9,Тримоски,Положил
b72a82bd89d1d2db89f1eb7361f6b52935a095ad605b89fd9c944359aa7a4cfa,Алфа 2018,Положил
5e6296755a8d39adbdc203cc1bc023a3d6b7a53545444b47f906ecae02aa73d4,Деива Обука 2001,Положил
a3729a7fd292a71e425801a21b3796c31ec25b30d4f56f57e65ec6d6c5be81cd,Емилија,Положил
48fbb8b0231f0ba618699d2ae17a1be7083fc9e2a0886fb0359669328b86c034,Зебра АБЦ Дооел,Положил
514a257e17238e4005fbe2a9eece853059c91191d646882f95c886e314dbf15c,Зелен Сигнал,Положил
e1bced234314ac48ee7ed1ca0f000ad9c21d3a25a0c60210434ccbca1847bc03,АР-ДИ,Не положил
f23af9eceaf41be666c5c52d4a1e025b39fdd8263215fcf9c548690022c9e1ce,СМАРТ,Не положил
c3897dbb87ce120f19ac895ffa1bd2f863b2a2926224881b67d9888f4d3bb970,Кекец-О,Положил
9cb08fddc4d25f467c58c56572e0360d26a120530d9c340ba23ad1f2cb25752e,Елита дривинг,Не положил
717bbf4e883ea114a128d0a7ff44dbed2c5cf616242a5fb0e5b5247786903823,Бобием,Не положил
d428dc777ecebca047abecb7f42c596152ee47f53a2fe719f96a5584c9c1be25,Зелен Сигнал,Положил
67beca30cad0cca4df98afa535783aaaee0f677e454a278f194e944980e7860c,Бобием,Положил
a32bfea9dc200d2bb5e9eae3e09f6b1eb6a8cb94326b78763ed102b0526af27c,АВТОМАК Гоце,Положил
