"Име, име на родител и презиме",Автошкола,Резултат
5035223abb9ba2fc5277de228cc103316bd1b790e95c2a6cd5cfb210cd8e7a4f,Зелен Сигнал,Не положил
ef409f80c7364c16841775649a6cba5f99079f8122b0e1d270bf4026c489ea14,АСУЦ Боро Петрушевски,Не положил
29900db49dce3349d238bb1ccfc93e4559dba1d82427aa946b3ca4f2f7360c9a,Ас-Коко,Не положил
bc419272ea1455626ae0a88216f3033840c09d6a62763ef60e31a5fc601bec2a,Шкорпион,Не положил
b8234f02f50300d0bedcb38debccf4cedd157c37938b5e002fe22f081aa4ad32,АСХ Хирда,Не положил
2ccc1020c28274acb1e728296a4cfb329191cdd1707aa01b253d3291397520ca,АСХ Хирда,Не положил
f058d6f58e75a941469490e8daefce281e3f0e40da6ebf334fd34b0ca1e1f7e4,Ас-Коко,Не положил
d9f37ff86672af93968bfa6331bf90f3a4a1fd2320af4a137aa4974ab034619d,СМАРТ,Положил
c2d1f69e70647bb6887be36e2a9c34c2fc2244dfcfed48f37891b364efffb351,АВТОМАК Гоце,Положил
7670a582212c86c85b6cdbe9279c6f6a09d010c04a4db72bfdefa2f676a71966,Шкорпион,Не положил
5efb6a4911092e463cfd73348643245bd9edc010d3bc4a9704d61a40440ad8d6,Арт,Положил
fbed03c80be160a246ea69da7b1c408ade428561e3438c67e898194c0e45dee7,СМАРТ,Не положил
47c3c9cc8562453c22943b7bcb9ff6db0b767681f9fc7f1384a1537f63328d24,Беко Бс Дооел,Не положил
44159f6257210ec8cb10c7de6b8b5b28d11ada27893f999ddb1aec2dacf26b8b,Арт,Не положил
850ec27a783f9c6fda0d98eddd95f7833bc5f1848bbc3417474101be7f999cc7,Мартин,Положил
95ff99fdcb7339b447515c5d48ff52fea64f4f4182837d7872b2918990573731,АР-ДИ,Не положил
c365c3b0c26d6175f1e7a348b390bed30aa27d8fcca37f40f2ee048034f76562,Зелен Сигнал,Положил
9d6bc2dea68e6cea9e2dbd09c083323810eb3891ded8671728ba44d43e94b6ab,Брм брм Л,Не положил
5a8f62226cb3ec049db861781d9475e2e31f04b2f2d0c71f1a1fec729ccfa864,Зебра АБЦ Дооел,Не положил
9a81a5a8954269786095814bbfcd0ae47ea9b2ec3ab54870a392ad1bc805ffd3,Виза,Не положил
076c5f4b5f7986ad8206f848e9e7adbc59c375398af1b8e2f753205717f92ae8,ЊУ ФОКС,Не положил
971b9a00764a09d67e0a6d6fb74dbade67bb8359a86f2de9bef7ca8af14e48bd,Емилија,Не положил
fead9d117d09068747707ffc6503aba2ddc23edce3b3bce8dafd53e7da37be1d,Беко Бс Дооел,Положил
09b1e734b2511274faa777e321c6408e762bfdb58120b209ec77e6393dc15427,Кекец-О,Не положил
526a3c162472382a38533d299dd78695afbc72b026e4318a88442a90a7cc3f3b,АСХ Хирда,Не положил
25803a6c7c4d4bc39e8846181cc5f86ba1dd875121fbe29760c494d85d901222,Арт,Не положил
9900ea8cd4046b75bf998123f3d17dd3a1ae95cde162cb2db069455c516b6b16,АР-ДИ,Не положил
c684e2adccd6d98460f768fc4d27f22104754fb3618110a8ae40ea66364c557e,Шкорпион Обука,Не положил
dd15116bff0818b870941968ac03bc511af6da3d4d95253fdb9b59bc9f7818fc,Драјв Скул,Не положил
f24bd41ec931ba8142f41464a12b175cbc7ad65292ab26658ef21dad279b7660,Зебра АБЦ Дооел,Не положил
0db4e32754d301f7d96b608898dc9fa1b71184983ffd826cc27efad546a9ec16,Кекец-О,Не положил
91da25c8b5ff406a34ac16eac4dfba4b58521d2939c4c4c4998bf24cc43035fa,Сигурност ЛНБ,Не се појавил
cc2278270edddd40c89770dd20a23072216b49517c3fbd5887cf58a648860200,Алфа 2018,Не положил
f85950000df78f4e233b4fa66191835bcf8994fa287c00910139fa686282c51d,Виза,Не положил
cc737c295d94a3fa88368f829e5ff6641a72bf829bb5d18c3f375d3828c0eb22,Бобием,Положил
6db2d2ba5b6cf1cab472d3992b22f6824be19d67583c8584143b5e87591288b7,СМАРТ,Не положил
0406195cbf68a77ac961128d17671a9951b7639c89f53fed52e7ee9f1929bd19,Банкина,Положил
db0a42630e6887fd5d2d802e7a4f13e0aed49a777de3a29ac45e5d661258f991,Алфа 2018,Не положил
b653b3181fb716a0444a08d76acc36db0444e2d789dfefc9bef7b30646a4c3b9,Шкорпион,Не положил
57f17432023cfae81a67688c894ba3fd8e2e536e26366de4ba7dd908e7b16d64,АСХ Хирда,Положил
