"Име, име на родител и презиме",Автошкола,Резултат
2f280dec031ec05e23131d39157d7ce0722649a39f974fa2c44a6b63c035bac3,Зелен Сигнал,Положил
e3d46c42b4f5052474c96092e8e113d7f4b7d162681cfa91e5e6a400a62985b1,Беко Бс Дооел,Не положил
1e56007626474917f35923245a96a82987c047a5bb007c3f806c947d3f5a55bb,Зебра АБЦ Дооел,Не положил
94bbd6788086bca021dbe36648164f17a2cd526a0b534ec32ba0c028b3c97787,АСХ Хирда,Положил
dbde3f4fa0130bb106df6e8cf02ee81234b0d9edff8ea31df6572f8992be1157,Деива Обука 2001,Положил
6d6ccd65fea8f6b6024ab4477e757417876e8a056dc9bb22ff9bfe6bf78a8093,Панда-ЛТД,Положил
71a6dc98ceb6e09ce959f75889359b1a337af7bd05b708168e43af036a5cf72b,Кекец-О,Положил
2fc3f937dcc7a7776a51268bd41bcb61597ab9f6d0f80a014108d9abeb627844,Мартин,Не положил
7c724da6638df4b7de258bae6e6b9fcd124319b73563e730b367b65a61d8ccf7,Идол,Не положил
897812533a4754089f5490898c8abb664323a42c200cc3c2d9bcca863191329b,Нова,Положил
66ce6b83c80a840c78a9e08e7327b58d4c632585839e756e2d4339d9fd0fafbb,Алфа 2018,Не положил
2d7a1c1f9e0ac43cc3f6694bca628b68dc10bebf51db8cf5af581dea5a0d2336,Зелен Сигнал,Не положил
9d5032f2d916148364798d66c78538025d1f697670c8bcaca070145c2c1a84f2,АСХ Хирда,Не положил
2df8c33e7de7e0831aa563de593f4e2819bc569ccd92f182d739cef8a0c1bd2b,Шкорпион,Положил
4a13e0d2fc57562a2f773ddbef841535b358c0dfef6be6fba7d3983c34faaaee,Тримоски,Положил
ea546ee70105cb19a323105677b1e38ad473ed715b9b001e61c2dd18fa307e01,АР-ДИ,Положил
43abffbe6951a5346285047b60dd146e0d17ba9bc8e0341a530eedb4c903dc10,Ел Хилал,Положил
b1e222df8f0168450d6e9436ba1e8ae770c72edce0cdc03932ec0a2dd71c2999,Ива Обука,Положил
83b6643e2d2bbae71ffc4ccecafefdc059cc0572342c8e951ab8c9a4a6b7c41c,АР-ДИ,Положил
a77d15f27cda889a534b0d54241755e29ca3e9b5c43f7e570652d452565713de,Мартин,Положил
