"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
d4040a87c8fb17f0fa2e7cf5b5667b8e2d4af9111eb10832a7c5b74fd6aacb56,Банкина,Положил,male,0.99
0efe3797fbdc660c554d06bd67ddeb78f2de0b43789eb460936f6ebfa8cd9195,Ива Обука,Не положил,,0.0
5be8028b3b94105f050c08ebd37aa98494b7d828bf75a50b0abbb36027dec59e,Мобилити Плус,Не положил,female,0.98
334835d0172dabbd6ef6cf8fb239abae112f5b324d0379d35e8b969d8309bbbf,Шкорпион Обука,Не положил,female,0.76
7ca5f1b9f4c935a77a1cb47733fd70faf89bd9f353f576e1f9a6de26e7740295,АСХ Хирда,Не положил,,0.0
2a8daa32d9b44645a20b670e124e63b91ef36a5173d598ceffa5cc791afdacc7,Виза,Не положил,male,1.0
b0255992bde9f48affb7f6cd3bdf4e17ab389b66b20a8f6c25a864096930e880,Шкорпион,Не положил,female,0.98
7b4baca61d6a2f67fb5cfd613d2e5b5b9bd72a765d4c9f37e35026add69e7ad2,М22 М22 Дооел,Не положил,male,0.94
9e08d0a9d40328c082ff8abc1a640b24ba4ebc28ae3dccc660a61bd4d831585d,АР-ДИ,Положил,male,0.96
ffe15b5179dd8582a89954561e8a9959cc13dec01971aed929f40ab49ae83e60,Ас-Коко,Не положил,male,0.98
266c2eef29009c4477e529a9b7b18d6f54c98f6cde45400bd01e22ed5e485625,Ел Хилал - Јуниор,Положил,male,0.98
e68b2d7d6675fbc7c0e71ad5348f7bdd3c73cc7c94a05063e20abdfe9aa060cd,Шкорпион Обука,Не положил,female,0.98
c74abf0274c365dd85c4cfa7e74c2d8d0b2142f3409e39867e6b74452d428788,Тримоски,Не положил,female,0.99
a221330cf79f48c6ab91ed115442586babe39a045748a7f5d4930a2dbeda1449,Емилија,Не положил,female,0.99
d95e7d8dd2d2699463ea8740e46d7e4f24004aea4c2b7af912d38942198dd6af,АСУЦ Боро Петрушевски,Не положил,male,0.62
5c9ed1cd80a87fc81c25fedef3595f865d608c0ec144b5f358cd7d80d3664a5b,АР-ДИ,Не положил,female,0.98
668f183b469d50f92561819a29aa36612c3d38694156c5d09172b3dcf5e47c66,АСУЦ Боро Петрушевски,Положил,male,0.99
22c7857f1f57b72a6cfb21f34e702f3a6d68e6262dfa763c1ad0a30d347e915e,Виза,Не положил,,0.0
5f49db78a3dae690255c8b63fc167050241f5aaf67eab098de286fef7962e540,Брм брм Л,Положил,female,1.0
c85969737104cc61dd586bdf071804f46c1058bac687a6679f61cae0afe8adc2,Арт,Не положил,,0.0
8a58db2d4b3b1d08b4d706f6221635674e4228d85ad718972dfa8900283a9eb7,АСХ Хирда,Не положил,,0.0
