"Име, име на родител и презиме",Автошкола,Резултат
a237387ab7346ab059ac69fbf3e446694641ca946e0d5040318c5c4385120161,Емилија,Положил
c5f9a08044976d0981d99c91c6cb2492670d3898d75e814bde0d7e2aae83da85,АСХ Хирда,Положил
65ad1ce02c7eaff90b347de6a78734ae81997f7d200c69452e6775d8711a1cb3,АСХ Хирда,Положил
9c599f8069f75f43e9b689b4976ce995685ac612886f6f0b600400a20beb105a,Кекец-О,Не положил
21e590978dc22b08d6491e668db1950605e7684ef8c05701ab860738ababb889,Зелен Сигнал,Не положил
c85d976ba3c149f2b2ea3a9cd4c78f0707e1ecc14d585bca9cccdc70a4cc4def,Ел Хилал - Јуниор,Положил
918a73251f1e9e693cd6d62755c46fa41d673c889717ddb0731598a1b6188c36,Шкорпион,Положил
e697ad09d9842f65b862e107a7cd8a5dbc1009e1a75ede0f643812fb715d20b7,Ива Обука,Положил
4daa48f9f930412ea4eaea1a3a62024a8fa889ef41391e8034d4ea94149f9bc3,Сигурност ЛНБ,Положил
1661b1208aff8ca2e04efe4e3d3ff1710ea7781a33bc576638a20c3a3e746af7,Софи-Скул,Не положил
b674faa548a9af00b8ad9d57e565e267325c3c2fa786bfde54cd6b9468fbeb11,Кекец-О,Положил
1aac07ebb916a87091372e0f04af5e23e5ae2ed9159b9633c4d50bd1992cf96f,Деива Обука 2001,Положил
d4345d15ad7e7d1519f8ddf00168f1d7ff0cd9029dcac70c4422059aa260abdd,Алфа 2018,Положил
d1fd982662130b7f3d18a400ada3df6939d2cf8fa6a152b1b3eb1d468a085ee5,АР-ДИ,Не положил
0da9ee5edaaa078afad3b9416c1f80ddd539b2bbfc7cb9ea6a4059aa33183dba,ЊУ ФОКС,Не положил
f846b96eac63a4788924dde533d36034957d2ea1d5c23669dd455f8052c37fdc,АР-ДИ,Положил
89efebce9268d2ea8a6d46e7ba0026b80da76b08506fbec0f2f249de2dc3436a,Арт,Положил
65584f0f28c22bbc1593e3f5d4b4b60857402c33827522e6b3d2c3410d69b2d0,Бобием,Не положил
2d84e47e3bc299d9e4038956650b27f967821e084da0c4847800cb041c5fafb9,Идол,Положил
0d1342f02c5695baefba4f159cb3edc36d4bdab51c2b71436a1be616e67b2a0f,Драјв Скул,Не положил
7ba80fe48f002c98f136293291a81e895759a0eaf3804ecaa56e1a6917ac0e80,Беко Бс Дооел,Не положил
241896d5db8c88455626d962ac97bc74f0f4b3f10d858fa765a4df3d0784846c,Мартин,Положил
1f0ef6fb9717d376cacc22e34137c3144be408e72db7efadba475e55c611101b,Ива Обука,Положил
80d2e885dc339e7ef730c424095c30e9792fe4ca2dfc069f3dc1bc308076a3b1,Арт,Не положил
a8a93f1c0690bb58a51eb6547504098ca0edc3303f0bcef7d0f18d95df2f56ab,Шкорпион С 2014,Не положил
7043ab9a4eb2db335d11b57d856c38f2f6462a2631ae08fc893b94909aaebf72,Кекец-О,Положил
723073163de516dc7f1d49de7af858fafa3c7688968e70ad7c8bc8b360727373,АР-ДИ,Не положил
fc92688da86bb7c317be9cbc07cba929eefe7c1b578fc4067513dc34d4e60a2f,М22 М22 Дооел,Положил
6f65070989ecbb66b6cdb05608c394bcf81835d407ac32e01261e2473f2d6123,Ива Обука,Положил
1ca5f2fcf918e909b3f75f55482d3f07f4698a8f419639702d9eed53021ad070,Мобилити плус,Положил
a881c8e34ef223b2e5c4033b498a9a5ff921a1da34cc57f1a66dbf4d4474f6a4,Софи-Скул,Положил
18d60a5dd571d38b9495215ce42ef3861820ca141cf71bbaa7372c30efa9a7ff,Идол,Положил
8e18f0ee6adcb27dd2d997be783287097fc5b27c89d18ca67b4552cd6af0b1d5,СМАРТ,Положил
901707be96aab2ebd571e33e317c6ff12e9a96d694c5c480926073fc57dd62d0,Деива Обука 2001,Положил
72133436cf9ecd92ee049b44f78ef16b5c67b87abe6108cb6d13857eb47feafb,СМАРТ,Положил
c93dab728772abecf8ae7f381a1b4d1a7b3c0654fec79d235cbd316fa7f81220,Ива Обука,Не положил
99a14bc44cce9982694aef415e89f39f0a60b8e1e396f2cd54f2b9e5d06645e2,АСХ Хирда,Положил
167e3575d13d580f788a66e61382e579944f1ed13c78db37066b848645bf1bba,Беко Бс Дооел,Положил
ca9a1ff69260b89502286187be5a783bf93bb492396390fac92d03ee1dcfed40,Зелен Сигнал,Не положил
b8c151e7a52afb424c2cd87a2aafd61a1125fac9403b616f1e818eb95affcabe,АР-ДИ,Не положил
f0a2ee9588ad85f8ff8c20ccef743533e2fdd5c58c7c7190314dbcf8fc2cb8e1,Арт,Положил
478a9385605febd23cf334cea6b2d7bff086d9b1a3fa1dad0889db4c979240a5,Кекец-О,Положил
20b5a4c2e4ed5acfab528e9e2b932d6b5b1065965420f0d702d82e6ba45960e9,Арт,Не положил
d5366477b4ce20d3f344d754248075b98cc55afee7ea3350485fb7b69c7800a3,Зелен Сигнал,Положил
f429bea25be2956d82428b3b28ea6d4afadd4bce605d82a884d54bd6212877dd,Тримоски,Положил
f63ee97befd4e4981d9f6175a30dba6eb58184d91988817a7afd8f62292e6e06,Кекец-О,Положил
a86c3eba83a149212a6ded87e01770eaca926cfecb7818e444bda5fa099dc16e,Ас-Коко,Не положил
6003545fd6c8a11d10797c584978744ed93b67250ad117d2c0bc675e7f44683b,Зелен Сигнал,Положил
405c04bc1fc3b256441185d2b4e5ed92c4790d8bc3432e270e7f2a54fa7e1a8e,Ел Хилал - Јуниор,Положил
d64ffbf986378525a4321f84537b8e8cc4d1f7b7dcfacebb847821b93fdf5e28,Деива Обука 2001,Не положил
17795072bf1b41ebbaf48c12e0d97a5b263e6ef90095fa1eea76af12e020c611,Беко Бс Дооел,Не положил
1fa5d5aa217f2309f60d22418bce31b9fb3d57170c6b81f5314bee7dc0ecbefb,АР-ДИ,Положил
e1c495048419a026fa8a774475a3c969fe6d3671671a8e42d0b353f94949a6b3,АР-ДИ,Положил
b56422f41f6cdd11ca25e5ffa4491a104c76a36af2a10c2c084d76c88503f06d,Арт,Не положил
d66da5d0b47817a7d966d7ffd357879e1448153556730ab53d6380df73df887c,Софи-Скул,Не положил
13a0f293a6e05303e3e5830a0a1ec57aa181ef02775c79edaac194484b8cb3d5,Арт,Не положил
f23b191855b82d5292db1539f525c7726c8558661b7ac376472615dc38e6ce0c,Ива Обука,Положил
