"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
0bdf17105c0e96f962307a14ef7a2bbd0604043f74b1ed0f9d7ee20ee5660ff2,Бобием,Положил,female,1.0
50d9793bdc41c4a24b8033dc29f01430ae760c88227aa1695972e80ffa859480,Ел Хилал - Јуниор,Не положил,,0.0
6b6b7958dbd2d31da2c7e09bf0c10e43c5d7b5510ceed2315ed59e50fcaf06ff,АСХ Хирда,Не положил,female,0.77
4a3f475b61ad2e54073444ffcfe35f0a0d158fd3dd01a1f9d66514f895c80e01,АСХ Хирда,Положил,female,0.97
e8be75d6b8716604039c9c843eb678db192a3cd162d30597cbbbbaababf257e4,Арт,Положил,,0.0
c4c9eca479cb60eba71dadad1b9edc9add08ec6c6dd7afb9e53a443943ba4ce3,Деива Обука 2001,Не положил,male,1.0
e1031fbc81bb326cc276274440fb6ca46e5199ff55ca44a7d05cce1d8e11beea,Зелен Сигнал,Положил,,0.0
3b68698c39ebf3a3082ec739f82d5d28d9feea1f286ad8bbd58708fa41469840,АР-ДИ,Положил,female,0.99
3517f3ca1bb22d25a8cb73ff23441a9358859de286dbfd054b8d697f1478bd76,Алфа 2018,Не положил,,0.0
a136015a647b5ad88de7b773b39989a161835d62b11ee33a310ea9c9c7832f51,Деива Обука 2001,Не положил,female,1.0
bd349ff422224721549fb5ddfb26a7fb7839c0d0605bf3beb56cd3defaef6304,СМАРТ,Не положил,,0.0
78bdffc3f9d4e5935e17070fa054520455edab597af7b79539d6a902d881225b,АР-ДИ,Не положил,male,0.99
f5ee22d88219b4a21a598d88bbeca37a9ea7c36541ce129e0ba494291db4e767,АСХ Хирда,Положил,male,0.97
4d2defdd85e84a45b41558b1f25e931ad009b326763eb1b9f16b746ffbe50916,Брм брм Л,Положил,,0.0
b3e18027bef61f800ab6303599cfe027dc5c04ee100d2101ea1fe43f65e42e83,Идол,Не положил,male,0.98
f08421fa7dde909c0fa40eaef4006ff81160c7a46fd7ee51068d3bd46bf3f313,Мартин,Не положил,,0.0
3b257428d5bb05d89c8cc703833a4713e904c33fa0b359e60f4b35c3965547a6,Ива Обука,Положил,,0.0
790302abc0f521eaf510eed2b76b31495813b9ad53b2c6b3593e9f2fc6cf4854,Кекец-О,Положил,female,0.98
f70a73e35f9eda1596aa685d05fa3e802610c5f4e36336ca4e832cf739506183,Болана ком,Положил,male,1.0
ee6697a5fb884fbcc6b74491f0b61b28971ebd60a31b93d9a4857cf55316cef4,Зебра АБЦ Дооел,Не положил,,0.0
d629ac837d8e9ee8f12bec317329d6635e8af5eb3a27643233a2d0d428b20227,Шкорпион,Положил,male,1.0
8847101d5b5f4c3cfdc197da08203fd2eba5283cbb80728f6b88aead8a3c5113,Алфа 2018,Положил,,0.0
18c63b2be51a31b93b8ce04345e224ba5d3c580c5e7fc6dc7919c921e5af49aa,АР-ДИ,Положил,female,0.92
10116b6578a5bc0e4726faf16080bf12a4facffd5647f872121da27604a1ae26,Зебра АБЦ Дооел,Не положил,male,0.6
8bcf9f58e0da26cef38cdffdb4ec96c876f15e23bb9114e36c70299cf0965398,АР-ДИ,Не положил,,0.0
1607b9d7e7133f2fba6d834d1e477933c3122b8d18de668a7f4836fb469a4cc0,Ива Обука,Положил,,0.0
46028041d8b3a7bbf3f904fb8fed84292fb953aa66a6225f2a437c6b04711322,Болана ком,Положил,male,0.99
1c9f1bea8ff72bceb53656f2b4dac90ed15a2bafb14e0c99ad3fc6a3e0f1edef,АСХ Хирда,Не положил,male,1.0
d664ece190583da380e0d82dd9608ee302e995b257380800c1ae1ac1f5af9f92,Шкорпион,Не положил,male,1.0
d0d36aa386fa7bd6f7dde005c2bfdbd1b2bba9564175b448cff224d55a4a7ff7,СМАРТ,Не положил,,0.0
9f2794e8a787f3fb64ba04e313e0e1abd979e25ccb86ae3153e1b3c57cabc7fe,Кекец-О,Положил,female,1.0
8fd120f64a3841fb6e459f47f6ec4344ba5a0554863ae78332dd676a6f209ad3,Деива Обука 2001,Не се појавил,male,0.95
350137ac74304cc93f43428976bdb9b8113f99a48fbb921e2c144d318a1d867b,Мобилити Плус,Положил,male,0.95
ec369d4653216c4fe85a6e83e3dada702dbd57e8397e31d8673b6066fbd09a18,Бене Трејд 53,Положил,male,0.95
51d4ef749f3dbc8260a2759eb702566ec356ac9ce074e1cf27e10515eb6f7250,Зебра АБЦ Дооел,Не положил,,0.0
0b30dc0fbbcf27c27091db038b1ba3f823ce50155dec896fe2b619b21af40582,Емилија,Положил,female,0.89
f62ef246e3b0b4c3956f2325ed4a2d28318cce4df2d7320672faa1d8b1605d01,Кекец-О,Положил,,0.0
d290c5de010c170aaf28844f8bcdc7bc4e9b1b46303a617cfca2c2622f008b2f,Болана ком,Не положил,,0.0
f67d4a45884b17c6d85f1f8c7f0f585923ea0e73c2e45486acc96a19f53759a0,Панда-ЛТД,Положил,male,1.0
