"Име, име на родител и презиме",Автошкола,Резултат
5ab08a37f73b1e234717e16b018b6edecc498014975cc3ffdc36bad518c08eae,Европски Возач ДООЕЛ Скопје,Не се појавил
3260cf4ce60585e0cfffdf977570cffe2ddb6821caee80344471f57324c3ce16,Беко Бс Дооел,Не положил
e54b6ba95e057a4b71bbb4b7c3ee35bee10c54fba7d6dd4d048c8150b8e0452b,Елита дривинг,Не положил
cd72eb32fb80f1c2568499bc22aa4fb9cdac337f7a6d1bcea5d8078ac9a3d0d2,Зелен Сигнал,Не се појавил
692d64712893a33d4036a4f04181d65b394dba777e33d384dea7f69f8aec91de,Софи-Скул,Положил
52a436421f63e2820578e665b87e1a702ad6ef6e67c3483f57810acef6862f3a,Алфа 2018,Положил
c13203a1be7095e9048633ae1be8ff47a8cd47f441d417b7d258ca1fb118d472,АСХ Хирда,Не положил
9a00f9d030bd05c810d17dcf7b904032e1da078b7f1e347a7a3100f0795db615,Ива Обука,Положил
a29a44843a629d16b5c97f169847def85c8fc57131d6ab5b1c48c1c8e034294f,Алфа 2018,Положил
7e30307a0015cf2466b0f8697fc8a2264ae124e7d1c720993513689ba7f047a6,Тримоски,Не положил
bcc06fe4f7eedb67d665761478f031d095b0abf83bc4a1c6daeca833bf81d0d1,Алфа 2018,Не положил
18872ab120837520ed6c8716fb7d87f409678d2f1ef5bbcca4be0886a46811e7,Алфа 2018,Положил
9baa9763fbc71cf9b2a8bea62384026e74fcb03862812831411645b303f8961b,Бобием,Положил
50e4f8d66edbf4e37fed3d11f1874f31370cbba5beb8783b42b2cfb95c34253f,Европски Возач ДООЕЛ Скопје,Не положил
e7883a4dbe1adcfa46669a8c69656551590f3e00b870cff91a43e7f63db23117,АР-ДИ,Не положил
1a318cd508aa9d409ee5aab7911afa9870070e856a179e001028a0a5040b9d75,АСУЦ Боро Петрушевски,Не положил
a29eb27f167a1c41c922cc90aa7902f30705d1aaf2ef43acaccba22fd0f91a69,Шкорпион,Положил
a17632bc00af6b9d44c83835ba6d381d403526e102fc2cbefb74dcbc48d5bdc4,Зебра АБЦ Дооел,Положил
1e1e7a5aa802d5bde4234ac8a88e4ef0ab6919dae63a003a4b73c3bd75d2624f,Шкорпион Обука,Не положил
1980b285a49b9ad774da1c6a3260159397a82c1ba89121517097705b623382f7,Болана ком,Не положил
b8ca1af518c52e7ea0d7e649ae19a54847adf17e3f663b8d9ef3bd88971b4ecc,АСХ Хирда,Не положил
7a144672448dc7fe40e18ec61991f18cac2d35f22c6a70b72d918ef3d30c57b2,Ел Хилал - Јуниор,Не положил
607cf0e0630f9fb964c38b9004ea0684efdf4da3739413f43b21b488602a1e60,Зелен Сигнал,Положил
60fd037d993c897e3632208972644f86b01041ff9e9eed9091ea95770172e045,Зелен Сигнал,Не положил
545092980c3d917619ad7b3854fcee6f18f079a6311961437c1ec6e45ed63ef2,Ива Обука,Положил
c23161da0170cab1655046cfa51493467e38ac54afbae2edca663073948d19ab,Болана ком,Положил
d582c69fdd060fcda1d16396c0439e64eab4a9c99970cad3171c5e4723b830b4,Беко Бс Дооел,Положил
4e69f32c7bb234938bd5d0a9af41bc6544d7cad36d4936877f326ae4c499b715,Нико- феникс,Не положил
22604af687b8e6e3bbb319028253423dbf1144fd57c60f0fa8df8c4d63316eb6,Шкорпион,Положил
38f49c784b687b7656269c5056d498b5b952a1f495dda59a1472f9665fc87eda,Болана ком,Не положил
18da452795e16ed86db78c25b21267ddee3c3e50b46a25898f072008d255d969,Мартин,Положил
