"Име, име на родител и презиме",Автошкола,Резултат
96cbe3716b2a5f0d7651ae4923f38cb28239d7b1d1fd7e7ad9d8170671d029bc,АР-ДИ,Положил
3c4e5f11676ea864747b9b1064b56a1e5c47ac045b15806f1dc1b9823de62c25,Зелен Сигнал,Положил
abec570a2b9292cd60c44b240d9180a0573c18d7f6de5654f5cf2a3302198659,Зелен Сигнал,Не положил
c80204697984748bd74359c8a516c5f4d521a36c84dbd577fa4da0ef695ef468,Ива Обука,Не положил
dae8d7b4d1461580a8fef6ec74fac10737bb44f25f9198c4e843a6f3bd74bcf9,Ел Хилал - Јуниор,Не положил
780342f519a298da3d6d4292a79c9eabf6358c884c0c596de87999178280f16d,АР-ДИ,Не положил
db651ea6717c615df107eebcff840da731dfc046e67ccabbf0e32bed6a585ee8,Зелен Сигнал,Положил
7441e866126aeda1a817c82c0b786bf9cd34f8f06e96b2a17d3ec9fec78ddbb1,Ива Обука,Не положил
94cccf8e103e4d5de4aed3c86051f315972f50a5b97c49818406865cb99aa529,Мобилити Плус,Положил
13c9886de86a136ca2f07cb39955d3cd54d5677732c6548b869a727cefde0817,ЊУ ФОКС,Не положил
d4bdc43e1f19ce1d66ab0a97e5995ac54722ee818415f448c02b0a10183a9167,Драјв Скул,Не положил
d6ae8a531d3bf0656f8a4c6908a7ca7652880529fd711b6f92bb93df77b58e8f,Ива Обука,Не положил
3f992c5ec112c7bdc61c2e57553bb374ba3583c8c121b7064c2d856973937bad,Мартин,Положил
1263d39e8e3d3559b55a2a00350a3a0bbde56e42dadfba2d09058d958e154042,Зебра АБЦ Дооел,Не положил
e720a970d2b0c608a32fa594e6ac2ed61cc3fe3592596d7c030ca08a02f96ac4,СМАРТ,Не положил
5074235b1833e96c715e9d71131715f7668baa67e6163f7e7b94f52bf2d6431b,Софи-Скул,Не положил
9630afa268ba2ab34e9cb910b5df1974abe970374e49783099ac17121d225953,АР-ДИ,Не положил
67b207f5ac5c0b1bb2cec80f27195b470a5b8353a6948307fd446148a363f303,Арт,Не положил
e4641e81fb288069429c36862513a41d0b5ddc24814d2e0ed54b2db8610b2620,АСХ Хирда,Положил
615fa5f59320600d7ea5a558ba8264e91a3bfa3e5755f6b56ad1f964e54da4a9,Зелен Сигнал,Положил
9399433be0af0dd8916ce85bc2cfee5a65bfa0438af0c2ed0fe78dc0690a87c4,АСХ Хирда,Не положил
153a3c6f658c5756dae13b7b9b6479067b8a03b0df37249e1f67369b3b9b3708,Софи-Скул,Не положил
48946794930cda0d33ebd0b4946c7b7f403c6ddba7da664d370073929906feaa,Ас-Коко,Положил
f979cd99cd1bbcc209dcc1996fb06f721ea8fbea08e8344a921568298ec50d34,Идол,Не положил
5f4d679a18ff7ca0deb99d0dd8b5653e679bf88cadcd52dc63b6032918c58d60,Мобилити Плус,Положил
7e47265057bb7a1bd43179f0a4a7850daedd4c3d9bc2cc3bd21e472a420f88c4,Болана ком,Не положил
37e50d5067702aa7c157a84f9464f21f16e56563206d6c76fc7f079af15ee201,Мобилити Плус,Не положил
4692065ee7cf13eb512264541323bea853612a92f00427a7df4d7872fdeb5209,Ас-Коко,Не положил
252434a0b1a4768d65fc18134fc85427678c69570ec5d52eceac14610f9d7a85,СМАРТ,Не положил
706c19d4b534dbc2131d76d1da11b3cebe998f5e7c9230ae7e9857fd47248b3b,Мартин,Не положил
c6d235d5883a9d58d92b7a91e93f2fd0b39c66ff62233e1daf0572f88516e829,Кекец-О,Положил
cf84d6be25f0063771128cbf23b5ac2320746e5a0752b3e65d023170fc90dbdd,Мобилити Плус,Не положил
d0a6a4b72ea0568f619aa6ccb2626ede440336fbdec866b39af01f4437cf42d2,Тримоски,Положил
ca4a86b48e4a29586c1e6831c746c8fcadccd026507e97edc70784f8b5475fed,Ива Обука,Не положил
356cff95491b57c14e5786ccbd2f07e224043c971fd36f04a0ba40631ced215d,Болана ком,Не положил
da9ee2be3352fa7ef569d4051284960c2d8da7ee55e1a33fcf388dad0548f2af,Максигнал,Не положил
89e67ee4b9bbbf73f4884082a0dcbcf02d346132bb0e7afe5ddfb3d20a967fa7,Болана ком,Положил
55a4af6dd6b7c2c0111aafd9e84365014fb80d712537e43f7bacdd008c9c5230,Мартин,Не положил
d6ac2d312e4ddbfdb014ca0ed61c584738c548d70770921a4354e5fa5373d295,Сигурност ЛНБ,Положил
91b3f811aac3026b2bffcb4fd36a48905e2ef90dfb5976aa72cac3aec19c163b,Зелен Сигнал,Не положил
