"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
1e45345fd8cea7dce8fea780d960d9661513f82b68e770b7e3ae101e94de5f37,Емилија,Положил,male,0.91
55f6d860fabe5a41eddbfb39b56b6ecfe7917dc7649f0f44aa6065afa9509ea7,Елита дривинг,Не положил,female,0.77
8d409ee461aef7ec0b7563721de1030d631e88876fdb89064e697673415490b2,Бобием,Положил,male,1.0
526866ca0c4a480bdb7ee5ed2cbe8913bc67267f8002dce0c248bdace5281f7f,Ива Обука,Положил,,0.0
0a90f81a9be283acce91de988cd4c3f60f80a5860730fc99cb066b04818cff73,Мартин,Не положил,,0.0
82dbd39a7a2a275d29805d88beb1d1748cedbff6c43ae1d3635104858ce0cd84,АСХ Хирда,Положил,male,1.0
02009d3a963164e60d44901f5fdb73044c563ca268ac95ead97a48b81c5f5cd5,АСХ Хирда,Положил,,0.0
7f21f5ad00e86b1d7ecdedd950d8b2895380ec401297d4711ebbd3980cd3c5f1,/,Положил,female,1.0
cc186e125eb67b0c73502134598350436246d7f46351a106c6f3c8eb9f89aedf,АСХ Хирда,Положил,,0.0
8c15bd6ec87883aa0d0f77136c095eb09afd3a33556822e050ca35dd75ab1151,Ива Обука,Не положил,male,0.98
0f572daa408e3d1ef880bd3fa17b8571455db3b0ccd901642036eeecb0695b33,Зелен Сигнал,Положил,male,0.95
6604c5b262ed75ae64ad05ee01f30960d4fa21e0a7c724f86abd9b578479556a,М22 М22 Дооел,Положил,,0.0
7060bd6cce8ed7af43c565e714845170fa4e9e1cf46d55fc8b98e33fe314db01,Ас-Коко,Положил,,0.0
be50cc3952833a8b2a7c5c226fff0d4712a8c8a6ac86c126afb6466a7224b0c0,Шкорпион,Положил,,0.0
93d52a9da9182c7fdd8bf59a472fce12e80f7d4f6c60a2bacd0257bab99b6d52,Мартин,Не положил,,0.0
a451ac75992ded20dec632b3f7081d9b898c31622bed141bb0a5f9740199bb2e,АР-ДИ,Положил,female,0.95
8eb21b7a75f28247ca58247ec697c264613b045dadba685c5312f8ece8772665,Кекец-О,Не положил,,0.0
566070b2c20ede25b230ccddd562d2dadaa7ba56fcfaf2e1fa9adad248b96861,Софи-Скул,Не положил,,0.0
38160aad6d5f9cf690efa20bf5eb4fecf93da9312bb5eda57038cae13d01353b,АР-ДИ,Не положил,female,0.99
9feea3f7d9cd58cf55913ba5fbd0bfa8cab2b0fc7eb1bc725ddcc3f7ab3814e9,Зебра АБЦ Дооел,Не положил,,0.0
854c3db8b8fdaeb040263107e6953d5e2ff2b7fcf440019351602db34c3766ec,Кекец-О,Не положил,,0.0
