"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
e30c9d8a8065f8f4b3cbcb88a99137ab70616b286b4f22857408856836bcf682,Ива Обука,Не положил,,0.0
1dad7df5cad9c335d230e185f3169d0a06be01f17589c7e3f0d75309cc64648f,АР-ДИ,/,male,0.96
d9628f93e519ae0715ad57edbb9c576b6b82f77b47198a991c69b0c7edf6ea57,Европски Возач ДООЕЛ Скопје,/,,0.0
c847c39a6ff3beeee63fb8c41c5f436b8cb0598017fc05ce73f9aac8dbaf0d44,Мартин,/,male,1.0
f4c4462f7d5264a73cb07bcfba8179a70dc495f0052b902342bcc8dadbe80f01,Мартин,/,male,1.0
6cbba8d0287e9e1a90f82a15b1d71bc00b7f7129b440f94278f567e0ee672940,Алфа 2018,/,female,0.99
2837e037fecf1393b5261df923dfad45510c21f4c2ed9cdadbda916152710a01,Шкорпион Едукација,/,female,0.99
68ae18f902066b606e0c2fe781e6048da9b7e99b8c48090654f5dcdfe00e8110,АСХ Хирда,Не положил,male,1.0
1a74c0be63dbd62cea85bdc43e8b210955e385dc52a926ace1cd2b9404d3e73c,Мобилити плус,Положил,female,0.57
6884b5e338f5d074481f7d6592af6d0c50a3e40313879fe10036374a64487300,Елита дривинг,/,male,0.98
28b1d10f3db8840e8be84e78d142c4ac47a7d6fb5cad4fe645b313aa225d8e0e,АР-ДИ,/,,0.0
b072741b085fe8ef48536f3a65dc51d6a4dc0205f308f0e98def9f4ef63b12a6,Болана ком,Не положил,,0.0
93a9028d455180864699a30434c91a8473a6214628b4dd244b9cf16009797feb,Арт,/,,0.0
84c1ff26a973a48dcd72b222058d18b6fa858d362d685472e212baba3b3c9269,Ива Обука,/,male,0.98
fa69b436036d1ef6e68ed9f6cb675d0c91ba6ea867dc695b706785116a6f1d54,Мартин,/,male,0.97
a700e166e09d4b972ab8c593b0d15559426aee03a031b124a80441b7673d432d,М22 М22 Дооел,/,,0.0
b5046d8e62c9464e3dd08995688a483cf95381833a8b4de617661e1ae9bcf0fb,Мобилити Плус,Не положил,,0.0
a6733f3644564f37aaabaaf4a9801a80d9b5223cd3b30b955447986d773abdf4,АСХ Хирда,/,male,0.99
039f2fd86f63ea68962b635082551c6d3e6ec177192e8d84cb6deb4a7c5bc73d,СМАРТ,/,,0.0
72a92d90e9476e06d6b4641272038693824e9b0da60fc5055b28390349066e4e,Софи-Скул,/,,0.0
d2cd444bf40c3b3b4ea6f3a85e58de262e7bff1ec697ac5086fc3738a0af64ce,АР-ДИ,/,,0.0
4a0ada5e03ab07ebb5c355d61a6d59efa46381f45e91e851172201df2fd5bf0c,Деива Обука 2001,Не положил,male,1.0
d60dab9926eef6262c547fd12c365da7c2932ef5efd140a313b3bda604c14824,Шкорпион Обука,Не положил,,0.0
636d81dada00ceb07acdfb2bef6258424c4a43d0f340756df7d085a5fc602d36,СМАРТ,/,male,1.0
40984c53890ea51692e2b0b13686938a4190261c7faf19cbf9a93053eeea0e1e,Шкорпион,/,male,1.0
831d2a2c879bef6ff6836c4245542c4dda9e232bddf23755a50b4597a4cfd610,Деива Обука 2001,Не положил,male,1.0
869973f3af3dfd46d7be4d74eff09721a0ba19d20ecef3cacfc6c191601e3362,Деива Обука 2001,/,male,1.0
1a092da53f8dc6f34857a657e7503ae636620111d0271657ba4ed1c0e91e8773,Ива Обука,/,,0.0
5f071c594ea04fcdeb2f9ac48741a16175c4a314505b827de865a5a010b69426,Панда-ЛТД,Не положил,,0.0
41dc23a6db58368c98f0995dccf8c50778566ce5919dfb2f7610a1c511837748,Мартин,Не положил,male,1.0
637dd18af44c50cdfde1e14d4502042b5e83be60399095eade9280c0ddb196fd,АСХ Хирда,/,female,0.99
372ff20b2390b914d67dd12bbdc475eee949f390ef6ce0b2c340f93d1e21a531,Арт,/,female,0.99
c98e133f78a4590a13f959163f0f397f18e199ca6c37f6239e1523a8bb7c1031,Арт,/,female,0.99
1b019a0c8bf52501af84385e846e6e1b573287bb29401265d00c9f380c930971,Зебра АБЦ Дооел,/,,0.0
7770026d502379077606d055f8ecbc2d2e6584accc08f03e1c1a6d728fa3ce4c,Зелен Сигнал,/,male,0.99
0d0920a1e065806c64bc9210deee1b5fe3487d4106f32ca0e00f0881156c0d6a,Ел Хилал - Јуниор,/,male,0.98
ebd5918a0daa17ea30e84830a32284a28ccb20f8f99728118c0d17ad36357393,АСХ Хирда,/,male,0.98
