"Име, име на родител и презиме",Автошкола,Резултат
718be1e22e0ca53dd117207ff0577dbe1e13aa8137ed068f3bd5d54cb42addb5,Бене Трејд 53,Не положил
ee37ca0f8e119e1e71ebef28284881fb76d16bffefa0a2d9cc21e884d724a016,Емилија,Не положил
05fde1cd9249142e53b45fe57c792eb6efda1c6bedf54eb3a88df8537e9b9091,Шкорпион,Не положил
0524666c1dac758605710b1a94ca68646f60d9d2d066ca607dfa772f4176fd6f,Тримоски,Не положил
f31e374ef87f3825ed1272e49c1064edffd15b3bb3c37d294b0b565d3f67a43c,Кекец-О,Не положил
ecd2465287c4afed42662048667ce49bf735259ecfd4509f04749f2a893d3210,Мартин,Не положил
29dd4b4a21e9b7a4b7c28574d5d05383f60e74c4f4dc88d269407cc954a19429,Зелен Сигнал,Положил
f3a433b2b256b7dd3a83c85f80d1794d4138f53e95d9d0ed3bdce7bc5e8b042b,Кекец-О,Не положил
a5e9768319447faee7ae504765385fa1c8782635fda4b94c288ebad9d331c459,Ас-Коко,Не положил
50e31605f5d9035950eca93f6906e348939216132c932e93ef62980a1588c277,СМАРТ,Не положил
bcc06fe4f7eedb67d665761478f031d095b0abf83bc4a1c6daeca833bf81d0d1,Алфа 2018,Не положил
b46004b363cd757c7bed5322016be69739778e5ee7bab49236c2191419e75482,Драјв Скул,Положил
562eaba327a6f8886385ba4e596652d4bc526f981daee74c2729adc1c1c91670,Драјв Скул,Не положил
562f7d25ba9e55f51de83ddda9dd10b31633f975e90ff9cbf33238d1d82990f9,Емилија,Положил
6f5bbdded5ff65d561d612c4a699db41b075c0dabd43e5ba649837eb559f7fba,Кекец-О,Положил
d08fd325ee4e4ec12c16d09269bf7c20051746f879a3dcaefcd0b08b0567bb3c,Мартин,Не положил
216304f76fe2e2c06184c00b1f2c4a24b323d562e3b0ab2faeb4356ef3c19466,Ива Обука,Не положил
d59ed9696472def558d06af13fdcb409626f60ec39e505fc51e229b4c6d5d0b0,Арт,Не положил
795fb8645aa334d2ca93032d09c97c5e0629e0729db29422b2a77cba5b18c348,АР-ДИ,Не положил
3f75b4f08bf22ba8607270821610de94e43b6fb7ddf638bb575822bc50007781,Арт,Не положил
c468affb81b38471cd3204cea17b1f00d9038f3e9f666552e2891b24fe7716e3,Идол,Не положил
e77379cef75eaec49b4b6be5c3f7199ed964dbf3260deb52e0fe43c55354a094,Шкорпион,Не положил
