"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
c181ad84a644450d10e1fa72b27bc1ceb177388b27ec44d45ea08a91736b849d,Брм брм Л,Не положил,,0.0
9e71710de00383796a9ab004bdc3f5aae0111b8e12fddbe2db377217c411a406,Банкина,Не положил,female,1.0
26630a666d4e080bab519fead4713e5fb074d31eba08ac6cb0ceda5cb1ed1860,Идол,Положил,,0.0
f97a56cdfe084e1263b90c3f2e869939e8eb238ebb037bcd84295ad1756d382e,Деива Обука 2001,Положил,male,1.0
74bc8e140b3d4acedfdd493598857d27e2e0e651cac5319a88eb0badc05c319e,М 22 Маријана 2015,Не положил,male,1.0
b08188541569bd632dc84027211c162bfbd87b6701daf888c0175954054384cf,Зелен Сигнал,Положил,female,1.0
aa58f84bac30fc4aa26b75e15d52cee967ed3200cfbbb34b20b5fb2990896906,Зелен Сигнал,Не положил,male,0.6
80bdc771d2bc7fb4954fafab3171faf61de31f6d2defcd7ff9c0b5a50db170af,СМАРТ,Положил,,0.0
4be5e1afcf024afff3d7b75af10d39451e9404d006bf34e5b45e870049867467,Арт,Положил,female,0.98
27f4eb440fb33c48f7ad79fae28b21d0026cd09f74028673e177c866bb3cfc61,Ел Хилал - Јуниор,Положил,female,0.63
1cd50ab212feea1108676319d606084a0965ecc25fd50057854f302915f41d9d,Зелен Сигнал,Положил,,0.0
c871e85215c56d5ef652a815e68b7a4f0914a5a4675399489c0255b643ce6b63,Тримоски,Не положил,female,0.99
a6d3073283de3d54484fd78d0f3e65a53d52e0b3978a364773abc49ea66c4872,Идол,Положил,female,1.0
ca526eb17b5d967ec0a66228b6a03f76f68797f5448bf0c6a126d5653baf25e8,Виза,Положил,,0.0
b75e0c85d152d94773914ae15f5ec0e9f537525da46b5807598995f2d38e265c,Идол,Положил,female,1.0
a793ead40646754ab6db28d57cd113f7451b9a967ef43d4649d9e8923e660ac4,Максигнал,Положил,,0.0
78bc6814b5b67ba9d5bf9e1e790a436a23eb2f38fd289c739ebaecabd8df7895,Тримоски,Не положил,female,0.99
3fb0d802aba55fb07e6c3eb93a1c45640ca72d8ce7abe530309e901fb68969c5,Мобилити Плус,Положил,,0.0
3a4481d23ab570cc79869f32041a40d4641e537f48ff45958bf9b3470b749ea1,Идол,Положил,female,0.99
c896c641d19c5cf7b1acee04f29db2a7937b8a1113dee450393d7901f61f6ca7,Болана ком,Положил,male,0.57
ce29fd225043170600e0b45dba919227e72ed676281fc7ccde3d6b8990699815,Ел Хилал - Јуниор,Положил,,0.0
7fb964e5b2e00c62204d2d93acaa6daf31a815fe3d67630474c357aad0ca0698,Арт,Положил,female,0.99
70c15d301c568d1069f6d02cf120094b3a2ec29dd9437e9ea7322c5924e8445c,Тримоски,Положил,male,1.0
f824d2dc4ddc5dd2fd4040593b4811ad8fd72772be6d9e81058afde931c78198,Шкорпион С 2014,Положил,female,1.0
a4e4a96687e464c05a25ee0a842932756356212fa34e811550f58de73a425840,АСХ Хирда,Положил,female,0.99
