"Име, име на родител и презиме",Автошкола,Резултат
f338f9a36de651fe51d5b33874fd2ace91308a7b8cdce2b34d852fd1de402ecd,АСХ Хирда,Положил
bf49b46d8fc7c7ddd0bb270e3a7fc5fa62e64bbef54575f0478f766c5ecb73c6,Ива Обука,Не положил
e4fdcabb3a26effd15c2e470f4381d58a5e60aa5cecaf325eb35f2d8b6ad9528,Зелен Сигнал,Не положил
2e90a8b46e250890e0775e618030ca5e21deb6f3b6bf701e9c972fc1cabe9eb0,Драјв Скул,Положил
c6073e87dc18af824e38c63fac26458df80234e924703469fabfe3eee7452178,АВТОМАК Гоце,Положил
eca7e493dc53fd57913763782df10714c0e8c951d3af44256ae3eb2570b25563,Тримоски,Не се појавил
87132c8aa150f668fc12725047143e2f06be59e46aee67c610a5b1cd9b191100,СМАРТ,Положил
2a8dbb06e1f4354baacb73be5b5473ddc43e362074b62f99f65e231c891be08e,Ас-Коко,Положил
8206ff173f110e928aef435bc412082b604d7a1b250047d2a74dbe37e1f71a7e,Кекец-О,Положил
9d4ace4a4f1f6018a3672cc9152b2b6253fd53314909d3f712989f7bbf14f1f3,Кекец-О,Положил
e47b62cb9a8edbc152d4a98904c45a03e1d2bdfbb6e1b67e034d94cbfc6e8d93,Шкорпион,Положил
15f16f218e573b529d1f8da750bd2355916d763a798d9a37777f0e55ebb7a36b,Зелен Сигнал,Положил
431a941273e181b04eb2ea1743cf40ef4b22a5b9cc0f0220e2f4452eb0b7deef,Тримоски,Положил
6f361db8775e747e7ef5f29715fa8eb7078047f814dde2d4ef53a17bb66c70ea,Зебра АБЦ Дооел,Положил
df88b037a62252464f98f68ef6f1c7f6f4bab41ed5815a2e6a33c86b907e0392,Мобилити,Положил
d33c4a3b3a0256ab95b5f50312d908dca36fa8856a84a6c3357d46f706fc917d,Софи-Скул,Положил
4e944703dd03658e8b5bdee56a52c0d8b1dd4942a09b83badc1277e318f344fe,Шкорпион,Положил
9b92dbb06f521f979c1823f32ffebc95c1ce4b8b131d16aeda47d7b147b491af,Драјв Скул,Положил
a0813cd4f9563f1bdf8fec72e8343c890c32d7c38f6a0db785aa030340a68afb,Бене Трејд 53,Не положил
526a3c162472382a38533d299dd78695afbc72b026e4318a88442a90a7cc3f3b,АСХ Хирда,Положил
6dc3734f6573f8110a67c758eac901d78e7a0e482f92ffc0dc51283be081d02a,Деива Обука 2001,Не положил
6d9f241345306b1c9b484ef20931b4ac963fc0e3d7ade92e9fa98af45f7114a8,АСХ Хирда,Положил
d96239a869e200ce65c76ab793fc8372bccbbd92caa3402e0b1473b21d0e00d7,М22 М22 Дооел,Положил
4ea58e7e8f0809697bdab0563c4c72fda62e49463786bf5f54f9698f9e70d376,Ива Обука,Положил
c196e9b836899a6ef3509a4aaac5a644be6d8c88f711f164ef7912635fd33a5e,Болана ком,Положил
c6dc489141114f58031b3a166649e4403368c530c5ef212177e93b0c747c8d42,АВТОМАК Гоце,Не положил
fcdbbb43e614b3b90f0e6680e98bf255ee80229ad67485fd0618ba9a80356f88,Ива Обука,Не положил
7811486f096e8c3462243cb7a92028d398193be8b03774a8c39f0b3a8fc2e544,Деива Обука 2001,Положил
8105cc51cb44f7a1c665314204b864c937200c6a492e4131dd507b9f091e6d78,АР-ДИ,Положил
