"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол
a0f38ffbea0e3838bae1806878b2c9e1a4fcd8c1b2b939e6f5daf301ece50c6e,АСХ Хирда,Не положил,male,0.98
6ca6b0a974ddd265df6a0b32eda46c89ef2140482aeb6e0d87048f1ff7d56a6b,Шкорпион,Положил,male,0.69
dcba1bf76919b62b97c12d30156bb308609a241ca19f06f3da930a7cb0d4640b,Сирена-03,Положил,female,0.54
4ee391dcd2d827346fc8f585225e7d9fb8f090d2684105a4c1f3cf915c14ef48,Софи-Скул,Положил,male,1.0
d9de4fe475508800b87356914d6f300bac0f0a58def32e7f3d6063f4307f8fa1,Зелен Сигнал,Положил,male,0.99
6e43a3410383e2b830214a100e6da5e76e8feab4ef4f04d52dd4c377c60ae2d6,Мартин,Положил,,0.0
688c1ed858c0eea0df9636244f2b6e85a5c154725abe77bb491c3038b53fe988,Ива Обука,Положил,,0.0
44628792b0c3f4b66afe181b66a526185b223c943e0b25960c9b831d3f02b0af,АР-ДИ,Не положил,male,0.99
44692f92e95ef6f0bfbdd5c68c2c26727295de93ba0193f46e8a9944c2de9394,АВТОМАК Гоце,Положил,male,1.0
477571143f4792971ab6b94ac9bffc723b9307de101cfc7282457e41f0773645,Брм брм Л,Положил,female,1.0
