Unnamed: 0,"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол,date
,ad885f46e527b812527fcae61c6a81259e3d2e387ef101aa841e12fb04653db1,СМАРТ,Положил,male,1.0,2022-06-23
,56a9d97fdf0c8135b3257e96cd4597bce8533dd049a33b4fde34794ed4336e96,Елита дривинг,Не положил,female,0.92,2022-06-23
,be13ce541c7fec64c1069cdf7d3dadb98c11c7e22dc9564d0d2b27d833e05dc2,Мартин,Не положил,female,0.98,2022-06-23
,13b585c3f914b41057f178daada4bd362e1021f00da6ec2a53c0ba218a245ffe,Бобием,Положил,female,0.99,2022-06-23
,c5034ec1d578b67148cec4c9682938f8867a84c2ca0bb25e19d9d0409520b225,Виза,Не положил,female,0.99,2022-06-23
,58fe472ac1cc1af0bbe4644bd02cea3022a0bb6db7d27cc69402f1fdee2a8ca9,Брм брм Л,Не положил,male,0.99,2022-06-23
,e19a59d80ae43e1665a562f454b716d053a656955363da7a1992decdea537994,/,Положил,male,0.99,2022-06-23
,546cfe5d729f40bee3db8a3244991debf8c9056e1e79e5719959f8bbdd8e05af,Арт,Не положил,,0.0,2022-06-23
,06e9650a0171cd25c5389436578ca20334210f06113e7128fe48ceae98656e95,Арт,Не положил,male,0.96,2022-06-23
,ff0c98e8853f83f039cc284ac8ea81a46130737521ad9db20c14929c3c095890,Банкина,Положил,female,0.98,2022-06-23
,78fa5286eaecf0b7c69e17d89c66a512c7cb176428212184512309dfbf1b7a5a,Ас-Коко,Не положил,male,0.99,2022-06-23
,a3a6bc0acd87a7208e35b0a6032da7473910192c47c510c0e9f36f534af241fd,Мобилити Плус,Положил,female,0.99,2022-06-23
,76984021e7ff647eb1afb9b776e0528e3b88fbbc4b445f1bd8d3e5611e56f7d2,АСХ Хирда,Положил,male,0.98,2022-06-23
,2d11d01f65cf3108669c88e19251fbea1b3cbbd970d74bec071919aa2d9a2923,Мартин,Положил,female,0.98,2022-06-23
,cd7a04a9647b0c0888cbf04f19aaa858e14cc25a3fb7ff5565b9eb795ffc64e9,АР-ДИ,Положил,,0.0,2022-06-23
,d7e23c4134d29e5952bad329c28a4b3adadc6535ea8258c961d695590b0238c8,Бобием,Положил,,0.0,2022-06-23
,7833897dc78c6ade774ca677eb7a6571b0cce9f8239843444fb8130051ec9f8e,Ас-Коко,Не положил,,0.0,2022-06-23
,be92983c7d39a714aea18d37635926892da6daea02252c9a608f102b902ede3c,Кекец-О,Не положил,female,0.98,2022-06-23
,b6c6ec42fd2325288a44e7270a394e2e1e047350a7fde71ca8838684f94347e2,М22 М22 Дооел,Положил,male,0.99,2022-06-23
,4edfbfdfd5e9dd2d0bc082c9770a4387fcba041094ef42ae507b4fef47c843e9,Нова-Нова,Положил,male,0.99,2022-06-23
,5d08f673a5d439485b6a279db53cd957a8669adc05447c6b059f8850bfdc5d26,Зелен Сигнал,Положил,,0.0,2022-06-23
,a662e8034b77768092ad3f19bfbbed79893ba2061f550e3b99671a1a3bb84870,СМАРТ,Положил,male,0.98,2022-06-23
,31f79ca47c408d80af135beeb101c5af547dd541c44331c18a40725ec052735c,Шкорпион,Положил,male,0.99,2022-06-23
,456598901206a7092c925b517babe11a119ef76a8dd427b06c91adf2cde5a623,Алфа 2018,Положил,male,0.98,2022-06-23
,31f9f0a6b07bce2ead90bfb3a0480aaff659df1e17ab6cb6a932740b579f4ec3,Зелен Сигнал,Не положил,male,0.98,2022-06-23
,febd71275020e840382a4d5b34c6c45acd10c6f6b4464627bece0af166f24bf7,АСХ Хирда,Положил,,0.0,2022-06-07 00:00:00
,1ed7a51f36a945af1671b7d10a37a0d13c3e9be0fbc436aa025a08cbd7e1b036,Алфа 2018,Положил,male,0.99,2022-06-07 00:00:00
,b4a48f8199e201ff0eaa868a621f3373eddc8a759e9e801e5f37f6fa2f27ba5e,Идол,Положил,male,0.89,2022-06-07 00:00:00
,041a59ca6538db6d97b9d7624f50e24bffd4c457a362626fa8a266782e4fd2d1,Арт,Положил,,0.0,2022-06-07 00:00:00
,6c7136930b97fdf74b3011096a6cace9116379e85186731164f3e415ab231502,/,Положил,,0.0,2022-06-07 00:00:00
,c3a58de83abc33b7d325030b84cb3471236aa19e30bdb67ce20ab8ec8fc4d21a,Идол,Не положил,,0.0,2022-06-07 00:00:00
,bf3cef07f17bd6698cb8da87180794c4ce027fbca857672195b562d73aa45e15,Мобилити Плус,Положил,male,0.99,2022-06-07 00:00:00
,0c9060e41270d3143453506a25fe9ef139cb8f1ff475b8ec7032c06becf0b93d,Шкорпион,Положил,female,0.99,2022-06-07 00:00:00
,ccb91f3e9ecbd5e92d35df49bb4403dad01ec5ccb33a5bd5d5aaa5032b3d8738,Арт,Не положил,female,0.99,2022-06-07 00:00:00
,e04cfda845d5cb1bb38951b381bf6f992afe2dcd8fd2aa1d5edd6600534c91f5,Арт,Положил,,0.0,2022-06-07 00:00:00
,03d043404df8c78ac76f3f0d31d26e731b174328b4da14fe31d05d07dd08aab8,М22 М22 Дооел,Положил,male,0.99,2022-06-07 00:00:00
,609fe96006a206a461aab9eb6958fcf40182ffc9430ea352d66dfc44258e9120,АСУЦ Боро Петрушевски,Положил,female,0.99,2022-06-07 00:00:00
,2d11d01f65cf3108669c88e19251fbea1b3cbbd970d74bec071919aa2d9a2923,Мартин,Не положил,female,0.98,2022-06-07 00:00:00
,46058f9895f28ec894eaed945b9c0eff0fa2215e92159f7b3a9844f007b99a1f,Автомак,Положил,female,0.98,2022-06-07 00:00:00
,4582ceb428fcb4e7a8bc2c84721afc5b54794e68607b1d4ce4535e910d3d3d61,Ива Обука,Положил,,0.0,2022-06-07 00:00:00
,3eb17349c39f77022314af73e3a8c2d180839981410edb88ff35ebc04e8d99ab,Идол,Положил,male,0.98,2022-06-07 00:00:00
,78462e5c4acfa1e353cbb7df74b79fe0a0a36f32c1f3e208c3e5c7d01fc31977,СМАРТ,Не положил,female,0.96,2022-06-07 00:00:00
,6337ce2959189c7719de6a14ccd5bad2fe1278c19c94dc919cf49accb05c7724,АСУЦ Боро Петрушевски,Положил,female,0.98,2022-06-07 00:00:00
,2b8880da62c097d09e7ad2bb186a029f500b92c521e94e4ba49607f52e348647,Бобием,Положил,female,0.98,2022-06-07 00:00:00
,eab19faff310bce35c95c7773415867a1b8da21d76cf4d3df9fafce0dcf0ce4f,Елита дривинг,Положил,male,0.98,2022-06-07 00:00:00
,b628555123fcc1ee9b5cdcc6bc0990145a473d8856a4c0f828c4a81564fd3f38,АСХ Хирда,Положил,,0.0,2022-06-07 00:00:00
,952391efbf2cc9fe3efbb3379500cb732a726cdb14979b3d195747ff972e0c00,Ива Обука,Положил,male,0.95,2022-06-07 00:00:00
,04c3b035117168dd2289bd7d4e56d4a415dece567413db57dba3834aa0db8c7e,Кекец-О,Положил,female,0.98,2022-06-07 00:00:00
,4dcb87920410c7e22f06bf5a3eaa35fe40ea54247b3b50d7f4e839e8a7d1ca90,Арт,Положил,male,0.98,2022-06-07 00:00:00
,640af4499c2367a73207e78567136801750b43324ebe93cbf50a1fe01b1733dc,АСХ Хирда,Положил,male,0.97,2022-06-07 00:00:00
,6582d4ccd9e35ae67ed7758d2e854b0a73212ee63632a09e7ac2c76fc29f07dc,Панда-ЛТД,Положил,female,0.96,2022-07-15 00:00:00
,6212ca67997cde2b6672fd46cfef678bfbc3aeec482f69376e4e2d88ba8eb478,М22 М22 Дооел,Положил,,0.0,2022-07-15 00:00:00
,5cbba567425d8abe7df1b6a729d1731314b0d733a395c6c899ea86eabdbda0d0,Зелен Сигнал,Положил,,0.0,2022-07-15 00:00:00
,ad058f9cfe8b148749369d988dea832c342172961b16095660656bfb6d2e464d,АСХ Хирда,Положил,female,0.98,2022-07-15 00:00:00
,4ca83d82a30a74c6b4d42b6bc372b6f601fbed65867d9557d67e99c532037b8d,Панда-ЛТД,Положил,male,1.0,2022-07-15 00:00:00
,4e4c5ff2f31759a10cb59b5b488d36ecbeec09fa8d7105ad8bb39af8807b259b,Ива Обука,Положил,male,0.83,2022-07-15 00:00:00
,6ffc32a58c0975dade2e9b9392b8a316a0a8e4c598125e45ea0a27cbffee16ac,Галеб ММ,Не положил,male,0.89,2022-07-15 00:00:00
,14a97e0bdef31eaf162c992e8be88d7986c5c7c37b2cd57d379f6aae825baef3,Кекец-О,Положил,,0.0,2022-07-15 00:00:00
,ceca26dd501415e4d022c7cfbd07c3c3eafed7614a3673b947ecd6a68c929b8f,Ива Обука,Положил,male,0.68,2022-07-15 00:00:00
,ec78fb9b889776f82c43bbd9a8a4d434100f85a916bc14ab4720c6e2f1fcbe49,Панда-ЛТД,Положил,,0.0,2022-07-15 00:00:00
,4534ae273d84b5386a005e4dcddba37eb18f18f2e9761eb9f067a14fed637beb,АСХ Хирда,Положил,female,0.98,2022-07-15 00:00:00
,d2d3c1626b68f139eef5f3e93ec00c3af2e12234b7bd7e37c6dfcd46dbf38fa0,АР-ДИ,Положил,male,0.97,2022-07-15 00:00:00
,348c1d528aa6ced7f4ff08b8070962abaec0478bd1ff80aa5bd14cc712d50089,АСХ Хирда,Положил,male,0.97,2022-07-15 00:00:00
,f6f5d27bb534ef7122460fa1a6050de7d0e562660cc432297a510f29222db49f,АСХ Хирда,Не положил,male,0.97,2022-07-15 00:00:00
,abbc0ba9ac495db974612ee3e2c8e407a9a377937ec0832b1a1e1306ba1a583e,Виза,Не положил,female,0.93,2022-07-15 00:00:00
,09f32652a0d7cbd5b9efee11ac3e534ed709fd32e9f60e73e87e8ce7dd88a40d,Ива Обука,Положил,,0.0,2022-07-15 00:00:00
,a57ddbef4dee1944b2be4089a4d0ff1b854f6a6142ddb9c94265a2adb53982d6,Банкина,Положил,male,0.99,2022-07-15 00:00:00
,562cb8d1d96c35dcbd96016ed017a006323a32661db86d001eab8db38dcc39c2,Елита дривинг,Положил,female,0.98,2022-07-15 00:00:00
,0c7c3988bf8c18b444311bee617ece6f9c11d71988eb7d005c87ec4586445d45,Тримоски,Положил,female,0.98,2022-07-15 00:00:00
,cf89c202610fdf8914b64a18cae8c4049f6c4258cdf3ca3644a370f46ae0eecd,СМАРТ,Положил,,0.0,2022-07-15 00:00:00
,1aa75e44a0c630ccdc59e9a8c065ef921f3ee080cc92782ea16f6b002e53ae5c,Мобилити Плус,Положил,male,0.99,2022-07-15 00:00:00
,7ea388804130952fd12832e619b346e14794d33bc66bb8f7d31d3e238e39067a,Идол,Положил,female,0.98,2022-07-15 00:00:00
,265fdb0a1a5699fae2a2f23916a8b409e919fad094c723999f3e1ffcbe481239,Тримоски,Положил,female,0.99,2022-07-15 00:00:00
,3d4a0d45bab75ff8c62a03830359a1ed642aed79215a365963826b2ae5d8635e,Идол,Положил,male,0.84,2022-07-15 00:00:00
,88b02cd7c67c916ea0307d829800f558667102a51c6402023af201088f8c9e17,АВТОМАК Гоце,Положил,,0.0,2022-07-15 00:00:00
,6562f856565423a318b7891f9c171b619073564207a1a35747b2f990d9da45d2,АСХ Хирда,Положил,female,0.97,2022-07-15 00:00:00
,4f6ffc196d684da9dbd1655d96b2beadd638f3ce57bc8b08d52fc39053058b5a,Зелен Сигнал,Положил,male,0.99,2022-07-15 00:00:00
,5f7907a4cd52dec4963d2a683c27ad2e380a7e6f50dfe89172e3f7b582ca2bc9,Болана ком,Положил,male,0.88,2022-07-15 00:00:00
,91fba77adde5957f555410a111c43b86309845c37916f777bde29dbacf28099b,Кекец-О,Не положил,,0.0,2022-07-15 00:00:00
,14b138f0ed040539dae98573fe0b2a6814d8fed6b519bc6766048f280d42f079,Нова-Нова,Не положил,male,1.0,2022-07-15 00:00:00
,21ab46865e7eef0afc7dd750ca7481b7448f1b4701f04074cfe919e34172b970,СМАРТ,Положил,,0.0,2022-07-15 00:00:00
,5bc0ae3b921818b514b17613fb2c04643fa16ea70fd9bd2b523a6f562a21dbe0,Ива Обука,Положил,male,0.96,2022-07-15 00:00:00
,ee5d5436b2779c4c89703f445e9555b1470f8a197c84f6667631e3cd5ab15b8b,АСХ Хирда,Положил,male,0.97,2022-07-15 00:00:00
,3c2427f899387b76cff69a964d6a6a1461c6e769f0ef38ee84c2129dc8406a14,Бонита М,Не положил,male,1.0,2022-07-15 00:00:00
,89eb79753b6d5a1572e461f3f9024e758fc466a4ac16c2c0fd0812f364d9f66e,АСХ Хирда,Положил,female,0.98,2022-07-15 00:00:00
,ba74dd15ac3c13ee8e1abe43f1605bb8a7dda6d0690c24216c5c4c881173cb3c,Арт,Не положил,,0.0,2022-07-15 00:00:00
,f6bffa6b452630125a6632e2a1898550bc1f439355ac2a099b20155fd8f3e82c,Емилија,Не положил,male,0.97,2022-07-15 00:00:00
,fef961ecf82f8755defc6b0183970d0e6a15eb71c2c765f726f5de651dc04455,/,Положил,female,0.99,2022-07-15 00:00:00
,c20600d3bceb6f372f84139548c5e90390e8b8c74ff16616db175e14177a91ca,Мартин,Положил,male,1.0,2022-07-15 00:00:00
,dcbb50f88fb064f430a20511bf04675ff1066116e51014d90646eac3521aea39,Арт,Положил,,0.0,2022-07-15 00:00:00
,4e76dea309d4c128276d644c0a1de14bfb5382c7fef34a206e91bbe5901e980b,Ива Обука,Не положил,male,0.96,2022-07-15 00:00:00
,ceb7cada03eec7d55b0887eee0fc93526b9d8e44a28846ce45c229022640b4c5,Тримоски,Не положил,,0.0,2022-07-15 00:00:00
,9d22bb44248a809cedf7cc2716ffbfdc81b95f070e52c53fd9e356ae69466110,Мартин,Положил,female,0.98,2022-07-15 00:00:00
,45871d361f9924db7f741cb3390a363e9468a6cc711a48335e232428060d3d54,Емилија,Положил,female,0.99,2022-07-15 00:00:00
,49199006d486979902c49c7eac631aee00fabbfec34bc30803f8bfa5807221bf,М22 М22 Дооел,Положил,male,0.93,2022-07-15 00:00:00
,c7f227f67676c24dd4bb72134b60df1ed937d00c0377ca1402ddeae29241dae9,Ас-Коко,Не положил,male,0.9,2022-07-15 00:00:00
,e527b2b6afebc989e7abede09322763442305cc61650b0cc0eb39dfc6cd974cc,АР-ДИ,Положил,,0.0,2022-07-15 00:00:00
,5d97c1a85efdca08a4a76cef66654466a3f0e6fa85f578e31b283c4e3b885af0,Елита дривинг,Не положил,,0.0,2022-07-15 00:00:00
,e0f40af716d23022a29f00653abc04a67247a4a68bb27913957030e67d905464,Мартин,Не положил,female,0.98,2022-07-15 00:00:00
,0add157ad3dc9f74beaa429039d32f0f823bfe57048295403e91a712289ba805,Шкорпион,Не положил,,0.0,2022-07-15 00:00:00
,5c27e1a609b0a98522e64c0259408af08ee714ec4dc3200a09a5aff34d9073b1,Шкорпион,Положил,male,0.99,2022-07-15 00:00:00
,ec728f6abe4a5f616a77455e1a51d1cdc846c87f5d490d75792433b468eff803,Шкорпион,Положил,male,0.98,2022-07-15 00:00:00
,6d1cf0360a38b413b09dad7d1592c6760abe10d9dba8e4115c75c429dea0c3ad,АСУЦ Боро Петрушевски,Не положил,,0.0,2022-07-15 00:00:00
,dda8a386e383ebcf10bce46d86f1026bd4142e5d7dccb529126a06219c10238a,Арт,Положил,male,0.9,2022-07-15 00:00:00
,1b65c70a5586c951a372ddb281f239e61e78699a92b36f9f1d04089ec82ca711,АСХ Хирда,Не положил,female,0.95,2022-07-15 00:00:00
,a7d81d3312e8e2754256a3b2c71935a36ea888ee7939daaca012475f4991a44d,Деива Обука 2001,Не положил,female,0.96,2022-07-15 00:00:00
,ecc71e7b32ba3cf482d3bd9b03a454e214ddb3577eb9d31a7b2c813fae2fe93b,Идол,Не положил,female,0.95,2022-07-15 00:00:00
,1113f4ca0fe1461c7aa67b44f8803826db5d1f4a4ae231519d630250ea0394bc,Ас-Коко,Положил,female,0.98,2022-07-15 00:00:00
,0081f50cedd3826bb75ec68983f60ca886437e90311acf453134edc2f0464670,Зелен Сигнал,Положил,male,0.88,2022-07-15 00:00:00
,2b604544940743b1930ec692f63a9d64f6fcde031cf8ae28f5726bab43f5afb4,Ас-Коко,Не положил,female,0.98,2022-07-15 00:00:00
,e5dbe19bb1e959a25ca7e48d2932934664fe6cef4004bc04a502e90cefa83171,Ива Обука,Положил,female,0.98,2022-07-15 00:00:00
,ff75435a21bb300a8dea4c03699562ee7ef9a6c0e45b5ecc3f3e0036901e8cbc,Банкина,Положил,male,1.0,2022-07-15 00:00:00
,30bbf28bec11816c400328090c97376d109afa3bb27c8d399d2d626dc82001c3,М22 М22 Дооел,Не положил,female,0.96,2022-07-15 00:00:00
,03ef43507e97d19f1ca2bce4c5c71bf732f29b7b5ce7c8fa938d4166d285b123,Зелен Сигнал,Не положил,,0.0,2022-07-15 00:00:00
,beaadc1fe8b8219ab62855312cdf374eeb8f70ecb57fb399c3b47c83f20ec47f,Идол,Положил,female,0.98,2022-07-15 00:00:00
,e850c0eda8497a99b03341f9138af5d7fae309c16dabfb1559f7d19f4c0fff70,Тримоски,Не положил,male,0.59,2022-07-15 00:00:00
,d49f54df28ba64c547bca9171eb75a2ad9ae79286081f2082ebf4ff25461da7b,Арт,Не положил,female,0.97,2022-07-15 00:00:00
,47e248bafaf51c6b9caa52352ec3e81d379b7e8b5db610c4865ce05daa3a6efc,Нова-Нова,Не положил,male,0.98,2022-07-15 00:00:00
,75a9b2e628de925fdc030f3c35d291d9441d0c6ba70fa5f8d3a901c5e0513063,Мобилити Плус,Не положил,,0.0,2022-07-15 00:00:00
,65cedecb3580dc9ab52e47645f02e6833d5c06f16e4fedba4460889efe420865,Ел Хилал - Јуниор,Не положил,male,0.92,2022-07-15 00:00:00
,2a131b3f591a26a47c76aacf5cc229a4b1cf838cdf2c523da55ab94c1ef0ff8f,Шкорпион,Положил,female,0.98,2022-07-15 00:00:00
,edb12ae58d4e7088f7b6e0e0ab663305be29d9c3b2951fba3504946593a3ba9e,Софи-Скул,Положил,male,0.89,2022-07-15 00:00:00
,70c0dfce8889e5de0d11acb77e48363a3d1a9cc3376cf4e23c761d4594e59af6,Кекец-О,Не положил,male,0.98,2022-07-15 00:00:00
,b55311f50091f701514a62e6019886e27dbd2f68b48783ae33f232d818235fbc,Нова-Нова,Не положил,female,0.98,2022-07-15 00:00:00
,d837141ba456109b2b20f3406183d83ea72e5241354f753a08000e88603dc57d,АР-ДИ,Положил,male,0.96,2022-07-15 00:00:00
,347e9391ac71b8a6fa6adf7754169b085de59c93e35e487709967bb891153c41,АР-ДИ,Не положил,,0.0,2022-07-15 00:00:00
,f2732fedb19eb65046dcf7cf4e8012b51c2cfa90b592e0082c35dbdc169bab53,АР-ДИ,Не положил,,0.0,2022-07-15 00:00:00
,df9ca90d5bf441b6182d29d169a68ddd09bfcd797b6265cc89e57305d5f8d8f5,Зелен Сигнал,Не положил,male,0.95,2022-07-15 00:00:00
,443e2a3dba0f9dd52304bba0ea2b504290c68dee9a923ad5e321e2b709917ed9,АСХ Хирда,Положил,male,1.0,2022-07-15 00:00:00
,fbc23dbf92876ffd2e0e6ecbae58a27d0c163e623f82e5d8193bb5155a9c396a,Ива Обука,Положил,female,0.98,2022-05-17 00:00:00
,4561374454908d16f7ced9633ae835bd5f1c3bd02dc00c06e47c4d8e09aa7b92,Ива Обука,Положил,male,0.98,2022-05-17 00:00:00
,dfbc5cb40b125fbfd9d517bab6c23fe100779ddcd6a4e008c20cb5ea13ede806,М22 М22 Дооел,Положил,female,0.98,2022-05-17 00:00:00
,2a7209936c600a33fc06bfe3aca26b116cb29c32779a081ba9524d563eece7f8,Ас-Коко,Положил,,0.0,2022-05-17 00:00:00
,772ee1efc782927a0f57ff0ded8d234b17056a04d41f805a213553dd4e209b54,Тримоски,Не положил,,0.0,2022-05-17 00:00:00
,d7d91f3b4710f8842fc48258eb14c85440392ffaee8b6552d93b18c998a6bc0b,Алфа 2018,Положил,,0.0,2022-05-17 00:00:00
,1e0ef0508c4def5a55a1e1382bc3fc85eb3bad69e470ee6b1781b28f61326f0e,АСХ Хирда,Положил,male,0.97,2022-05-17 00:00:00
,bb0f065c3e16ab918c9ca1277a48a3979ed79ea381166aeb5e0f284bd0afbb21,Зелен Сигнал,Положил,male,0.97,2022-05-17 00:00:00
,81032ffbbd3d5e32463623c4f77e239459b80e19524ebb15f573227e10d8b858,Шкорпион Обука,Положил,,0.0,2022-05-17 00:00:00
,d5da5ebeb7a15bf6a55b856ab91d987269de3e6ce424f2665299b08580c4700d,Мобилити Плус,Положил,male,0.99,2022-05-17 00:00:00
,0184975abc217b3c2cf9f1c476abc5b0c2697a0fa10eb9d8dd6fc4d907bf50c6,Сигурност ГТБ,Положил,,0.0,2022-05-17 00:00:00
,827c23cb070ea47a8f34057ebdabff023a8d9c8e78732c8c8dbb64cd6ac50812,Кекец-О,Положил,male,1.0,2022-05-17 00:00:00
,9e526221a202dfb3be78bd2c69c56ca036a4b398299c864036dbb4b39f13c3ee,М22 М22 Дооел,Положил,male,0.99,2022-05-17 00:00:00
,3a34d57ec5cc089a6d8db9b090b45223c6d6d7f547bbf6854ed3fdbc8d0aab50,М 22 Маријана 2015,Не положил,male,0.99,2022-05-17 00:00:00
,2749e9629605e69fe0a084ed7e137d51cb472c8ab87b8e38d662a330da44c93b,Деива Обука 2001,Положил,male,0.98,2022-05-17 00:00:00
,1ab92c18a41f684c0bb4fb1530624fd15aabb1c538dc69c9acc293f3611a05ec,Арт,Положил,,0.0,2022-05-17 00:00:00
,3d77cb3958d7c163d185da86eed1af53fcfbb33506c64e2033c8a70bcbbf6da0,АВТОМАК Гоце,Положил,female,0.98,2022-05-17 00:00:00
,439412da04027aa21628e0644abc41bd72f5fcac1da3014cdcdc6c9da3f4999e,Панда-ЛТД,Не положил,female,0.99,2022-05-17 00:00:00
,456715abc0aeb9f721228ee9837e1e8c373205b2a8e5a7951f128ca9f5b6ce6d,АСХ Хирда,Положил,,0.0,2022-05-17 00:00:00
,76984021e7ff647eb1afb9b776e0528e3b88fbbc4b445f1bd8d3e5611e56f7d2,АСХ Хирда,Не положил,male,0.98,2022-05-17 00:00:00
,ebf05f0503372c32391c8464d5fd56ba22988224d9458397c844c2942d212f4d,АР-ДИ,Положил,male,0.92,2022-05-17 00:00:00
,ac618998fd68314953cb39c1f671868f584ffe060bfaf5ff3012db78a424b204,Арт,Положил,female,1.0,2022-05-17 00:00:00
,80e099d4ea228f291cb8a04a308e6bfb26520a69831c4e2ca7d93316fdefc79a,Мартин,Положил,,0.0,2022-05-17 00:00:00
,dc8f7b2c9e1f4db0a9e2901d2b321a4c1272dde39fc06c0005157337d026c7d3,Идол,Положил,female,0.98,2022-05-17 00:00:00
,5c349fdd8b377b1c88e2b88ff5b1d35fe61e410c0b3a67ae8ed91df384eb62cd,АСХ Хирда,Положил,,0.0,2022-05-17 00:00:00
,01a6a649f471471b45f07b406ab49f589d1c9c2ffb1e568dda35f367a0b612bb,Мобилити Плус,Положил,,0.0,2022-05-17 00:00:00
,b6be7f709ce4658351aee46f027bc9a95432d26d4250c18b45cfa313959c644e,Ас-Коко,Не положил,male,0.99,2022-05-17 00:00:00
,b8515cce9454fa8b8bc703dbcecb1455346e7c677dd8e00b0b608a14e0e6d7b1,Болана ком,Положил,female,0.69,2022-05-17 00:00:00
,6d5c3a9a7ef6d0823a8a8dc5197e3cee56edfde3c88134caf0a53c8568d53a76,Струга-ком,Не положил,female,0.88,2022-05-17 00:00:00
,c0ca07157d11e39ca39576b3228ffe573dd472c4d505345c3a3dcd54e3865af6,Ас-Коко,Не положил,female,0.98,2022-05-17 00:00:00
,d462264b564cdb95f511850992bbd86ec21f228337f990bf7f3a471bc4171ac4,Ива Обука,Положил,male,0.97,2022-05-17 00:00:00
,ccd137958633de22458e83a11d54106a1f21b62106c6c63f83d5b7532fdf4102,Тримоски,Положил,male,0.56,2022-05-17 00:00:00
,3a5084f64d8b4d526d56f4d4d9df86910e7b98c2fc0de0b9d161422833a967ae,Шкорпион С 2014,Не положил,female,0.99,2022-05-17 00:00:00
,4a07c0194ceb5b672a2db8b5b1f28f8b11823660ff3e27ef1c6a9e5483f97beb,Зелен Сигнал,Не положил,male,0.96,2022-05-17 00:00:00
,a3d8666854ebf00e1fd302912f2c405d297b104976242ff799f1d4e82acab321,АР-ДИ,Не положил,,0.0,2022-05-17 00:00:00
,9fba96820becd89cb7bc9e38f808d1a1321268df776c3de572df52c2d3a1d0d9,Елита дривинг,Не положил,male,0.96,2022-05-17 00:00:00
,105cddc4cfb481a03c01e5fae1dbb327a05354ff85476423b7e0a628840f0427,СМАРТ,Не положил,female,0.98,2022-05-17 00:00:00
,5b06adee876e5c744b9a6837aa44daa6096d02a5981ae1c207fce69ff3554fb8,Нова,Положил,female,0.99,2022-09-21 00:00:00
,1f07c5eade7d58fffdd1b91e8747c4406b3304f364cab12e746bed7147d57596,М22 М22 Дооел,Не положил,female,1.0,2022-09-21 00:00:00
,4073a9cb032e16dbc429bc6ae1cf4f2e99abe69be373fc73c202e9e446e00a8d,М22 М22 Дооел,Не положил,,0.0,2022-09-21 00:00:00
,f778dd9e8813e94f8fa4585297bbf4b4a38c41163774849db3e1c776ceb7a2f4,Шкорпион,Положил,female,1.0,2022-09-21 00:00:00
,198b6a37a6cdbfa30e1727e5b72607eea058fa1f776e76ed0c7a3f397d19c867,Шкорпион С 2014,Положил,,0.0,2022-09-21 00:00:00
,0548877c23e02c27cb1894ac912cbe522961c522938f30bbe848353f35646192,Кекец-О,Положил,female,0.99,2022-09-21 00:00:00
,714cd2397ed96a89bba4f6cf0aeb056d545d01c70a3c5152011700bd83a59d97,Софи-Скул,Положил,,0.0,2022-09-21 00:00:00
,c59e454e5adc338b5f3ed55d185bed4bb9b567ab2ff35157f6802cc120c9bbea,АР-ДИ,Положил,,0.0,2022-09-21 00:00:00
,594e71657a0aff9f93d0b1643db55db6b80157ee7c9de7bbe09f29b5e073b826,АСХ Хирда,Положил,male,0.99,2022-09-21 00:00:00
,3962619abd04d9ac654e3de44cefe1584f08e4245c139d32b541b9af4dc0bed2,АР-ДИ,Положил,male,0.86,2022-09-21 00:00:00
,d4f669a66a6f5ecafe5216e48ced47928cb22f0b5d0a6a04700693c8f64a7aca,АСУЦ Боро Петрушевски,Положил,,0.0,2022-09-21 00:00:00
,9da32893a90ae2aae0a81332508d03659e409705fdc797de122f472e51944422,СМАРТ,Положил,male,0.98,2022-09-21 00:00:00
,65b27ebc400e56f6adcad9f9dd65d4e416f016db967305797183596a7c05bf47,Денибо,Положил,,0.0,2022-09-21 00:00:00
,e37684b41fd1533e46c931ac9d53cc2ae271806500d58dd2189b4d6c84edcc03,Ива Обука,Положил,male,0.98,2022-09-21 00:00:00
,49b1b9d083e75ef2d87b9440293e9247c17bf4a39b674a37e5ae0e1e7725471b,Тримоски,Положил,male,1.0,2022-09-21 00:00:00
,4eddc8530d411744dacf0bcf67a4777ebaa4654675d29f4be71d20e5602a220e,Драјв Скул,Не положил,male,1.0,2022-09-21 00:00:00
,c72a7052e3517fa43098122c687785e9ecc53c5d7c5320ec4ca4d8d8dca64557,Идол,Не положил,male,1.0,2022-09-21 00:00:00
,db7831ec2fd158159d2dbfd6b643c2ae4a63f836b23a37bc1cd738f1be9f319b,Банкина,Положил,female,0.98,2022-09-21 00:00:00
,1db64f4fcccefeb962f17eecd0c7e3310a88b63b8db78f2bc37eeb09dcb65fc4,Шкорпион С 2014,Положил,female,1.0,2022-09-21 00:00:00
,6db8fb38c20683346161997162d47652e0c76b8f18dde6d884318a439dcf957d,Зебра АБЦ Дооел,Не положил,,0.0,2022-09-21 00:00:00
,e9b9c2533cc7b86c3408819accddf1360e632ce0b1c2aee6a6570ffb0aeae797,Ива Обука,Положил,female,0.98,2022-09-21 00:00:00
,06b6c7f5a7d900ad6c775982b23d38a5d0a160ce7dab96ed6a48e7c4926eac2d,Арт,Положил,,0.0,2022-09-21 00:00:00
